,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
HUMANATA,atencion odontologica,primera consulta,2020-07-01,4,10,3,11,5,9,7,12,5,2,0,1,0,0,69
ICLA,atencion odontologica,primera consulta,2020-07-01,5,7,8,8,4,9,7,23,2,3,0,9,0,0,85
INCAHUASI,atencion odontologica,primera consulta,2020-07-01,1,0,1,3,0,0,4,8,2,1,0,0,0,0,20
INQUISIVI,atencion odontologica,primera consulta,2020-07-01,5,5,10,5,4,8,17,13,13,9,0,2,0,0,91
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2020-07-01,2,5,7,7,5,5,6,15,4,1,0,2,0,0,59
IXIAMAS,atencion odontologica,primera consulta,2020-07-01,1,2,8,7,7,6,7,15,1,1,0,0,0,1,56
JESUS DE MACHACA,atencion odontologica,primera consulta,2020-07-01,7,6,18,14,6,13,8,23,7,10,0,7,0,2,121
LA ASUNTA,atencion odontologica,primera consulta,2020-07-01,26,20,26,28,12,32,42,82,8,3,0,23,0,5,307
LA GUARDIA,atencion odontologica,primera consulta,2020-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,primera consulta,2020-07-01,63,80,73,88,42,56,245,262,39,37,0,35,0,3,1023
LA RIVERA,atencion odontologica,primera consulta,2020-07-01,0,0,1,2,1,0,1,3,0,1,0,0,0,0,9
LAGUNILLAS,atencion odontologica,primera consulta,2020-07-01,5,0,3,5,7,8,11,23,2,0,0,3,0,1,68
LAJA,atencion odontologica,primera consulta,2020-07-01,4,6,3,0,0,5,2,7,1,0,0,8,0,2,38
LAS CARRERAS,atencion odontologica,primera consulta,2020-07-01,0,0,2,0,4,2,5,7,0,0,0,1,0,0,21
LLALLAGUA,atencion odontologica,primera consulta,2020-07-01,20,19,13,21,5,16,17,57,4,1,0,16,0,13,202
LLICA,atencion odontologica,primera consulta,2020-07-01,0,2,10,5,1,9,9,17,1,2,0,5,0,0,61
LORETO,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,0,1,0,3,0,0,0,2,0,0,8
LURIBAY,atencion odontologica,primera consulta,2020-07-01,1,2,1,4,1,1,12,8,1,0,0,1,0,0,32
MACHACAMARCA,atencion odontologica,primera consulta,2020-07-01,11,9,2,4,3,4,6,23,7,6,0,8,0,2,85
MACHARETI,atencion odontologica,primera consulta,2020-07-01,25,29,5,2,0,5,3,25,2,0,0,12,0,1,109
MAGDALENA,atencion odontologica,primera consulta,2020-07-01,2,0,3,4,3,1,2,4,1,0,0,0,0,0,20
MAIRANA,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MALLA,atencion odontologica,primera consulta,2020-07-01,0,0,1,0,0,0,3,1,2,1,0,1,0,0,9
MAPIRI,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,2,1,2,1,0,0,0,0,1,8
MECAPACA,atencion odontologica,primera consulta,2020-07-01,2,3,6,5,2,2,8,19,1,2,0,0,0,0,50
MINEROS,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,1,0,3,54,42,0,4,0,0,104
MIZQUE,atencion odontologica,primera consulta,2020-07-01,0,1,7,8,1,2,2,6,4,2,0,0,0,0,33
MOCOMOCO,atencion odontologica,primera consulta,2020-07-01,1,1,6,8,3,10,9,16,2,2,0,0,0,0,58
MOJINETE,atencion odontologica,primera consulta,2020-07-01,0,2,2,5,1,2,2,3,1,2,0,1,0,1,22
MOJOCOYA,atencion odontologica,primera consulta,2020-07-01,3,0,5,13,5,4,14,22,5,1,0,11,0,1,84
MONTEAGUDO,atencion odontologica,primera consulta,2020-07-01,3,5,10,18,3,8,22,50,1,6,0,3,0,1,130
MONTERO,atencion odontologica,primera consulta,2020-07-01,232,222,48,55,27,58,41,230,42,47,0,149,0,26,1177
MORO MORO,atencion odontologica,primera consulta,2020-07-01,2,0,0,2,1,2,4,4,0,0,0,0,0,1,16
MOROCHATA,atencion odontologica,primera consulta,2020-07-01,1,2,7,9,4,7,10,23,3,4,0,0,0,0,70
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2020-07-01,3,0,4,2,2,1,1,2,0,0,0,0,0,0,15
OCURI,atencion odontologica,primera consulta,2020-07-01,3,8,11,4,2,8,10,14,7,5,0,2,0,1,75
OKINAWA,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,0,1,0,4,0,0,0,0,0,0,7
OMEREQUE,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,1,0,0,3,0,0,0,2,0,0,6
ORURO,atencion odontologica,primera consulta,2020-07-01,50,33,59,56,32,54,101,251,18,20,0,72,0,7,753
PADCAYA,atencion odontologica,primera consulta,2020-07-01,1,2,0,1,0,1,5,10,1,0,0,0,0,0,21
PADILLA,atencion odontologica,primera consulta,2020-07-01,0,1,1,2,1,1,3,7,1,1,0,8,0,0,26
PALCA,atencion odontologica,primera consulta,2020-07-01,4,9,11,25,15,18,32,47,10,4,0,1,0,0,176
PALOS BLANCOS,atencion odontologica,primera consulta,2020-07-01,8,9,8,14,6,9,7,25,5,4,0,9,0,2,106
PAMPA GRANDE,atencion odontologica,primera consulta,2020-07-01,1,0,1,0,0,1,2,5,1,0,0,2,0,2,15
PAPEL PAMPA,atencion odontologica,primera consulta,2020-07-01,1,0,0,1,1,1,1,2,1,1,0,3,0,0,12
PASORAPA,atencion odontologica,primera consulta,2020-07-01,0,0,3,1,1,4,3,1,1,0,0,0,0,0,14
PATACAMAYA,atencion odontologica,primera consulta,2020-07-01,4,2,1,3,0,2,0,5,2,1,0,1,0,0,21
PAZÑA,atencion odontologica,primera consulta,2020-07-01,1,0,7,8,2,4,4,15,5,1,0,6,0,0,53
PELECHUCO,atencion odontologica,primera consulta,2020-07-01,8,11,6,4,5,4,11,17,1,1,0,1,0,0,69
POCOATA,atencion odontologica,primera consulta,2020-07-01,14,15,10,24,13,16,31,40,37,48,0,7,0,5,260
POCONA,atencion odontologica,primera consulta,2020-07-01,1,1,1,5,1,3,2,6,1,0,0,4,0,0,25
POJO (CBBA),atencion odontologica,primera consulta,2020-07-01,2,1,0,2,0,2,3,2,0,0,0,1,0,0,13
POOPO,atencion odontologica,primera consulta,2020-07-01,0,1,1,2,1,3,7,8,0,2,0,4,0,0,29
PORCO,atencion odontologica,primera consulta,2020-07-01,1,3,3,4,3,5,4,23,1,0,0,16,0,0,63
POROMA,atencion odontologica,primera consulta,2020-07-01,0,0,3,0,0,1,3,2,1,0,0,0,0,0,10
PORONGO,atencion odontologica,primera consulta,2020-07-01,41,38,42,45,16,23,84,119,12,10,0,12,0,11,453
PORVENIR,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,1,0,3,0,0,0,1,0,0,6
POSTRER VALLE,atencion odontologica,primera consulta,2020-07-01,2,5,1,4,0,1,7,7,2,0,0,0,0,0,29
POTOSI,atencion odontologica,primera consulta,2020-07-01,32,25,66,69,32,62,50,204,14,7,0,85,0,12,658
PRESTO,atencion odontologica,primera consulta,2020-07-01,0,2,0,1,3,8,4,13,2,0,0,6,0,0,39
PUCARA,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,1,0,2,2,0,1,0,0,0,0,6
PUCARANI,atencion odontologica,primera consulta,2020-07-01,6,7,15,27,24,23,22,47,6,5,0,5,0,0,187
PUERTO ACOSTA,atencion odontologica,primera consulta,2020-07-01,2,2,11,3,4,5,18,12,6,6,0,0,0,0,69
PUERTO CARABUCO,atencion odontologica,primera consulta,2020-07-01,4,0,8,10,4,10,16,19,4,8,0,4,0,0,87
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2020-07-01,0,1,3,5,1,5,4,6,0,0,0,0,0,0,25
PUERTO PEREZ,atencion odontologica,primera consulta,2020-07-01,1,3,2,3,0,2,8,10,0,1,0,3,0,0,33
PUERTO QUIJARRO,atencion odontologica,primera consulta,2020-07-01,10,12,4,6,1,2,2,18,3,2,0,16,0,0,76
PUERTO RICO,atencion odontologica,primera consulta,2020-07-01,0,0,5,2,0,6,5,11,2,0,0,0,0,1,32
PUERTO SUAREZ,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,primera consulta,2020-07-01,1,7,18,20,7,12,23,50,6,6,0,6,0,2,158
PUNA,atencion odontologica,primera consulta,2020-07-01,1,0,2,3,6,6,15,16,9,4,0,4,0,1,67
PUNATA,atencion odontologica,primera consulta,2020-07-01,3,1,6,9,1,4,3,15,3,2,0,2,0,0,49
QUIABAYA,atencion odontologica,primera consulta,2020-07-01,2,2,7,1,3,7,13,12,0,0,0,0,0,0,47
QUILLACOLLO,atencion odontologica,primera consulta,2020-07-01,9,10,5,3,2,1,4,44,7,4,0,4,0,0,93
QUIME,atencion odontologica,primera consulta,2020-07-01,4,3,5,6,0,1,7,10,0,0,0,0,0,0,36
QUIRUSILLAS,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,primera consulta,2020-07-01,31,24,58,70,31,43,79,141,108,102,0,14,0,10,711
REYES,atencion odontologica,primera consulta,2020-07-01,1,1,2,0,0,2,1,4,0,0,0,0,0,0,11
RIBERALTA,atencion odontologica,primera consulta,2020-07-01,12,13,4,7,3,21,12,50,3,3,0,30,0,3,161
RURRENABAQUE,atencion odontologica,primera consulta,2020-07-01,4,3,4,5,3,5,10,14,4,2,0,1,0,1,56
SABAYA,atencion odontologica,primera consulta,2020-07-01,3,3,10,10,9,7,11,18,11,6,0,6,0,0,94
SACABA,atencion odontologica,primera consulta,2020-07-01,33,37,60,77,18,46,42,126,32,50,0,10,0,3,534
SACABAMBA,atencion odontologica,primera consulta,2020-07-01,0,0,0,2,0,2,2,0,0,2,0,0,0,0,8
SACACA,atencion odontologica,primera consulta,2020-07-01,0,2,8,3,3,3,9,12,9,10,0,2,0,0,61
SAIPINA,atencion odontologica,primera consulta,2020-07-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2020-07-01,4,2,10,6,3,2,25,27,8,8,0,9,0,1,105
SAMAIPATA,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
SAN AGUSTIN,atencion odontologica,primera consulta,2020-07-01,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,primera consulta,2020-07-01,7,4,3,5,8,4,6,9,5,1,0,0,0,0,52
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2020-07-01,3,3,8,7,3,6,9,15,7,9,0,1,0,2,73
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2020-07-01,5,7,11,17,3,8,14,27,2,3,0,1,0,1,99
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,2,2,0,4,0,0,0,0,0,0,9
SAN BENITO,atencion odontologica,primera consulta,2020-07-01,5,2,6,10,0,5,8,17,3,4,0,2,0,0,62
SAN BORJA,atencion odontologica,primera consulta,2020-07-01,3,1,14,9,2,14,15,32,2,2,0,4,0,4,102
SAN BUENA VENTURA,atencion odontologica,primera consulta,2020-07-01,3,4,12,8,1,0,3,5,2,0,0,1,0,0,39
SAN CARLOS,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3
SAN IGNACIO,atencion odontologica,primera consulta,2020-07-01,0,1,2,1,0,0,1,1,0,0,0,0,0,0,6
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,0,1,2,1,0,0,1,0,0,6
SAN JAVIER(BNI),atencion odontologica,primera consulta,2020-07-01,1,0,2,1,0,1,0,4,0,0,0,0,0,0,9
SAN JAVIER(STC),atencion odontologica,primera consulta,2020-07-01,0,0,1,1,0,1,0,4,0,0,0,1,0,0,8
SAN JOAQUIN,atencion odontologica,primera consulta,2020-07-01,1,0,4,3,1,5,5,12,1,0,0,0,0,0,32
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2020-07-01,0,0,2,2,3,2,5,11,3,1,0,1,0,1,31
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,5
SAN LORENZO(PND),atencion odontologica,primera consulta,2020-07-01,0,1,4,0,0,0,2,8,0,0,0,0,0,0,15
SAN LORENZO(TJA),atencion odontologica,primera consulta,2020-07-01,0,2,4,3,1,5,16,26,6,2,0,1,0,0,66
SAN LUCAS,atencion odontologica,primera consulta,2020-07-01,1,1,11,7,10,14,14,36,0,3,0,13,0,0,110
SAN MATIAS,atencion odontologica,primera consulta,2020-07-01,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2020-07-01,1,0,3,2,1,2,5,4,2,0,0,1,0,0,21
SAN PEDRO,atencion odontologica,primera consulta,2020-07-01,5,5,6,3,2,7,5,26,3,0,0,12,0,0,74
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2020-07-01,48,58,91,102,45,38,113,152,57,55,0,20,0,7,786
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,2,4,2,3,2,1,0,0,0,0,14
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2020-07-01,1,0,1,2,3,0,3,3,0,0,0,1,0,0,14
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2020-07-01,1,1,4,7,5,9,12,21,5,3,0,3,0,0,71
SAN PEDRO(PND),atencion odontologica,primera consulta,2020-07-01,1,2,20,9,2,1,0,1,0,0,0,0,0,1,37
SAN RAFAEL,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,0,0,1,5,0,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2020-07-01,96,121,102,113,19,38,138,340,148,103,0,156,0,4,1378
SANTA ROSA,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2020-07-01,32,24,11,9,6,6,8,20,2,0,0,1,0,0,119
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2020-07-01,1,0,1,1,1,0,6,1,9,8,0,0,0,0,28
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2020-07-01,1,0,6,8,2,7,11,19,10,9,0,7,0,2,82
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2020-07-01,2,1,3,7,0,5,3,8,4,4,0,1,0,0,38
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2020-07-01,0,0,1,2,0,0,1,2,3,1,0,0,0,0,10
SANTIVAÑES,atencion odontologica,primera consulta,2020-07-01,0,1,3,2,0,1,3,6,4,8,0,3,0,0,31
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2020-07-01,1,2,2,4,0,0,0,8,3,3,0,4,0,2,29
SAPAHAQUI,atencion odontologica,primera consulta,2020-07-01,6,10,4,5,2,5,8,11,2,1,0,1,0,1,56
SENA,atencion odontologica,primera consulta,2020-07-01,4,0,6,4,3,1,4,6,3,1,0,1,0,0,33
SHINAOTA,atencion odontologica,primera consulta,2020-07-01,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2020-07-01,3,0,3,3,1,1,5,13,1,2,0,0,0,0,32
SICAYA,atencion odontologica,primera consulta,2020-07-01,1,0,0,1,0,1,3,4,1,0,0,0,0,0,11
SIPE SIPE,atencion odontologica,primera consulta,2020-07-01,8,16,6,7,3,1,15,23,3,0,0,0,0,1,83
SOPACHUY,atencion odontologica,primera consulta,2020-07-01,1,2,4,4,4,5,6,21,2,0,0,12,0,0,61
SORACACHI,atencion odontologica,primera consulta,2020-07-01,2,7,9,8,6,14,20,32,5,9,0,15,0,1,128
SORATA,atencion odontologica,primera consulta,2020-07-01,4,4,10,7,3,7,9,22,2,2,0,0,0,3,73
SUCRE,atencion odontologica,primera consulta,2020-07-01,68,66,30,26,6,20,46,164,13,11,0,95,0,7,552
TACACOMA,atencion odontologica,primera consulta,2020-07-01,1,2,3,4,2,8,7,18,4,2,0,1,0,0,52
TACOBAMBA,atencion odontologica,primera consulta,2020-07-01,0,0,1,2,0,1,3,4,1,2,0,2,0,0,16
TACOPAYA,atencion odontologica,primera consulta,2020-07-01,2,2,6,4,7,4,18,18,1,1,0,0,0,1,64
TAHUA,atencion odontologica,primera consulta,2020-07-01,0,2,2,3,0,4,4,8,2,1,0,2,0,0,28
TAPACARI,atencion odontologica,primera consulta,2020-07-01,6,3,9,9,8,9,16,18,8,12,0,1,0,0,99
TARABUCO,atencion odontologica,primera consulta,2020-07-01,2,1,11,5,6,26,19,52,4,7,0,25,0,0,158
TARACO,atencion odontologica,primera consulta,2020-07-01,0,3,5,6,6,6,13,15,4,4,0,1,0,0,63
TARATA,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,0,0,3,1,0,0,0,0,0,5
TARIJA,atencion odontologica,primera consulta,2020-07-01,7,3,10,20,7,15,70,87,10,9,0,7,0,0,245
TARVITA,atencion odontologica,primera consulta,2020-07-01,5,1,4,8,5,22,15,42,2,4,0,24,0,1,133
TEOPONTE,atencion odontologica,primera consulta,2020-07-01,3,5,7,12,2,8,9,16,1,2,0,1,0,0,66
TIAHUANACU,atencion odontologica,primera consulta,2020-07-01,4,3,6,10,3,9,10,25,7,1,0,11,0,3,92
TINGUIPAYA,atencion odontologica,primera consulta,2020-07-01,4,4,8,2,2,15,18,13,3,2,0,0,0,0,71
TIQUIPAYA,atencion odontologica,primera consulta,2020-07-01,2,3,5,10,2,7,8,27,3,3,0,3,0,1,74
TIRAQUE (CBBA),atencion odontologica,primera consulta,2020-07-01,3,5,7,7,3,9,10,13,1,5,0,1,0,1,65
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2020-07-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
TOCO,atencion odontologica,primera consulta,2020-07-01,0,1,2,2,1,0,1,5,1,1,0,0,0,0,14
TODOS SANTOS,atencion odontologica,primera consulta,2020-07-01,0,1,4,7,1,1,1,4,0,2,0,3,0,0,24
TOLATA,atencion odontologica,primera consulta,2020-07-01,1,0,2,3,1,0,3,4,0,0,0,0,0,0,14
TOLEDO,atencion odontologica,primera consulta,2020-07-01,0,2,2,0,3,1,2,12,4,2,0,5,0,0,33
TOMAVE,atencion odontologica,primera consulta,2020-07-01,10,12,10,14,9,14,17,27,10,14,0,2,0,4,143
TOMINA,atencion odontologica,primera consulta,2020-07-01,4,3,4,6,2,1,8,23,2,1,0,3,0,0,57
TORO TORO,atencion odontologica,primera consulta,2020-07-01,0,0,4,3,5,3,9,25,2,3,0,11,0,0,65
TOTORA(CBBA),atencion odontologica,primera consulta,2020-07-01,2,6,5,4,0,6,14,20,2,0,0,1,0,0,60
TOTORA(ORR),atencion odontologica,primera consulta,2020-07-01,1,4,7,8,7,6,6,10,3,0,0,1,0,0,53
TRIGAL,atencion odontologica,primera consulta,2020-07-01,1,0,0,0,0,0,2,2,0,0,0,1,0,0,6
TRINIDAD,atencion odontologica,primera consulta,2020-07-01,50,53,80,68,17,31,95,152,31,11,0,37,0,2,627
TUPIZA,atencion odontologica,primera consulta,2020-07-01,24,20,27,35,21,21,36,113,11,10,0,44,0,1,363
TURCO,atencion odontologica,primera consulta,2020-07-01,3,1,4,1,3,0,10,17,7,6,0,5,0,1,58
UMALA,atencion odontologica,primera consulta,2020-07-01,0,1,2,1,0,2,0,2,2,0,0,1,0,0,11
UNCIA,atencion odontologica,primera consulta,2020-07-01,6,1,12,7,13,7,15,26,5,4,0,10,0,0,106
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2020-07-01,0,0,2,1,1,2,9,21,2,4,0,1,0,0,43
URUBICHA,atencion odontologica,primera consulta,2020-07-01,0,1,2,0,2,3,1,2,1,1,0,0,0,0,13
UYUNI,atencion odontologica,primera consulta,2020-07-01,13,14,9,9,11,9,26,48,4,8,0,13,0,0,164
VACAS,atencion odontologica,primera consulta,2020-07-01,1,1,6,3,4,2,5,14,0,2,0,0,0,0,38
VALLEGRANDE,atencion odontologica,primera consulta,2020-07-01,0,0,4,2,0,0,4,9,4,1,0,1,0,0,25
VIACHA,atencion odontologica,primera consulta,2020-07-01,7,3,26,24,11,21,28,67,13,9,0,4,0,3,216
VILA VILA,atencion odontologica,primera consulta,2020-07-01,1,0,1,1,2,2,4,1,0,0,0,0,0,0,12
VILLA CHARCAS,atencion odontologica,primera consulta,2020-07-01,12,7,2,4,0,1,1,7,0,0,0,4,0,0,38
VILLA MONTES,atencion odontologica,primera consulta,2020-07-01,4,2,10,30,13,19,36,51,6,3,0,17,0,0,191
VILLA RIVERO,atencion odontologica,primera consulta,2020-07-01,2,1,2,4,0,5,2,5,0,1,0,1,0,0,23
VILLA SERRANO,atencion odontologica,primera consulta,2020-07-01,0,1,2,2,5,6,1,3,2,0,0,0,0,1,23
VILLA TUNARI,atencion odontologica,primera consulta,2020-07-01,3,4,28,27,10,16,33,28,0,3,0,0,0,1,153
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2020-07-01,3,1,0,0,1,6,3,10,1,0,0,4,0,0,29
VILLAZON,atencion odontologica,primera consulta,2020-07-01,8,12,18,18,13,12,16,48,14,7,0,12,0,1,179
VINTO,atencion odontologica,primera consulta,2020-07-01,5,3,16,23,9,13,23,31,2,5,0,0,0,0,130
VITICHI,atencion odontologica,primera consulta,2020-07-01,1,6,8,12,5,9,13,23,3,0,0,10,0,1,91
WALDO BALLIVIAN,atencion odontologica,primera consulta,2020-07-01,0,0,1,1,7,5,5,2,2,0,0,0,0,0,23
WARNES,atencion odontologica,primera consulta,2020-07-01,2,4,4,4,1,3,4,12,1,0,0,4,0,0,39
YACO,atencion odontologica,primera consulta,2020-07-01,0,1,2,0,0,1,7,7,0,2,0,0,0,0,20
YACUIBA,atencion odontologica,primera consulta,2020-07-01,2,2,18,13,4,12,31,45,6,3,0,1,0,0,137
YAMPARAEZ,atencion odontologica,primera consulta,2020-07-01,2,0,2,3,6,3,12,15,1,2,0,7,0,0,53
YANACACHI,atencion odontologica,primera consulta,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
YAPACANI,atencion odontologica,primera consulta,2020-07-01,8,4,18,17,4,14,11,20,1,3,0,3,0,3,106
YOCALLA,atencion odontologica,primera consulta,2020-07-01,1,2,11,2,1,5,7,13,1,4,0,1,0,0,48
YOTALA,atencion odontologica,primera consulta,2020-07-01,0,0,3,0,1,0,1,2,2,0,0,0,0,0,9
YUNCHARA,atencion odontologica,primera consulta,2020-07-01,1,1,8,2,1,5,10,7,0,1,0,0,0,0,36
ZUDAÑEZ,atencion odontologica,primera consulta,2020-07-01,0,0,0,1,0,3,0,15,0,0,0,18,0,0,37
ACACIO,atencion odontologica,primera consulta,2020-08-01,0,0,3,2,0,1,2,8,0,2,0,0,0,0,18
ACHACACHI,atencion odontologica,primera consulta,2020-08-01,10,10,14,18,7,13,23,44,7,5,0,6,0,2,159
ACHOCALLA,atencion odontologica,primera consulta,2020-08-01,24,37,14,16,4,22,4,42,1,1,0,30,0,2,197
AIQUILE,atencion odontologica,primera consulta,2020-08-01,0,0,2,0,0,0,6,5,2,0,0,0,0,0,15
ALALAY,atencion odontologica,primera consulta,2020-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,primera consulta,2020-08-01,1,1,3,2,2,1,8,11,0,2,0,1,0,0,32
ALTO BENI,atencion odontologica,primera consulta,2020-08-01,5,7,4,8,0,2,10,7,2,0,0,1,0,0,46
ANCORAIMES,atencion odontologica,primera consulta,2020-08-01,4,4,13,14,5,16,18,36,4,8,0,2,0,4,128
ANDAMARCA,atencion odontologica,primera consulta,2020-08-01,0,1,1,1,5,4,4,5,0,1,0,4,0,0,26
ANTEQUERA,atencion odontologica,primera consulta,2020-08-01,6,8,9,7,4,5,8,12,4,3,0,2,0,0,68
ANZALDO,atencion odontologica,primera consulta,2020-08-01,0,0,4,1,0,2,5,4,0,2,0,2,0,1,21
APOLO,atencion odontologica,primera consulta,2020-08-01,7,7,7,10,4,5,3,7,1,3,0,1,0,0,55
ARAMPAMPA,atencion odontologica,primera consulta,2020-08-01,0,2,1,1,1,1,1,1,1,2,0,0,0,0,11
ARANI,atencion odontologica,primera consulta,2020-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,primera consulta,2020-08-01,1,10,18,15,5,10,14,19,1,4,0,1,0,0,98
ARQUE,atencion odontologica,primera consulta,2020-08-01,4,0,8,8,7,16,24,22,4,3,0,12,0,4,112
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2020-08-01,46,43,20,34,5,14,3,52,11,12,0,24,0,5,269
ATOCHA,atencion odontologica,primera consulta,2020-08-01,6,3,16,14,5,5,12,17,1,0,0,0,0,0,79
AUCAPATA,atencion odontologica,primera consulta,2020-08-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
AYATA,atencion odontologica,primera consulta,2020-08-01,6,3,9,12,7,13,22,37,7,7,0,0,0,1,124
AYO AYO,atencion odontologica,primera consulta,2020-08-01,0,0,5,1,1,1,2,2,2,1,0,0,0,0,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2020-08-01,6,7,20,21,9,17,29,39,3,8,0,6,0,6,171
AZURDUY,atencion odontologica,primera consulta,2020-08-01,0,0,6,5,0,9,9,21,0,0,0,11,0,0,61
BATALLAS,atencion odontologica,primera consulta,2020-08-01,1,1,1,1,1,2,6,7,4,2,0,0,0,1,27
BAURES,atencion odontologica,primera consulta,2020-08-01,1,1,1,3,1,1,5,10,3,1,0,1,0,0,28
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2020-08-01,0,0,0,2,0,0,1,2,1,0,0,0,0,0,6
BELEN DE URMIRI,atencion odontologica,primera consulta,2020-08-01,0,0,0,1,2,0,3,3,4,2,0,0,0,0,15
BELLA FLOR,atencion odontologica,primera consulta,2020-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,primera consulta,2020-08-01,5,1,7,8,1,5,10,17,5,4,0,1,0,0,64
BETANZOS,atencion odontologica,primera consulta,2020-08-01,6,10,5,6,11,16,18,48,9,7,0,14,0,2,152
BOLIVAR,atencion odontologica,primera consulta,2020-08-01,0,0,1,0,1,0,1,3,0,0,0,0,0,0,6
BOLPEBRA,atencion odontologica,primera consulta,2020-08-01,0,0,1,2,1,0,0,0,0,0,0,1,0,1,6
BOYUIBE,atencion odontologica,primera consulta,2020-08-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,primera consulta,2020-08-01,2,1,2,2,2,4,1,5,1,0,0,1,0,0,21
CABEZAS,atencion odontologica,primera consulta,2020-08-01,79,95,10,20,0,8,8,32,21,27,0,39,0,9,348
