,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,2,3
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,3,3,9,4,19
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,4,5,10,12,31
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,0,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,4,8,8,6,26
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,2,12,7,23
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,0,2,3
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,1,1,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,3,0,2,2,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,0,0,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,1,2,6
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,3,2,14,10,29
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,8,4,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,186,178,251,225,840
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,5,0,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,1,3,7
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,0,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,1,0,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,1,0,4
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,2,0,4
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,13,19,34
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,11,15,29
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,4,1,6
SICAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,5,2,16,14,37
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,1,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,2,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,27,41,59,56,183
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,0,0,2
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,3,4,7
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,7,5,13
TARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,2,4,6
TARACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,1,2
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,2,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,18,12,26,22,78
TARVITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,2,3
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,1,1,3
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,2,3,6
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,5,2,1,3,11
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,9,14,36,38,97
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,4,4,8
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,0,1,1,4
TORO TORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,3,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,5,2,5,6,18
TRIGAL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,11,17,62,73,163
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,4,3,2,3,12
UMALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,2,1,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,1,1,4
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,1,1,1,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,2,4,8,15
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,2,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,3,4,13,6,26
VILA VILA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,4,2,2,2,10
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,4,5,14,14,37
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,0,2,0,4
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,1,0,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,12,6,24,40,82
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,2,2,4,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,3,1,6
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,6,7,15,9,37
VITICHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,16,21,65,41,143
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,0,3,0,5
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,6,3,45,20,74
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,0,4,0,1,5
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,5,4,8,12,29
YOTALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,3,1,0,1,5
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,1,0,0,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-06-01,2,0,0,1,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,0,0,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,1,3
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,2,0,2
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,2,1,5
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,3,5,9
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,3,0,1,6
ARQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,0,1,0,3
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,5,2,8
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,3,1,2,8
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,6,3,0,0,9
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,1,2,4
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,4,5,5,4,18
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,1,0,1,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,3
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,1,2
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,2,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,2,2,3,10
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,1,1,4,9
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,1,2,5
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,2,4,2,11
CARAPARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,2,1,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,2,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,1,1,3
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,12,7,16,13,48
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,1,0,0,4
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,4,12,15,33
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,5,3,3,14
CHUMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,2,1,4
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,2,9,6,19
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,8,4,1,3,16
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,76,87,100,89,352
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,9,6,3,21
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,1,0,2
COLLANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,1,4,2,10
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,2,1,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,3,1,4
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
COMANCHE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,3,2,2,9
COMBAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,7,7,10,8,32
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,0,2,0,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,3,1,2,8
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,2,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,22,14,30,21,87
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,1,1,3
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,1,2
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,2,0,0,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,64,74,36,33,207
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,3,0,2,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,5,8,2,1,16
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,4,8,12,9,33
ESCOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,9,7,16
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,1,1,3
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,4,2,0,1,7
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,3,1,4
GUAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,8,6,1,0,15
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,4,1,0,8
HUACARAJE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,1,2,3,8
HUMANATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,1,0,2
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,2,3,5
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,2,1,0,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,6,6,1,6,19
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,21,21,9,12,63
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,79,69,4,3,155
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,2,1,1,5
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,3,4,6,14
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,0,0,0,2
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,2,1,0,4
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,2,1,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,2,4,2,8
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,2,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,10,13,20,10,53
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,1,2,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,20,19,2,5,46
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,5,8,34,30,77
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,7,8,14,7,36
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,2,0,2,6
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,4,3,4,3,14
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,1,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,0,0,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,0,0,0,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,0,1,5,8
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,4,2,0,1,7
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,27,17,8,8,60
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,3,1,1,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,5,3,9
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,0,0,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,6,7,12,14,39
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,10,10,1,0,21
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,14,15,41,44,114
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,2,2,1,3,8
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,20,14,3,1,38
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,0,2,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,3,0,1,1,5
SABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,2
