,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,60,60
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,51,51
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,39,39
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,80,80
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,234,234
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,25,25
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1123,1123
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,185,185
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,34,34
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,52,52
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,20,20
COROICO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,51,51
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,8,8
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,219,219
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,41,41
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,29,29
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2746,2746
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,206,206
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,36,36
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,65,65
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,30,30
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,47,47
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,6,6
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,28,28
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,9,9
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,215,215
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,31,31
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,6,6
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,5,5
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,53,53
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
ICLA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,21,21
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,15,15
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,67,67
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,232,232
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1510,1510
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
LLICA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,16,16
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,40,40
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,97,97
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,74,74
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,10,10
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,64,64
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,452,452
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,10,10
OCURI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,45,45
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,15,15
ORURO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1125,1125
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,22,22
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
PAILON,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,128,128
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,45,45
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,8,8
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
POCONA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,5,5
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
PORCO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,23,23
POROMA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,17,17
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,93,93
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,381,381
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,13,13
PUCARA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,26,26
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,44,44
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,198,198
PUNA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,128,128
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,509,509
QUIME,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
REYES,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,602,602
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,35,35
RURRENABAQUE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,52,52
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
SACABA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,591,591
SACACA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,17,17
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
SAN AGUSTIN,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,6,6
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,80,80
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,22,22
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,61,61
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,29,29
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,192,192
SAN JAVIER(BNI),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,46,46
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,56,56
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,15,15
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,79,79
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,30,30
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,33,33
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,39,39
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,33,33
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,32,32
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,54,54
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,18,18
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,20,20
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,30,30
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3514,3514
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,52,52
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,13,13
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,13,13
SENA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,26,26
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,5,5
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,118,118
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,8,8
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
SORATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,33,33
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,612,612
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,12,12
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,21,21
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,655,655
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,17,17
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
TIAWANACU,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,9,9
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,290,290
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,40,40
TOCO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,10,10
TODOS SANTOS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,1,1
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,15,15
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,64,64
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,9,9
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,65,65
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,57,57
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,19,19
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,26,26
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,5,5
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,117,117
VACAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,53,53
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,38,38
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,29,29
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,124,124
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,3,3
VILLA RIVERO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,16,16
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,7,7
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,350,350
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,26,26
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,148,148
VINTO,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,163,163
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
WARNES,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,201,201
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,84,84
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,13,13
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,274,274
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,14,14
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,4,4
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2016-07-01,0,11,11
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,15,15
ACHOCALLA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,42,42
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,14,14
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1,1
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
APOLO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,20,20
ARANI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1,1
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,50,50
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,108,108
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,14,14
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,40,40
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,16,16
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,92,92
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,86,86
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2,2
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,9,9
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,27,27
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,55,55
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,7,7
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,11,11
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,32,32
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,254,254
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,61,61
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,40,40
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,169,169
CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2,2
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1,1
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,12,12
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,150,150
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,13,13
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,37,37
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,12,12
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,38,38
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,7,7
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,132,132
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,247,247
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,19,19
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1125,1125
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,180,180
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,6,6
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,43,43
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,11,11
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,23,23
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,6,6
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,96,96
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,52,52
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,9,9
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,194,194
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,54,54
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,26,26
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1,1
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,15,15
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2673,2673
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,37,37
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,13,13
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,206,206
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,14,14
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,41,41
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,121,121
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,7,7
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,36,36
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,8,8
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,55,55
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,21,21
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,274,274
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,24,24
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,70,70
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,6,6
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1,1
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
ICLA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,18,18
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,9,9
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,14,14
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,21,21
LA ASUNTA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,109,109
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,192,192
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2492,2492
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,12,12
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2,2
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,12,12
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,52,52
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,71,71
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,74,74
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,8,8
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,76,76
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,889,889
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,3,3
OCURI,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,35,35
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,10,10
ORURO,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,1039,1039
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,35,35
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,17,17
PAILON,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,87,87
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,58,58
PAMPA AULLAGAS,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,4,4
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,2,2
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2016-08-01,0,7,7
