,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
COTOCA,vih,no de personas con prueba rapida,2016-05-01,26,186,212
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2016-05-01,7,7,14
CUEVO,vih,no de personas con prueba rapida,2016-05-01,1,0,1
CULPINA,vih,no de personas con prueba rapida,2016-05-01,18,84,102
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2016-05-01,1,2,3
DESAGUADERO,vih,no de personas con prueba rapida,2016-05-01,1,4,5
EL ALTO,vih,no de personas con prueba rapida,2016-05-01,449,1599,2048
EL PUENTE(STC),vih,no de personas con prueba rapida,2016-05-01,28,26,54
EL PUENTE(TJA),vih,no de personas con prueba rapida,2016-05-01,2,5,7
EL TORNO,vih,no de personas con prueba rapida,2016-05-01,32,117,149
EL VILLAR,vih,no de personas con prueba rapida,2016-05-01,0,1,1
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2016-05-01,6,15,21
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2016-05-01,11,19,30
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2016-05-01,18,3,21
FILADELFIA,vih,no de personas con prueba rapida,2016-05-01,1,5,6
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2016-05-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2016-05-01,0,6,6
GUANAY,vih,no de personas con prueba rapida,2016-05-01,1,5,6
GUAQUI,vih,no de personas con prueba rapida,2016-05-01,0,2,2
GUAYARAMERIN,vih,no de personas con prueba rapida,2016-05-01,112,129,241
GUTIERREZ,vih,no de personas con prueba rapida,2016-05-01,2,28,30
HUANUNI,vih,no de personas con prueba rapida,2016-05-01,36,67,103
HUAYLLAMARCA,vih,no de personas con prueba rapida,2016-05-01,0,1,1
ICLA,vih,no de personas con prueba rapida,2016-05-01,1,0,1
INCAHUASI,vih,no de personas con prueba rapida,2016-05-01,1,7,8
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2016-05-01,2,12,14
LA ASUNTA,vih,no de personas con prueba rapida,2016-05-01,4,6,10
LA GUARDIA,vih,no de personas con prueba rapida,2016-05-01,6,34,40
LA PAZ,vih,no de personas con prueba rapida,2016-05-01,494,1303,1797
MACHACAMARCA,vih,no de personas con prueba rapida,2016-05-01,1,0,1
MACHARETI,vih,no de personas con prueba rapida,2016-05-01,0,2,2
MAIRANA,vih,no de personas con prueba rapida,2016-05-01,0,1,1
MAPIRI,vih,no de personas con prueba rapida,2016-05-01,13,22,35
MINEROS,vih,no de personas con prueba rapida,2016-05-01,1,6,7
MIZQUE,vih,no de personas con prueba rapida,2016-05-01,8,15,23
MOJOCOYA,vih,no de personas con prueba rapida,2016-05-01,1,3,4
MONTEAGUDO,vih,no de personas con prueba rapida,2016-05-01,8,27,35
MONTERO,vih,no de personas con prueba rapida,2016-05-01,1004,1296,2300
OCURI,vih,no de personas con prueba rapida,2016-05-01,0,26,26
ORURO,vih,no de personas con prueba rapida,2016-05-01,94,349,443
PADILLA,vih,no de personas con prueba rapida,2016-05-01,5,13,18
PAILON,vih,no de personas con prueba rapida,2016-05-01,25,30,55
PALOS BLANCOS,vih,no de personas con prueba rapida,2016-05-01,3,3,6
PAMPA GRANDE,vih,no de personas con prueba rapida,2016-05-01,2,6,8
PAZÑA,vih,no de personas con prueba rapida,2016-05-01,3,0,3
POCONA,vih,no de personas con prueba rapida,2016-05-01,27,0,27
POOPO,vih,no de personas con prueba rapida,2016-05-01,1,0,1
PORCO,vih,no de personas con prueba rapida,2016-05-01,0,12,12
PORONGO,vih,no de personas con prueba rapida,2016-05-01,7,10,17
PORVENIR,vih,no de personas con prueba rapida,2016-05-01,0,21,21
POTOSI,vih,no de personas con prueba rapida,2016-05-01,7,71,78
PRESTO,vih,no de personas con prueba rapida,2016-05-01,0,1,1
PUCARANI,vih,no de personas con prueba rapida,2016-05-01,1,1,2
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2016-05-01,9,36,45
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2016-05-01,1,3,4
PUERTO RICO,vih,no de personas con prueba rapida,2016-05-01,0,12,12
PUERTO SUAREZ,vih,no de personas con prueba rapida,2016-05-01,7,1,8
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2016-05-01,65,107,172
PUNA,vih,no de personas con prueba rapida,2016-05-01,0,3,3
PUNATA,vih,no de personas con prueba rapida,2016-05-01,26,161,187
QUILLACOLLO,vih,no de personas con prueba rapida,2016-05-01,67,53,120
RAVELO,vih,no de personas con prueba rapida,2016-05-01,2,4,6
RIBERALTA,vih,no de personas con prueba rapida,2016-05-01,2,25,27
ROBORE,vih,no de personas con prueba rapida,2016-05-01,0,27,27
RURRENABAQUE,vih,no de personas con prueba rapida,2016-05-01,13,68,81
SABAYA,vih,no de personas con prueba rapida,2016-05-01,22,31,53
SACABA,vih,no de personas con prueba rapida,2016-05-01,19,94,113
SACACA,vih,no de personas con prueba rapida,2016-05-01,1,2,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2016-05-01,9,3,12
SAMAIPATA,vih,no de personas con prueba rapida,2016-05-01,1,6,7
SAN BENITO,vih,no de personas con prueba rapida,2016-05-01,0,2,2
SAN BORJA,vih,no de personas con prueba rapida,2016-05-01,0,46,46
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2016-05-01,0,1,1
SAN CARLOS,vih,no de personas con prueba rapida,2016-05-01,15,37,52
SAN IGNACIO,vih,no de personas con prueba rapida,2016-05-01,13,13,26
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2016-05-01,26,32,58
SAN JAVIER(STC),vih,no de personas con prueba rapida,2016-05-01,1,3,4
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2016-05-01,63,38,101
SAN JULIAN,vih,no de personas con prueba rapida,2016-05-01,8,14,22
SAN LORENZO(PND),vih,no de personas con prueba rapida,2016-05-01,2,0,2
SAN LUCAS,vih,no de personas con prueba rapida,2016-05-01,2,24,26
SAN MATIAS,vih,no de personas con prueba rapida,2016-05-01,4,39,43
SAN PEDRO,vih,no de personas con prueba rapida,2016-05-01,21,20,41
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2016-05-01,1,0,1
SAN RAMON SCZ,vih,no de personas con prueba rapida,2016-05-01,1,1,2
SANTA ANA,vih,no de personas con prueba rapida,2016-05-01,3,15,18
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2016-05-01,670,1387,2057
SANTA ROSA,vih,no de personas con prueba rapida,2016-05-01,1,6,7
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2016-05-01,0,2,2
SICAYA,vih,no de personas con prueba rapida,2016-05-01,3,4,7
SIPE SIPE,vih,no de personas con prueba rapida,2016-05-01,4,22,26
SOPACHUY,vih,no de personas con prueba rapida,2016-05-01,1,15,16
SORACACHI,vih,no de personas con prueba rapida,2016-05-01,0,5,5
SORATA,vih,no de personas con prueba rapida,2016-05-01,74,92,166
SUCRE,vih,no de personas con prueba rapida,2016-05-01,189,1146,1335
TACOPAYA,vih,no de personas con prueba rapida,2016-05-01,1,5,6
TAPACARI,vih,no de personas con prueba rapida,2016-05-01,4,17,21
TARABUCO,vih,no de personas con prueba rapida,2016-05-01,34,51,85
TARIJA,vih,no de personas con prueba rapida,2016-05-01,227,191,418
TARVITA,vih,no de personas con prueba rapida,2016-05-01,6,27,33
TEOPONTE,vih,no de personas con prueba rapida,2016-05-01,2,12,14
TIAWANACU,vih,no de personas con prueba rapida,2016-05-01,4,6,10
TIPUANI,vih,no de personas con prueba rapida,2016-05-01,2,0,2
TIQUIPAYA,vih,no de personas con prueba rapida,2016-05-01,78,132,210
TOCO,vih,no de personas con prueba rapida,2016-05-01,2,1,3
TOLATA,vih,no de personas con prueba rapida,2016-05-01,2,0,2
TOLEDO,vih,no de personas con prueba rapida,2016-05-01,4,19,23
TOMINA,vih,no de personas con prueba rapida,2016-05-01,0,2,2
TORO TORO,vih,no de personas con prueba rapida,2016-05-01,1,0,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2016-05-01,7,98,105
TRINIDAD,vih,no de personas con prueba rapida,2016-05-01,199,75,274
TUPIZA,vih,no de personas con prueba rapida,2016-05-01,5,28,33
UNCIA,vih,no de personas con prueba rapida,2016-05-01,1,4,5
URUBICHA,vih,no de personas con prueba rapida,2016-05-01,32,29,61
UYUNI,vih,no de personas con prueba rapida,2016-05-01,4,44,48
VALLEGRANDE,vih,no de personas con prueba rapida,2016-05-01,27,19,46
VIACHA,vih,no de personas con prueba rapida,2016-05-01,1,1,2
VILLA CHARCAS,vih,no de personas con prueba rapida,2016-05-01,2,7,9
VILLA MONTES,vih,no de personas con prueba rapida,2016-05-01,11,18,29
VILLA RIVERO,vih,no de personas con prueba rapida,2016-05-01,4,21,25
VILLA SERRANO,vih,no de personas con prueba rapida,2016-05-01,9,38,47
VILLA TUNARI,vih,no de personas con prueba rapida,2016-05-01,35,48,83
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2016-05-01,15,23,38
VILLAZON,vih,no de personas con prueba rapida,2016-05-01,10,125,135
VINTO,vih,no de personas con prueba rapida,2016-05-01,0,39,39
WARNES,vih,no de personas con prueba rapida,2016-05-01,41,24,65
YACUIBA,vih,no de personas con prueba rapida,2016-05-01,24,49,73
YAMPARAEZ,vih,no de personas con prueba rapida,2016-05-01,1,14,15
YAPACANI,vih,no de personas con prueba rapida,2016-05-01,59,47,106
YOTALA,vih,no de personas con prueba rapida,2016-05-01,1,7,8
YUNCHARA,vih,no de personas con prueba rapida,2016-05-01,2,5,7
ZUDAÑEZ,vih,no de personas con prueba rapida,2016-05-01,2,2,4
ACACIO,vih,no de personas con prueba rapida,2016-06-01,0,5,5
ACHACACHI,vih,no de personas con prueba rapida,2016-06-01,11,10,21
AIQUILE,vih,no de personas con prueba rapida,2016-06-01,7,7,14
ALCALA,vih,no de personas con prueba rapida,2016-06-01,3,5,8
ANDAMARCA,vih,no de personas con prueba rapida,2016-06-01,23,15,38
APOLO,vih,no de personas con prueba rapida,2016-06-01,3,17,20
ARANI,vih,no de personas con prueba rapida,2016-06-01,1,2,3
ARBIETO,vih,no de personas con prueba rapida,2016-06-01,10,19,29
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2016-06-01,163,147,310
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2016-06-01,3,7,10
AZURDUY,vih,no de personas con prueba rapida,2016-06-01,0,23,23
BERMEJO,vih,no de personas con prueba rapida,2016-06-01,8,23,31
BETANZOS,vih,no de personas con prueba rapida,2016-06-01,7,11,18
BOYUIBE,vih,no de personas con prueba rapida,2016-06-01,1,0,1
BUENA VISTA,vih,no de personas con prueba rapida,2016-06-01,1,2,3
CABEZAS,vih,no de personas con prueba rapida,2016-06-01,13,28,41
CALAMARCA,vih,no de personas con prueba rapida,2016-06-01,8,18,26
CAMARGO,vih,no de personas con prueba rapida,2016-06-01,11,45,56
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2016-06-01,1,3,4
CAMIRI,vih,no de personas con prueba rapida,2016-06-01,16,13,29
CAPINOTA,vih,no de personas con prueba rapida,2016-06-01,1,11,12
CARACOLLO,vih,no de personas con prueba rapida,2016-06-01,3,10,13
CARANAVI,vih,no de personas con prueba rapida,2016-06-01,71,31,102
CARIPUYO,vih,no de personas con prueba rapida,2016-06-01,0,1,1
CHALLAPATA,vih,no de personas con prueba rapida,2016-06-01,8,141,149
CHARAGUA,vih,no de personas con prueba rapida,2016-06-01,1,2,3
CHAYANTA,vih,no de personas con prueba rapida,2016-06-01,2,0,2
CHIMORE,vih,no de personas con prueba rapida,2016-06-01,43,58,101
CHUA COCANI,vih,no de personas con prueba rapida,2016-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2016-06-01,6,4,10
CHUMA,vih,no de personas con prueba rapida,2016-06-01,1,4,5
CLIZA,vih,no de personas con prueba rapida,2016-06-01,2,1,3
COBIJA,vih,no de personas con prueba rapida,2016-06-01,305,156,461
COCHABAMBA,vih,no de personas con prueba rapida,2016-06-01,142,219,361
COLCAPIRHUA,vih,no de personas con prueba rapida,2016-06-01,8,10,18
COLOMI,vih,no de personas con prueba rapida,2016-06-01,1,0,1
COLQUECHACA,vih,no de personas con prueba rapida,2016-06-01,0,9,9
COMARAPA,vih,no de personas con prueba rapida,2016-06-01,13,15,28
CONCEPCION,vih,no de personas con prueba rapida,2016-06-01,27,0,27
CORIPATA,vih,no de personas con prueba rapida,2016-06-01,4,4,8
COROICO,vih,no de personas con prueba rapida,2016-06-01,11,3,14
COTOCA,vih,no de personas con prueba rapida,2016-06-01,42,22,64
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2016-06-01,4,4,8
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2016-06-01,6,23,29
CULPINA,vih,no de personas con prueba rapida,2016-06-01,8,27,35
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2016-06-01,0,1,1
EL ALTO,vih,no de personas con prueba rapida,2016-06-01,189,912,1101
EL PUENTE(STC),vih,no de personas con prueba rapida,2016-06-01,10,24,34
EL PUENTE(TJA),vih,no de personas con prueba rapida,2016-06-01,2,3,5
EL TORNO,vih,no de personas con prueba rapida,2016-06-01,58,139,197
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2016-06-01,7,7,14
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2016-06-01,10,21,31
ESCOMA,vih,no de personas con prueba rapida,2016-06-01,6,8,14
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2016-06-01,35,48,83
FILADELFIA,vih,no de personas con prueba rapida,2016-06-01,0,3,3
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2016-06-01,0,1,1
GUANAY,vih,no de personas con prueba rapida,2016-06-01,26,25,51
GUAQUI,vih,no de personas con prueba rapida,2016-06-01,2,0,2
GUAYARAMERIN,vih,no de personas con prueba rapida,2016-06-01,57,82,139
GUTIERREZ,vih,no de personas con prueba rapida,2016-06-01,3,19,22
HUACARETA,vih,no de personas con prueba rapida,2016-06-01,0,6,6
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2016-06-01,0,3,3
HUANUNI,vih,no de personas con prueba rapida,2016-06-01,15,61,76
HUAYLLAMARCA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
ICLA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
INCAHUASI,vih,no de personas con prueba rapida,2016-06-01,2,3,5
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2016-06-01,0,9,9
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2016-06-01,1,2,3
LA ASUNTA,vih,no de personas con prueba rapida,2016-06-01,8,4,12
LA GUARDIA,vih,no de personas con prueba rapida,2016-06-01,20,42,62
LA PAZ,vih,no de personas con prueba rapida,2016-06-01,212,1248,1460
LAS CARRERAS,vih,no de personas con prueba rapida,2016-06-01,0,3,3
LLALLAGUA,vih,no de personas con prueba rapida,2016-06-01,1,0,1
MAIRANA,vih,no de personas con prueba rapida,2016-06-01,1,2,3
MINEROS,vih,no de personas con prueba rapida,2016-06-01,8,1,9
MIZQUE,vih,no de personas con prueba rapida,2016-06-01,7,10,17
MOJINETE,vih,no de personas con prueba rapida,2016-06-01,28,32,60
MOJOCOYA,vih,no de personas con prueba rapida,2016-06-01,1,3,4
MONTEAGUDO,vih,no de personas con prueba rapida,2016-06-01,21,27,48
MONTERO,vih,no de personas con prueba rapida,2016-06-01,716,973,1689
NUEVO MANOA (NUEVA ESPERANZA),vih,no de personas con prueba rapida,2016-06-01,0,2,2
OCURI,vih,no de personas con prueba rapida,2016-06-01,0,17,17
ORURO,vih,no de personas con prueba rapida,2016-06-01,99,228,327
PADILLA,vih,no de personas con prueba rapida,2016-06-01,3,6,9
PAILON,vih,no de personas con prueba rapida,2016-06-01,16,30,46
PALOS BLANCOS,vih,no de personas con prueba rapida,2016-06-01,6,6,12
PAZÑA,vih,no de personas con prueba rapida,2016-06-01,1,3,4
POCOATA,vih,no de personas con prueba rapida,2016-06-01,6,27,33
POCONA,vih,no de personas con prueba rapida,2016-06-01,34,25,59
POJO (CBBA),vih,no de personas con prueba rapida,2016-06-01,1,0,1
PORCO,vih,no de personas con prueba rapida,2016-06-01,0,5,5
POROMA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
PORONGO,vih,no de personas con prueba rapida,2016-06-01,2,7,9
PORVENIR,vih,no de personas con prueba rapida,2016-06-01,1,0,1
POTOSI,vih,no de personas con prueba rapida,2016-06-01,19,41,60
PRESTO,vih,no de personas con prueba rapida,2016-06-01,0,3,3
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2016-06-01,0,10,10
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2016-06-01,14,44,58
PUERTO RICO,vih,no de personas con prueba rapida,2016-06-01,1,8,9
PUERTO SUAREZ,vih,no de personas con prueba rapida,2016-06-01,5,0,5
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2016-06-01,60,118,178
PUNA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
PUNATA,vih,no de personas con prueba rapida,2016-06-01,8,149,157
QUILLACOLLO,vih,no de personas con prueba rapida,2016-06-01,23,23,46
QUIME,vih,no de personas con prueba rapida,2016-06-01,3,7,10
RAVELO,vih,no de personas con prueba rapida,2016-06-01,0,41,41
RIBERALTA,vih,no de personas con prueba rapida,2016-06-01,8,67,75
ROBORE,vih,no de personas con prueba rapida,2016-06-01,5,5,10
RURRENABAQUE,vih,no de personas con prueba rapida,2016-06-01,27,93,120
SABAYA,vih,no de personas con prueba rapida,2016-06-01,25,26,51
SACABA,vih,no de personas con prueba rapida,2016-06-01,27,64,91
SACABAMBA,vih,no de personas con prueba rapida,2016-06-01,2,1,3
SACACA,vih,no de personas con prueba rapida,2016-06-01,2,6,8
SAIPINA,vih,no de personas con prueba rapida,2016-06-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2016-06-01,6,13,19
SAN BORJA,vih,no de personas con prueba rapida,2016-06-01,6,86,92
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2016-06-01,3,3,6
SAN CARLOS,vih,no de personas con prueba rapida,2016-06-01,58,128,186
SAN IGNACIO,vih,no de personas con prueba rapida,2016-06-01,6,31,37
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2016-06-01,27,23,50
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2016-06-01,21,81,102
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2016-06-01,0,13,13
SAN JULIAN,vih,no de personas con prueba rapida,2016-06-01,4,19,23
SAN LORENZO(PND),vih,no de personas con prueba rapida,2016-06-01,1,1,2
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2016-06-01,0,2,2
SAN LUCAS,vih,no de personas con prueba rapida,2016-06-01,28,31,59
SAN MATIAS,vih,no de personas con prueba rapida,2016-06-01,2,67,69
SAN PEDRO,vih,no de personas con prueba rapida,2016-06-01,32,16,48
SAN RAMON SCZ,vih,no de personas con prueba rapida,2016-06-01,1,1,2
SANTA ANA,vih,no de personas con prueba rapida,2016-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2016-06-01,603,1588,2191
SANTA ROSA,vih,no de personas con prueba rapida,2016-06-01,5,0,5
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2016-06-01,1,0,1
SICAYA,vih,no de personas con prueba rapida,2016-06-01,3,0,3
SIPE SIPE,vih,no de personas con prueba rapida,2016-06-01,0,3,3
SOPACHUY,vih,no de personas con prueba rapida,2016-06-01,9,33,42
SORACACHI,vih,no de personas con prueba rapida,2016-06-01,1,0,1
SORATA,vih,no de personas con prueba rapida,2016-06-01,15,34,49
SUCRE,vih,no de personas con prueba rapida,2016-06-01,548,1239,1787
TACOPAYA,vih,no de personas con prueba rapida,2016-06-01,0,9,9
TAPACARI,vih,no de personas con prueba rapida,2016-06-01,6,16,22
TARABUCO,vih,no de personas con prueba rapida,2016-06-01,17,23,40
TARIJA,vih,no de personas con prueba rapida,2016-06-01,156,189,345
TARVITA,vih,no de personas con prueba rapida,2016-06-01,9,18,27
TEOPONTE,vih,no de personas con prueba rapida,2016-06-01,2,6,8
TIAWANACU,vih,no de personas con prueba rapida,2016-06-01,1,5,6
TIQUIPAYA,vih,no de personas con prueba rapida,2016-06-01,38,85,123
TOCO,vih,no de personas con prueba rapida,2016-06-01,3,3,6
TOLATA,vih,no de personas con prueba rapida,2016-06-01,1,0,1
TOLEDO,vih,no de personas con prueba rapida,2016-06-01,2,0,2
TOMAVE,vih,no de personas con prueba rapida,2016-06-01,0,2,2
TOMINA,vih,no de personas con prueba rapida,2016-06-01,4,9,13
TOTORA(CBBA),vih,no de personas con prueba rapida,2016-06-01,3,6,9
TRINIDAD,vih,no de personas con prueba rapida,2016-06-01,222,292,514
TUPIZA,vih,no de personas con prueba rapida,2016-06-01,16,35,51
UNCIA,vih,no de personas con prueba rapida,2016-06-01,5,1,6
URUBICHA,vih,no de personas con prueba rapida,2016-06-01,13,18,31
UYUNI,vih,no de personas con prueba rapida,2016-06-01,6,30,36
VALLEGRANDE,vih,no de personas con prueba rapida,2016-06-01,25,12,37
VIACHA,vih,no de personas con prueba rapida,2016-06-01,98,471,569
VILLA CHARCAS,vih,no de personas con prueba rapida,2016-06-01,23,25,48
VILLA MONTES,vih,no de personas con prueba rapida,2016-06-01,9,12,21
VILLA RIVERO,vih,no de personas con prueba rapida,2016-06-01,2,2,4
VILLA SERRANO,vih,no de personas con prueba rapida,2016-06-01,0,6,6
VILLA TUNARI,vih,no de personas con prueba rapida,2016-06-01,38,35,73
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2016-06-01,40,13,53
VILLAZON,vih,no de personas con prueba rapida,2016-06-01,31,115,146
VINTO,vih,no de personas con prueba rapida,2016-06-01,46,12,58
WARNES,vih,no de personas con prueba rapida,2016-06-01,35,43,78
YACUIBA,vih,no de personas con prueba rapida,2016-06-01,44,183,227
YAMPARAEZ,vih,no de personas con prueba rapida,2016-06-01,1,3,4
YAPACANI,vih,no de personas con prueba rapida,2016-06-01,20,10,30
YOTALA,vih,no de personas con prueba rapida,2016-06-01,1,5,6
YUNCHARA,vih,no de personas con prueba rapida,2016-06-01,2,5,7
ZUDAÑEZ,vih,no de personas con prueba rapida,2016-06-01,2,5,7
ACACIO,vih,no de personas con prueba rapida,2016-07-01,0,9,9
ACHACACHI,vih,no de personas con prueba rapida,2016-07-01,9,2,11
AIQUILE,vih,no de personas con prueba rapida,2016-07-01,11,22,33
ALCALA,vih,no de personas con prueba rapida,2016-07-01,1,2,3
ALTO BENI,vih,no de personas con prueba rapida,2016-07-01,1,0,1
ANDAMARCA,vih,no de personas con prueba rapida,2016-07-01,0,2,2
APOLO,vih,no de personas con prueba rapida,2016-07-01,0,18,18
ARBIETO,vih,no de personas con prueba rapida,2016-07-01,4,8,12
ARQUE,vih,no de personas con prueba rapida,2016-07-01,1,0,1
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2016-07-01,61,158,219
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2016-07-01,1,11,12
AZURDUY,vih,no de personas con prueba rapida,2016-07-01,0,16,16
BETANZOS,vih,no de personas con prueba rapida,2016-07-01,1,0,1
BOYUIBE,vih,no de personas con prueba rapida,2016-07-01,1,1,2
BUENA VISTA,vih,no de personas con prueba rapida,2016-07-01,1,0,1
CABEZAS,vih,no de personas con prueba rapida,2016-07-01,4,20,24
"CAIZA ""D""",vih,no de personas con prueba rapida,2016-07-01,1,0,1
CALAMARCA,vih,no de personas con prueba rapida,2016-07-01,8,12,20
CAMARGO,vih,no de personas con prueba rapida,2016-07-01,18,60,78
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2016-07-01,1,1,2
CAMIRI,vih,no de personas con prueba rapida,2016-07-01,18,24,42
CAPINOTA,vih,no de personas con prueba rapida,2016-07-01,3,16,19
CARACOLLO,vih,no de personas con prueba rapida,2016-07-01,0,27,27
CARANAVI,vih,no de personas con prueba rapida,2016-07-01,49,19,68
CARAPARI,vih,no de personas con prueba rapida,2016-07-01,0,1,1
CARIPUYO,vih,no de personas con prueba rapida,2016-07-01,1,0,1
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2016-07-01,1,0,1
CHALLAPATA,vih,no de personas con prueba rapida,2016-07-01,5,143,148
CHARAGUA,vih,no de personas con prueba rapida,2016-07-01,2,0,2
CHIMORE,vih,no de personas con prueba rapida,2016-07-01,6,16,22
CHOQUE COTA,vih,no de personas con prueba rapida,2016-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2016-07-01,10,10,20
CHUMA,vih,no de personas con prueba rapida,2016-07-01,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2016-07-01,0,11,11
CKOCHAS,vih,no de personas con prueba rapida,2016-07-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2016-07-01,0,3,3
COBIJA,vih,no de personas con prueba rapida,2016-07-01,103,78,181
COCHABAMBA,vih,no de personas con prueba rapida,2016-07-01,127,193,320
COIPASA,vih,no de personas con prueba rapida,2016-07-01,3,4,7
COLCAPIRHUA,vih,no de personas con prueba rapida,2016-07-01,15,27,42
COLOMI,vih,no de personas con prueba rapida,2016-07-01,0,23,23
COMARAPA,vih,no de personas con prueba rapida,2016-07-01,26,14,40
CORIPATA,vih,no de personas con prueba rapida,2016-07-01,5,1,6
COROICO,vih,no de personas con prueba rapida,2016-07-01,12,11,23
COTOCA,vih,no de personas con prueba rapida,2016-07-01,49,37,86
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2016-07-01,24,34,58
CULPINA,vih,no de personas con prueba rapida,2016-07-01,10,66,76
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2016-07-01,0,1,1
EL ALTO,vih,no de personas con prueba rapida,2016-07-01,197,859,1056
EL PUENTE(STC),vih,no de personas con prueba rapida,2016-07-01,35,43,78
EL PUENTE(TJA),vih,no de personas con prueba rapida,2016-07-01,1,0,1
EL TORNO,vih,no de personas con prueba rapida,2016-07-01,72,173,245
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2016-07-01,23,24,47
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2016-07-01,8,14,22
EUCALIPTUS,vih,no de personas con prueba rapida,2016-07-01,6,3,9
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2016-07-01,27,50,77
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2016-07-01,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2016-07-01,3,5,8
GUANAY,vih,no de personas con prueba rapida,2016-07-01,0,2,2
GUAQUI,vih,no de personas con prueba rapida,2016-07-01,0,2,2
GUAYARAMERIN,vih,no de personas con prueba rapida,2016-07-01,64,126,190
GUTIERREZ,vih,no de personas con prueba rapida,2016-07-01,4,0,4
HUACARETA,vih,no de personas con prueba rapida,2016-07-01,0,36,36
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2016-07-01,0,2,2
HUANUNI,vih,no de personas con prueba rapida,2016-07-01,14,65,79
HUAYLLAMARCA,vih,no de personas con prueba rapida,2016-07-01,2,2,4
