municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,65,65
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,11,11
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,26,26
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SAN ANDRES DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,24,24
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,22,22
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,7,7
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,5,5
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,61,61
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,205,205
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,16,16
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,10,10
TIAWANACU,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,5,5
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,40,40
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,66,66
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,56,56
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,5,5
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,79,79
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,2,2
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-07-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,6,6
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
APOLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
BOLIVAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,79,79
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,17,17
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,20,20
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,11,11
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,7,7
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,9,9
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,37,37
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,6,6
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,7,7
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,295,295
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,114,114
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,95,95
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,5,5
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,14,14
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,10,10
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
SAN ANDRES DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SAN ANTONIO DE LOMERIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,8,8
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,6,6
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,57,57
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,5,5
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,165,165
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,5,5
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,35,35
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,16,16
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,8,8
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,109,109
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,52,52
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,2,2
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,53,53
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,4,4
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,5,5
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,61,61
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-08-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,68,68
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,4,4
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,19,19
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,5,5
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,5,5
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,11,11
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,12,12
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,8,8
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,28,28
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,398,398
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,7,7
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
MAPIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,8,8
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,62,62
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,119,119
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
PELECHUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,4,4
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,41,41
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,5,5
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,29,29
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,10,10
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,41,41
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN LORENZO(TJA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,4,4
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,6,6
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SAN PEDRO DE CURAHUARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,63,63
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,174,174
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,12,12
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,5,5
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
TIQUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,5,5
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,78,78
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,83,83
URIONDO (A. CONCEPCION),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,57,57
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,7,7
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
YACO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,46,46
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-09-01,3,3
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
BELEN DE ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
BOLIVAR,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CAMIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,16,16
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CHARAÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
CLIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,77,77
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,4,4
COLCAPIRHUA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,9,9
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
CORO CORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,5,5
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,9,9
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,18,18
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,11,11
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
EXALTACION,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,5,5
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ICHOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,413,413
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,13,13
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,8,8
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,2,2
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,4,4
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,121,121
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2011-10-01,3,3
