,group,variable,month,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,1,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,11,8,0,1,20
CHUMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,2,4,2,9
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,9,3,3,28
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,14,16,3,6,39
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,48,35,5,11,99
COCAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,8,7,3,24
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,331,290,23,25,669
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,37,23,9,11,80
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,7,1,0,21
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,17,19,0,3,39
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,17,15,7,14,53
COLQUENCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,3,0,0,9
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,7,6,5,25
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,10,0,0,19
COMBAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,4,1,0,11
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,12,9,7,34
CORO CORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,2,0,0,5
COROICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,2,0,1,4
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,3,1,3,9
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,10,8,3,6,27
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,31,23,0,0,54
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,11,2,0,26
CUEVO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
CULPINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,1,0,5
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,3,1,0,8
CURVA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,2,1,6
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,345,375,77,94,891
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,3,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,7,0,0,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,3,1,0,5
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,21,18,10,10,59
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,6,3,3,18
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,14,30,0,3,47
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,0,2,4
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,0,1,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,1,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,7,0,1,12
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,3,3,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,4,1,1,7
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,6,2,3,14
GUAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,0,1,0,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,27,37,2,1,67
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,3,0,0,8
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,4,1,1,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,4,6,4,23
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
HUARINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,2,1,6
HUATAJATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,2,2,3,10
ICLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,3,2,3,11
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,5,5,8,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,3,3,8
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,8,2,1,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,10,14,1,0,25
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,44,30,3,10,87
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,79,74,0,0,153
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,246,269,3,3,521
LA RIVERA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,1,6,8
LAJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,7,0,0,10
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,41,37,98,106,282
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,4,0,2,7
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,7,0,1,9
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,5,4,5,18
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,15,0,0,24
MALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,17,0,0,30
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,2,0,0,3
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,16,18,1,2,37
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,21,22,6,7,56
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,0,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,0,0,2
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,2,1,0,8
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,81,71,5,3,160
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,2,5,2,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,4,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,3,4
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,7,3,2,15
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,5,0,0,14
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,223,226,13,8,470
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,7,0,1,12
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,3,1,0,8
PAILON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,11,14,0,1,26
PALCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,6,1,2,12
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,14,7,3,5,29
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,3,1,2,8
PASORAPA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,9,0,0,16
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,0,0,2
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,0,1,5
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,3,7,11
POCONA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,3,1,6
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,4,4,2,18
POOPO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,4,0,0,8
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,5,0,0,14
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,0,1,4,7
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,4,3,1,12
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,16,22,0,0,38
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,6,0,2,14
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,1,1,3
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,116,126,31,18,291
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,1,2
PUCARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,15,2,9,34
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,3,2,3,10
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,7,4,5,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,1,3,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,14,0,0,27
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,3,0,0,8
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,19,14,4,6,43
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,17,12,10,9,48
PUNA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,1,6,3,13
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,14,14,10,4,42
QUIABAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,2,0,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,28,25,22,15,90
QUIME,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,8,8,1,21
REYES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,4,9,7,25
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,18,1,1,33
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,13,13,5,0,31
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,5,12,8,32
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,86,62,109,151,408
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,2,2,3,9
SACACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,5,3,10
SAIPINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,5,0,1,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,4,1,3,12
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,6,2,3,13
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,4,0,0,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,0,0,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,3,2,2,9
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,21,19,7,7,54
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,5,0,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,22,19,0,0,41
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,16,14,1,2,33
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,54,58,12,8,132
SAN JAVIER(STC),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,12,13,0,0,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,5,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,10,8,21,26,65
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,2,0,1,7
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,22,38,5,1,66
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,2,4,5,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,7,4,2,21
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,12,9,3,33
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,11,0,0,16
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,9,10,6,2,27
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,7,0,0,11
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,16,7,16,17,56
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,1,1,2,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,0,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,5,0,1,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,3,2,5,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,5,0,0,7
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,18,13,0,0,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,567,566,96,93,1322
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,2,3,10,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,7,2,0,0,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,0,0,3
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,2,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,0,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,6,0,0,10
SENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,11,4,0,0,15
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,1,2,0,4
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,1,1,1,6
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,6,7
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,36,30,5,12,83
SOPACHUY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,2,6,8,20
SORACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,1,0,1,5
SORATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,1,2,3,6,12
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,200,215,32,24,471
TACACOMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,0,0,0,4
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,2,5,4,11
TACOPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,4,2,4,16
TAHUA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,4,8,7,7,26
TARABUCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,0,0,3
TARACO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,0,0,3
TARATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,6,1,3,15
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,126,126,13,17,282
TARVITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,7,9,12,31
TEOPONTE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,5,4,0,14
TIAWANACU,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,3,3,0,0,6
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,2,1,1,1,5
TIPUANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,5,4,1,0,10
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,41,35,26,39,141
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,6,7,4,6,23
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,0,0,1,3,4
TOCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2018-08-01,8,7,1,2,18
