,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,2,2,1,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,6,4,2,3,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,7,0,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,22,9,2,2,35
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,3,1,3,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,6,3,3,5,17
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,6,0,1,11
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,56,47,4,4,111
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,6,0,1,11
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,16,19,0,2,37
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,29,21,2,8,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,53,59,6,8,126
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,15,17,0,0,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,8,0,1,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,16,17,23,23,79
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,7,6,0,1,14
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,33,42,5,12,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,4,7,4,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,25,22,1,0,48
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,13,15,12,8,48
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,19,11,1,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,7,6,2,1,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,8,5,4,1,18
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,21,22,16,22,81
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,2,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,1,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,2,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,11,2,1,2,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,7,7,0,2,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,7,7,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,13,23,0,6,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1607,1595,25,33,3260
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,20,20,0,0,40
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,12,20,0,1,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,2,2,1,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,3,0,2,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,3,1,2,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,2,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,2,0,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,2,1,1,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,9,3,2,18
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,9,9,2,0,20
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,26,30,3,2,61
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,14,14,1,4,33
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,4,1,2,12
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,29,32,3,1,65
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,3,1,0,9
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,3,0,0,7
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,10,5,5,25
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,262,268,3,5,538
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,0,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,6,10,0,0,16
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,0,6,3,12
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,2,1,1,9
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,0,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,8,15,4,8,35
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,6,4,1,14
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,4,1,0,7
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,3,1,1,10
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,201,207,9,18,435
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,8,1,2,3,14
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,10,2,0,16
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,8,4,0,7,19
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,6,13,16,39
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,13,5,3,1,22
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,23,28,3,6,60
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,9,14,6,8,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,1,1,1,3
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,6,2,1,2,11
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,1,1,1,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,0,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,6,3,6,6,21
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,1,2,1,6
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,4,11,9,29
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,14,9,4,4,31
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,0,1,0,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,1,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,173,169,16,25,383
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,38,21,5,2,66
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,1,0,0,1
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,3,1,0,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,25,24,7,4,60
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,15,9,2,3,29
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,10,0,0,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,22,32,4,3,61
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,5,8,3,19
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,10,7,2,2,21
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,46,42,9,8,105
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,1,1,3,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,8,4,3,3,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,54,44,5,9,112
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,1,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,7,8,1,1,17
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,5,7,1,4,17
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,72,73,11,8,164
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,10,5,1,0,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,38,32,3,3,76
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,23,24,14,14,75
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,2,0,1,0,3
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,2,0,0,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,144,123,3,2,272
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,9,3,2,14
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,122,115,8,21,266
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,3,1,2,10
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,0,0,0,1
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,51,53,12,15,131
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,4,5,2,2,13
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,1,1,3,3,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,0,2,2,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-07-01,3,3,1,1,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,2,0,2,5
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,15,17,0,5,37
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,24,13,0,1,38
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,17,8,7,6,38
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,0,0,0,1
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,9,0,3,19
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,8,2,1,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,0,1,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,1,0,0,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,4,4,1,9
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,10,3,6,26
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,4,1,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,10,1,0,18
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,11,10,6,8,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,7,2,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,38,32,0,2,72
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,8,9,1,0,18
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,3,0,0,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,4,2,1,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,3,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,9,7,3,11,30
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,3,2,5,12
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,12,8,2,1,23
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,4,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,2,0,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,2,2,3,8
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,41,24,0,3,68
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,14,15,4,3,36
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,5,1,2,10
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,3,4,4,12
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,3,2,2,12
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,11,9,1,0,21
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,19,17,5,4,45
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,6,4,0,1,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,7,1,1,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,15,1,0,23
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,2,0,1,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,10,1,1,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,6,0,0,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,1,1,1,7
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,38,41,0,0,79
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,18,7,2,0,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,4,0,2,13
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,14,4,7,4,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,38,43,3,2,86
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,15,13,0,0,28
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,8,7,0,1,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,2,4,5,15
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,0,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,18,14,6,8,46
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,6,0,1,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,12,10,21,22,65
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,2,1,0,5
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,6,3,3,3,15
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,26,29,7,7,69
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,1,1,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,17,13,0,1,31
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,4,1,3,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,9,4,1,1,15
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,7,1,1,12
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,10,13,3,5,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,61,63,13,18,155
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,8,12,15,42
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,662,615,1,2,1280
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,23,29,3,7,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,11,2,2,20
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,15,15,2,1,33
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,3,0,1,8
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,18,16,15,12,61
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,9,4,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,8,11,6,1,26
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,0,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,21,14,3,2,40
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,24,20,8,10,62
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,6,5,2,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,10,8,0,0,18
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,6,1,2,2,11
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,9,4,4,22
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,2,0,0,2
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,17,9,2,6,34
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,60,75,6,2,143
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,16,12,3,9,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,1,0,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,2,0,1,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,12,3,3,1,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,1,0,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,1,0,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,3,0,1,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,586,527,152,147,1412
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,13,6,0,1,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,5,0,1,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,41,25,11,18,95
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,0,1,3,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,14,11,4,2,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,30,32,1,5,68
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,1,0,1,2
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,2,1,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,5,1,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,0,0,0,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,3,0,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,18,4,3,2,27
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,1,3,3,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,11,13,0,1,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,5,1,0,13
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,8,6,6,24
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,2,1,2,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,47,39,2,3,91
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,8,7,10,29
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,7,6,3,2,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,16,13,2,3,34
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,1,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,3,1,0,5
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,0,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,3,0,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,0,0,0,3,3
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,3,2,3,11
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,1,5,0,9
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,4,2,5,1,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,3,6,2,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,10,8,2,7,27
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,2,5,3,3,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,5,5,2,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,31,41,1,2,75
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2018-08-01,121,121,5,1,248
