,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,3,1,0,7
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,9,4,1,1,15
POCOATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,2,8,8,24
POCONA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,7,1,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,4,1,1,8
POOPO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,3,0,0,5
PORCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,12,1,3,28
POROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,8,5,6,25
PORONGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,6,2,2,14
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,13,5,0,0,18
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,4,7,11,25
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,144,163,26,31,364
PRESTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,2,1,1,5
PUCARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,15,21,7,5,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,1,3,2,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,3,4,5,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,4,2,3,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,0,3,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,20,16,0,1,37
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,8,9,1,3,21
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,11,9,6,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,53,52,4,9,118
PUNA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,4,4,3,13
PUNATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,18,19,4,3,44
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,2,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,53,62,36,52,203
QUIME,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,2,1,1,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,3,1,2,16
RAVELO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,6,10,8,29
REYES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,6,0,0,12
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,101,90,26,33,250
ROBORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,7,0,0,19
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,12,2,4,24
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,4,1,0,9
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,102,89,22,12,225
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,2,1,5
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,9,6,8,9,32
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,0,3,1,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,3,2,1,9
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,3,2,0,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,13,12,2,2,29
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,0,1,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,0,1,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,1,1,1,6
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,1,2,1,6
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,26,40,19,6,91
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,4,2,0,10
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,14,0,0,26
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,11,15,3,3,32
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,55,51,4,6,116
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,13,11,26
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,9,3,0,0,12
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,8,2,0,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,9,16,20,55
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,7,2,0,14
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,30,37,9,5,81
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,4,11,7,22
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,14,10,1,2,27
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,11,12,11,46
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,16,15,1,5,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,13,10,4,1,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,3,0,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,9,0,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,15,9,16,13,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,4,0,1,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,1,0,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,6,0,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,2,3,1,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,9,8,0,0,17
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,12,1,0,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1224,1155,42,64,2485
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,8,13,1,4,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,9,1,3,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,0,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,2,3,3,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,4,0,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,6,1,0,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,2,1,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,5,0,0,10
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,13,0,0,18
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,16,15,2,2,35
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,7,2,1,20
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,1,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,16,11,2,0,29
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,0,1,1,2
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,11,2,3,20
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,8,4,4,22
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,259,248,4,5,516
TACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,0,0,1,2
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,3,0,0,7
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,2,6,5,14
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,0,1,0,7
TAHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,1,1,0,2
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,16,12,4,10,42
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,8,3,3,24
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,3,1,1,6
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,3,0,1,6
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,159,157,8,7,331
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,8,4,2,5,19
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,4,7,5,21
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,6,1,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,7,3,10,13,33
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,7,2,1,12
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,25,26,5,4,60
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,9,9,5,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,0,1,1,2
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,4,0,1,6
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,3,0,1,8
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,4,1,2,7
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,3,3,6,18
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,5,1,1,13
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,2,7,5,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,6,5,3,24
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,4,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,1,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,119,101,6,8,234
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,33,33,10,8,84
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,1,0,3
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,1,2,0,6
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,14,6,3,33
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,14,3,4,27
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,10,13,0,0,23
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,12,26,4,1,43
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,3,6,2,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,10,0,1,17
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,37,53,10,6,106
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,1,0,3,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,5,4,7,18
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,33,27,4,2,66
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,1,4,1,8
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,1,1,1,4
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,4,1,3,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,58,58,7,4,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,4,4,1,1,10
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,29,26,3,10,68
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,30,40,17,16,103
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,4,1,1,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,102,107,8,4,221
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,6,4,0,0,10
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,62,59,3,13,137
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,4,0,1,6
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,0,3,0,0,3
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,36,25,8,5,74
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,5,7,3,3,18
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,3,1,0,1,5
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,2,1,3,3,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-06-01,1,4,1,3,9
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,4,2,1,10
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,13,15,2,3,33
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,15,10,2,1,28
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,12,14,5,4,35
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,0,1,4,6
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,4,0,0,7
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,14,13,1,0,28
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,4,0,4,11
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,2,1,3,8
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,1,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,1,6,3,10
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,7,2,2,19
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,1,2,1,5
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,3,2,0,9
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,17,12,5,3,37
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,3,5,4,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,39,34,0,0,73
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,5,9,5,3,22
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,0,3,2,6
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,2,1,2,6
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,1,1,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,15,3,8,34
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,4,5,5,17
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,11,7,0,1,19
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,7,0,0,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,0,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,1,0,2,4
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,27,29,3,2,61
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,13,22,7,4,46
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,2,4,5,14
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,2,0,2,4
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,3,3,0,12
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,13,10,8,4,35
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,14,19,5,6,44
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,3,3,1,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,6,1,1,14
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,6,0,0,15
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,0,5,0,7
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,5,1,1,16
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,7,1,3,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,25,24,3,1,53
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,15,11,4,5,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,4,0,2,10
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,7,7,9,31
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,30,36,4,3,73
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,10,6,1,0,17
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,5,0,0,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,5,1,2,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,1,0,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,26,18,8,2,54
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,4,0,0,10
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,8,13,16,46
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,6,3,6,23
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,25,18,3,3,49
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,2,0,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,11,10,1,0,22
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,2,0,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,5,4,1,11
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,4,2,6,2,14
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,15,12,6,8,41
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,55,38,15,16,124
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,7,10,5,7,29
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,669,628,6,3,1306
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,37,32,1,5,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,4,2,5,20
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,5,0,0,7
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,18,22,0,2,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,2,2,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,15,7,6,37
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,7,6,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,9,6,6,30
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,1,1,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,17,19,1,1,38
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,1,0,1,5
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,26,19,2,3,50
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,8,5,4,0,17
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,18,14,0,0,32
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,2,0,1,4
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,7,2,0,15
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,5,5,3,14
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,9,9,1,1,20
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,66,69,4,2,141
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,23,18,2,1,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,0,1,1,4
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,3,6,2,0,11
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,6,11,4,10,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,2,1,1,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,1,0,4,1,6
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,2,3,1,0,6
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,622,604,225,187,1638
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2018-07-01,0,3,1,1,5
