,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,3,2,2,1,8
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,47,44,3,2,96
VINTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,35,31,28,22,116
VITICHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,2,0,0,0,2
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,0,1,0,0,1
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,104,90,4,9,207
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,83,85,7,10,185
YAMPARAEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,4,2,2,1,9
YANACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,2,0,0,0,2
YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,22,24,12,7,65
YOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,5,4,0,2,11
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,2,0,0,1,3
YUNCHARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,1,1,2,3,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-07-01,0,0,2,4,6
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,12,5,7,3,27
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,6,1,3,18
AIQUILE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,1,2
ALALAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,2,2,5
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,0,1,6
ANCORAIMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,0,0,1
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,1,0,4
ANZALDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,1,0,3
APOLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,4,3,1,12
ARAMPAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,1,2,6
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,25,17,2,0,44
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,5,1,1,11
AUCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,0,2
AYATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
AYO AYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,4,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,1,5,4,15
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,2,0,0,6
BELEN DE URMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,25,18,0,2,45
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,11,9,5,3,28
BOLIVAR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,3,2,6
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,4,1,4,10
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,0,0,0,2
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,9,4,0,0,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,1,3
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,12,8,0,0,20
CALACOTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,1,0,4
CALAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,7,1,2,15
CAMARGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,14,8,0,0,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,0,0,5
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,5,6,10,27
CAPINOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,3,4,5,15
CAQUIAVIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,1,1,4
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,13,13,6,5,37
CARANAVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,18,15,5,3,41
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,2,0,1,6
CARIPUYO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,1,1,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,3,0,4,12
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,13,6,4,31
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,0,0,0,2
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,4,3,10
CHARAÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,3,2,1,9
CHIMORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,12,16,6,6,40
CHIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,14,1,0,21
CHUMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,3,2,2,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,7,3,10
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,6,1,10
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,1,6,7,17
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,54,37,12,4,107
COCAPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,5,6,16
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,330,301,36,28,695
COLCAPIRHUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,7,3,1,15
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,6,1,0,13
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,14,9,0,0,23
COLPA BELGICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,0,0,0,5
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,10,9,14,14,47
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,17,13,1,2,33
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,1,0,3
COMARAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,10,0,1,14
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,7,2,3,2,14
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,22,11,0,2,35
CORO CORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,0,0,3
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,14,5,1,2,22
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,1,3
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,11,7,9,9,36
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,27,23,0,0,50
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,17,8,2,2,29
CUEVO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,0,0,0,2
CULPINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,0,1
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,0,1,2
CURVA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,2,0,0,2
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,286,372,65,66,789
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,1,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,11,7,0,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,2,1,0,5
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,10,23,8,6,47
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,6,0,1,11
ESCARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,0,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,2,1,4
EXALTACION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,2,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,10,4,1,0,15
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,3,3,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,0,1,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,2,0,0,7
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,4,0,2,11
GUAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,15,14,0,0,29
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,0,0,0,4
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,2,0,0,6
HUACHACALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,11,14,5,7,37
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,3,0,0,3
HUARINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,3,0,1,4
HUATAJATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,0,1,0,5
HUMANATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,0,4,0,7
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,2,2,3,9
ICLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,1,0,2
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,6,1,4,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,3,7,2,13
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,4,3,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,4,0,0,10
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,15,17,3,2,37
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,94,78,2,3,177
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,281,282,6,5,574
LAGUNILLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,10,0,5,1,16
LAJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,2,1,6
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,0,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,1,2
LLICA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,0,1,4
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,0,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,4,0,0,7
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,4,2,1,13
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,7,0,0,15
MALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,12,13,2,0,27
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,0,2
MINEROS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,14,19,1,0,34
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,6,1,1,10
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,0,2
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,4,1,8
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,81,79,1,2,163
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,1,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,6,0,5,7,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,2,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,2,1,3
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,6,1,5,16
OKINAWA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,11,0,1,20
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,183,202,15,7,407
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,2,0,0,2
PADILLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,1,2,0,7
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,15,17,3,6,41
PALCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,2,0,3,6
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,9,4,4,25
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,2,0,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,9,0,0,13
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,10,5,0,0,15
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,1,1,0,2
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,7,5,13
POCONA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,2,0,2
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,5,3,2,13
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,4,0,0,6
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,3,0,0,7
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,4,2,7
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,3,0,2,7
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,18,17,0,0,35
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,7,4,8,22
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,2,0,0,2
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,80,102,21,32,235
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,2,2,3,12
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,0,0,1,1
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,1,0,2,5
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,3,2,2,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,2,2,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,14,11,0,0,25
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,6,0,0,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,11,13,8,9,41
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,2,1,0,6
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,13,11,10,5,39
QUIABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,2,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,43,40,22,22,127
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,4,0,2,7
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,7,3,5,5,20
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,22,20,0,0,42
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,8,21,1,4,34
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,5,5,10,22
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,0,1,3
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,76,57,196,174,503
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,2,1,1,6
SACACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,0,4,6,4,14
SAIPINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,3,2,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,4,2,3,1,10
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,5,7,0,1,13
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,9,3,0,0,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,1,2,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,3,0,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,2,2,0,3,7
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,42,36,20,11,109
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,1,3,0,0,4
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,21,13,0,0,34
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2018-08-01,26,16,1,0,43
