,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,552,542,186,181,1461
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,0,0,2
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,5,1,1,12
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,30,22,8,16,76
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,3,1,1,6
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,24,26,1,4,55
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,0,1,2
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,1,2,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,4,1,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,3,1,1,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,14,5,2,2,23
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,1,3,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,13,17,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,8,4,0,3,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,10,1,1,19
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,0,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,48,40,1,0,89
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,9,4,4,22
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,3,1,0,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,13,1,3,32
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,2,0,1,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,2,0,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,0,3,4
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,4,1,3,11
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,5,0,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,2,6,1,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,3,1,0,5
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,5,8,7,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,12,2,4,28
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,12,0,0,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,7,2,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,32,34,0,2,68
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,95,85,2,1,183
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,591,495,10,10,1106
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,0,1,8
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,7,1,0,18
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,17,26,23,81
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,2,0,0,2
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,0,0,3
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,0,0,4
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,4,0,3,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,4,5,4,17
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,9,0,0,16
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,14,12,0,0,26
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,12,0,1,23
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,21,15,2,4,42
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,12,15,5,3,35
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,1,2,2,10
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,4,2,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,13,20,0,1,34
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,111,109,4,7,231
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,3,5,1,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,6,1,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,1,1,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,4,6,6,21
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,11,0,1,19
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,4,1,3,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,299,272,11,9,591
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,5,0,0,11
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,5,0,1,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,8,17,41,36,102
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,12,8,6,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,18,7,3,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,2,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,7,0,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,2,3,0,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,22,23,1,1,47
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,2,0,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,6,1,1,9
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,7,16,7,35
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,3,6,0,10
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,4,0,2,10
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,5,0,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,11,0,0,21
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,2,3,2,13
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,9,4,4,3,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,9,3,0,0,12
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,4,6,7,20
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,123,120,16,15,274
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,2,1,10
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,16,8,6,7,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,4,4,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,3,6,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,3,2,3,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,3,2,0,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,16,8,1,0,25
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,1,3,11
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,20,14,3,8,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,55,45,3,3,106
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,4,0,6,15
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,24,19,3,3,49
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,89,83,35,36,243
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,8,0,0,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,2,0,0,3
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,2,2,1,11
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,0,0,4
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,114,119,10,9,252
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,16,17,1,3,37
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,27,26,2,4,59
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,1,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,75,98,17,13,203
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,1,0,1,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,2,4,2,11
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,1,0,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,2,2,3,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,6,1,1,12
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,3,1,0,6
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,1,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,1,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,4,5,16
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,2,8,4,15
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,30,29,4,4,67
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,6,3,1,16
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,9,4,1,29
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,8,2,3,3,16
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,52,54,7,5,118
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,2,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,8,12,0,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,4,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,15,20,18,68
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,1,1,9
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,34,29,7,7,77
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,3,4,6,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,1,0,3,8
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,11,8,10,4,33
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,19,6,1,1,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,14,0,2,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,8,0,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,13,14,13,13,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,2,0,0,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,4,3,7
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,9,0,0,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,1,0,1,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,12,6,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,0,0,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1328,1299,8,8,2643
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,2,0,0,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,16,8,0,0,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,2,2,0,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,0,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,2,0,2,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,3,1,1,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,5,1,1,13
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,10,0,2,17
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,18,18,2,2,40
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,8,1,1,20
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,17,2,4,38
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,1,0,1,6
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,3,1,4,10
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,7,1,5,20
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,240,209,2,5,456
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,8,0,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,1,0,1
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,12,9,4,4,29
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,2,3,5,14
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,0,3,0,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,8,0,1,15
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,127,150,7,7,291
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,1,1,5
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,3,1,0,14
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,8,1,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,5,7,10,26
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,7,1,2,0,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,15,22,3,3,43
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,11,8,11,40
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,1,0,5
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,0,0,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,2,0,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,10,4,3,3,20
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,1,0,5,11
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,3,1,0,8
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,9,13,5,8,35
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,0,0,2
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,17,15,1,0,33
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,11,26,3,1,41
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,0,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,4,0,1,5
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,0,0,7
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,11,0,0,17
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,2,0,0,7
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,3,4,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,5,8,1,0,14
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,49,39,8,7,103
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,0,2,3,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,6,9,2,5,22
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,42,31,0,2,75
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,5,2,11
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,7,4,1,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,4,1,2,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,62,64,6,4,136
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,4,5,0,0,9
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,6,0,2,8
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,26,30,17,14,87
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,1,2,1,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,0,0,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,139,102,4,3,248
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,4,1,2,7
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,41,43,10,7,101
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,2,1,1,6
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,1,0,0,1
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,35,16,10,7,68
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,3,0,1,6
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,3,4,0,1,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,0,2,0,0,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-06-01,2,1,3,1,7
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,2,1,1,1,5
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,16,23,4,5,48
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,20,15,0,0,35
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,6,13,6,4,29
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,1,1,1,1,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,8,5,0,1,14
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,6,5,1,1,13
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,1,0,1,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,3,2,2,2,9
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,13,8,1,2,24
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,1,2,3,1,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,8,6,0,1,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,17,10,3,5,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,3,3,4,7,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2018-07-01,35,30,0,0,65
