municipality,group,variable,month,Periodoncias,TOTAL
RIBERALTA,consultas odontologicas,periodoncias,2005-07-01,19,19
SACABA,consultas odontologicas,periodoncias,2005-07-01,104,104
SACACA,consultas odontologicas,periodoncias,2005-07-01,4,4
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2005-07-01,1,1
SAN AGUSTIN,consultas odontologicas,periodoncias,2005-07-01,8,8
SAN BENITO,consultas odontologicas,periodoncias,2005-07-01,43,43
SAN BORJA,consultas odontologicas,periodoncias,2005-07-01,4,4
SAN CARLOS,consultas odontologicas,periodoncias,2005-07-01,11,11
SAN IGNACIO,consultas odontologicas,periodoncias,2005-07-01,14,14
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2005-07-01,1,1
SAN JOAQUIN,consultas odontologicas,periodoncias,2005-07-01,1,1
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2005-07-01,6,6
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-07-01,2,2
SAN RAFAEL,consultas odontologicas,periodoncias,2005-07-01,117,117
SANTA ANA,consultas odontologicas,periodoncias,2005-07-01,29,29
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-07-01,54,54
SANTA ROSA,consultas odontologicas,periodoncias,2005-07-01,1,1
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2005-07-01,1,1
SANTIVAÑES,consultas odontologicas,periodoncias,2005-07-01,7,7
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2005-07-01,3,3
SENA,consultas odontologicas,periodoncias,2005-07-01,3,3
SIPE SIPE,consultas odontologicas,periodoncias,2005-07-01,47,47
SOPACHUY,consultas odontologicas,periodoncias,2005-07-01,1,1
SORACACHI,consultas odontologicas,periodoncias,2005-07-01,16,16
SORATA,consultas odontologicas,periodoncias,2005-07-01,1,1
SUCRE,consultas odontologicas,periodoncias,2005-07-01,225,225
TACACOMA,consultas odontologicas,periodoncias,2005-07-01,8,8
TAPACARI,consultas odontologicas,periodoncias,2005-07-01,10,10
TARACO,consultas odontologicas,periodoncias,2005-07-01,2,2
TARATA,consultas odontologicas,periodoncias,2005-07-01,43,43
TARIJA,consultas odontologicas,periodoncias,2005-07-01,137,137
TARVITA,consultas odontologicas,periodoncias,2005-07-01,98,98
TEOPONTE,consultas odontologicas,periodoncias,2005-07-01,3,3
TIAWANACU,consultas odontologicas,periodoncias,2005-07-01,11,11
TIQUIPAYA,consultas odontologicas,periodoncias,2005-07-01,19,19
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-07-01,54,54
TOLATA,consultas odontologicas,periodoncias,2005-07-01,2,2
TOMINA,consultas odontologicas,periodoncias,2005-07-01,4,4
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-07-01,11,11
TRINIDAD,consultas odontologicas,periodoncias,2005-07-01,112,112
TUPIZA,consultas odontologicas,periodoncias,2005-07-01,24,24
TURCO,consultas odontologicas,periodoncias,2005-07-01,1,1
UNCIA,consultas odontologicas,periodoncias,2005-07-01,40,40
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2005-07-01,1,1
UYUNI,consultas odontologicas,periodoncias,2005-07-01,11,11
VACAS,consultas odontologicas,periodoncias,2005-07-01,5,5
VALLEGRANDE,consultas odontologicas,periodoncias,2005-07-01,25,25
VIACHA,consultas odontologicas,periodoncias,2005-07-01,3,3
VILA VILA,consultas odontologicas,periodoncias,2005-07-01,11,11
VILLA MONTES,consultas odontologicas,periodoncias,2005-07-01,5,5
VILLA RIVERO,consultas odontologicas,periodoncias,2005-07-01,22,22
VILLA SERRANO,consultas odontologicas,periodoncias,2005-07-01,3,3
VILLA TUNARI,consultas odontologicas,periodoncias,2005-07-01,160,160
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,periodoncias,2005-07-01,5,5
VILLAZON,consultas odontologicas,periodoncias,2005-07-01,14,14
VINTO,consultas odontologicas,periodoncias,2005-07-01,5,5
WARNES,consultas odontologicas,periodoncias,2005-07-01,23,23
YACUIBA,consultas odontologicas,periodoncias,2005-07-01,32,32
YAPACANI,consultas odontologicas,periodoncias,2005-07-01,4,4
ACACIO,consultas odontologicas,periodoncias,2005-08-01,14,14
ACHACACHI,consultas odontologicas,periodoncias,2005-08-01,14,14
ACHOCALLA,consultas odontologicas,periodoncias,2005-08-01,2,2
AIQUILE,consultas odontologicas,periodoncias,2005-08-01,228,228
ANCORAIMES,consultas odontologicas,periodoncias,2005-08-01,54,54
ANDAMARCA,consultas odontologicas,periodoncias,2005-08-01,14,14
ANZALDO,consultas odontologicas,periodoncias,2005-08-01,3,3
ARAMPAMPA,consultas odontologicas,periodoncias,2005-08-01,3,3
ARANI,consultas odontologicas,periodoncias,2005-08-01,5,5
ARBIETO,consultas odontologicas,periodoncias,2005-08-01,32,32
AYO AYO,consultas odontologicas,periodoncias,2005-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-08-01,455,455
AZURDUY,consultas odontologicas,periodoncias,2005-08-01,321,321
BAURES,consultas odontologicas,periodoncias,2005-08-01,4,4
BERMEJO,consultas odontologicas,periodoncias,2005-08-01,82,82
BETANZOS,consultas odontologicas,periodoncias,2005-08-01,44,44
BOLIVAR,consultas odontologicas,periodoncias,2005-08-01,3,3
BUENA VISTA,consultas odontologicas,periodoncias,2005-08-01,1,1
CAJUATA,consultas odontologicas,periodoncias,2005-08-01,5,5
CALACOTO,consultas odontologicas,periodoncias,2005-08-01,6,6
CAMARGO,consultas odontologicas,periodoncias,2005-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-08-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2005-08-01,22,22
CAPINOTA,consultas odontologicas,periodoncias,2005-08-01,7,7
CAQUIAVIRI,consultas odontologicas,periodoncias,2005-08-01,1,1
CARACOLLO,consultas odontologicas,periodoncias,2005-08-01,2,2
CARANAVI,consultas odontologicas,periodoncias,2005-08-01,7,7
CHALLAPATA,consultas odontologicas,periodoncias,2005-08-01,8,8
CHIMORE,consultas odontologicas,periodoncias,2005-08-01,5,5
CLIZA,consultas odontologicas,periodoncias,2005-08-01,23,23
COBIJA,consultas odontologicas,periodoncias,2005-08-01,21,21
COCHABAMBA,consultas odontologicas,periodoncias,2005-08-01,574,574
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-08-01,3,3
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-08-01,3,3
COLOMI,consultas odontologicas,periodoncias,2005-08-01,2,2
COLQUECHACA,consultas odontologicas,periodoncias,2005-08-01,1,1
COMARAPA,consultas odontologicas,periodoncias,2005-08-01,19,19
COPACABANA,consultas odontologicas,periodoncias,2005-08-01,8,8
CORIPATA,consultas odontologicas,periodoncias,2005-08-01,7,7
COROICO,consultas odontologicas,periodoncias,2005-08-01,7,7
CORQUE,consultas odontologicas,periodoncias,2005-08-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2005-08-01,45,45
COTOCA,consultas odontologicas,periodoncias,2005-08-01,12,12
CUEVO,consultas odontologicas,periodoncias,2005-08-01,1,1
CULPINA,consultas odontologicas,periodoncias,2005-08-01,1,1
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-08-01,1,1
DESAGUADERO,consultas odontologicas,periodoncias,2005-08-01,5,5
EL ALTO,consultas odontologicas,periodoncias,2005-08-01,417,417
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-08-01,51,51
EL TORNO,consultas odontologicas,periodoncias,2005-08-01,7,7
EL VILLAR,consultas odontologicas,periodoncias,2005-08-01,17,17
ENTRE RIOS,consultas odontologicas,periodoncias,2005-08-01,222,222
ENTRE RIOS,consultas odontologicas,periodoncias,2005-08-01,52,52
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2005-08-01,17,17
FILADELFIA,consultas odontologicas,periodoncias,2005-08-01,2,2
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2005-08-01,3,3
GUANAY,consultas odontologicas,periodoncias,2005-08-01,4,4
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-08-01,127,127
GUTIERREZ,consultas odontologicas,periodoncias,2005-08-01,1,1
HUACARETA,consultas odontologicas,periodoncias,2005-08-01,9,9
HUACHACALLA,consultas odontologicas,periodoncias,2005-08-01,3,3
HUANUNI,consultas odontologicas,periodoncias,2005-08-01,1,1
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-08-01,2,2
ICLA,consultas odontologicas,periodoncias,2005-08-01,7,7
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2005-08-01,2,2
IXIAMAS,consultas odontologicas,periodoncias,2005-08-01,13,13
JESUS DE MACHACA,consultas odontologicas,periodoncias,2005-08-01,39,39
LA GUARDIA,consultas odontologicas,periodoncias,2005-08-01,111,111
LA PAZ,consultas odontologicas,periodoncias,2005-08-01,1157,1157
LAGUNILLAS,consultas odontologicas,periodoncias,2005-08-01,28,28
LLALLAGUA,consultas odontologicas,periodoncias,2005-08-01,12,12
LURIBAY,consultas odontologicas,periodoncias,2005-08-01,3,3
MACHARETI,consultas odontologicas,periodoncias,2005-08-01,26,26
MAPIRI,consultas odontologicas,periodoncias,2005-08-01,5,5
MECAPACA,consultas odontologicas,periodoncias,2005-08-01,1,1
MINEROS,consultas odontologicas,periodoncias,2005-08-01,12,12
MIZQUE,consultas odontologicas,periodoncias,2005-08-01,141,141
MOCOMOCO,consultas odontologicas,periodoncias,2005-08-01,11,11
MOJOCOYA,consultas odontologicas,periodoncias,2005-08-01,5,5
MONTERO,consultas odontologicas,periodoncias,2005-08-01,58,58
MOROCHATA,consultas odontologicas,periodoncias,2005-08-01,76,76
OKINAWA,consultas odontologicas,periodoncias,2005-08-01,26,26
OMEREQUE,consultas odontologicas,periodoncias,2005-08-01,186,186
ORURO,consultas odontologicas,periodoncias,2005-08-01,294,294
PADCAYA,consultas odontologicas,periodoncias,2005-08-01,5,5
PADILLA,consultas odontologicas,periodoncias,2005-08-01,11,11
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-08-01,2,2
PAPEL PAMPA,consultas odontologicas,periodoncias,2005-08-01,16,16
PATACAMAYA,consultas odontologicas,periodoncias,2005-08-01,3,3
PAZÑA,consultas odontologicas,periodoncias,2005-08-01,5,5
POCONA,consultas odontologicas,periodoncias,2005-08-01,23,23
POJO (CBBA),consultas odontologicas,periodoncias,2005-08-01,8,8
POOPO,consultas odontologicas,periodoncias,2005-08-01,7,7
POROMA,consultas odontologicas,periodoncias,2005-08-01,109,109
PORONGO,consultas odontologicas,periodoncias,2005-08-01,34,34
PORTACHUELO,consultas odontologicas,periodoncias,2005-08-01,7,7
PORVENIR,consultas odontologicas,periodoncias,2005-08-01,4,4
POTOSI,consultas odontologicas,periodoncias,2005-08-01,16,16
PRESTO,consultas odontologicas,periodoncias,2005-08-01,24,24
PUCARANI,consultas odontologicas,periodoncias,2005-08-01,6,6
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-08-01,15,15
PUERTO CARABUCO,consultas odontologicas,periodoncias,2005-08-01,34,34
PUERTO PEREZ,consultas odontologicas,periodoncias,2005-08-01,1,1
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2005-08-01,2,2
PUERTO RICO,consultas odontologicas,periodoncias,2005-08-01,9,9
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-08-01,11,11
PUNA,consultas odontologicas,periodoncias,2005-08-01,12,12
PUNATA,consultas odontologicas,periodoncias,2005-08-01,367,367
QUILLACOLLO,consultas odontologicas,periodoncias,2005-08-01,56,56
QUIME,consultas odontologicas,periodoncias,2005-08-01,12,12
REYES,consultas odontologicas,periodoncias,2005-08-01,5,5
RIBERALTA,consultas odontologicas,periodoncias,2005-08-01,1,1
SACABA,consultas odontologicas,periodoncias,2005-08-01,143,143
SACACA,consultas odontologicas,periodoncias,2005-08-01,9,9
SAN BENITO,consultas odontologicas,periodoncias,2005-08-01,14,14
SAN BORJA,consultas odontologicas,periodoncias,2005-08-01,17,17
SAN BUENA VENTURA,consultas odontologicas,periodoncias,2005-08-01,20,20
SAN CARLOS,consultas odontologicas,periodoncias,2005-08-01,16,16
SAN IGNACIO,consultas odontologicas,periodoncias,2005-08-01,110,110
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2005-08-01,4,4
SAN JAVIER(BNI),consultas odontologicas,periodoncias,2005-08-01,1,1
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2005-08-01,4,4
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2005-08-01,13,13
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-08-01,3,3
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2005-08-01,1,1
SAN RAFAEL,consultas odontologicas,periodoncias,2005-08-01,23,23
SANTA ANA,consultas odontologicas,periodoncias,2005-08-01,23,23
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-08-01,531,531
SANTA ROSA,consultas odontologicas,periodoncias,2005-08-01,3,3
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2005-08-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2005-08-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2005-08-01,2,2
SAPAHAQUI,consultas odontologicas,periodoncias,2005-08-01,2,2
SENA,consultas odontologicas,periodoncias,2005-08-01,1,1
SIPE SIPE,consultas odontologicas,periodoncias,2005-08-01,36,36
SORACACHI,consultas odontologicas,periodoncias,2005-08-01,9,9
SORATA,consultas odontologicas,periodoncias,2005-08-01,17,17
SUCRE,consultas odontologicas,periodoncias,2005-08-01,324,324
TACACOMA,consultas odontologicas,periodoncias,2005-08-01,4,4
TAPACARI,consultas odontologicas,periodoncias,2005-08-01,5,5
TARABUCO,consultas odontologicas,periodoncias,2005-08-01,2,2
TARACO,consultas odontologicas,periodoncias,2005-08-01,8,8
TARATA,consultas odontologicas,periodoncias,2005-08-01,42,42
TARIJA,consultas odontologicas,periodoncias,2005-08-01,211,211
TARVITA,consultas odontologicas,periodoncias,2005-08-01,10,10
TEOPONTE,consultas odontologicas,periodoncias,2005-08-01,3,3
TIPUANI,consultas odontologicas,periodoncias,2005-08-01,4,4
TIQUIPAYA,consultas odontologicas,periodoncias,2005-08-01,32,32
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-08-01,56,56
TOLEDO,consultas odontologicas,periodoncias,2005-08-01,3,3
TOMINA,consultas odontologicas,periodoncias,2005-08-01,11,11
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-08-01,12,12
TRINIDAD,consultas odontologicas,periodoncias,2005-08-01,69,69
UNCIA,consultas odontologicas,periodoncias,2005-08-01,41,41
UYUNI,consultas odontologicas,periodoncias,2005-08-01,3,3
VIACHA,consultas odontologicas,periodoncias,2005-08-01,1,1
VILA VILA,consultas odontologicas,periodoncias,2005-08-01,38,38
VILLA MONTES,consultas odontologicas,periodoncias,2005-08-01,1,1
VILLA RIVERO,consultas odontologicas,periodoncias,2005-08-01,46,46
VILLA SERRANO,consultas odontologicas,periodoncias,2005-08-01,3,3
VILLA TUNARI,consultas odontologicas,periodoncias,2005-08-01,230,230
VILLAZON,consultas odontologicas,periodoncias,2005-08-01,43,43
VINTO,consultas odontologicas,periodoncias,2005-08-01,10,10
WARNES,consultas odontologicas,periodoncias,2005-08-01,19,19
YACO,consultas odontologicas,periodoncias,2005-08-01,13,13
YACUIBA,consultas odontologicas,periodoncias,2005-08-01,44,44
YAMPARAEZ,consultas odontologicas,periodoncias,2005-08-01,6,6
YAPACANI,consultas odontologicas,periodoncias,2005-08-01,2,2
YOTALA,consultas odontologicas,periodoncias,2005-08-01,5,5
ACACIO,consultas odontologicas,periodoncias,2005-09-01,11,11
ACHACACHI,consultas odontologicas,periodoncias,2005-09-01,1,1
ACHOCALLA,consultas odontologicas,periodoncias,2005-09-01,2,2
AIQUILE,consultas odontologicas,periodoncias,2005-09-01,172,172
ALALAY,consultas odontologicas,periodoncias,2005-09-01,66,66
ANCORAIMES,consultas odontologicas,periodoncias,2005-09-01,70,70
ANDAMARCA,consultas odontologicas,periodoncias,2005-09-01,1,1
APOLO,consultas odontologicas,periodoncias,2005-09-01,7,7
ARANI,consultas odontologicas,periodoncias,2005-09-01,55,55
ARBIETO,consultas odontologicas,periodoncias,2005-09-01,14,14
AUCAPATA,consultas odontologicas,periodoncias,2005-09-01,2,2
AYO AYO,consultas odontologicas,periodoncias,2005-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-09-01,366,366
AZURDUY,consultas odontologicas,periodoncias,2005-09-01,14,14
BAURES,consultas odontologicas,periodoncias,2005-09-01,8,8
BERMEJO,consultas odontologicas,periodoncias,2005-09-01,64,64
BOLIVAR,consultas odontologicas,periodoncias,2005-09-01,2,2
BOYUIBE,consultas odontologicas,periodoncias,2005-09-01,4,4
CALACOTO,consultas odontologicas,periodoncias,2005-09-01,4,4
CAMARGO,consultas odontologicas,periodoncias,2005-09-01,4,4
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,periodoncias,2005-09-01,1,1
CAMIRI,consultas odontologicas,periodoncias,2005-09-01,12,12
CAPINOTA,consultas odontologicas,periodoncias,2005-09-01,10,10
CAQUIAVIRI,consultas odontologicas,periodoncias,2005-09-01,7,7
CARACOLLO,consultas odontologicas,periodoncias,2005-09-01,1,1
CARANAVI,consultas odontologicas,periodoncias,2005-09-01,6,6
CHALLAPATA,consultas odontologicas,periodoncias,2005-09-01,10,10
CHIMORE,consultas odontologicas,periodoncias,2005-09-01,39,39
CHUMA,consultas odontologicas,periodoncias,2005-09-01,2,2
CLIZA,consultas odontologicas,periodoncias,2005-09-01,26,26
COBIJA,consultas odontologicas,periodoncias,2005-09-01,19,19
COCHABAMBA,consultas odontologicas,periodoncias,2005-09-01,688,688
COLCAPIRHUA,consultas odontologicas,periodoncias,2005-09-01,5,5
"COLCHA ""K""",consultas odontologicas,periodoncias,2005-09-01,11,11
COLOMI,consultas odontologicas,periodoncias,2005-09-01,4,4
COMARAPA,consultas odontologicas,periodoncias,2005-09-01,21,21
COPACABANA,consultas odontologicas,periodoncias,2005-09-01,8,8
COROICO,consultas odontologicas,periodoncias,2005-09-01,7,7
COTAGAITA,consultas odontologicas,periodoncias,2005-09-01,2,2
COTOCA,consultas odontologicas,periodoncias,2005-09-01,17,17
CUEVO,consultas odontologicas,periodoncias,2005-09-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2005-09-01,1,1
EL ALTO,consultas odontologicas,periodoncias,2005-09-01,391,391
EL PUENTE(TJA),consultas odontologicas,periodoncias,2005-09-01,43,43
EL TORNO,consultas odontologicas,periodoncias,2005-09-01,17,17
EL VILLAR,consultas odontologicas,periodoncias,2005-09-01,1,1
ENTRE RIOS,consultas odontologicas,periodoncias,2005-09-01,121,121
ENTRE RIOS,consultas odontologicas,periodoncias,2005-09-01,74,74
EUCALIPTUS,consultas odontologicas,periodoncias,2005-09-01,6,6
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2005-09-01,23,23
GUANAY,consultas odontologicas,periodoncias,2005-09-01,3,3
GUAYARAMERIN,consultas odontologicas,periodoncias,2005-09-01,122,122
GUTIERREZ,consultas odontologicas,periodoncias,2005-09-01,9,9
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,periodoncias,2005-09-01,2,2
HUACHACALLA,consultas odontologicas,periodoncias,2005-09-01,1,1
HUANUNI,consultas odontologicas,periodoncias,2005-09-01,2,2
HUARACAJE,consultas odontologicas,periodoncias,2005-09-01,24,24
HUAYLLAMARCA,consultas odontologicas,periodoncias,2005-09-01,10,10
INQUISIVI,consultas odontologicas,periodoncias,2005-09-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2005-09-01,6,6
IXIAMAS,consultas odontologicas,periodoncias,2005-09-01,19,19
LA GUARDIA,consultas odontologicas,periodoncias,2005-09-01,37,37
LA PAZ,consultas odontologicas,periodoncias,2005-09-01,1195,1195
LAGUNILLAS,consultas odontologicas,periodoncias,2005-09-01,12,12
LLALLAGUA,consultas odontologicas,periodoncias,2005-09-01,9,9
MACHARETI,consultas odontologicas,periodoncias,2005-09-01,32,32
MAPIRI,consultas odontologicas,periodoncias,2005-09-01,1,1
MECAPACA,consultas odontologicas,periodoncias,2005-09-01,1,1
MIZQUE,consultas odontologicas,periodoncias,2005-09-01,42,42
MOJOCOYA,consultas odontologicas,periodoncias,2005-09-01,8,8
MONTERO,consultas odontologicas,periodoncias,2005-09-01,15,15
MOROCHATA,consultas odontologicas,periodoncias,2005-09-01,23,23
OKINAWA,consultas odontologicas,periodoncias,2005-09-01,8,8
OMEREQUE,consultas odontologicas,periodoncias,2005-09-01,14,14
ORURO,consultas odontologicas,periodoncias,2005-09-01,243,243
PADCAYA,consultas odontologicas,periodoncias,2005-09-01,7,7
PADILLA,consultas odontologicas,periodoncias,2005-09-01,3,3
PALCA,consultas odontologicas,periodoncias,2005-09-01,1,1
PALOS BLANCOS,consultas odontologicas,periodoncias,2005-09-01,1,1
PAPEL PAMPA,consultas odontologicas,periodoncias,2005-09-01,11,11
PATACAMAYA,consultas odontologicas,periodoncias,2005-09-01,62,62
PAZÑA,consultas odontologicas,periodoncias,2005-09-01,3,3
POCOATA,consultas odontologicas,periodoncias,2005-09-01,37,37
POCONA,consultas odontologicas,periodoncias,2005-09-01,5,5
POJO (CBBA),consultas odontologicas,periodoncias,2005-09-01,35,35
POOPO,consultas odontologicas,periodoncias,2005-09-01,1,1
POROMA,consultas odontologicas,periodoncias,2005-09-01,32,32
PORONGO,consultas odontologicas,periodoncias,2005-09-01,5,5
PORTACHUELO,consultas odontologicas,periodoncias,2005-09-01,16,16
PORVENIR,consultas odontologicas,periodoncias,2005-09-01,8,8
POSTRER VALLE,consultas odontologicas,periodoncias,2005-09-01,2,2
POTOSI,consultas odontologicas,periodoncias,2005-09-01,21,21
PRESTO,consultas odontologicas,periodoncias,2005-09-01,58,58
PUCARANI,consultas odontologicas,periodoncias,2005-09-01,3,3
PUERTO ACOSTA,consultas odontologicas,periodoncias,2005-09-01,3,3
PUERTO CARABUCO,consultas odontologicas,periodoncias,2005-09-01,2,2
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2005-09-01,1,1
PUERTO RICO,consultas odontologicas,periodoncias,2005-09-01,4,4
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2005-09-01,32,32
PUNA,consultas odontologicas,periodoncias,2005-09-01,13,13
PUNATA,consultas odontologicas,periodoncias,2005-09-01,347,347
QUILLACOLLO,consultas odontologicas,periodoncias,2005-09-01,16,16
QUIME,consultas odontologicas,periodoncias,2005-09-01,4,4
REYES,consultas odontologicas,periodoncias,2005-09-01,7,7
RURRENABAQUE,consultas odontologicas,periodoncias,2005-09-01,8,8
SACABA,consultas odontologicas,periodoncias,2005-09-01,174,174
SACACA,consultas odontologicas,periodoncias,2005-09-01,4,4
SAIPINA,consultas odontologicas,periodoncias,2005-09-01,15,15
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2005-09-01,4,4
SAN BENITO,consultas odontologicas,periodoncias,2005-09-01,9,9
SAN BORJA,consultas odontologicas,periodoncias,2005-09-01,16,16
SAN CARLOS,consultas odontologicas,periodoncias,2005-09-01,14,14
SAN IGNACIO,consultas odontologicas,periodoncias,2005-09-01,23,23
SAN JOAQUIN,consultas odontologicas,periodoncias,2005-09-01,1,1
SAN LORENZO(PND),consultas odontologicas,periodoncias,2005-09-01,1,1
SAN LUCAS,consultas odontologicas,periodoncias,2005-09-01,12,12
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2005-09-01,5,5
SAN RAFAEL,consultas odontologicas,periodoncias,2005-09-01,22,22
SANTA ANA,consultas odontologicas,periodoncias,2005-09-01,16,16
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2005-09-01,586,586
SANTA ROSA,consultas odontologicas,periodoncias,2005-09-01,3,3
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2005-09-01,3,3
SANTIAGO DE MACHACA,consultas odontologicas,periodoncias,2005-09-01,23,23
SANTIVAÑES,consultas odontologicas,periodoncias,2005-09-01,2,2
SAPAHAQUI,consultas odontologicas,periodoncias,2005-09-01,8,8
SENA,consultas odontologicas,periodoncias,2005-09-01,3,3
SIPE SIPE,consultas odontologicas,periodoncias,2005-09-01,42,42
SOPACHUY,consultas odontologicas,periodoncias,2005-09-01,3,3
SORACACHI,consultas odontologicas,periodoncias,2005-09-01,2,2
SORATA,consultas odontologicas,periodoncias,2005-09-01,1,1
SUCRE,consultas odontologicas,periodoncias,2005-09-01,239,239
TAPACARI,consultas odontologicas,periodoncias,2005-09-01,12,12
TARACO,consultas odontologicas,periodoncias,2005-09-01,1,1
TARATA,consultas odontologicas,periodoncias,2005-09-01,24,24
TARIJA,consultas odontologicas,periodoncias,2005-09-01,169,169
TARVITA,consultas odontologicas,periodoncias,2005-09-01,140,140
TIAWANACU,consultas odontologicas,periodoncias,2005-09-01,21,21
TIPUANI,consultas odontologicas,periodoncias,2005-09-01,1,1
TIQUIPAYA,consultas odontologicas,periodoncias,2005-09-01,30,30
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2005-09-01,39,39
TOCO,consultas odontologicas,periodoncias,2005-09-01,10,10
TOMINA,consultas odontologicas,periodoncias,2005-09-01,10,10
TOTORA(CBBA),consultas odontologicas,periodoncias,2005-09-01,6,6
TRIGAL,consultas odontologicas,periodoncias,2005-09-01,2,2
TRINIDAD,consultas odontologicas,periodoncias,2005-09-01,229,229
UNCIA,consultas odontologicas,periodoncias,2005-09-01,18,18
VACAS,consultas odontologicas,periodoncias,2005-09-01,232,232
VIACHA,consultas odontologicas,periodoncias,2005-09-01,6,6
VILA VILA,consultas odontologicas,periodoncias,2005-09-01,15,15
VILLA MONTES,consultas odontologicas,periodoncias,2005-09-01,2,2
VILLA RIVERO,consultas odontologicas,periodoncias,2005-09-01,7,7
VILLA SERRANO,consultas odontologicas,periodoncias,2005-09-01,13,13
VILLA TUNARI,consultas odontologicas,periodoncias,2005-09-01,150,150
VILLAZON,consultas odontologicas,periodoncias,2005-09-01,25,25
VINTO,consultas odontologicas,periodoncias,2005-09-01,10,10
WARNES,consultas odontologicas,periodoncias,2005-09-01,300,300
YACUIBA,consultas odontologicas,periodoncias,2005-09-01,6,6
YAMPARAEZ,consultas odontologicas,periodoncias,2005-09-01,18,18
YAPACANI,consultas odontologicas,periodoncias,2005-09-01,3,3
YOCALLA,consultas odontologicas,periodoncias,2005-09-01,1,1
ACACIO,consultas odontologicas,periodoncias,2005-10-01,11,11
ACHACACHI,consultas odontologicas,periodoncias,2005-10-01,12,12
AIQUILE,consultas odontologicas,periodoncias,2005-10-01,219,219
ANCORAIMES,consultas odontologicas,periodoncias,2005-10-01,90,90
ANDAMARCA,consultas odontologicas,periodoncias,2005-10-01,7,7
ANZALDO,consultas odontologicas,periodoncias,2005-10-01,2,2
ARANI,consultas odontologicas,periodoncias,2005-10-01,84,84
ARBIETO,consultas odontologicas,periodoncias,2005-10-01,19,19
ARQUE,consultas odontologicas,periodoncias,2005-10-01,1,1
AYATA,consultas odontologicas,periodoncias,2005-10-01,1,1
AYO AYO,consultas odontologicas,periodoncias,2005-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,periodoncias,2005-10-01,284,284
AZURDUY,consultas odontologicas,periodoncias,2005-10-01,395,395
BATALLAS,consultas odontologicas,periodoncias,2005-10-01,3,3
BAURES,consultas odontologicas,periodoncias,2005-10-01,6,6
BERMEJO,consultas odontologicas,periodoncias,2005-10-01,76,76
