municipality,group,variable,month,Pulpotomías,TOTAL
COLQUECHACA,consultas odontologicas,pulpotomias,2005-07-01,29,29
COLQUIRI,consultas odontologicas,pulpotomias,2005-07-01,42,42
COMANCHE,consultas odontologicas,pulpotomias,2005-07-01,2,2
COMARAPA,consultas odontologicas,pulpotomias,2005-07-01,85,85
CONCEPCION,consultas odontologicas,pulpotomias,2005-07-01,62,62
COPACABANA,consultas odontologicas,pulpotomias,2005-07-01,60,60
CORIPATA,consultas odontologicas,pulpotomias,2005-07-01,41,41
CORO CORO,consultas odontologicas,pulpotomias,2005-07-01,22,22
COROICO,consultas odontologicas,pulpotomias,2005-07-01,67,67
CORQUE,consultas odontologicas,pulpotomias,2005-07-01,20,20
COTAGAITA,consultas odontologicas,pulpotomias,2005-07-01,65,65
COTOCA,consultas odontologicas,pulpotomias,2005-07-01,49,49
CUEVO,consultas odontologicas,pulpotomias,2005-07-01,17,17
CULPINA,consultas odontologicas,pulpotomias,2005-07-01,27,27
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-07-01,36,36
CURVA,consultas odontologicas,pulpotomias,2005-07-01,16,16
DESAGUADERO,consultas odontologicas,pulpotomias,2005-07-01,73,73
EL ALTO,consultas odontologicas,pulpotomias,2005-07-01,4538,4538
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-07-01,71,71
EL TORNO,consultas odontologicas,pulpotomias,2005-07-01,122,122
EL VILLAR,consultas odontologicas,pulpotomias,2005-07-01,58,58
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-07-01,69,69
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-07-01,20,20
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-07-01,37,37
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2005-07-01,9,9
EXALTACION,consultas odontologicas,pulpotomias,2005-07-01,28,28
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-07-01,94,94
FILADELFIA,consultas odontologicas,pulpotomias,2005-07-01,14,14
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-07-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-07-01,153,153
GUANAY,consultas odontologicas,pulpotomias,2005-07-01,39,39
GUAQUI,consultas odontologicas,pulpotomias,2005-07-01,47,47
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-07-01,94,94
GUTIERREZ,consultas odontologicas,pulpotomias,2005-07-01,65,65
HUACARETA,consultas odontologicas,pulpotomias,2005-07-01,9,9
HUACHACALLA,consultas odontologicas,pulpotomias,2005-07-01,9,9
HUANUNI,consultas odontologicas,pulpotomias,2005-07-01,104,104
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-07-01,33,33
ICHOCA,consultas odontologicas,pulpotomias,2005-07-01,8,8
ICLA,consultas odontologicas,pulpotomias,2005-07-01,33,33
INCAHUASI,consultas odontologicas,pulpotomias,2005-07-01,176,176
INQUISIVI,consultas odontologicas,pulpotomias,2005-07-01,244,244
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-07-01,67,67
IXIAMAS,consultas odontologicas,pulpotomias,2005-07-01,57,57
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-07-01,174,174
LA ASUNTA,consultas odontologicas,pulpotomias,2005-07-01,66,66
LA GUARDIA,consultas odontologicas,pulpotomias,2005-07-01,194,194
LA PAZ,consultas odontologicas,pulpotomias,2005-07-01,3248,3248
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-07-01,45,45
LAJA,consultas odontologicas,pulpotomias,2005-07-01,34,34
LLALLAGUA,consultas odontologicas,pulpotomias,2005-07-01,91,91
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-07-01,54,54
MACHARETI,consultas odontologicas,pulpotomias,2005-07-01,21,21
MAGDALENA,consultas odontologicas,pulpotomias,2005-07-01,5,5
MAIRANA,consultas odontologicas,pulpotomias,2005-07-01,8,8
MALLA,consultas odontologicas,pulpotomias,2005-07-01,25,25
MAPIRI,consultas odontologicas,pulpotomias,2005-07-01,46,46
MECAPACA,consultas odontologicas,pulpotomias,2005-07-01,41,41
MINEROS,consultas odontologicas,pulpotomias,2005-07-01,32,32
MIZQUE,consultas odontologicas,pulpotomias,2005-07-01,26,26
MOCOMOCO,consultas odontologicas,pulpotomias,2005-07-01,218,218
MOJOCOYA,consultas odontologicas,pulpotomias,2005-07-01,33,33
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-07-01,115,115
MONTERO,consultas odontologicas,pulpotomias,2005-07-01,332,332
MORO MORO,consultas odontologicas,pulpotomias,2005-07-01,18,18
MOROCHATA,consultas odontologicas,pulpotomias,2005-07-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2005-07-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2005-07-01,16,16
OKINAWA,consultas odontologicas,pulpotomias,2005-07-01,49,49
ORURO,consultas odontologicas,pulpotomias,2005-07-01,2132,2132
PADCAYA,consultas odontologicas,pulpotomias,2005-07-01,47,47
PADILLA,consultas odontologicas,pulpotomias,2005-07-01,38,38
PAILON,consultas odontologicas,pulpotomias,2005-07-01,50,50
PALCA,consultas odontologicas,pulpotomias,2005-07-01,96,96
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-07-01,108,108
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-07-01,11,11
PAMPA GRANDE,consultas odontologicas,pulpotomias,2005-07-01,8,8
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-07-01,22,22
PATACAMAYA,consultas odontologicas,pulpotomias,2005-07-01,77,77
PAZÑA,consultas odontologicas,pulpotomias,2005-07-01,5,5
PELECHUCO,consultas odontologicas,pulpotomias,2005-07-01,15,15
POCOATA,consultas odontologicas,pulpotomias,2005-07-01,32,32
POCONA,consultas odontologicas,pulpotomias,2005-07-01,14,14
POJO (CBBA),consultas odontologicas,pulpotomias,2005-07-01,13,13
POOPO,consultas odontologicas,pulpotomias,2005-07-01,39,39
PORCO,consultas odontologicas,pulpotomias,2005-07-01,2,2
POROMA,consultas odontologicas,pulpotomias,2005-07-01,86,86
PORONGO,consultas odontologicas,pulpotomias,2005-07-01,76,76
PORTACHUELO,consultas odontologicas,pulpotomias,2005-07-01,134,134
PORVENIR,consultas odontologicas,pulpotomias,2005-07-01,20,20
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-07-01,21,21
POTOSI,consultas odontologicas,pulpotomias,2005-07-01,677,677
PRESTO,consultas odontologicas,pulpotomias,2005-07-01,17,17
PUCARA,consultas odontologicas,pulpotomias,2005-07-01,16,16
PUCARANI,consultas odontologicas,pulpotomias,2005-07-01,120,120
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-07-01,213,213
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-07-01,98,98
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-07-01,4,4
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-07-01,13,13
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-07-01,60,60
PUERTO RICO,consultas odontologicas,pulpotomias,2005-07-01,40,40
PUERTO SILES,consultas odontologicas,pulpotomias,2005-07-01,38,38
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-07-01,98,98
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-07-01,83,83
PUNA,consultas odontologicas,pulpotomias,2005-07-01,89,89
PUNATA,consultas odontologicas,pulpotomias,2005-07-01,65,65
QUIABAYA,consultas odontologicas,pulpotomias,2005-07-01,18,18
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-07-01,194,194
QUIME,consultas odontologicas,pulpotomias,2005-07-01,77,77
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-07-01,5,5
RAVELO,consultas odontologicas,pulpotomias,2005-07-01,16,16
REYES,consultas odontologicas,pulpotomias,2005-07-01,38,38
RIBERALTA,consultas odontologicas,pulpotomias,2005-07-01,279,279
ROBORE,consultas odontologicas,pulpotomias,2005-07-01,67,67
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-07-01,74,74
SACABA,consultas odontologicas,pulpotomias,2005-07-01,344,344
SACABAMBA,consultas odontologicas,pulpotomias,2005-07-01,29,29
SACACA,consultas odontologicas,pulpotomias,2005-07-01,42,42
SAIPINA,consultas odontologicas,pulpotomias,2005-07-01,61,61
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-07-01,24,24
SAMAIPATA,consultas odontologicas,pulpotomias,2005-07-01,38,38
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-07-01,29,29
SAN ANDRES,consultas odontologicas,pulpotomias,2005-07-01,15,15
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2005-07-01,33,33
SAN BENITO,consultas odontologicas,pulpotomias,2005-07-01,23,23
SAN BORJA,consultas odontologicas,pulpotomias,2005-07-01,97,97
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-07-01,41,41
SAN CARLOS,consultas odontologicas,pulpotomias,2005-07-01,28,28
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-07-01,69,69
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-07-01,136,136
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2005-07-01,4,4
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-07-01,32,32
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-07-01,64,64
SAN JULIAN,consultas odontologicas,pulpotomias,2005-07-01,85,85
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-07-01,13,13
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-07-01,124,124
SAN LUCAS,consultas odontologicas,pulpotomias,2005-07-01,35,35
SAN MATIAS,consultas odontologicas,pulpotomias,2005-07-01,171,171
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-07-01,99,99
SAN PEDRO,consultas odontologicas,pulpotomias,2005-07-01,25,25
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2005-07-01,58,58
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2005-07-01,47,47
SAN RAFAEL,consultas odontologicas,pulpotomias,2005-07-01,47,47
SAN RAMON,consultas odontologicas,pulpotomias,2005-07-01,47,47
SAN RAMON,consultas odontologicas,pulpotomias,2005-07-01,16,16
SANTA ANA,consultas odontologicas,pulpotomias,2005-07-01,35,35
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2005-07-01,2481,2481
SANTA ROSA,consultas odontologicas,pulpotomias,2005-07-01,56,56
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2005-07-01,62,62
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2005-07-01,18,18
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2005-07-01,60,60
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2005-07-01,42,42
SANTIVAÑES,consultas odontologicas,pulpotomias,2005-07-01,15,15
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2005-07-01,21,21
SAPAHAQUI,consultas odontologicas,pulpotomias,2005-07-01,39,39
SENA,consultas odontologicas,pulpotomias,2005-07-01,26,26
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2005-07-01,49,49
SICAYA,consultas odontologicas,pulpotomias,2005-07-01,2,2
SIPE SIPE,consultas odontologicas,pulpotomias,2005-07-01,81,81
SOPACHUY,consultas odontologicas,pulpotomias,2005-07-01,11,11
SORACACHI,consultas odontologicas,pulpotomias,2005-07-01,20,20
SORATA,consultas odontologicas,pulpotomias,2005-07-01,71,71
SUCRE,consultas odontologicas,pulpotomias,2005-07-01,1048,1048
TACACOMA,consultas odontologicas,pulpotomias,2005-07-01,68,68
TACOPAYA,consultas odontologicas,pulpotomias,2005-07-01,8,8
TAPACARI,consultas odontologicas,pulpotomias,2005-07-01,31,31
TARABUCO,consultas odontologicas,pulpotomias,2005-07-01,9,9
TARACO,consultas odontologicas,pulpotomias,2005-07-01,14,14
TARATA,consultas odontologicas,pulpotomias,2005-07-01,23,23
TARIJA,consultas odontologicas,pulpotomias,2005-07-01,384,384
TARVITA,consultas odontologicas,pulpotomias,2005-07-01,95,95
TEOPONTE,consultas odontologicas,pulpotomias,2005-07-01,20,20
TIAWANACU,consultas odontologicas,pulpotomias,2005-07-01,209,209
TIPUANI,consultas odontologicas,pulpotomias,2005-07-01,15,15
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-07-01,71,71
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-07-01,99,99
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2005-07-01,60,60
TOLATA,consultas odontologicas,pulpotomias,2005-07-01,16,16
TOLEDO,consultas odontologicas,pulpotomias,2005-07-01,22,22
TOMAVE,consultas odontologicas,pulpotomias,2005-07-01,29,29
TOMINA,consultas odontologicas,pulpotomias,2005-07-01,42,42
TORO TORO,consultas odontologicas,pulpotomias,2005-07-01,22,22
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-07-01,54,54
TRIGAL,consultas odontologicas,pulpotomias,2005-07-01,3,3
TRINIDAD,consultas odontologicas,pulpotomias,2005-07-01,606,606
TUPIZA,consultas odontologicas,pulpotomias,2005-07-01,99,99
TURCO,consultas odontologicas,pulpotomias,2005-07-01,8,8
UNCIA,consultas odontologicas,pulpotomias,2005-07-01,163,163
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-07-01,125,125
UYUNI,consultas odontologicas,pulpotomias,2005-07-01,155,155
VACAS,consultas odontologicas,pulpotomias,2005-07-01,31,31
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-07-01,91,91
VIACHA,consultas odontologicas,pulpotomias,2005-07-01,143,143
VILA VILA,consultas odontologicas,pulpotomias,2005-07-01,4,4
VILLA MONTES,consultas odontologicas,pulpotomias,2005-07-01,97,97
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2005-07-01,12,12
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-07-01,25,25
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-07-01,35,35
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-07-01,214,214
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-07-01,70,70
VILLAZON,consultas odontologicas,pulpotomias,2005-07-01,130,130
VINTO,consultas odontologicas,pulpotomias,2005-07-01,20,20
VITICHI,consultas odontologicas,pulpotomias,2005-07-01,2,2
WARNES,consultas odontologicas,pulpotomias,2005-07-01,57,57
YACUIBA,consultas odontologicas,pulpotomias,2005-07-01,153,153
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-07-01,2,2
YAPACANI,consultas odontologicas,pulpotomias,2005-07-01,68,68
YOCALLA,consultas odontologicas,pulpotomias,2005-07-01,15,15
YOTALA,consultas odontologicas,pulpotomias,2005-07-01,29,29
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-07-01,50,50
ACACIO,consultas odontologicas,pulpotomias,2005-08-01,29,29
ACHACACHI,consultas odontologicas,pulpotomias,2005-08-01,152,152
ACHOCALLA,consultas odontologicas,pulpotomias,2005-08-01,18,18
AIQUILE,consultas odontologicas,pulpotomias,2005-08-01,34,34
ALCALA,consultas odontologicas,pulpotomias,2005-08-01,10,10
ANCORAIMES,consultas odontologicas,pulpotomias,2005-08-01,71,71
ANDAMARCA,consultas odontologicas,pulpotomias,2005-08-01,9,9
ANZALDO,consultas odontologicas,pulpotomias,2005-08-01,19,19
APOLO,consultas odontologicas,pulpotomias,2005-08-01,194,194
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-08-01,3,3
ARANI,consultas odontologicas,pulpotomias,2005-08-01,25,25
ARBIETO,consultas odontologicas,pulpotomias,2005-08-01,4,4
ARQUE,consultas odontologicas,pulpotomias,2005-08-01,39,39
ATOCHA,consultas odontologicas,pulpotomias,2005-08-01,125,125
AUCAPATA,consultas odontologicas,pulpotomias,2005-08-01,42,42
AYATA,consultas odontologicas,pulpotomias,2005-08-01,7,7
AYO AYO,consultas odontologicas,pulpotomias,2005-08-01,55,55
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-08-01,98,98
AZURDUY,consultas odontologicas,pulpotomias,2005-08-01,68,68
BAURES,consultas odontologicas,pulpotomias,2005-08-01,20,20
BELEN DE ANDAMARCA,consultas odontologicas,pulpotomias,2005-08-01,3,3
BELLA FLOR,consultas odontologicas,pulpotomias,2005-08-01,3,3
BERMEJO,consultas odontologicas,pulpotomias,2005-08-01,95,95
BETANZOS,consultas odontologicas,pulpotomias,2005-08-01,57,57
BOLIVAR,consultas odontologicas,pulpotomias,2005-08-01,35,35
BOYUIBE,consultas odontologicas,pulpotomias,2005-08-01,25,25
BUENA VISTA,consultas odontologicas,pulpotomias,2005-08-01,39,39
CABEZAS,consultas odontologicas,pulpotomias,2005-08-01,32,32
CAIROMA,consultas odontologicas,pulpotomias,2005-08-01,15,15
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-08-01,16,16
CAJUATA,consultas odontologicas,pulpotomias,2005-08-01,108,108
CALACOTO,consultas odontologicas,pulpotomias,2005-08-01,33,33
CALAMARCA,consultas odontologicas,pulpotomias,2005-08-01,48,48
CAMARGO,consultas odontologicas,pulpotomias,2005-08-01,101,101
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-08-01,9,9
CAMIRI,consultas odontologicas,pulpotomias,2005-08-01,194,194
CAPINOTA,consultas odontologicas,pulpotomias,2005-08-01,32,32
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-08-01,73,73
CARACOLLO,consultas odontologicas,pulpotomias,2005-08-01,80,80
CARANAVI,consultas odontologicas,pulpotomias,2005-08-01,253,253
CARAPARI,consultas odontologicas,pulpotomias,2005-08-01,79,79
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2005-08-01,1,1
CATACORA,consultas odontologicas,pulpotomias,2005-08-01,35,35
CHALLAPATA,consultas odontologicas,pulpotomias,2005-08-01,108,108
CHAQUI,consultas odontologicas,pulpotomias,2005-08-01,10,10
CHARAGUA,consultas odontologicas,pulpotomias,2005-08-01,143,143
CHAYANTA,consultas odontologicas,pulpotomias,2005-08-01,9,9
CHIMORE,consultas odontologicas,pulpotomias,2005-08-01,110,110
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-08-01,86,86
CHUMA,consultas odontologicas,pulpotomias,2005-08-01,73,73
CLIZA,consultas odontologicas,pulpotomias,2005-08-01,26,26
COBIJA,consultas odontologicas,pulpotomias,2005-08-01,126,126
COCHABAMBA,consultas odontologicas,pulpotomias,2005-08-01,1133,1133
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-08-01,46,46
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-08-01,8,8
COLOMI,consultas odontologicas,pulpotomias,2005-08-01,52,52
COLPA BELGICA,consultas odontologicas,pulpotomias,2005-08-01,38,38
COLQUECHACA,consultas odontologicas,pulpotomias,2005-08-01,28,28
COLQUENCHA,consultas odontologicas,pulpotomias,2005-08-01,1,1
COLQUIRI,consultas odontologicas,pulpotomias,2005-08-01,180,180
COMARAPA,consultas odontologicas,pulpotomias,2005-08-01,84,84
COMBAYA,consultas odontologicas,pulpotomias,2005-08-01,23,23
CONCEPCION,consultas odontologicas,pulpotomias,2005-08-01,36,36
COPACABANA,consultas odontologicas,pulpotomias,2005-08-01,50,50
CORIPATA,consultas odontologicas,pulpotomias,2005-08-01,81,81
CORO CORO,consultas odontologicas,pulpotomias,2005-08-01,44,44
COROICO,consultas odontologicas,pulpotomias,2005-08-01,123,123
CORQUE,consultas odontologicas,pulpotomias,2005-08-01,24,24
COTAGAITA,consultas odontologicas,pulpotomias,2005-08-01,105,105
COTOCA,consultas odontologicas,pulpotomias,2005-08-01,67,67
CUEVO,consultas odontologicas,pulpotomias,2005-08-01,38,38
CULPINA,consultas odontologicas,pulpotomias,2005-08-01,83,83
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-08-01,97,97
CURVA,consultas odontologicas,pulpotomias,2005-08-01,6,6
DESAGUADERO,consultas odontologicas,pulpotomias,2005-08-01,113,113
EL ALTO,consultas odontologicas,pulpotomias,2005-08-01,4394,4394
EL PUENTE(STC),consultas odontologicas,pulpotomias,2005-08-01,50,50
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-08-01,57,57
EL TORNO,consultas odontologicas,pulpotomias,2005-08-01,119,119
EL VILLAR,consultas odontologicas,pulpotomias,2005-08-01,43,43
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-08-01,22,22
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-08-01,78,78
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-08-01,31,31
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-08-01,101,101
FILADELFIA,consultas odontologicas,pulpotomias,2005-08-01,4,4
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-08-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-08-01,34,34
GUANAY,consultas odontologicas,pulpotomias,2005-08-01,54,54
GUAQUI,consultas odontologicas,pulpotomias,2005-08-01,62,62
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-08-01,158,158
GUTIERREZ,consultas odontologicas,pulpotomias,2005-08-01,61,61
HUACARETA,consultas odontologicas,pulpotomias,2005-08-01,10,10
HUACHACALLA,consultas odontologicas,pulpotomias,2005-08-01,9,9
HUANUNI,consultas odontologicas,pulpotomias,2005-08-01,85,85
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-08-01,25,25
ICHOCA,consultas odontologicas,pulpotomias,2005-08-01,14,14
ICLA,consultas odontologicas,pulpotomias,2005-08-01,117,117
INCAHUASI,consultas odontologicas,pulpotomias,2005-08-01,47,47
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2005-08-01,11,11
INQUISIVI,consultas odontologicas,pulpotomias,2005-08-01,96,96
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-08-01,50,50
IXIAMAS,consultas odontologicas,pulpotomias,2005-08-01,127,127
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-08-01,79,79
LA ASUNTA,consultas odontologicas,pulpotomias,2005-08-01,73,73
LA GUARDIA,consultas odontologicas,pulpotomias,2005-08-01,32,32
LA PAZ,consultas odontologicas,pulpotomias,2005-08-01,3626,3626
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-08-01,78,78
LAJA,consultas odontologicas,pulpotomias,2005-08-01,49,49
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-08-01,19,19
LLALLAGUA,consultas odontologicas,pulpotomias,2005-08-01,102,102
LLICA,consultas odontologicas,pulpotomias,2005-08-01,7,7
LURIBAY,consultas odontologicas,pulpotomias,2005-08-01,20,20
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-08-01,44,44
MACHARETI,consultas odontologicas,pulpotomias,2005-08-01,22,22
MAGDALENA,consultas odontologicas,pulpotomias,2005-08-01,30,30
MAIRANA,consultas odontologicas,pulpotomias,2005-08-01,12,12
MALLA,consultas odontologicas,pulpotomias,2005-08-01,27,27
MAPIRI,consultas odontologicas,pulpotomias,2005-08-01,66,66
MECAPACA,consultas odontologicas,pulpotomias,2005-08-01,63,63
MINEROS,consultas odontologicas,pulpotomias,2005-08-01,35,35
MIZQUE,consultas odontologicas,pulpotomias,2005-08-01,44,44
MOCOMOCO,consultas odontologicas,pulpotomias,2005-08-01,113,113
MOJOCOYA,consultas odontologicas,pulpotomias,2005-08-01,61,61
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-08-01,121,121
MONTERO,consultas odontologicas,pulpotomias,2005-08-01,300,300
MORO MORO,consultas odontologicas,pulpotomias,2005-08-01,20,20
MOROCHATA,consultas odontologicas,pulpotomias,2005-08-01,43,43
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2005-08-01,1,1
OKINAWA,consultas odontologicas,pulpotomias,2005-08-01,18,18
OMEREQUE,consultas odontologicas,pulpotomias,2005-08-01,37,37
ORURO,consultas odontologicas,pulpotomias,2005-08-01,1705,1705
PADCAYA,consultas odontologicas,pulpotomias,2005-08-01,146,146
PADILLA,consultas odontologicas,pulpotomias,2005-08-01,69,69
PAILON,consultas odontologicas,pulpotomias,2005-08-01,68,68
PALCA,consultas odontologicas,pulpotomias,2005-08-01,60,60
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-08-01,112,112
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-08-01,27,27
PAMPA GRANDE,consultas odontologicas,pulpotomias,2005-08-01,3,3
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-08-01,19,19
PATACAMAYA,consultas odontologicas,pulpotomias,2005-08-01,66,66
PAZÑA,consultas odontologicas,pulpotomias,2005-08-01,14,14
PELECHUCO,consultas odontologicas,pulpotomias,2005-08-01,40,40
POCONA,consultas odontologicas,pulpotomias,2005-08-01,13,13
POJO (CBBA),consultas odontologicas,pulpotomias,2005-08-01,52,52
POOPO,consultas odontologicas,pulpotomias,2005-08-01,49,49
PORCO,consultas odontologicas,pulpotomias,2005-08-01,2,2
POROMA,consultas odontologicas,pulpotomias,2005-08-01,92,92
PORONGO,consultas odontologicas,pulpotomias,2005-08-01,194,194
PORTACHUELO,consultas odontologicas,pulpotomias,2005-08-01,152,152
PORVENIR,consultas odontologicas,pulpotomias,2005-08-01,15,15
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-08-01,28,28
POTOSI,consultas odontologicas,pulpotomias,2005-08-01,751,751
PRESTO,consultas odontologicas,pulpotomias,2005-08-01,15,15
PUCARA,consultas odontologicas,pulpotomias,2005-08-01,30,30
PUCARANI,consultas odontologicas,pulpotomias,2005-08-01,91,91
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-08-01,230,230
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-08-01,141,141
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2005-08-01,10,10
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-08-01,35,35
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-08-01,35,35
PUERTO RICO,consultas odontologicas,pulpotomias,2005-08-01,57,57
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-08-01,90,90
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-08-01,97,97
PUNA,consultas odontologicas,pulpotomias,2005-08-01,157,157
PUNATA,consultas odontologicas,pulpotomias,2005-08-01,93,93
QUIABAYA,consultas odontologicas,pulpotomias,2005-08-01,27,27
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-08-01,168,168
QUIME,consultas odontologicas,pulpotomias,2005-08-01,96,96
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-08-01,9,9
RAVELO,consultas odontologicas,pulpotomias,2005-08-01,27,27
REYES,consultas odontologicas,pulpotomias,2005-08-01,141,141
RIBERALTA,consultas odontologicas,pulpotomias,2005-08-01,279,279
ROBORE,consultas odontologicas,pulpotomias,2005-08-01,76,76
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-08-01,57,57
SACABA,consultas odontologicas,pulpotomias,2005-08-01,185,185
SACABAMBA,consultas odontologicas,pulpotomias,2005-08-01,17,17
SACACA,consultas odontologicas,pulpotomias,2005-08-01,111,111
SAIPINA,consultas odontologicas,pulpotomias,2005-08-01,19,19
