municipality,group,variable,month,Primeras consultas,TOTAL
ENTRE RIOS,consultas odontologicas,primeras consultas,2005-12-01,15,15
EUCALIPTUS,consultas odontologicas,primeras consultas,2005-12-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2005-12-01,54,54
GUAQUI,consultas odontologicas,primeras consultas,2005-12-01,161,161
GUTIERREZ,consultas odontologicas,primeras consultas,2005-12-01,45,45
HUACHACALLA,consultas odontologicas,primeras consultas,2005-12-01,18,18
ICLA,consultas odontologicas,primeras consultas,2005-12-01,6,6
INCAHUASI,consultas odontologicas,primeras consultas,2005-12-01,465,465
INQUISIVI,consultas odontologicas,primeras consultas,2005-12-01,28,28
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2005-12-01,139,139
IXIAMAS,consultas odontologicas,primeras consultas,2005-12-01,36,36
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2005-12-01,158,158
LA ASUNTA,consultas odontologicas,primeras consultas,2005-12-01,68,68
LA GUARDIA,consultas odontologicas,primeras consultas,2005-12-01,119,119
LA PAZ,consultas odontologicas,primeras consultas,2005-12-01,2920,2920
LAGUNILLAS,consultas odontologicas,primeras consultas,2005-12-01,48,48
LAJA,consultas odontologicas,primeras consultas,2005-12-01,5,5
LORETO,consultas odontologicas,primeras consultas,2005-12-01,33,33
MACHARETI,consultas odontologicas,primeras consultas,2005-12-01,29,29
MALLA,consultas odontologicas,primeras consultas,2005-12-01,9,9
MECAPACA,consultas odontologicas,primeras consultas,2005-12-01,2,2
MONTEAGUDO,consultas odontologicas,primeras consultas,2005-12-01,55,55
OMEREQUE,consultas odontologicas,primeras consultas,2005-12-01,212,212
ORURO,consultas odontologicas,primeras consultas,2005-12-01,717,717
PALOS BLANCOS,consultas odontologicas,primeras consultas,2005-12-01,29,29
PAPEL PAMPA,consultas odontologicas,primeras consultas,2005-12-01,10,10
PASORAPA,consultas odontologicas,primeras consultas,2005-12-01,91,91
PATACAMAYA,consultas odontologicas,primeras consultas,2005-12-01,29,29
PELECHUCO,consultas odontologicas,primeras consultas,2005-12-01,40,40
POCONA,consultas odontologicas,primeras consultas,2005-12-01,32,32
POJO (CBBA),consultas odontologicas,primeras consultas,2005-12-01,18,18
POTOSI,consultas odontologicas,primeras consultas,2005-12-01,276,276
PRESTO,consultas odontologicas,primeras consultas,2005-12-01,213,213
PUCARANI,consultas odontologicas,primeras consultas,2005-12-01,108,108
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2005-12-01,57,57
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2005-12-01,20,20
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2005-12-01,106,106
PUNATA,consultas odontologicas,primeras consultas,2005-12-01,63,63
QUILLACOLLO,consultas odontologicas,primeras consultas,2005-12-01,187,187
QUIME,consultas odontologicas,primeras consultas,2005-12-01,150,150
REYES,consultas odontologicas,primeras consultas,2005-12-01,2,2
SACABA,consultas odontologicas,primeras consultas,2005-12-01,279,279
SACACA,consultas odontologicas,primeras consultas,2005-12-01,427,427
SAN BORJA,consultas odontologicas,primeras consultas,2005-12-01,16,16
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2005-12-01,840,840
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2005-12-01,116,116
SAN LUCAS,consultas odontologicas,primeras consultas,2005-12-01,70,70
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2005-12-01,96,96
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2005-12-01,48,48
SAN RAFAEL,consultas odontologicas,primeras consultas,2005-12-01,40,40
SANTA ANA,consultas odontologicas,primeras consultas,2005-12-01,61,61
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2005-12-01,2945,2945
SANTA ROSA,consultas odontologicas,primeras consultas,2005-12-01,5,5
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2005-12-01,51,51
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2005-12-01,5,5
SAPAHAQUI,consultas odontologicas,primeras consultas,2005-12-01,23,23
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2005-12-01,26,26
SIPE SIPE,consultas odontologicas,primeras consultas,2005-12-01,106,106
SUCRE,consultas odontologicas,primeras consultas,2005-12-01,1143,1143
TACOPAYA,consultas odontologicas,primeras consultas,2005-12-01,167,167
TAPACARI,consultas odontologicas,primeras consultas,2005-12-01,72,72
TARACO,consultas odontologicas,primeras consultas,2005-12-01,14,14
TARIJA,consultas odontologicas,primeras consultas,2005-12-01,381,381
TIAWANACU,consultas odontologicas,primeras consultas,2005-12-01,18,18
TIQUIPAYA,consultas odontologicas,primeras consultas,2005-12-01,273,273
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2005-12-01,154,154
TOLATA,consultas odontologicas,primeras consultas,2005-12-01,63,63
TORO TORO,consultas odontologicas,primeras consultas,2005-12-01,68,68
TOTORA(CBBA),consultas odontologicas,primeras consultas,2005-12-01,4,4
TRINIDAD,consultas odontologicas,primeras consultas,2005-12-01,623,623
UMALA,consultas odontologicas,primeras consultas,2005-12-01,27,27
VACAS,consultas odontologicas,primeras consultas,2005-12-01,166,166
VILLA MONTES,consultas odontologicas,primeras consultas,2005-12-01,115,115
VILLA TUNARI,consultas odontologicas,primeras consultas,2005-12-01,805,805
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2005-12-01,46,46
VINTO,consultas odontologicas,primeras consultas,2005-12-01,120,120
YANACACHI,consultas odontologicas,primeras consultas,2005-12-01,26,26
YUNCHARA,consultas odontologicas,primeras consultas,2005-12-01,34,34
ZUDAÑEZ,consultas odontologicas,primeras consultas,2005-12-01,25,25
