municipality,group,variable,month,Acciones preventivas,TOTAL
TARACO,consultas odontologicas,acciones preventivas,2005-05-01,5,5
TARATA,consultas odontologicas,acciones preventivas,2005-05-01,91,91
TARIJA,consultas odontologicas,acciones preventivas,2005-05-01,202,202
TARVITA,consultas odontologicas,acciones preventivas,2005-05-01,293,293
TEOPONTE,consultas odontologicas,acciones preventivas,2005-05-01,96,96
TIAWANACU,consultas odontologicas,acciones preventivas,2005-05-01,205,205
TIPUANI,consultas odontologicas,acciones preventivas,2005-05-01,137,137
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-05-01,511,511
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-05-01,255,255
TOLEDO,consultas odontologicas,acciones preventivas,2005-05-01,6,6
TOMINA,consultas odontologicas,acciones preventivas,2005-05-01,2,2
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2005-05-01,829,829
TRINIDAD,consultas odontologicas,acciones preventivas,2005-05-01,499,499
TURCO,consultas odontologicas,acciones preventivas,2005-05-01,29,29
UNCIA,consultas odontologicas,acciones preventivas,2005-05-01,25,25
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2005-05-01,34,34
VACAS,consultas odontologicas,acciones preventivas,2005-05-01,35,35
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-05-01,899,899
VIACHA,consultas odontologicas,acciones preventivas,2005-05-01,925,925
VILA VILA,consultas odontologicas,acciones preventivas,2005-05-01,52,52
VILLA MONTES,consultas odontologicas,acciones preventivas,2005-05-01,18,18
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-05-01,78,78
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-05-01,139,139
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-05-01,924,924
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2005-05-01,60,60
VINTO,consultas odontologicas,acciones preventivas,2005-05-01,120,120
VITICHI,consultas odontologicas,acciones preventivas,2005-05-01,2,2
WARNES,consultas odontologicas,acciones preventivas,2005-05-01,185,185
YACO,consultas odontologicas,acciones preventivas,2005-05-01,70,70
YACUIBA,consultas odontologicas,acciones preventivas,2005-05-01,199,199
YOCALLA,consultas odontologicas,acciones preventivas,2005-05-01,143,143
ACHACACHI,consultas odontologicas,acciones preventivas,2005-06-01,57,57
ACHOCALLA,consultas odontologicas,acciones preventivas,2005-06-01,36,36
AIQUILE,consultas odontologicas,acciones preventivas,2005-06-01,337,337
ALALAY,consultas odontologicas,acciones preventivas,2005-06-01,16,16
ANCORAIMES,consultas odontologicas,acciones preventivas,2005-06-01,189,189
ANDAMARCA,consultas odontologicas,acciones preventivas,2005-06-01,24,24
APOLO,consultas odontologicas,acciones preventivas,2005-06-01,48,48
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-06-01,20,20
ARANI,consultas odontologicas,acciones preventivas,2005-06-01,112,112
ARQUE,consultas odontologicas,acciones preventivas,2005-06-01,68,68
AUCAPATA,consultas odontologicas,acciones preventivas,2005-06-01,6,6
AYATA,consultas odontologicas,acciones preventivas,2005-06-01,70,70
AYO AYO,consultas odontologicas,acciones preventivas,2005-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-06-01,748,748
AZURDUY,consultas odontologicas,acciones preventivas,2005-06-01,223,223
BELEN DE ANDAMARCA,consultas odontologicas,acciones preventivas,2005-06-01,2,2
BERMEJO,consultas odontologicas,acciones preventivas,2005-06-01,350,350
BOLIVAR,consultas odontologicas,acciones preventivas,2005-06-01,22,22
BUENA VISTA,consultas odontologicas,acciones preventivas,2005-06-01,259,259
CABEZAS,consultas odontologicas,acciones preventivas,2005-06-01,38,38
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-06-01,1,1
CALACOTO,consultas odontologicas,acciones preventivas,2005-06-01,4,4
CALAMARCA,consultas odontologicas,acciones preventivas,2005-06-01,9,9
CAMARGO,consultas odontologicas,acciones preventivas,2005-06-01,154,154
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2005-06-01,21,21
CAMIRI,consultas odontologicas,acciones preventivas,2005-06-01,414,414
CAPINOTA,consultas odontologicas,acciones preventivas,2005-06-01,764,764
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2005-06-01,31,31
CARANAVI,consultas odontologicas,acciones preventivas,2005-06-01,196,196
CARAPARI,consultas odontologicas,acciones preventivas,2005-06-01,8,8
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-06-01,18,18
CHAQUI,consultas odontologicas,acciones preventivas,2005-06-01,4,4
CHAYANTA,consultas odontologicas,acciones preventivas,2005-06-01,103,103
CHIMORE,consultas odontologicas,acciones preventivas,2005-06-01,28,28
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2005-06-01,169,169
CHUMA,consultas odontologicas,acciones preventivas,2005-06-01,1,1
COBIJA,consultas odontologicas,acciones preventivas,2005-06-01,145,145
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-06-01,3308,3308
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2005-06-01,2,2
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-06-01,18,18
COLOMI,consultas odontologicas,acciones preventivas,2005-06-01,248,248
COLPA BELGICA,consultas odontologicas,acciones preventivas,2005-06-01,102,102
COLQUIRI,consultas odontologicas,acciones preventivas,2005-06-01,34,34
COMARAPA,consultas odontologicas,acciones preventivas,2005-06-01,210,210
COPACABANA,consultas odontologicas,acciones preventivas,2005-06-01,1,1
CORIPATA,consultas odontologicas,acciones preventivas,2005-06-01,16,16
CORO CORO,consultas odontologicas,acciones preventivas,2005-06-01,25,25
COROICO,consultas odontologicas,acciones preventivas,2005-06-01,49,49
COTAGAITA,consultas odontologicas,acciones preventivas,2005-06-01,123,123
COTOCA,consultas odontologicas,acciones preventivas,2005-06-01,109,109
CUEVO,consultas odontologicas,acciones preventivas,2005-06-01,1,1
CULPINA,consultas odontologicas,acciones preventivas,2005-06-01,19,19
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-06-01,1,1
EL ALTO,consultas odontologicas,acciones preventivas,2005-06-01,1115,1115
EL PUENTE(STC),consultas odontologicas,acciones preventivas,2005-06-01,2,2
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-06-01,31,31
EL VILLAR,consultas odontologicas,acciones preventivas,2005-06-01,6,6
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-06-01,211,211
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-06-01,169,169
EUCALIPTUS,consultas odontologicas,acciones preventivas,2005-06-01,9,9
FILADELFIA,consultas odontologicas,acciones preventivas,2005-06-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2005-06-01,98,98
GUANAY,consultas odontologicas,acciones preventivas,2005-06-01,40,40
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-06-01,602,602
GUTIERREZ,consultas odontologicas,acciones preventivas,2005-06-01,1,1
HUACARETA,consultas odontologicas,acciones preventivas,2005-06-01,66,66
HUANUNI,consultas odontologicas,acciones preventivas,2005-06-01,30,30
ICHOCA,consultas odontologicas,acciones preventivas,2005-06-01,44,44
ICLA,consultas odontologicas,acciones preventivas,2005-06-01,133,133
INCAHUASI,consultas odontologicas,acciones preventivas,2005-06-01,174,174
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2005-06-01,25,25
INQUISIVI,consultas odontologicas,acciones preventivas,2005-06-01,75,75
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2005-06-01,44,44
IXIAMAS,consultas odontologicas,acciones preventivas,2005-06-01,10,10
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2005-06-01,3,3
LA PAZ,consultas odontologicas,acciones preventivas,2005-06-01,3101,3101
LAGUNILLAS,consultas odontologicas,acciones preventivas,2005-06-01,258,258
LAJA,consultas odontologicas,acciones preventivas,2005-06-01,25,25
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-06-01,478,478
LLICA,consultas odontologicas,acciones preventivas,2005-06-01,34,34
LURIBAY,consultas odontologicas,acciones preventivas,2005-06-01,73,73
MACHACAMARCA,consultas odontologicas,acciones preventivas,2005-06-01,39,39
MACHARETI,consultas odontologicas,acciones preventivas,2005-06-01,131,131
MAGDALENA,consultas odontologicas,acciones preventivas,2005-06-01,251,251
MAIRANA,consultas odontologicas,acciones preventivas,2005-06-01,25,25
MAPIRI,consultas odontologicas,acciones preventivas,2005-06-01,11,11
MECAPACA,consultas odontologicas,acciones preventivas,2005-06-01,44,44
MINEROS,consultas odontologicas,acciones preventivas,2005-06-01,10,10
MIZQUE,consultas odontologicas,acciones preventivas,2005-06-01,109,109
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-06-01,124,124
MONTEAGUDO,consultas odontologicas,acciones preventivas,2005-06-01,79,79
MONTERO,consultas odontologicas,acciones preventivas,2005-06-01,148,148
MORO MORO,consultas odontologicas,acciones preventivas,2005-06-01,6,6
MOROCHATA,consultas odontologicas,acciones preventivas,2005-06-01,22,22
OKINAWA,consultas odontologicas,acciones preventivas,2005-06-01,121,121
OMEREQUE,consultas odontologicas,acciones preventivas,2005-06-01,96,96
ORURO,consultas odontologicas,acciones preventivas,2005-06-01,920,920
PADCAYA,consultas odontologicas,acciones preventivas,2005-06-01,375,375
PADILLA,consultas odontologicas,acciones preventivas,2005-06-01,26,26
PALCA,consultas odontologicas,acciones preventivas,2005-06-01,67,67
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-06-01,39,39
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-06-01,24,24
PASORAPA,consultas odontologicas,acciones preventivas,2005-06-01,60,60
PATACAMAYA,consultas odontologicas,acciones preventivas,2005-06-01,12,12
PAZÑA,consultas odontologicas,acciones preventivas,2005-06-01,2,2
PELECHUCO,consultas odontologicas,acciones preventivas,2005-06-01,18,18
POCONA,consultas odontologicas,acciones preventivas,2005-06-01,31,31
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-06-01,203,203
PORONGO,consultas odontologicas,acciones preventivas,2005-06-01,223,223
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-06-01,216,216
PORVENIR,consultas odontologicas,acciones preventivas,2005-06-01,2,2
POTOSI,consultas odontologicas,acciones preventivas,2005-06-01,82,82
PRESTO,consultas odontologicas,acciones preventivas,2005-06-01,89,89
PUCARA,consultas odontologicas,acciones preventivas,2005-06-01,52,52
PUCARANI,consultas odontologicas,acciones preventivas,2005-06-01,1,1
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-06-01,559,559
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-06-01,2,2
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-06-01,12,12
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2005-06-01,2,2
PUERTO QUIJARRO,consultas odontologicas,acciones preventivas,2005-06-01,1005,1005
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-06-01,39,39
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2005-06-01,31,31
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-06-01,103,103
PUNA,consultas odontologicas,acciones preventivas,2005-06-01,170,170
PUNATA,consultas odontologicas,acciones preventivas,2005-06-01,4738,4738
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-06-01,97,97
QUIME,consultas odontologicas,acciones preventivas,2005-06-01,13,13
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-06-01,81,81
RAVELO,consultas odontologicas,acciones preventivas,2005-06-01,67,67
REYES,consultas odontologicas,acciones preventivas,2005-06-01,24,24
RIBERALTA,consultas odontologicas,acciones preventivas,2005-06-01,72,72
RURRENABAQUE,consultas odontologicas,acciones preventivas,2005-06-01,5,5
SACABA,consultas odontologicas,acciones preventivas,2005-06-01,371,371
SACACA,consultas odontologicas,acciones preventivas,2005-06-01,146,146
SAIPINA,consultas odontologicas,acciones preventivas,2005-06-01,4,4
SALINAS DE GARCI MENDOZA,consultas odontologicas,acciones preventivas,2005-06-01,54,54
SAN AGUSTIN,consultas odontologicas,acciones preventivas,2005-06-01,2,2
SAN ANDRES,consultas odontologicas,acciones preventivas,2005-06-01,62,62
SAN BENITO,consultas odontologicas,acciones preventivas,2005-06-01,862,862
SAN BORJA,consultas odontologicas,acciones preventivas,2005-06-01,53,53
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2005-06-01,45,45
SAN CARLOS,consultas odontologicas,acciones preventivas,2005-06-01,32,32
SAN IGNACIO,consultas odontologicas,acciones preventivas,2005-06-01,54,54
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2005-06-01,423,423
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2005-06-01,48,48
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2005-06-01,48,48
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2005-06-01,314,314
SAN LUCAS,consultas odontologicas,acciones preventivas,2005-06-01,71,71
SAN MATIAS,consultas odontologicas,acciones preventivas,2005-06-01,76,76
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2005-06-01,158,158
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2005-06-01,1,1
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2005-06-01,54,54
SAN RAFAEL,consultas odontologicas,acciones preventivas,2005-06-01,90,90
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2005-06-01,1478,1478
SANTA ROSA,consultas odontologicas,acciones preventivas,2005-06-01,20,20
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2005-06-01,146,146
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2005-06-01,227,227
SANTIAGO DE MACHACA,consultas odontologicas,acciones preventivas,2005-06-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2005-06-01,5,5
SAPAHAQUI,consultas odontologicas,acciones preventivas,2005-06-01,135,135
SENA,consultas odontologicas,acciones preventivas,2005-06-01,4,4
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2005-06-01,56,56
SICAYA,consultas odontologicas,acciones preventivas,2005-06-01,19,19
SIPE SIPE,consultas odontologicas,acciones preventivas,2005-06-01,56,56
SOPACHUY,consultas odontologicas,acciones preventivas,2005-06-01,249,249
SORATA,consultas odontologicas,acciones preventivas,2005-06-01,1,1
SUCRE,consultas odontologicas,acciones preventivas,2005-06-01,610,610
TACACOMA,consultas odontologicas,acciones preventivas,2005-06-01,146,146
TACOPAYA,consultas odontologicas,acciones preventivas,2005-06-01,48,48
TAPACARI,consultas odontologicas,acciones preventivas,2005-06-01,20,20
TARABUCO,consultas odontologicas,acciones preventivas,2005-06-01,375,375
TARACO,consultas odontologicas,acciones preventivas,2005-06-01,7,7
TARIJA,consultas odontologicas,acciones preventivas,2005-06-01,545,545
TARVITA,consultas odontologicas,acciones preventivas,2005-06-01,21,21
TEOPONTE,consultas odontologicas,acciones preventivas,2005-06-01,14,14
TIAWANACU,consultas odontologicas,acciones preventivas,2005-06-01,9,9
TIPUANI,consultas odontologicas,acciones preventivas,2005-06-01,6,6
TIQUIPAYA,consultas odontologicas,acciones preventivas,2005-06-01,626,626
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2005-06-01,220,220
TOLATA,consultas odontologicas,acciones preventivas,2005-06-01,42,42
TOLEDO,consultas odontologicas,acciones preventivas,2005-06-01,4,4
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2005-06-01,197,197
TRINIDAD,consultas odontologicas,acciones preventivas,2005-06-01,533,533
UNCIA,consultas odontologicas,acciones preventivas,2005-06-01,23,23
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2005-06-01,9,9
VACAS,consultas odontologicas,acciones preventivas,2005-06-01,24,24
VALLEGRANDE,consultas odontologicas,acciones preventivas,2005-06-01,165,165
VIACHA,consultas odontologicas,acciones preventivas,2005-06-01,330,330
VILA VILA,consultas odontologicas,acciones preventivas,2005-06-01,36,36
VILLA MONTES,consultas odontologicas,acciones preventivas,2005-06-01,45,45
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2005-06-01,8,8
VILLA RIVERO,consultas odontologicas,acciones preventivas,2005-06-01,299,299
VILLA SERRANO,consultas odontologicas,acciones preventivas,2005-06-01,40,40
VILLA TUNARI,consultas odontologicas,acciones preventivas,2005-06-01,431,431
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2005-06-01,655,655
VILLAZON,consultas odontologicas,acciones preventivas,2005-06-01,449,449
VINTO,consultas odontologicas,acciones preventivas,2005-06-01,246,246
WALDO BALLIVIAN,consultas odontologicas,acciones preventivas,2005-06-01,18,18
WARNES,consultas odontologicas,acciones preventivas,2005-06-01,117,117
YACO,consultas odontologicas,acciones preventivas,2005-06-01,17,17
YACUIBA,consultas odontologicas,acciones preventivas,2005-06-01,151,151
YAPACANI,consultas odontologicas,acciones preventivas,2005-06-01,45,45
YOCALLA,consultas odontologicas,acciones preventivas,2005-06-01,221,221
YOTALA,consultas odontologicas,acciones preventivas,2005-06-01,55,55
YUNCHARA,consultas odontologicas,acciones preventivas,2005-06-01,23,23
ACHACACHI,consultas odontologicas,acciones preventivas,2005-07-01,73,73
ACHOCALLA,consultas odontologicas,acciones preventivas,2005-07-01,25,25
AIQUILE,consultas odontologicas,acciones preventivas,2005-07-01,523,523
ALCALA,consultas odontologicas,acciones preventivas,2005-07-01,6,6
ANCORAIMES,consultas odontologicas,acciones preventivas,2005-07-01,859,859
ANDAMARCA,consultas odontologicas,acciones preventivas,2005-07-01,13,13
ANZALDO,consultas odontologicas,acciones preventivas,2005-07-01,65,65
APOLO,consultas odontologicas,acciones preventivas,2005-07-01,447,447
ARAMPAMPA,consultas odontologicas,acciones preventivas,2005-07-01,14,14
ARANI,consultas odontologicas,acciones preventivas,2005-07-01,28,28
ATOCHA,consultas odontologicas,acciones preventivas,2005-07-01,5,5
AUCAPATA,consultas odontologicas,acciones preventivas,2005-07-01,4,4
AYATA,consultas odontologicas,acciones preventivas,2005-07-01,66,66
AYO AYO,consultas odontologicas,acciones preventivas,2005-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2005-07-01,916,916
BATALLAS,consultas odontologicas,acciones preventivas,2005-07-01,75,75
BELLA FLOR,consultas odontologicas,acciones preventivas,2005-07-01,38,38
BERMEJO,consultas odontologicas,acciones preventivas,2005-07-01,222,222
BOLIVAR,consultas odontologicas,acciones preventivas,2005-07-01,225,225
BOYUIBE,consultas odontologicas,acciones preventivas,2005-07-01,54,54
BUENA VISTA,consultas odontologicas,acciones preventivas,2005-07-01,7,7
CAIROMA,consultas odontologicas,acciones preventivas,2005-07-01,40,40
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2005-07-01,1,1
CAJUATA,consultas odontologicas,acciones preventivas,2005-07-01,9,9
CALACOTO,consultas odontologicas,acciones preventivas,2005-07-01,115,115
CAMARGO,consultas odontologicas,acciones preventivas,2005-07-01,40,40
CAMIRI,consultas odontologicas,acciones preventivas,2005-07-01,690,690
CAPINOTA,consultas odontologicas,acciones preventivas,2005-07-01,311,311
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2005-07-01,279,279
CARANAVI,consultas odontologicas,acciones preventivas,2005-07-01,641,641
CARAPARI,consultas odontologicas,acciones preventivas,2005-07-01,75,75
CHALLAPATA,consultas odontologicas,acciones preventivas,2005-07-01,14,14
CHAQUI,consultas odontologicas,acciones preventivas,2005-07-01,1,1
CHARAGUA,consultas odontologicas,acciones preventivas,2005-07-01,183,183
CHARAÑA,consultas odontologicas,acciones preventivas,2005-07-01,72,72
CHIMORE,consultas odontologicas,acciones preventivas,2005-07-01,289,289
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2005-07-01,389,389
CHUMA,consultas odontologicas,acciones preventivas,2005-07-01,172,172
CLIZA,consultas odontologicas,acciones preventivas,2005-07-01,54,54
COBIJA,consultas odontologicas,acciones preventivas,2005-07-01,434,434
COCHABAMBA,consultas odontologicas,acciones preventivas,2005-07-01,3012,3012
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2005-07-01,6,6
COLLANA,consultas odontologicas,acciones preventivas,2005-07-01,88,88
COLOMI,consultas odontologicas,acciones preventivas,2005-07-01,437,437
COLPA BELGICA,consultas odontologicas,acciones preventivas,2005-07-01,81,81
COLQUIRI,consultas odontologicas,acciones preventivas,2005-07-01,270,270
COMARAPA,consultas odontologicas,acciones preventivas,2005-07-01,2,2
COPACABANA,consultas odontologicas,acciones preventivas,2005-07-01,123,123
CORIPATA,consultas odontologicas,acciones preventivas,2005-07-01,153,153
CORO CORO,consultas odontologicas,acciones preventivas,2005-07-01,337,337
COROICO,consultas odontologicas,acciones preventivas,2005-07-01,216,216
CORQUE,consultas odontologicas,acciones preventivas,2005-07-01,5,5
COTAGAITA,consultas odontologicas,acciones preventivas,2005-07-01,140,140
COTOCA,consultas odontologicas,acciones preventivas,2005-07-01,254,254
CUEVO,consultas odontologicas,acciones preventivas,2005-07-01,21,21
CULPINA,consultas odontologicas,acciones preventivas,2005-07-01,9,9
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2005-07-01,256,256
DESAGUADERO,consultas odontologicas,acciones preventivas,2005-07-01,43,43
EL ALTO,consultas odontologicas,acciones preventivas,2005-07-01,2111,2111
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2005-07-01,11,11
EL TORNO,consultas odontologicas,acciones preventivas,2005-07-01,5,5
EL VILLAR,consultas odontologicas,acciones preventivas,2005-07-01,17,17
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-07-01,132,132
ENTRE RIOS,consultas odontologicas,acciones preventivas,2005-07-01,248,248
EUCALIPTUS,consultas odontologicas,acciones preventivas,2005-07-01,8,8
EXALTACION,consultas odontologicas,acciones preventivas,2005-07-01,2,2
FILADELFIA,consultas odontologicas,acciones preventivas,2005-07-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2005-07-01,391,391
GUANAY,consultas odontologicas,acciones preventivas,2005-07-01,36,36
GUAQUI,consultas odontologicas,acciones preventivas,2005-07-01,86,86
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2005-07-01,356,356
GUTIERREZ,consultas odontologicas,acciones preventivas,2005-07-01,93,93
HUACARETA,consultas odontologicas,acciones preventivas,2005-07-01,24,24
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2005-07-01,20,20
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2005-07-01,18,18
ICHOCA,consultas odontologicas,acciones preventivas,2005-07-01,36,36
ICLA,consultas odontologicas,acciones preventivas,2005-07-01,94,94
INCAHUASI,consultas odontologicas,acciones preventivas,2005-07-01,241,241
INQUISIVI,consultas odontologicas,acciones preventivas,2005-07-01,413,413
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2005-07-01,216,216
IXIAMAS,consultas odontologicas,acciones preventivas,2005-07-01,12,12
LA PAZ,consultas odontologicas,acciones preventivas,2005-07-01,3236,3236
LAGUNILLAS,consultas odontologicas,acciones preventivas,2005-07-01,724,724
LAJA,consultas odontologicas,acciones preventivas,2005-07-01,161,161
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2005-07-01,5,5
LLALLAGUA,consultas odontologicas,acciones preventivas,2005-07-01,4,4
MACHACAMARCA,consultas odontologicas,acciones preventivas,2005-07-01,29,29
MACHARETI,consultas odontologicas,acciones preventivas,2005-07-01,157,157
MAGDALENA,consultas odontologicas,acciones preventivas,2005-07-01,2,2
MAIRANA,consultas odontologicas,acciones preventivas,2005-07-01,2,2
MAPIRI,consultas odontologicas,acciones preventivas,2005-07-01,73,73
MECAPACA,consultas odontologicas,acciones preventivas,2005-07-01,51,51
MIZQUE,consultas odontologicas,acciones preventivas,2005-07-01,95,95
MOCOMOCO,consultas odontologicas,acciones preventivas,2005-07-01,464,464
MOJOCOYA,consultas odontologicas,acciones preventivas,2005-07-01,379,379
MONTEAGUDO,consultas odontologicas,acciones preventivas,2005-07-01,146,146
MONTERO,consultas odontologicas,acciones preventivas,2005-07-01,182,182
MOROCHATA,consultas odontologicas,acciones preventivas,2005-07-01,78,78
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2005-07-01,10,10
OKINAWA,consultas odontologicas,acciones preventivas,2005-07-01,158,158
ORURO,consultas odontologicas,acciones preventivas,2005-07-01,966,966
PADCAYA,consultas odontologicas,acciones preventivas,2005-07-01,180,180
PADILLA,consultas odontologicas,acciones preventivas,2005-07-01,17,17
PALCA,consultas odontologicas,acciones preventivas,2005-07-01,266,266
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2005-07-01,97,97
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2005-07-01,32,32
PATACAMAYA,consultas odontologicas,acciones preventivas,2005-07-01,133,133
PAZÑA,consultas odontologicas,acciones preventivas,2005-07-01,2,2
PELECHUCO,consultas odontologicas,acciones preventivas,2005-07-01,7,7
POCOATA,consultas odontologicas,acciones preventivas,2005-07-01,91,91
POCONA,consultas odontologicas,acciones preventivas,2005-07-01,1,1
POJO (CBBA),consultas odontologicas,acciones preventivas,2005-07-01,68,68
POOPO,consultas odontologicas,acciones preventivas,2005-07-01,9,9
PORCO,consultas odontologicas,acciones preventivas,2005-07-01,4,4
POROMA,consultas odontologicas,acciones preventivas,2005-07-01,396,396
PORONGO,consultas odontologicas,acciones preventivas,2005-07-01,499,499
PORTACHUELO,consultas odontologicas,acciones preventivas,2005-07-01,549,549
PORVENIR,consultas odontologicas,acciones preventivas,2005-07-01,5,5
POTOSI,consultas odontologicas,acciones preventivas,2005-07-01,611,611
PRESTO,consultas odontologicas,acciones preventivas,2005-07-01,79,79
PUCARA,consultas odontologicas,acciones preventivas,2005-07-01,8,8
PUCARANI,consultas odontologicas,acciones preventivas,2005-07-01,188,188
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2005-07-01,284,284
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2005-07-01,179,179
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2005-07-01,2,2
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2005-07-01,40,40
PUERTO RICO,consultas odontologicas,acciones preventivas,2005-07-01,25,25
PUERTO SILES,consultas odontologicas,acciones preventivas,2005-07-01,7,7
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2005-07-01,14,14
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2005-07-01,241,241
PUNA,consultas odontologicas,acciones preventivas,2005-07-01,239,239
PUNATA,consultas odontologicas,acciones preventivas,2005-07-01,3983,3983
QUIABAYA,consultas odontologicas,acciones preventivas,2005-07-01,3,3
QUILLACOLLO,consultas odontologicas,acciones preventivas,2005-07-01,340,340
QUIME,consultas odontologicas,acciones preventivas,2005-07-01,10,10
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2005-07-01,13,13
REYES,consultas odontologicas,acciones preventivas,2005-07-01,27,27
RIBERALTA,consultas odontologicas,acciones preventivas,2005-07-01,384,384
RURRENABAQUE,consultas odontologicas,acciones preventivas,2005-07-01,10,10
SACABA,consultas odontologicas,acciones preventivas,2005-07-01,362,362
SACABAMBA,consultas odontologicas,acciones preventivas,2005-07-01,80,80
SACACA,consultas odontologicas,acciones preventivas,2005-07-01,12,12
SAIPINA,consultas odontologicas,acciones preventivas,2005-07-01,141,141
SAMAIPATA,consultas odontologicas,acciones preventivas,2005-07-01,2,2
