municipality,group,variable,month,Endodoncias,TOTAL
CORQUE,consultas odontologicas,endodoncias,2005-08-01,3,3
COTAGAITA,consultas odontologicas,endodoncias,2005-08-01,4,4
COTOCA,consultas odontologicas,endodoncias,2005-08-01,32,32
CULPINA,consultas odontologicas,endodoncias,2005-08-01,5,5
EL ALTO,consultas odontologicas,endodoncias,2005-08-01,998,998
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-08-01,7,7
EL VILLAR,consultas odontologicas,endodoncias,2005-08-01,12,12
ENTRE RIOS,consultas odontologicas,endodoncias,2005-08-01,24,24
ENTRE RIOS,consultas odontologicas,endodoncias,2005-08-01,20,20
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2005-08-01,32,32
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-08-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-08-01,2,2
GUANAY,consultas odontologicas,endodoncias,2005-08-01,17,17
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-08-01,20,20
GUTIERREZ,consultas odontologicas,endodoncias,2005-08-01,3,3
HUACARETA,consultas odontologicas,endodoncias,2005-08-01,3,3
HUACHACALLA,consultas odontologicas,endodoncias,2005-08-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2005-08-01,2,2
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-08-01,4,4
ICLA,consultas odontologicas,endodoncias,2005-08-01,12,12
INCAHUASI,consultas odontologicas,endodoncias,2005-08-01,30,30
INQUISIVI,consultas odontologicas,endodoncias,2005-08-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-08-01,7,7
IXIAMAS,consultas odontologicas,endodoncias,2005-08-01,4,4
JESUS DE MACHACA,consultas odontologicas,endodoncias,2005-08-01,6,6
LA GUARDIA,consultas odontologicas,endodoncias,2005-08-01,3,3
LA PAZ,consultas odontologicas,endodoncias,2005-08-01,1433,1433
LAGUNILLAS,consultas odontologicas,endodoncias,2005-08-01,37,37
LAJA,consultas odontologicas,endodoncias,2005-08-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2005-08-01,29,29
MACHACAMARCA,consultas odontologicas,endodoncias,2005-08-01,8,8
MACHARETI,consultas odontologicas,endodoncias,2005-08-01,2,2
MAGDALENA,consultas odontologicas,endodoncias,2005-08-01,25,25
MAPIRI,consultas odontologicas,endodoncias,2005-08-01,2,2
MECAPACA,consultas odontologicas,endodoncias,2005-08-01,2,2
MINEROS,consultas odontologicas,endodoncias,2005-08-01,4,4
MIZQUE,consultas odontologicas,endodoncias,2005-08-01,9,9
MOJOCOYA,consultas odontologicas,endodoncias,2005-08-01,8,8
MONTEAGUDO,consultas odontologicas,endodoncias,2005-08-01,7,7
MONTERO,consultas odontologicas,endodoncias,2005-08-01,35,35
MOROCHATA,consultas odontologicas,endodoncias,2005-08-01,3,3
OKINAWA,consultas odontologicas,endodoncias,2005-08-01,5,5
OMEREQUE,consultas odontologicas,endodoncias,2005-08-01,3,3
ORURO,consultas odontologicas,endodoncias,2005-08-01,747,747
PADILLA,consultas odontologicas,endodoncias,2005-08-01,8,8
PALCA,consultas odontologicas,endodoncias,2005-08-01,1,1
PALOS BLANCOS,consultas odontologicas,endodoncias,2005-08-01,2,2
PATACAMAYA,consultas odontologicas,endodoncias,2005-08-01,7,7
PAZÑA,consultas odontologicas,endodoncias,2005-08-01,7,7
POOPO,consultas odontologicas,endodoncias,2005-08-01,6,6
PORCO,consultas odontologicas,endodoncias,2005-08-01,3,3
POROMA,consultas odontologicas,endodoncias,2005-08-01,2,2
PORONGO,consultas odontologicas,endodoncias,2005-08-01,9,9
PORTACHUELO,consultas odontologicas,endodoncias,2005-08-01,9,9
PORVENIR,consultas odontologicas,endodoncias,2005-08-01,2,2
POTOSI,consultas odontologicas,endodoncias,2005-08-01,107,107
PRESTO,consultas odontologicas,endodoncias,2005-08-01,2,2
PUCARANI,consultas odontologicas,endodoncias,2005-08-01,14,14
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-08-01,38,38
PUERTO CARABUCO,consultas odontologicas,endodoncias,2005-08-01,8,8
PUERTO PEREZ,consultas odontologicas,endodoncias,2005-08-01,1,1
PUERTO RICO,consultas odontologicas,endodoncias,2005-08-01,6,6
PUERTO SUAREZ,consultas odontologicas,endodoncias,2005-08-01,2,2
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-08-01,90,90
PUNA,consultas odontologicas,endodoncias,2005-08-01,1,1
PUNATA,consultas odontologicas,endodoncias,2005-08-01,49,49
QUILLACOLLO,consultas odontologicas,endodoncias,2005-08-01,40,40
REYES,consultas odontologicas,endodoncias,2005-08-01,7,7
RIBERALTA,consultas odontologicas,endodoncias,2005-08-01,10,10
RURRENABAQUE,consultas odontologicas,endodoncias,2005-08-01,4,4
SACABA,consultas odontologicas,endodoncias,2005-08-01,211,211
SAN BENITO,consultas odontologicas,endodoncias,2005-08-01,9,9
SAN BORJA,consultas odontologicas,endodoncias,2005-08-01,81,81
SAN CARLOS,consultas odontologicas,endodoncias,2005-08-01,23,23
SAN IGNACIO,consultas odontologicas,endodoncias,2005-08-01,21,21
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2005-08-01,65,65
SAN JAVIER(BNI),consultas odontologicas,endodoncias,2005-08-01,6,6
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2005-08-01,21,21
SAN LUCAS,consultas odontologicas,endodoncias,2005-08-01,23,23
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2005-08-01,27,27
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2005-08-01,1,1
SAN RAFAEL,consultas odontologicas,endodoncias,2005-08-01,26,26
SAN RAMON,consultas odontologicas,endodoncias,2005-08-01,37,37
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-08-01,566,566
SANTA ROSA,consultas odontologicas,endodoncias,2005-08-01,1,1
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2005-08-01,5,5
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2005-08-01,2,2
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2005-08-01,15,15
SANTIVAÑES,consultas odontologicas,endodoncias,2005-08-01,48,48
SIPE SIPE,consultas odontologicas,endodoncias,2005-08-01,15,15
SOPACHUY,consultas odontologicas,endodoncias,2005-08-01,3,3
SORACACHI,consultas odontologicas,endodoncias,2005-08-01,2,2
SORATA,consultas odontologicas,endodoncias,2005-08-01,6,6
SUCRE,consultas odontologicas,endodoncias,2005-08-01,610,610
TACOPAYA,consultas odontologicas,endodoncias,2005-08-01,1,1
TAPACARI,consultas odontologicas,endodoncias,2005-08-01,5,5
TARACO,consultas odontologicas,endodoncias,2005-08-01,1,1
TARATA,consultas odontologicas,endodoncias,2005-08-01,4,4
TARIJA,consultas odontologicas,endodoncias,2005-08-01,720,720
TARVITA,consultas odontologicas,endodoncias,2005-08-01,6,6
TEOPONTE,consultas odontologicas,endodoncias,2005-08-01,3,3
TINGUIPAYA,consultas odontologicas,endodoncias,2005-08-01,1,1
TIQUIPAYA,consultas odontologicas,endodoncias,2005-08-01,24,24
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-08-01,67,67
TOLEDO,consultas odontologicas,endodoncias,2005-08-01,2,2
TOMINA,consultas odontologicas,endodoncias,2005-08-01,3,3
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-08-01,24,24
TRINIDAD,consultas odontologicas,endodoncias,2005-08-01,8,8
TUPIZA,consultas odontologicas,endodoncias,2005-08-01,1,1
UNCIA,consultas odontologicas,endodoncias,2005-08-01,96,96
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-08-01,10,10
UYUNI,consultas odontologicas,endodoncias,2005-08-01,18,18
VIACHA,consultas odontologicas,endodoncias,2005-08-01,24,24
VILLA MONTES,consultas odontologicas,endodoncias,2005-08-01,30,30
VILLA RIVERO,consultas odontologicas,endodoncias,2005-08-01,3,3
VILLA SERRANO,consultas odontologicas,endodoncias,2005-08-01,10,10
VILLA TUNARI,consultas odontologicas,endodoncias,2005-08-01,79,79
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-08-01,7,7
VILLAZON,consultas odontologicas,endodoncias,2005-08-01,7,7
VINTO,consultas odontologicas,endodoncias,2005-08-01,60,60
WARNES,consultas odontologicas,endodoncias,2005-08-01,36,36
YACUIBA,consultas odontologicas,endodoncias,2005-08-01,93,93
YAMPARAEZ,consultas odontologicas,endodoncias,2005-08-01,5,5
YAPACANI,consultas odontologicas,endodoncias,2005-08-01,3,3
YUNCHARA,consultas odontologicas,endodoncias,2005-08-01,37,37
ZUDAÑEZ,consultas odontologicas,endodoncias,2005-08-01,2,2
AIQUILE,consultas odontologicas,endodoncias,2005-09-01,27,27
ALCALA,consultas odontologicas,endodoncias,2005-09-01,1,1
ANCORAIMES,consultas odontologicas,endodoncias,2005-09-01,6,6
ANDAMARCA,consultas odontologicas,endodoncias,2005-09-01,1,1
ANZALDO,consultas odontologicas,endodoncias,2005-09-01,1,1
AUCAPATA,consultas odontologicas,endodoncias,2005-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-09-01,12,12
AZURDUY,consultas odontologicas,endodoncias,2005-09-01,12,12
BAURES,consultas odontologicas,endodoncias,2005-09-01,22,22
BERMEJO,consultas odontologicas,endodoncias,2005-09-01,25,25
BOLIVAR,consultas odontologicas,endodoncias,2005-09-01,1,1
BOYUIBE,consultas odontologicas,endodoncias,2005-09-01,19,19
BUENA VISTA,consultas odontologicas,endodoncias,2005-09-01,1,1
CABEZAS,consultas odontologicas,endodoncias,2005-09-01,2,2
CALACOTO,consultas odontologicas,endodoncias,2005-09-01,5,5
CAMARGO,consultas odontologicas,endodoncias,2005-09-01,14,14
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-09-01,7,7
CAMIRI,consultas odontologicas,endodoncias,2005-09-01,16,16
CAPINOTA,consultas odontologicas,endodoncias,2005-09-01,11,11
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-09-01,5,5
CARACOLLO,consultas odontologicas,endodoncias,2005-09-01,3,3
CARANAVI,consultas odontologicas,endodoncias,2005-09-01,5,5
CHALLAPATA,consultas odontologicas,endodoncias,2005-09-01,25,25
CHAQUI,consultas odontologicas,endodoncias,2005-09-01,4,4
CHIMORE,consultas odontologicas,endodoncias,2005-09-01,7,7
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-09-01,5,5
COBIJA,consultas odontologicas,endodoncias,2005-09-01,57,57
COCHABAMBA,consultas odontologicas,endodoncias,2005-09-01,843,843
COLCAPIRHUA,consultas odontologicas,endodoncias,2005-09-01,15,15
COLOMI,consultas odontologicas,endodoncias,2005-09-01,2,2
COMARAPA,consultas odontologicas,endodoncias,2005-09-01,51,51
COPACABANA,consultas odontologicas,endodoncias,2005-09-01,10,10
CORIPATA,consultas odontologicas,endodoncias,2005-09-01,9,9
COROICO,consultas odontologicas,endodoncias,2005-09-01,17,17
COTOCA,consultas odontologicas,endodoncias,2005-09-01,34,34
CULPINA,consultas odontologicas,endodoncias,2005-09-01,14,14
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-09-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2005-09-01,948,948
EL TORNO,consultas odontologicas,endodoncias,2005-09-01,82,82
EL VILLAR,consultas odontologicas,endodoncias,2005-09-01,21,21
ENTRE RIOS,consultas odontologicas,endodoncias,2005-09-01,20,20
ENTRE RIOS,consultas odontologicas,endodoncias,2005-09-01,16,16
EUCALIPTUS,consultas odontologicas,endodoncias,2005-09-01,2,2
EXALTACION,consultas odontologicas,endodoncias,2005-09-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2005-09-01,53,53
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-09-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-09-01,5,5
GUANAY,consultas odontologicas,endodoncias,2005-09-01,7,7
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-09-01,28,28
GUTIERREZ,consultas odontologicas,endodoncias,2005-09-01,7,7
HUACARETA,consultas odontologicas,endodoncias,2005-09-01,6,6
HUACHACALLA,consultas odontologicas,endodoncias,2005-09-01,3,3
HUANUNI,consultas odontologicas,endodoncias,2005-09-01,3,3
HUARACAJE,consultas odontologicas,endodoncias,2005-09-01,5,5
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-09-01,4,4
INCAHUASI,consultas odontologicas,endodoncias,2005-09-01,11,11
INQUISIVI,consultas odontologicas,endodoncias,2005-09-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-09-01,2,2
IXIAMAS,consultas odontologicas,endodoncias,2005-09-01,5,5
JESUS DE MACHACA,consultas odontologicas,endodoncias,2005-09-01,1,1
LA GUARDIA,consultas odontologicas,endodoncias,2005-09-01,7,7
LA PAZ,consultas odontologicas,endodoncias,2005-09-01,1379,1379
LAGUNILLAS,consultas odontologicas,endodoncias,2005-09-01,15,15
LAJA,consultas odontologicas,endodoncias,2005-09-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2005-09-01,45,45
MACHACAMARCA,consultas odontologicas,endodoncias,2005-09-01,5,5
MACHARETI,consultas odontologicas,endodoncias,2005-09-01,2,2
MAGDALENA,consultas odontologicas,endodoncias,2005-09-01,39,39
MECAPACA,consultas odontologicas,endodoncias,2005-09-01,1,1
MINEROS,consultas odontologicas,endodoncias,2005-09-01,3,3
MIZQUE,consultas odontologicas,endodoncias,2005-09-01,6,6
MOJOCOYA,consultas odontologicas,endodoncias,2005-09-01,19,19
MONTEAGUDO,consultas odontologicas,endodoncias,2005-09-01,18,18
MONTERO,consultas odontologicas,endodoncias,2005-09-01,40,40
MORO MORO,consultas odontologicas,endodoncias,2005-09-01,7,7
MOROCHATA,consultas odontologicas,endodoncias,2005-09-01,20,20
OKINAWA,consultas odontologicas,endodoncias,2005-09-01,5,5
OMEREQUE,consultas odontologicas,endodoncias,2005-09-01,6,6
ORURO,consultas odontologicas,endodoncias,2005-09-01,712,712
PADCAYA,consultas odontologicas,endodoncias,2005-09-01,1,1
PADILLA,consultas odontologicas,endodoncias,2005-09-01,5,5
PALCA,consultas odontologicas,endodoncias,2005-09-01,1,1
PALOS BLANCOS,consultas odontologicas,endodoncias,2005-09-01,108,108
PATACAMAYA,consultas odontologicas,endodoncias,2005-09-01,4,4
PAZÑA,consultas odontologicas,endodoncias,2005-09-01,8,8
POOPO,consultas odontologicas,endodoncias,2005-09-01,15,15
POROMA,consultas odontologicas,endodoncias,2005-09-01,3,3
PORONGO,consultas odontologicas,endodoncias,2005-09-01,6,6
PORTACHUELO,consultas odontologicas,endodoncias,2005-09-01,14,14
PORVENIR,consultas odontologicas,endodoncias,2005-09-01,5,5
POTOSI,consultas odontologicas,endodoncias,2005-09-01,257,257
PUCARANI,consultas odontologicas,endodoncias,2005-09-01,6,6
PUERTO ACOSTA,consultas odontologicas,endodoncias,2005-09-01,29,29
PUERTO CARABUCO,consultas odontologicas,endodoncias,2005-09-01,4,4
PUERTO PEREZ,consultas odontologicas,endodoncias,2005-09-01,1,1
PUERTO RICO,consultas odontologicas,endodoncias,2005-09-01,7,7
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2005-09-01,69,69
PUNATA,consultas odontologicas,endodoncias,2005-09-01,60,60
QUIABAYA,consultas odontologicas,endodoncias,2005-09-01,2,2
QUILLACOLLO,consultas odontologicas,endodoncias,2005-09-01,80,80
QUIME,consultas odontologicas,endodoncias,2005-09-01,1,1
REYES,consultas odontologicas,endodoncias,2005-09-01,6,6
RURRENABAQUE,consultas odontologicas,endodoncias,2005-09-01,4,4
SACABA,consultas odontologicas,endodoncias,2005-09-01,136,136
SAIPINA,consultas odontologicas,endodoncias,2005-09-01,23,23
SAN ANDRES,consultas odontologicas,endodoncias,2005-09-01,30,30
SAN BENITO,consultas odontologicas,endodoncias,2005-09-01,13,13
SAN BORJA,consultas odontologicas,endodoncias,2005-09-01,12,12
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2005-09-01,1,1
SAN CARLOS,consultas odontologicas,endodoncias,2005-09-01,19,19
SAN IGNACIO,consultas odontologicas,endodoncias,2005-09-01,31,31
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2005-09-01,64,64
SAN JOAQUIN,consultas odontologicas,endodoncias,2005-09-01,4,4
SAN LORENZO(PND),consultas odontologicas,endodoncias,2005-09-01,1,1
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2005-09-01,12,12
SAN LUCAS,consultas odontologicas,endodoncias,2005-09-01,11,11
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2005-09-01,8,8
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2005-09-01,2,2
SAN PEDRO DE CURAHUARA,consultas odontologicas,endodoncias,2005-09-01,12,12
SAN RAFAEL,consultas odontologicas,endodoncias,2005-09-01,18,18
SAN RAMON,consultas odontologicas,endodoncias,2005-09-01,19,19
SANTA ANA,consultas odontologicas,endodoncias,2005-09-01,1,1
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2005-09-01,1108,1108
SANTA ROSA,consultas odontologicas,endodoncias,2005-09-01,2,2
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2005-09-01,11,11
SANTIAGO DE MACHACA,consultas odontologicas,endodoncias,2005-09-01,23,23
SANTIVAÑES,consultas odontologicas,endodoncias,2005-09-01,41,41
SAPAHAQUI,consultas odontologicas,endodoncias,2005-09-01,1,1
SENA,consultas odontologicas,endodoncias,2005-09-01,1,1
SIPE SIPE,consultas odontologicas,endodoncias,2005-09-01,43,43
SOPACHUY,consultas odontologicas,endodoncias,2005-09-01,8,8
SORACACHI,consultas odontologicas,endodoncias,2005-09-01,2,2
SORATA,consultas odontologicas,endodoncias,2005-09-01,6,6
SUCRE,consultas odontologicas,endodoncias,2005-09-01,685,685
TACACOMA,consultas odontologicas,endodoncias,2005-09-01,14,14
TAPACARI,consultas odontologicas,endodoncias,2005-09-01,1,1
TARABUCO,consultas odontologicas,endodoncias,2005-09-01,2,2
TARACO,consultas odontologicas,endodoncias,2005-09-01,5,5
TARATA,consultas odontologicas,endodoncias,2005-09-01,3,3
TARIJA,consultas odontologicas,endodoncias,2005-09-01,539,539
TARVITA,consultas odontologicas,endodoncias,2005-09-01,2,2
TEOPONTE,consultas odontologicas,endodoncias,2005-09-01,3,3
TIAWANACU,consultas odontologicas,endodoncias,2005-09-01,2,2
TINGUIPAYA,consultas odontologicas,endodoncias,2005-09-01,1,1
TIQUIPAYA,consultas odontologicas,endodoncias,2005-09-01,15,15
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2005-09-01,54,54
TOMINA,consultas odontologicas,endodoncias,2005-09-01,2,2
TOTORA(CBBA),consultas odontologicas,endodoncias,2005-09-01,1,1
TRINIDAD,consultas odontologicas,endodoncias,2005-09-01,132,132
TUPIZA,consultas odontologicas,endodoncias,2005-09-01,2,2
UNCIA,consultas odontologicas,endodoncias,2005-09-01,116,116
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2005-09-01,1,1
UYUNI,consultas odontologicas,endodoncias,2005-09-01,7,7
VACAS,consultas odontologicas,endodoncias,2005-09-01,4,4
VIACHA,consultas odontologicas,endodoncias,2005-09-01,37,37
VILLA MONTES,consultas odontologicas,endodoncias,2005-09-01,39,39
VILLA RIVERO,consultas odontologicas,endodoncias,2005-09-01,4,4
VILLA SERRANO,consultas odontologicas,endodoncias,2005-09-01,9,9
VILLA TUNARI,consultas odontologicas,endodoncias,2005-09-01,87,87
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2005-09-01,16,16
VILLAZON,consultas odontologicas,endodoncias,2005-09-01,5,5
VINTO,consultas odontologicas,endodoncias,2005-09-01,32,32
WARNES,consultas odontologicas,endodoncias,2005-09-01,5,5
YACUIBA,consultas odontologicas,endodoncias,2005-09-01,127,127
YAMPARAEZ,consultas odontologicas,endodoncias,2005-09-01,11,11
YAPACANI,consultas odontologicas,endodoncias,2005-09-01,5,5
ZUDAÑEZ,consultas odontologicas,endodoncias,2005-09-01,5,5
ACHACACHI,consultas odontologicas,endodoncias,2005-10-01,1,1
AIQUILE,consultas odontologicas,endodoncias,2005-10-01,44,44
ALCALA,consultas odontologicas,endodoncias,2005-10-01,5,5
ANCORAIMES,consultas odontologicas,endodoncias,2005-10-01,1,1
ANTEQUERA,consultas odontologicas,endodoncias,2005-10-01,1,1
ANZALDO,consultas odontologicas,endodoncias,2005-10-01,1,1
ARANI,consultas odontologicas,endodoncias,2005-10-01,1,1
AUCAPATA,consultas odontologicas,endodoncias,2005-10-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2005-10-01,12,12
AZURDUY,consultas odontologicas,endodoncias,2005-10-01,12,12
BATALLAS,consultas odontologicas,endodoncias,2005-10-01,2,2
BAURES,consultas odontologicas,endodoncias,2005-10-01,2,2
BERMEJO,consultas odontologicas,endodoncias,2005-10-01,13,13
BOLIVAR,consultas odontologicas,endodoncias,2005-10-01,6,6
BOYUIBE,consultas odontologicas,endodoncias,2005-10-01,11,11
BUENA VISTA,consultas odontologicas,endodoncias,2005-10-01,12,12
CABEZAS,consultas odontologicas,endodoncias,2005-10-01,10,10
CALACOTO,consultas odontologicas,endodoncias,2005-10-01,1,1
CAMARGO,consultas odontologicas,endodoncias,2005-10-01,15,15
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2005-10-01,4,4
CAMIRI,consultas odontologicas,endodoncias,2005-10-01,51,51
CAPINOTA,consultas odontologicas,endodoncias,2005-10-01,28,28
CAQUIAVIRI,consultas odontologicas,endodoncias,2005-10-01,1,1
CARANAVI,consultas odontologicas,endodoncias,2005-10-01,9,9
CARAPARI,consultas odontologicas,endodoncias,2005-10-01,1,1
CHALLAPATA,consultas odontologicas,endodoncias,2005-10-01,18,18
CHAQUI,consultas odontologicas,endodoncias,2005-10-01,5,5
CHIMORE,consultas odontologicas,endodoncias,2005-10-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2005-10-01,18,18
CLIZA,consultas odontologicas,endodoncias,2005-10-01,1,1
COBIJA,consultas odontologicas,endodoncias,2005-10-01,33,33
COCHABAMBA,consultas odontologicas,endodoncias,2005-10-01,1134,1134
COLCAPIRHUA,consultas odontologicas,endodoncias,2005-10-01,58,58
COLOMI,consultas odontologicas,endodoncias,2005-10-01,2,2
COLPA BELGICA,consultas odontologicas,endodoncias,2005-10-01,11,11
COLQUECHACA,consultas odontologicas,endodoncias,2005-10-01,1,1
COMARAPA,consultas odontologicas,endodoncias,2005-10-01,31,31
COPACABANA,consultas odontologicas,endodoncias,2005-10-01,9,9
CORIPATA,consultas odontologicas,endodoncias,2005-10-01,2,2
COROICO,consultas odontologicas,endodoncias,2005-10-01,13,13
COTAGAITA,consultas odontologicas,endodoncias,2005-10-01,2,2
COTOCA,consultas odontologicas,endodoncias,2005-10-01,87,87
CUEVO,consultas odontologicas,endodoncias,2005-10-01,3,3
CULPINA,consultas odontologicas,endodoncias,2005-10-01,6,6
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2005-10-01,4,4
EL ALTO,consultas odontologicas,endodoncias,2005-10-01,1067,1067
EL PUENTE(STC),consultas odontologicas,endodoncias,2005-10-01,17,17
EL PUENTE(TJA),consultas odontologicas,endodoncias,2005-10-01,5,5
EL TORNO,consultas odontologicas,endodoncias,2005-10-01,8,8
EL VILLAR,consultas odontologicas,endodoncias,2005-10-01,6,6
ENTRE RIOS,consultas odontologicas,endodoncias,2005-10-01,21,21
ENTRE RIOS,consultas odontologicas,endodoncias,2005-10-01,2,2
EUCALIPTUS,consultas odontologicas,endodoncias,2005-10-01,3,3
EXALTACION,consultas odontologicas,endodoncias,2005-10-01,4,4
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2005-10-01,20,20
FILADELFIA,consultas odontologicas,endodoncias,2005-10-01,4,4
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2005-10-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2005-10-01,5,5
GUANAY,consultas odontologicas,endodoncias,2005-10-01,13,13
GUAYARAMERIN,consultas odontologicas,endodoncias,2005-10-01,33,33
GUTIERREZ,consultas odontologicas,endodoncias,2005-10-01,9,9
HUACARETA,consultas odontologicas,endodoncias,2005-10-01,9,9
HUACHACALLA,consultas odontologicas,endodoncias,2005-10-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2005-10-01,5,5
HUARACAJE,consultas odontologicas,endodoncias,2005-10-01,5,5
HUAYLLAMARCA,consultas odontologicas,endodoncias,2005-10-01,7,7
ICLA,consultas odontologicas,endodoncias,2005-10-01,3,3
INCAHUASI,consultas odontologicas,endodoncias,2005-10-01,10,10
INQUISIVI,consultas odontologicas,endodoncias,2005-10-01,1,1
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2005-10-01,4,4
IXIAMAS,consultas odontologicas,endodoncias,2005-10-01,1,1
JESUS DE MACHACA,consultas odontologicas,endodoncias,2005-10-01,1,1
LA GUARDIA,consultas odontologicas,endodoncias,2005-10-01,12,12
LA PAZ,consultas odontologicas,endodoncias,2005-10-01,1251,1251
LAGUNILLAS,consultas odontologicas,endodoncias,2005-10-01,7,7
LAJA,consultas odontologicas,endodoncias,2005-10-01,3,3
LLALLAGUA,consultas odontologicas,endodoncias,2005-10-01,62,62
LLICA,consultas odontologicas,endodoncias,2005-10-01,1,1
MACHACAMARCA,consultas odontologicas,endodoncias,2005-10-01,10,10
MACHARETI,consultas odontologicas,endodoncias,2005-10-01,1,1
MAGDALENA,consultas odontologicas,endodoncias,2005-10-01,6,6
MAIRANA,consultas odontologicas,endodoncias,2005-10-01,2,2
MAPIRI,consultas odontologicas,endodoncias,2005-10-01,9,9
MECAPACA,consultas odontologicas,endodoncias,2005-10-01,3,3
MINEROS,consultas odontologicas,endodoncias,2005-10-01,2,2
MIZQUE,consultas odontologicas,endodoncias,2005-10-01,10,10
MOJOCOYA,consultas odontologicas,endodoncias,2005-10-01,11,11
MONTEAGUDO,consultas odontologicas,endodoncias,2005-10-01,13,13
MONTERO,consultas odontologicas,endodoncias,2005-10-01,76,76
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,endodoncias,2005-10-01,1,1
OKINAWA,consultas odontologicas,endodoncias,2005-10-01,2,2
OMEREQUE,consultas odontologicas,endodoncias,2005-10-01,2,2
ORURO,consultas odontologicas,endodoncias,2005-10-01,703,703
PADCAYA,consultas odontologicas,endodoncias,2005-10-01,2,2
PADILLA,consultas odontologicas,endodoncias,2005-10-01,5,5
PALCA,consultas odontologicas,endodoncias,2005-10-01,2,2
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2005-10-01,1,1
PATACAMAYA,consultas odontologicas,endodoncias,2005-10-01,6,6
PAZÑA,consultas odontologicas,endodoncias,2005-10-01,5,5
POOPO,consultas odontologicas,endodoncias,2005-10-01,22,22
PORCO,consultas odontologicas,endodoncias,2005-10-01,2,2
POROMA,consultas odontologicas,endodoncias,2005-10-01,1,1
PORONGO,consultas odontologicas,endodoncias,2005-10-01,1,1
PORTACHUELO,consultas odontologicas,endodoncias,2005-10-01,17,17
PORVENIR,consultas odontologicas,endodoncias,2005-10-01,1,1
POTOSI,consultas odontologicas,endodoncias,2005-10-01,407,407
PUCARA,consultas odontologicas,endodoncias,2005-10-01,3,3
