municipality,group,variable,month,Polio (1ra o 2da o 3ra o refuerzos),TOTAL
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,13,13
SANTIAGO DE HUARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,5,5
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
SORACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,2,2
SORATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,6,6
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,36,36
TACOPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
TAPACARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,6,6
TARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
TARACO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,3,3
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,9,9
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,287,287
TIAWANACU,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,6,6
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,26,26
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,132,132
TOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,3,3
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,16,16
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,40,40
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,5,5
TURCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,7,7
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,5,5
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,3,3
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,9,9
VILLA RIVERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,3,3
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,52,52
VITICHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,27,27
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,81,81
YANACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,1,1
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-06-01,11,11
ACHACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
ACHOCALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
ANDAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
ARANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
ARQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
AUCAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
BELLA FLOR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,7,7
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,24,24
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,10,10
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
CAIROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
"CAIZA ""D""",vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
CALAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
CAPINOTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
CAQUIAVIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
CARIPUYO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
CHARAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,19,19
CHAYANTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
CHIMORE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
CHUMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,75,75
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,417,417
COLOMI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,24,24
COLPA BELGICA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
COLQUIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
COPACABANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
CORIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
COTAGAITA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,41,41
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,17,17
CULPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,285,285
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,7,7
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,48,48
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,24,24
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
GUANAY,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
GUAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,52,52
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
HUARACAJE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
HUAYLLAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
INCAHUASI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,26,26
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,342,342
LAGUNILLAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,11,11
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,33,33
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,21,21
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
MECAPACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,23,23
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,12,12
MOCOMOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,110,110
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,10,10
OMEREQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,48,48
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
PAMPA GRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
PATACAMAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
PELECHUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,70,70
POOPO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,33,33
PUCARANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
PUERTO ACOSTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
PUERTO CARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,18,18
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,13,13
PUERTO SILES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,17,17
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,12,12
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,22,22
QUIME,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,29,29
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,20,20
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,48,48
ROBORE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,160,160
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,35,35
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,161,161
SACABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,13,13
SAIPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
SAMAIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,10,10
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,97,97
SAN BUENA VENTURA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,12,12
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,10,10
SAN JOAQUIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,7,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,26,26
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,13,13
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN RAFAEL,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2072,2072
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,15,15
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
SANTIVAÑES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,7,7
SAPAHAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
SOPACHUY,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,1,1
SORACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,20,20
TACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
TAPACARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,6,6
TARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,121,121
TARVITA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
TIAWANACU,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,8,8
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
TIPUANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,3,3
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,33,33
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
TOLEDO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,16,16
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,14,14
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,53,53
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,71,71
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,2,2
VALLEGRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,4,4
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,9,9
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2005-07-01,5,5
