,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,8,7,15
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,105,13,118
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,5,6,11
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,8,5,13
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,0,7,7
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-06-01,2,7,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,4,9
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,46,16,62
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,11,5,16
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,34,9,43
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,5,8
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,4,9
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,24,0,24
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,4,26
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,2,8
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,9,14
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,21,16,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,1,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,4,19
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,12,20
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,29,10,39
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,76,2,78
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,18,5,23
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,2,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,12,17
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,8,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,23,18,41
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,30,7,37
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,10,0,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,3,4
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,65,28,93
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,32,22,54
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,7,13
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,1,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,9,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,16,12,28
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,27,19,46
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,4,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,5,20
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,1,16
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,4,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,5,19
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,12,25
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,71,1,72
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,48,1,49
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,9,15
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,27,7,34
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,89,25,114
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,14,36
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,18,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,5,13
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,43,12,55
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,8,10
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,21,32,53
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,1,6
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,14,27
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,66,4,70
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,1,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,26,10,36
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,5,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,7,13
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,12,19
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,27,11,38
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,136,9,145
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,32,40
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1268,20,1288
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,89,1,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,1,7
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,1,4
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,4,26
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,12,3,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,37,59
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,24,1,25
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,11,34,45
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,43,7,50
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,38,15,53
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,8,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,30,3,33
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,9,15
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,2,15
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,5,10
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,20,22,42
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,141,8,149
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,18,5,23
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,9,16
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,17,10,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,4,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1375,27,1402
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,34,0,34
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,16,4,20
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,98,2,100
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,3,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,35,6,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,59,13,72
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,2,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,5,27
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,3,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,35,4,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,22,30
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,16,6,22
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,100,25,125
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,8,23
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,18,3,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,33,19,52
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,9,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,4,10
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,2,8
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,5,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,3,7
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,19,12,31
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,12,11,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,14,21
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,23,1,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,1,14
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,61,14,75
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,153,4,157
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1209,12,1221
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,7,11
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,11,25
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,40,37,77
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,14,16
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,11,5,16
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,1,8
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,16,3,19
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,24,38
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,17,1,18
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,10,25
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,65,15,80
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,40,31,71
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,11,26
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,37,10,47
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,306,3,309
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,24,31
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,6,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,1,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,23,30
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,23,6,29
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,5,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,555,23,578
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,21,6,27
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,3,17
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,54,26,80
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,12,16,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,38,8,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,2,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,3,6
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,9,3,12
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,38,11,49
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,4,10
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,3,9
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,23,29
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,12,10,22
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,22,12,34
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,1,15
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,9,26,35
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,15,29
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,45,1,46
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,9,6,15
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,3,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,396,15,411
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,0,14,14
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,33,18,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,14,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,12,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,9,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,3,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,29,15,44
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,3,17
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,36,11,47
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,93,8,101
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,20,17,37
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,36,3,39
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,191,9,200
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,5,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,19,34
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,24,24,48
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,210,40,250
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,17,2,19
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,49,1,50
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,2,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,208,30,238
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,2,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,15,29
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,9,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,10,8,18
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,14,1,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,18,19,37
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,7,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,13,7,20
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,15,7,22
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,90,16,106
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,12,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,54,2,56
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,61,10,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,154,30,184
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,3,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,31,5,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,36,11,47
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,20,6,26
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,88,47,135
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,7,9,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,27,7,34
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,36,45,81
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,36,8,44
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,25,4,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,34,0,34
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,30,46,76
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,5,5,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,6,1,7
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,11,4,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,9,6,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,33,4,37
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,17,10,27
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2966,77,3043
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,17,12,29
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,33,9,42
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,1,5,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,4,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,2,11,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2011-07-01,3,1,4
