,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,39,20,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,9,7,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,7,3,10
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,10,4,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,2,5,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,23,18,41
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,15,6,21
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,47,6,53
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,133,31,164
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,22,14,36
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,64,2,66
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,201,12,213
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,16,7,23
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,1,1,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,23,31
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,37,3,40
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,172,12,184
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,43,1,44
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,45,7,52
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,212,38,250
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,2,10
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,22,16,38
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,6,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,9,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,2,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,17,20,37
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,2,5
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,20,7,27
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,82,13,95
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,15,4,19
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,57,4,61
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,31,33,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,144,27,171
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,7,1,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,24,1,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,14,2,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,49,25,74
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,16,8,24
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,80,42,122
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,7,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,30,4,34
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,37,37,74
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,25,8,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,25,3,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,35,0,35
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,13,51,64
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,6,2,8
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,15,0,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,12,8,20
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,21,0,21
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,32,6,38
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,2677,182,2859
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,21,1,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,35,7,42
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,7,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,6,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,1,2,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,2,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,4,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,4,6,10
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,9,9,18
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,76,7,83
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,21,19,40
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,2,6,8
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,76,2,78
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,5,3,8
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,7,12,19
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,19,32,51
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,515,19,534
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,10,3,13
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,12,5,17
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,0,3
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,28,23,51
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,18,15,33
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,1,2,3
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,21,1,22
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,378,12,390
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,14,10,24
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,10,18
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,11,20,31
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,38,21,59
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,16,3,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,91,53,144
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,24,13,37
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,11,5,16
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,1,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,7,2,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,4,5,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,10,4,14
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,4,9,13
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,10,16,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,30,4,34
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,5,2,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,311,7,318
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,57,11,68
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,7,5,12
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,23,14,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,23,3,26
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,14,14
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,52,8,60
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,6,10,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,25,3,28
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,106,14,120
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,12,9,21
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,75,24,99
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,1,9
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,14,5,19
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,156,41,197
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,16,6,22
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,60,5,65
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,87,6,93
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,17,9,26
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,0,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,163,21,184
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,6,5,11
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,152,18,170
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,4,3,7
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,6,1,7
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,97,9,106
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,3,2,5
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,8,6,14
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,4,4
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,0,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-06-01,5,7,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,7,5,12
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,52,18,70
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,5,23
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,50,11,61
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,2,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,14,7,21
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,7,5,12
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,17,26,43
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,4,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,8,3,11
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,16,22
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,26,7,33
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,81,0,81
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,8,18
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,2,4
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,15,17
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,32,21,53
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,8,18
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,11,29
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,8,0,8
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,64,16,80
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,36,19,55
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,7,9
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,5,6
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,2,12
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,7,25
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,41,17,58
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,7,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,17,11,28
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,12,1,13
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,9,8,17
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,15,7,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,66,2,68
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,35,0,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,8,19,27
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,29,4,33
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,99,19,118
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,1,19
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,20,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,4,7,11
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,44,12,56
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,5,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,18,31,49
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,24,16,40
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,53,10,63
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,35,11,46
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,1,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,3,6
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,8,13
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,25,11,36
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,149,10,159
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,9,29,38
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1359,18,1377
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,93,3,96
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,19,0,19
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,1,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,42,7,49
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,16,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,21,41,62
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,12,1,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,15,36,51
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,8,11
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,39,8,47
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,49,11,60
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,11,7,18
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,31,1,32
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,5,10
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,3,13
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,10,3,13
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,17,23,40
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,150,16,166
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,31,8,39
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,7,1,8
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,33,11,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,1,3
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1490,37,1527
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,8,3,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,32,1,33
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,16,5,21
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,107,5,112
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,26,10,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,62,10,72
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,4,10
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,28,8,36
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,5,7,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,47,3,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,17,23
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,24,17,41
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,3,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,125,37,162
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,20,14,34
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,11,7,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,39,11,50
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,6,2,8
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,4,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,2,1,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,4,1,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,10,10
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,3,8,11
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,19,10,29
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2011-07-01,0,6,6
