,group,variable,month,BCG,BCG,TOTALES
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,22,4,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,13,19
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-07-01,21,13,34
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-07-01,86,12,98
CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,4,7
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,7,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,7,13
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,46,20,66
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,5,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-07-01,27,61,88
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,18,25
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-07-01,32,5,37
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-07-01,31,4,35
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,6,6
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,18,11,29
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-07-01,29,6,35
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-07-01,154,3,157
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,21,23,44
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1392,209,1601
COIPASA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-07-01,98,5,103
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-07-01,8,5,13
COLLANA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-07-01,29,14,43
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,6,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,57,68
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,9,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-07-01,14,33,47
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,7,7
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-07-01,30,6,36
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-07-01,40,6,46
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-07-01,8,7,15
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,14,8,22
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,9,11
COROICO,vacunaciones en menores de 1 ano,bcg,2011-07-01,24,5,29
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,16,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-07-01,113,16,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,2,8
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2011-07-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,3,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-07-01,16,9,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,6,11
CURVA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,6,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-07-01,1678,44,1722
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-07-01,16,4,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-07-01,16,4,20
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-07-01,84,2,86
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,2,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,5,14
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-07-01,48,0,48
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,3,20
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,4,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2011-07-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,5,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-07-01,13,6,19
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,3,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-07-01,20,6,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-07-01,2,16,18
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-07-01,19,10,29
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-07-01,124,1,125
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,12,29
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,2,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-07-01,0,4,4
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,1,18
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,0,1
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,3,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,6,7
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,16,18
ICLA,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,5,9
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-07-01,23,7,30
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2011-07-01,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,9,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-07-01,7,4,11
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,16,0,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,12,23
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,74,9,83
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-07-01,101,2,103
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,1766,2,1768
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,8,6,14
LAJA,vacunaciones en menores de 1 ano,bcg,2011-07-01,14,10,24
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-07-01,43,67,110
LLICA,vacunaciones en menores de 1 ano,bcg,2011-07-01,8,0,8
LORETO,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,5,8
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-07-01,8,8,16
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,0,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-07-01,14,14,28
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-07-01,31,0,31
MALLA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-07-01,27,0,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,12,21
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-07-01,43,1,44
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-07-01,42,22,64
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,16,23
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,7,11
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-07-01,51,8,59
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-07-01,314,3,317
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,31,34
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2011-07-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2011-07-01,3,0,3
OCURI,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,26,37
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-07-01,20,0,20
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,4,13
ORURO,vacunaciones en menores de 1 ano,bcg,2011-07-01,640,4,644
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,4,15
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-07-01,12,0,12
PAILON,vacunaciones en menores de 1 ano,bcg,2011-07-01,47,60,107
PALCA,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,22,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-07-01,41,6,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-07-01,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,6,10
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,32,5,37
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,7,10
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,43,46
POCONA,vacunaciones en menores de 1 ano,bcg,2011-07-01,10,11,21
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-07-01,14,4,18
POOPO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,2,4
PORCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,18,0,18
POROMA,vacunaciones en menores de 1 ano,bcg,2011-07-01,10,9,19
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,5,14
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-07-01,51,3,54
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,5,8
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,1,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-07-01,470,2,472
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,7,7
PUCARA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-07-01,32,26,58
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,15,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,22,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,1,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-07-01,18,8,26
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,5,14
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,2,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,21,3,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-07-01,126,6,132
PUNA,vacunaciones en menores de 1 ano,bcg,2011-07-01,13,8,21
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,82,0,82
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,7,7
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-07-01,174,8,182
QUIME,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,8,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,20,31
REYES,vacunaciones en menores de 1 ano,bcg,2011-07-01,16,14,30
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,351,20,371
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,7,11
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-07-01,56,1,57
SABAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,1,3
SACABA,vacunaciones en menores de 1 ano,bcg,2011-07-01,231,3,234
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,0,7
SACACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,19,36
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,7,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-07-01,10,2,12
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,5,22
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,12,21
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,8,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,5,11
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-07-01,12,2,14
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-07-01,91,15,106
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-07-01,13,0,13
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-07-01,49,5,54
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-07-01,33,8,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,145,9,154
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2011-07-01,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-07-01,30,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-07-01,10,5,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-07-01,36,18,54
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-07-01,16,2,18
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-07-01,61,18,79
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-07-01,4,16,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-07-01,15,1,16
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,24,53,77
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,15,12,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,21,2,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-07-01,21,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,44,59,103
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,6,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,3,6
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,8,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,4,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,25,3,28
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-07-01,38,4,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3141,149,3290
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,14,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-07-01,22,11,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,3,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,6,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,15,18
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,2,5
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,6,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,4,13
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,10,12
SENA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,3,4
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-07-01,51,0,51
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-07-01,9,18,27
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,7,9
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-07-01,69,1,70
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,3,12
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-07-01,4,5,9
SORATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,18,38,56
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-07-01,568,9,577
TACACOMA,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,3,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,10,11
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,4,11
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-07-01,29,30,59
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,24,5,29
TARACO,vacunaciones en menores de 1 ano,bcg,2011-07-01,3,6,9
TARATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,8,0,8
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-07-01,410,0,410
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-07-01,20,21,41
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,4,13
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,18,24
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,17,17,34
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-07-01,11,5,16
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-07-01,98,14,112
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-07-01,28,9,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2011-07-01,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,3,3
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,0,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,3,4
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,5,6
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-07-01,12,9,21
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-07-01,9,11,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-07-01,29,6,35
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-07-01,10,3,13
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-07-01,324,3,327
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-07-01,77,13,90
TURCO,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,3,4
UMALA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,14,16
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-07-01,29,11,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-07-01,11,2,13
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,8,13
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-07-01,63,6,69
VACAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,15,17
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-07-01,32,1,33
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-07-01,54,11,65
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,11,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-07-01,16,15,31
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-07-01,76,5,81
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-07-01,1,4,5
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-07-01,10,11,21
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-07-01,197,13,210
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-07-01,14,7,21
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-07-01,78,3,81
VINTO,vacunaciones en menores de 1 ano,bcg,2011-07-01,93,0,93
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,12,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,8,8
WARNES,vacunaciones en menores de 1 ano,bcg,2011-07-01,125,9,134
YACO,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,7,9
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-07-01,138,17,155
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,7,4,11
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-07-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-07-01,113,5,118
YOCALLA,vacunaciones en menores de 1 ano,bcg,2011-07-01,6,8,14
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,2,4
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-07-01,0,7,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-07-01,2,4,6
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,10,21
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-08-01,38,33,71
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,12,8,20
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-08-01,48,15,63
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,7,8
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-08-01,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-08-01,22,4,26
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,4,5
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,5,12
APOLO,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,34,45
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,10,12
ARANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,4,19
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,18,25
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-08-01,25,15,40
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,68,0,68
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-08-01,13,10,23
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,3,8
AYATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,14,18
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-08-01,21,34,55
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-08-01,12,7,19
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,23,16,39
BAURES,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-08-01,84,17,101
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,17,41,58
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,7,7
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,3,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,2,13
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,85,100
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,9,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-08-01,6,6,12
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,2,11
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,15,21
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,9,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-08-01,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-08-01,71,3,74
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,28,4,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,12,15
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,20,28
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-08-01,90,20,110
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,12,16
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,28,28
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,4,5
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,56,17,73
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-08-01,12,4,16
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-08-01,25,70,95
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,32,40
