,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,37,48,85
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,2,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,7,13
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,2,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,7,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,13,7,20
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,27,1,28
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,20,7,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,4,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,50,9,59
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,28,23,51
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,13,18,31
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,6,15
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,39,3,42
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,251,1,252
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,0,7
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,21,31
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,5,9
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,1,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,21,31
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,22,6,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,11,15
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,513,21,534
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,17,8,25
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,10,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,41,12,53
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,12,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,56,9,65
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,15,7,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,1,3
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,4,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,5,9
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,4,13
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,36,47
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,10,18
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,24,11,35
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,1,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,21,4,25
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,13,26,39
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,19,30
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,62,5,67
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,3,11
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,2,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,404,30,434
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,13,15
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,0,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,32,24,56
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,8,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,10,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,1,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,3,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,23,22,45
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,8,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,33,11,44
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,106,16,122
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,19,23,42
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,42,3,45
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,212,9,221
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,6,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,1,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,26,32
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,22,13,35
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,252,29,281
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,32,1,33
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,42,7,49
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,0,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,195,50,245
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,3,10
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,32,30,62
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,15,25
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,8,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,10,21
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,16,11,27
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,0,6,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,7,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,17,9,26
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,62,16,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,8,18
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,60,8,68
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,29,34,63
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,133,40,173
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,2,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,30,1,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,6,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,26,16,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,17,8,25
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,65,55,120
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,4,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,25,3,28
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,26,41,67
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,28,8,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,15,6,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,29,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,23,51,74
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,7,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,2,7
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,15,0,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,2,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,36,0,36
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,36,4,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2709,278,2987
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,26,1,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,31,4,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,8,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,9,19
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,7,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,4,10
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,6,13
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,3,11
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,32,6,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,16,22,38
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,0,1,1
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,60,8,68
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,10,11
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,14,11,25
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,37,46
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,527,27,554
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,8,18
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,7,12
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,7,15
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,17,26,43
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,16,26
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,4,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,2,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,365,13,378
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,16,6,22
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,10,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,12,13,25
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,41,30,71
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,21,1,22
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,78,35,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,25,12,37
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,9,13
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,7,3,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,3,7
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,10,16
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,8,16
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,5,15,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,21,15,36
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,2,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,2,2,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,239,6,245
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,58,12,70
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,1,2
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,9,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,24,14,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,16,5,21
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,14,7,21
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,38,4,42
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,11,9,20
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,22,0,22
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,112,12,124
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,4,3,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,27,20,47
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,72,30,102
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,1,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,13,23
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,141,36,177
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,10,5,15
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,65,12,77
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,73,4,77
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,7,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,0,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,183,28,211
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,11,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,144,24,168
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,8,7,15
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,6,0,6
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,111,14,125
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,0,3
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,9,5,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,0,5,5
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-06-01,3,7,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,5,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,50,18,68
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,9,22
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,34,14,48
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,5,8
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,4,9
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,24,0,24
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,3,22
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,2,8
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,9,14
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,23,16,39
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,1,4
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,4,19
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,15,23
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,30,10,40
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,75,2,77
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,6,25
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,2,5
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,12,17
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,6,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,24,20,44
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,27,11,38
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,0,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,58,27,85
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,32,21,53
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,7,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,2,11
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,12,27
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,28,18,46
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,6,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,16,6,22
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,4,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,7,11
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,9,23
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,12,25
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,69,1,70
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,47,1,48
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,7,14
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,28,7,35
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,89,24,113
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,24,15,39
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,18,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,5,13
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,42,14,56
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,6,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,42,53
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,1,6
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,16,30
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,63,4,67
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,27,10,37
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,5,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,8,14
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,10,20
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,28,11,39
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,141,10,151
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,38,48
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1294,27,1321
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,94,5,99
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,2,11
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,1,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,27,4,31
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,5,18
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,24,52,76
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,1,18
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,39,50
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,44,6,50
