,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,6,29
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,4,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,8,31
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,30,14,44
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,93,28,121
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,34,57
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,2,8
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,5,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,24,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,1,3
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,0,8,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,0,3
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1384,103,1487
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,2,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,25,0,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,9,23
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,129,4,133
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,16,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,39,28,67
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,6,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,2,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,35,5,40
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,11,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,29,13,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,15,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,19,17,36
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,8,7,15
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,78,37,115
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,10,25
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,9,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,38,30,68
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,1,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,1,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,1,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,12,22
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,25,40
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,0,3,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,16,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,7,17
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,70,28,98
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,122,3,125
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1067,56,1123
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,3,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,26,22,48
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,35,33,68
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,3,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,9,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,4,18
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,2,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,2,11
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,4,7
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,24,4,28
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,10,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,47,15,62
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,31,29,60
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,7,27
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,9,14
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,38,6,44
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,251,3,254
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,15,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,0,7,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,9,11
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,31,40
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,19,9,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,4,6
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,383,27,410
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,9,29
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,7,18
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,48,10,58
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,16,17
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,52,12,64
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,3,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,7,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,3,4
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,7,13
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,32,47
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,6,21
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,9,23
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,2,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,5,19
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,24,36
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,7,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,33,3,36
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,4,8
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,2,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,324,25,349
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,17,19
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,5,6
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,29,14,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,15,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,11,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,4,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,28,21,49
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,3,10
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,41,7,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,77,28,105
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,23,43
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,37,3,40
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,1,8
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,174,12,186
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,2,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,0,3
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,13,36,49
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,22,12,34
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,209,53,262
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,41,3,44
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,31,5,36
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,1,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,184,59,243
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,7,16
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,24,21,45
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,5,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,5,8
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,17,6,23
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,15,25
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,8,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,5,9
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,9,19
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,61,14,75
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,8,4,12
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,35,6,41
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,31,36,67
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,121,43,164
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,31,21,52
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,16,8,24
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,49,52,101
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,6,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,22,5,27
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,44,50,94
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,19,6,25
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,19,2,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,1,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,52,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,7,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,1,8
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,8,0,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,12,18
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,13,0,13
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2136,223,2359
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,1,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,29,9,38
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,2,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,8,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,8,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,2,7
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,6,11
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,0,9
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,28,2,30
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,25,13,38
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,58,5,63
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,6,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,19,31
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,39,62
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,563,37,600
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,2,9
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,11,18
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,16,31
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,30,53
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,18,19,37
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,3,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,0,11
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,339,24,363
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,9,18,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,10,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,20,35
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,37,29,66
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,4,18
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,79,66,145
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,23,11,34
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,7,14
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,4,16
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,1,2
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,18,28
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,4,10
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,13,33,46
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,37,9,46
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,2,5
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,5,8
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,163,12,175
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,54,13,67
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,3,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,8,10
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,14,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,15,4,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,14,6,20
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,40,5,45
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,7,11
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,30,4,34
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,81,9,90
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,2,1,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,20,18,38
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,58,20,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,2,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,11,13,24
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,109,32,141
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,8,9,17
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,63,17,80
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,68,4,72
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,12,9,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,1,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,124,44,168
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,13,18
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,128,18,146
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,7,1,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,8,3,11
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,55,12,67
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,5,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,0,13,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,10,12,22
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,5,8
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,46,28,74
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,18,11,29
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,25,51
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,6,7
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,1,6
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,33,0,33
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,19,4,23
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,14,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,26,39
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,5,6
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,17,4,21
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,19,29
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,24,13,37
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,63,0,63
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,6,20
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,15,20
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,22,24,46
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,17,30
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,25,9,34
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,0,8
