,group,variable,month,NÚMERO DE DIU'S RETIRADOS 10 A 14,NÚMERO DE DIU'S RETIRADOS 15 A 19,NÚMERO DE DIU'S RETIRADOS 20 A 34,NÚMERO DE DIU'S RETIRADOS 35 A 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,NÚMERO DE DIU'S RETIRADOS < A 10,TOTALES
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,1,0,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,43,30,2,0,76
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,2,0,0,2
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,12,7,0,0,20
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,1,0,2
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,7,11,6,2,0,26
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,3,0,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,1,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,2,0,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,3,23,20,6,0,52
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,0,0,0,2
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,2,2,2,0,0,6
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,5,11,6,0,0,22
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,3,3,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,2,0,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,4,2,0,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,3,0,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,4,2,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,3,0,0,4
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,2,0,0,0,3
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,1,1,0,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,1,1,0,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,4,1,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,7,68,45,2,0,122
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,20,6,5,0,31
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,22,12,1,0,35
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,1,1,0,4
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,2,0,0,0,2
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,3,2,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,7,4,0,0,11
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,4,1,1,0,6
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,5,3,0,0,8
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-07-01,0,0,1,1,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,0,2,0,0,3
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,3,9,4,0,0,16
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,9,1,0,0,12
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,3,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,1,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,1,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,2,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,1,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,51,28,2,0,83
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,0,1,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,1,0,0,2
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,0,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,22,13,1,0,38
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,1,1,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,0,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,3,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,0,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,1,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,5,0,0,7
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,8,5,3,0,17
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,11,0,0,0,12
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,2,0,0,0,3
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,3,1,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,3,0,0,4
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,13,4,0,0,19
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,12,5,0,0,19
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,2,2,0,0,5
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,2,0,0,3
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,3,3,0,0,6
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,9,5,0,0,15
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,4,3,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,24,25,7,0,58
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,1,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,6,17,16,4,0,43
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,14,5,0,0,21
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,0,1,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,4,11,3,0,0,18
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,2,0,0,0,2
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,3,31,3,0,0,37
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,0,4,0,0,0,4
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,2,2,5,0,0,9
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-08-01,0,1,1,1,1,0,4
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,4,2,0,0,6
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,10,4,0,0,15
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,3,0,0,0,3
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,2,40,14,2,0,58
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,7,15,1,0,23
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,1,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,6,2,0,0,9
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,1,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,8,0,0,10
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,52,12,3,0,68
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,3,0,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,3,0,0,5
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,1,0,3
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,1,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,0,0,0,0,1
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,4,0,0,6
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,5,1,0,0,7
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,5,12,5,0,0,22
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,3,8,10,0,0,21
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,2,0,0,4
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,1,0,0,0,2
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,0,1,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,1,0,3
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,10,3,0,14
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,5,0,0,2,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,3,0,0,4
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,21,10,0,0,31
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu's retirados,2024-09-01,0,1,0,2,0,0,3
