,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) < A 10,TOTALES
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,3,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,0,0,0,4
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,33,28,0,0,61
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,3,1,0,0,5
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,3,0,0,7
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,22,21,13,0,0,56
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,5,4,0,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,4,0,0,7
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,2,1,0,0,4
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,5,2,0,0,7
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,1,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,15,24,6,3,0,48
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,1,0,4
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,2,1,0,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,2,2,0,0,6
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,8,1,0,0,9
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,4,3,0,0,8
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,4,2,0,7
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,31,368,301,3,0,703
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,1,3,0,5
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,2,1,0,0,4
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,11,38,11,0,0,60
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,2,1,0,0,4
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,5,3,0,0,8
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,0,0,0,0,2
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,1,0,0,5
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,0,0,0,4
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,4,0,0,5
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,16,3,1,0,21
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,0,0,0,1
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,3,6,2,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,1,4,6,2,0,0,13
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,1,0,0,0,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,4,220,91,10,0,325
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,7,2,1,0,12
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,2,4,1,0,8
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,2,0,0,5
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,2,0,0,4
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,2,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,1,0,0,4
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,4,1,0,0,6
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,4,2,0,0,7
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,5,1,0,0,7
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,2,3,0,0,6
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,4,0,0,5
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,6,4,0,0,11
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,5,22,13,0,0,40
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,1,0,3
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,1,2,0,7
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,1,0,11,1,0,0,13
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,1,0,0,2
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,21,191,37,20,0,269
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,6,4,0,0,11
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,14,5,0,0,19
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,6,1,0,0,7
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,2,23,254,181,28,5,493
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,1,0,0,4
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,0,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,5,51,22,0,0,78
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,3,1,0,6
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,5,2,0,0,7
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,1,0,0,0,2
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,3,1,0,6
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,0,0,0,4
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,1,0,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,10,6,0,0,17
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,1,1,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,6,2,0,0,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,6,2,0,0,8
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,3,1,0,0,5
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,6,3,1,0,12
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,1,0,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,6,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,3,4,2,0,0,9
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,4,9,5,1,0,19
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,4,3,0,1,10
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,5,4,0,0,10
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,2,0,0,2
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,22,200,73,19,0,314
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,0,0,0,4
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,1,0,0,0,2
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,2,0,0,4
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,1,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,4,0,0,0,6
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,5,7,4,1,0,17
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,0,0,0,4
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,64,371,94,10,0,539
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,2,0,0,5
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,4,1,0,0,5
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,45,268,95,1,0,409
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,3,8,3,0,0,14
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,4,2,0,0,8
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,1,5,0,0,7
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,7,4,1,0,12
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,2,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,0,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,2,3,1,0,8
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,1,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,6,3,0,0,9
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,15,4,3,0,24
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,1,0,0,3
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,0,1,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,4,1,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,3,0,0,3
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,3,17,4,1,0,25
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
