,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,3,1,0,0,0,4
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,0,0,0,3
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,3,4,0,0,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,6,74,360,75,2,0,517
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,4,0,0,0,4
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,1,0,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,0,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,0,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,0,1,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,2,3,10,2,0,0,17
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,7,0,0,0,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,7,3,0,0,10
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,4,15,0,0,0,19
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,3,0,0,0,5
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,2,29,130,19,2,0,182
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,4,1,0,0,7
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,0,1,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,0,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,4,6,3,1,0,14
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,4,0,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,3,38,135,34,0,0,210
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,4,0,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,2,0,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,4,21,3,0,0,28
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,5,0,0,0,5
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,1,1,0,0,3
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,2,1,0,4
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,2,1,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,2,0,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,8,1,0,0,9
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,1,1,0,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,5,4,1,0,0,10
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,4,30,72,40,1,0,147
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,19,2,0,0,23
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,1,0,0,4
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,1,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,8,0,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,7,0,0,0,8
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,0,2,0,0,3
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,3,0,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,9,2,0,0,12
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,6,19,7,1,0,33
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,1,4,7,1,0,0,13
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,5,15,1,0,0,21
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,2,0,0,5
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,4,0,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,1,14,57,12,0,0,84
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,2,6,3,0,0,11
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,3,21,3,0,0,27
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,27,4,0,0,32
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,4,1,0,0,5
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,1,7,10,0,0,0,18
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,1,9,18,2,0,0,30
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,0,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,1,16,1,0,0,0,18
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,1,1,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,5,1,0,0,7
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,0,3,0,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-07-01,0,1,4,0,0,0,5
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,1,0,0,5
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,21,6,0,0,28
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,16,3,0,0,23
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,0,7,1,0,0,9
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,1,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,5,0,0,0,10
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,5,2,0,0,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,3,1,0,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,6,2,0,0,9
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,2,0,0,6
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,5,1,0,0,7
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,2,2,0,0,0,5
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,4,3,0,0,11
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,5,1,0,0,8
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,9,3,0,0,14
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,1,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,1,0,0,5
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,13,2,0,0,15
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,10,1,0,0,14
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,8,0,0,0,8
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,20,7,0,0,27
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,8,0,0,0,11
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,0,0,0,4
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,7,5,0,0,14
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,5,0,0,0,6
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,11,15,2,0,0,28
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,0,0,0,1
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,5,5,0,0,11
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,1,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,6,1,0,0,8
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,9,18,47,7,0,0,81
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,9,0,0,0,10
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,38,179,34,0,0,251
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,9,0,0,0,10
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,14,5,0,0,20
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,12,1,0,0,15
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,1,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,0,1,0,2
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,1,0,0,5
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,7,3,0,0,10
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,1,0,0,7
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,0,4,1,0,0,6
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,7,1,0,0,13
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,30,1,0,0,36
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,10,4,0,0,16
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,0,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,1,0,0,0,4
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,37,122,31,0,0,190
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,2,0,0,6
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,0,0,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,11,2,0,0,16
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,18,2,0,0,22
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,1,0,0,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,8,12,11,2,0,0,33
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,12,1,0,0,16
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,4,5,6,5,0,0,20
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,3,3,0,0,8
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,4,8,6,0,0,0,18
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,0,0,0,4
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,12,17,13,4,0,3,49
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,13,0,0,0,14
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,6,2,0,0,9
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,11,2,0,0,13
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,3,0,0,6
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,1,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,2,9,0,0,0,12
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,3,0,0,6
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,8,1,0,0,11
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,6,0,0,0,6
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,6,0,0,0,6
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,8,1,0,0,11
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,15,133,31,0,0,179
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,6,5,0,0,15
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,7,42,3,0,0,54
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,4,15,3,0,0,23
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,6,2,0,0,8
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,7,1,0,0,10
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,3,0,0,0,7
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,14,55,4,0,0,75
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,7,10,1,0,0,18
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,3,0,0,4
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,1,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,16,2,0,0,20
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,10,22,3,0,0,35
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,0,2,1,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,1,0,0,7
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,1,0,0,5
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,30,147,33,0,0,211
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,3,0,0,9
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,10,1,0,0,13
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,5,0,0,0,6
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,9,3,0,0,13
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,0,0,0,6
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,11,2,0,0,14
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,1,8,4,0,0,14
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,9,0,0,0,14
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,3,3,0,0,0,7
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,18,51,8,0,0,77
