,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO 10 A 14,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 A 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 A 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 A 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,ABANDONO DE MÉTODO ANTICONCEPTIVO < A 10,TOTALES
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,1,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,6,1,0,0,7
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,1,0,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,2,0,0,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,3,0,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,2,0,0,0,2
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,1,1,0,0,0,2
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-05-01,0,0,2,0,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,3,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,1,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,2,0,0,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,3,0,1,0,0,4
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,8,3,0,0,12
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,10,2,1,0,13
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,1,1,0,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,1,0,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,4,1,0,0,5
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,2,0,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,5,2,0,0,7
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,2,0,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,1,0,0,2
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,2,0,0,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,4,3,0,0,7
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,2,2,3,0,0,7
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,3,2,1,1,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,3,1,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,5,23,6,1,0,35
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,2,0,0,0,3
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,3,6,0,0,0,9
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,5,1,0,0,6
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,0,1,0,1
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,2,1,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,2,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,3,0,0,0,3
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,3,1,0,0,4
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-06-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,2,1,0,0,4
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,3,0,0,0,3
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,1,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,3,0,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,11,2,0,0,14
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,7,5,0,0,13
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,3,0,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,4,2,0,0,6
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,7,2,1,0,11
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,1,0,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,2,0,0,2
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,0,0,1,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,7,1,0,0,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,4,0,0,0,4
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,8,1,0,0,9
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,1,1,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,7,0,0,0,8
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,3,5,1,0,0,9
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,3,0,1,0,4
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,2,21,9,1,0,33
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,2,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,9,2,0,0,12
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,2,0,0,0,3
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,4,1,0,0,6
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,2,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,2,1,0,0,4
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,2,2,0,0,0,4
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,1,0,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,3,1,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,4,1,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,1,0,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,9,0,0,0,9
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,2,3,0,0,0,5
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-07-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,3,0,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,1,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,1,0,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
