,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS < A 10,TOTALES
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,1,2,9,5,0,0,17
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,5,1,0,0,7
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,6,0,0,0,6
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,0,0,0,4
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,3,0,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,66,18,2,0,88
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,1,0,0,5
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,1,0,0,6
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,1,0,0,0,3
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,7,0,0,0,8
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,2,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,1,0,0,0,2
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,31,13,0,0,46
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,3,1,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,20,8,0,0,30
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,8,0,0,0,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,6,0,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,5,2,0,0,8
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,20,49,6,0,0,75
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,17,1,0,0,18
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,0,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,2,6,12,3,0,0,23
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,2,0,0,0,4
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,7,0,0,0,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,4,7,1,0,0,12
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,3,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,8,0,0,0,8
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,2,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,1,4,38,23,2,0,68
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,2,0,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,0,0,0,4
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,7,41,9,1,0,58
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,4,26,12,0,0,42
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,5,27,1,0,0,33
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,11,2,0,0,14
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,2,3,1,0,0,6
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,5,1,0,0,7
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,3,0,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,5,0,0,0,5
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,1,2,0,0,4
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,7,2,0,0,9
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,1,0,0,5
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,1,0,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,4,2,0,0,6
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,6,5,0,0,11
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,3,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,4,19,3,0,0,26
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,11,50,15,0,0,76
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,2,15,0,0,0,17
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,26,14,0,0,41
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,2,0,0,3
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,11,1,0,0,13
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,3,10,2,0,0,15
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,5,5,0,0,10
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,2,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,5,0,0,0,5
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,2,0,0,4
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,2,39,13,0,0,54
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,3,0,0,5
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,5,1,0,0,7
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,3,2,0,0,0,5
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,0,0,0,0,1
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,13,0,0,0,13
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,6,2,0,0,8
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,25,11,0,0,37
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,3,2,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,1,0,0,5
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
