,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,24,6,0,0,33
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,9,0,0,21
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,18,18,24,0,0,60
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,6,0,0,21
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,6,0,0,9
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,6,3,0,9
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,0,0,0,12
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,48,15,0,0,78
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,0,0,0,0,3
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,9,3,0,0,15
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,4,7,7,3,0,21
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,3,0,6
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,9,0,0,21
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,27,9,0,0,39
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,6,0,0,21
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,36,9,0,0,48
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,12,39,30,6,0,87
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,9,3,0,0,15
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,27,0,6,0,33
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,3,0,6
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,0,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,3,3,0,15
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,12,6,0,0,24
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,3,3,0,12
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,6,0,0,27
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,0,0,0,9
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,51,9,0,0,63
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,27,24,3,0,54
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,3,0,0,0,9
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,3,0,0,6
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,21,3,0,0,33
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,54,27,0,0,81
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,3,0,0,9
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,18,54,24,0,0,96
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,3,0,0,6
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,6,0,0,0,15
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,9,0,0,12
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,42,6,0,0,51
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,8,81,24,0,0,113
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,6,0,0,0,12
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,32,247,94,0,0,373
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,39,15,0,0,54
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,39,24,0,0,63
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,6,0,0,6
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,42,12,0,0,54
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,24,12,3,0,39
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,0,0,0,9
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,21,3,0,0,27
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,84,0,0,0,84
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,46,21,0,0,70
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,57,24,0,0,90
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,9,0,0,0,12
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,3,0,0,6
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,4,7,0,0,14
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,171,57,0,0,237
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,18,0,0,39
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,0,0,0,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,3,9,6,0,0,21
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,21,6,0,0,30
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,0,3,0,0,9
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,0,0,0,6
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,17,231,90,0,0,338
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,66,6,0,0,78
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,15,0,0,24
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,3,21,12,0,0,39
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,9,0,0,21
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,69,21,0,0,93
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,48,15,0,0,66
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,6,0,0,9
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,3,30,18,0,0,54
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,0,0,0,9
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,9,12,0,0,24
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,2,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,12,3,3,0,24
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,84,6,0,0,0,90
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,81,264,45,18,0,408
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,0,0,0,9
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,12,0,0,18
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,27,18,0,0,48
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,6,0,0,9
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,9,0,0,0,18
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,36,15,0,0,51
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,0,0,0,6
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,0,0,0,21
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,0,0,0,21
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,18,6,0,0,24
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,9,3,0,0,15
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,12,27,21,0,0,60
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,45,12,0,0,57
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,15,370,76,6,0,470
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,24,12,0,42
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,30,9,0,0,39
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,21,0,0,0,24
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,27,6,0,0,33
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,120,21,0,0,156
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,3,0,0,9
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,1,0,0,13
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,24,24,3,0,54
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,21,27,0,48
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,18,3,0,0,24
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,27,0,0,0,30
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,18,6,0,0,24
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,51,6,0,0,63
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,9,0,0,12
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,0,0,0,9
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,63,27,0,0,96
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,2,10,64,34,3,0,113
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,6,0,0,12
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,3,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,9,6,0,0,21
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,3,6,0,0,0,12
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,18,0,0,24
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,18,27,0,0,45
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,0,0,0,21
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,10,162,73,0,0,248
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,42,80,1,0,126
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,30,9,0,0,39
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,42,24,0,0,75
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,12,9,0,0,24
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,48,27,0,0,78
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,3,0,0,24
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,3,6,3,0,27
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,12,0,0,24
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,62,6,0,0,0,68
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,6,0,0,9
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,21,6,0,0,33
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,48,27,3,0,84
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,6,33,12,0,0,54
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,21,12,0,0,42
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,72,336,105,9,0,522
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,0,6,0,0,0,9
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,3,0,0,9
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,6,0,9
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,10,0,0,19
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,1,7,1,0,0,9
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,15,9,0,0,27
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,1,6,0,0,0,7
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,63,42,3,0,111
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,15,0,3,0,24
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,18,15,0,0,39
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,6,0,0,15
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,18,111,36,0,0,165
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,73,12,0,0,85
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,6,0,0,6
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,3,0,3,0,12
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,0,3,0,15
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,12,9,0,0,24
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,36,192,327,48,0,0,603
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,24,0,0,0,27
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,6,0,0,15
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,27,135,36,0,0,201
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,10,15,0,0,34
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,0,0,0,15
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,24,0,0,39
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,54,27,3,0,99
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,33,12,0,0,51
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,6,0,0,15
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,21,67,57,3,0,151
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,31,24,0,0,55
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,18,48,34,14,0,114
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,12,96,102,0,0,210
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,0,0,0,12
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,1,18,6,1,0,26
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,66,18,0,0,87
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,3,0,0,18
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,121,40,23,0,199
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,15,9,0,0,27
