,group,variable,month,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 10 A 14,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 15 A 19,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 20 A 34,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 35 A 49,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 50 Y +,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) < A 10,TOTALES
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,2,4,0,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,7,10,2,0,19
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,0,1,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,2,2,1,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,6,38,41,19,0,104
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,6,0,0,0,7
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,3,0,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,3,11,2,0,0,16
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,3,26,7,1,0,37
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,2,0,0,0,2
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,3,0,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,0,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,2,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,4,27,5,5,0,41
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,2,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,19,16,4,0,0,39
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,0,2,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,0,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,3,0,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,1,1,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,1,1,1,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-06-01,0,0,4,2,0,0,6
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,2,0,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,2,1,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,5,1,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,3,7,3,0,14
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,0,2,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,6,5,1,0,13
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,2,0,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,1,0,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,2,4,1,2,0,9
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,1,1,16,1,0,0,19
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,5,0,0,0,5
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,0,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,1,2,17,3,0,0,23
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,3,0,0,0,4
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,2,0,0,0,2
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,2,3,1,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,2,6,11,1,0,20
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,40,45,25,0,110
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,3,1,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,8,11,3,0,0,22
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,3,24,5,0,0,32
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,11,29,4,0,45
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,5,1,0,0,7
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,3,2,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,4,26,9,1,0,40
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,1,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,12,9,0,0,22
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,3,0,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,2,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,0,4,0,0,0,4
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-07-01,0,1,4,0,0,0,5
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,2,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,0,7,5,0,13
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,4,4,2,0,10
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,3,2,0,0,5
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,1,0,0,0,2
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,1,0,0,2
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,4,2,0,0,6
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,4,3,1,0,8
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,9,1,0,0,10
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,2,0,0,0,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,2,0,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,4,0,0,0,4
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,28,8,1,0,38
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,3,0,0,0,4
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,5,0,0,0,5
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,7,20,5,0,33
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,10,27,37,14,0,88
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,1,0,0,0,2
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,5,0,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,10,0,0,0,11
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,4,6,0,0,0,10
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,2,42,11,1,0,56
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,0,1,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,1,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,2,3,0,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,1,2,27,4,2,0,36
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,3,0,0,0,4
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,0,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,16,7,2,0,26
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,9,0,2,0,11
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,1,2,0,0,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,0,3,1,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,0,1,1,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-08-01,1,5,10,1,0,0,17
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,4,0,0,0,0,4
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,3,13,2,0,0,18
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,1,5,1,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,2,4,0,7
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,1,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,21,22,8,0,52
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,0,1,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,1,1,3,0,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,6,0,0,0,7
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,5,0,0,0,5
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,1,2,10,2,0,0,15
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,2,0,0,0,2
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,5,0,0,0,5
