,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,8,3,0,0,12
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,4,0,0,0,6
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,0,0,0,6
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,1,0,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,1,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,1,0,0,7
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,1,0,0,6
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,6,0,0,0,6
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,8,0,0,0,8
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,34,10,0,0,44
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,99,41,3,0,143
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,2,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,4,21,4,0,0,29
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,2,0,1,0,5
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,1,0,0,4
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,6,0,1,0,7
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,0,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,3,1,0,0,5
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,4,0,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,10,4,0,0,16
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,1,0,0,4
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,1,4,77,20,0,0,102
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,3,0,0,9
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,0,0,0,6
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,3,8,2,0,0,13
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,6,0,0,0,6
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,0,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,1,0,0,6
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,2,0,0,4
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,2,0,0,3
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,0,0,0,5
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,4,2,0,1,8
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,4,1,0,0,5
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,3,44,6,0,0,53
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,0,0,0,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,4,0,0,0,4
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,6,6,1,0,0,13
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,2,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,7,3,0,0,10
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,27,7,0,0,36
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,2,0,0,3
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,1,17,38,5,0,0,61
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,0,0,0,6
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,73,8,0,0,83
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,4,2,0,0,6
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,1,0,0,7
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,8,1,0,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,3,4,0,0,0,7
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,6,2,0,0,8
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,4,5,1,0,0,10
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,1,0,16,0,0,0,17
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,1,2,11,0,1,0,15
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,2,0,0,8
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,4,0,0,1,6
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,21,129,41,4,0,195
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,0,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,0,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,2,0,0,7
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,12,2,0,0,14
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,1,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,0,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,11,107,25,0,0,143
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,0,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,3,0,0,5
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,7,1,0,0,8
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,5,73,18,0,0,96
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,3,2,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,0,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,10,2,0,0,13
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,4,0,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,1,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,6,23,3,0,0,32
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,18,6,0,0,25
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,5,1,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,0,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,2,0,0,4
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,2,0,0,4
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,11,1,0,0,14
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,4,10,1,0,0,15
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,1,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,22,5,0,0,29
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,5,1,0,0,6
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,4,26,5,0,0,35
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,2,17,3,0,0,22
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,1,2,0,0,4
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,5,13,6,0,0,24
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,6,14,8,0,0,28
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,1,2,1,0,0,4
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,2,0,0,0,2
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,1,0,0,4
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-07-01,0,0,3,1,0,0,4
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,7,1,0,0,8
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,14,9,0,0,23
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,1,0,0,4
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,5,0,0,10
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,1,0,0,6
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,1,0,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,2,1,0,0,5
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,1,0,9,1,0,0,11
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,2,0,0,4
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,2,1,0,0,4
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,3,0,0,5
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,2,0,0,7
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,5,6,0,0,13
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
