,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS < A 10,TOTALES
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,10,4,0,0,16
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,1,0,0,5
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,13,1,0,0,15
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,1,0,0,7
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,10,3,0,0,14
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,0,0,0,0,0,1
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,6,0,0,10
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,1,0,2
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,5,3,0,12
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,0,0,0,6
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,5,2,1,0,10
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,2,7,3,3,0,0,15
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,2,9,6,0,0,18
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,8,89,27,1,0,125
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,14,4,0,0,19
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,21,4,0,0,25
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,8,3,0,0,14
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,0,0,0,6
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,1,0,0,5
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,1,0,0,4
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,1,0,0,4
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,6,2,0,0,10
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,11,2,0,0,16
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,2,0,0,2
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,2,0,0,5
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,5,0,0,0,6
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,6,5,0,0,12
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,19,7,0,0,29
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,0,0,0,4
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,2,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,1,0,0,2
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,12,130,56,0,0,198
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,0,0,0,3
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,3,1,0,0,7
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,3,0,0,7
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,3,12,6,0,0,22
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,2,1,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,0,0,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,21,2,0,0,24
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,7,3,0,0,12
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,4,3,0,0,11
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,0,1,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,2,0,0,5
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,2,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,3,4,0,0,9
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,7,0,0,0,8
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,2,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,17,4,1,0,26
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,1,1,0,5
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,0,4,2,0,0,7
HUACHACALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,1,0,0,5
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,0,0,0,3
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,2,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,1,0,0,3
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,1,0,0,5
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,1,0,0,6
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,11,0,0,0,0,11
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,9,4,0,0,13
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,7,2,0,0,10
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,1,3,2,0,0,7
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,5,2,0,0,8
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,5,19,3,0,0,27
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,5,37,6,0,0,48
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,70,16,1,0,91
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,5,0,0,7
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,5,0,0,0,5
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,14,59,17,0,0,90
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,0,0,0,3
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,1,0,0,3
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,1,0,0,2
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,1,0,0,6
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,1,0,0,4
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,5,0,0,0,5
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,1,1,0,6
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,8,4,0,0,14
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,1,12,0,0,0,14
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,1,1,0,0,4
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,1,0,0,7
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,1,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,5,1,0,0,9
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,15,22,2,1,44
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,3,1,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,3,0,0,7
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,6,6,2,0,0,14
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,0,0,0,3
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,0,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,7,109,29,0,0,145
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,9,6,0,0,16
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,1,6,0,0,8
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,8,2,0,0,12
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,16,5,0,0,24
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,8,6,0,0,18
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,9,3,0,0,12
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,3,0,0,5
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,6,18,4,0,0,28
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,2,0,0,5
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,3,0,0,7
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,4,1,0,0,5
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,7,13,0,0,0,20
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,3,0,0,0,5
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,12,1,0,0,16
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,3,4,0,0,0,7
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,4,2,0,0,8
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,0,0,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,25,87,18,0,0,131
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,4,1,0,0,7
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,0,0,0,1
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,7,5,0,0,14
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,2,0,0,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,1,0,0,0,3
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,2,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,10,2,0,0,13
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,10,1,0,0,0,11
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,0,0,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,2,0,0,8
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,7,26,3,0,0,36
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,1,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,8,4,0,0,13
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,5,26,7,0,0,38
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,1,0,0,4
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,3,0,0,7
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,2,4,5,5,1,0,17
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,3,3,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,4,31,93,32,0,0,160
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,1,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,4,2,0,0,8
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,9,49,10,0,0,68
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,0,0,0,3
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,2,6,4,0,0,13
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,3,0,0,0,3
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,10,0,0,0,11
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,0,1,0,6
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,3,6,30,19,4,0,62
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,1,0,0,7
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,8,12,1,0,0,21
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,1,5,18,4,0,0,28
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,0,0,0,5
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,0,0,0,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,4,0,0,0,5
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,1,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,6,1,0,0,8
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,4,3,4,0,0,11
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,12,13,5,0,0,30
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,2,4,2,0,0,8
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,2,1,0,0,4
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,1,6,1,2,0,10
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,6,13,8,0,0,27
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-06-01,0,0,6,1,0,0,7
