,group,variable,month,NÚMERO DE DIU INSERTADOS 10 A 14,NÚMERO DE DIU INSERTADOS 15 A 19,NÚMERO DE DIU INSERTADOS 20 A 34,NÚMERO DE DIU INSERTADOS 35 A 49,NÚMERO DE DIU INSERTADOS 50 Y +,NÚMERO DE DIU INSERTADOS < A 10,TOTALES
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,4,0,0,0,4
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,1,1,23,10,0,0,35
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,4,1,0,0,5
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,3,8,2,0,0,13
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,3,0,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,7,0,0,0,7
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,2,2,0,0,5
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,14,1,0,0,16
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,4,2,1,0,8
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,6,1,0,0,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,2,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,1,0,0,0,2
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,9,106,54,1,0,170
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,2,0,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,3,0,0,0,4
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,4,1,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,18,65,17,0,0,100
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,4,35,19,0,0,58
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,2,4,0,0,6
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,3,1,0,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,3,0,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,1,1,0,0,3
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,1,2,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,2,3,1,1,0,7
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,5,0,0,0,5
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,3,0,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,1,1,0,0,2
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,2,1,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-06-01,0,0,4,1,0,0,5
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,2,0,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,3,0,0,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,5,1,0,0,7
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,0,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,1,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,1,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,0,0,0,2
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,3,1,0,0,4
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,4,0,0,0,4
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,15,83,21,0,0,119
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,12,63,18,0,0,93
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,6,15,6,2,0,29
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,3,0,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,1,2,0,0,4
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,0,0,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,2,0,0,3
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,3,5,0,0,8
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,7,1,0,0,8
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,2,83,23,4,0,112
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,2,0,0,2
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,2,3,0,0,6
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,3,1,0,0,5
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,4,31,7,1,0,43
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,0,1,0,1
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,6,12,5,0,0,23
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,1,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,6,2,0,0,8
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,3,6,3,0,0,12
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,19,0,0,0,20
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,3,0,0,0,3
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,1,0,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,9,0,0,0,9
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,0,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,5,2,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,1,2,2,0,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,2,3,157,23,0,0,185
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,3,5,1,0,0,9
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,7,26,14,0,0,47
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,15,52,17,0,0,84
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,6,7,3,0,17
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,0,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,3,2,0,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,1,1,2,0,0,4
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,6,4,0,0,10
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,2,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-07-01,0,0,1,0,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,0,2,0,0,3
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,1,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,2,0,0,0,3
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,0,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,5,3,0,0,10
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,4,2,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,5,87,36,0,0,128
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,2,0,0,3
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,5,28,9,0,0,42
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,4,0,0,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,0,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,1,0,0,2
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,3,6,0,0,9
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,5,84,18,0,0,107
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,9,0,0,0,10
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,4,1,0,0,5
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,5,2,0,0,8
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,16,2,0,0,20
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,30,5,0,0,37
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,0,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,2,0,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,9,13,6,0,0,28
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,6,5,0,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,4,0,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,8,0,0,0,8
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,2,0,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,0,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,16,4,0,0,21
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,4,2,0,0,6
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,1,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,7,5,0,0,13
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,3,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,1,0,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,5,71,35,3,0,114
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,3,0,0,0,4
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,11,33,19,1,0,64
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,7,61,42,0,0,110
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,2,1,0,0,4
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
