,group,variable,month,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 10 A 14,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 15 A 19,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 20 A 34,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 35 A 49,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO < A 10,TOTALES
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-10-01,0,1,2,0,0,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,5,14,6,0,0,25
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,3,0,0,5
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,0,0,0,2
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,1,2,0,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,1,2,2,0,0,5
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,6,0,0,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,2,2,0,0,0,4
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,1,2,0,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,7,14,2,0,0,23
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,1,0,22,4,0,0,27
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,1,8,7,0,0,16
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,8,8,1,0,0,17
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,1,5,10,2,0,0,18
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,0,0,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,1,4,0,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,2,1,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,13,60,15,0,0,88
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,4,0,0,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,1,22,39,5,0,0,67
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,3,10,2,0,0,15
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-11-01,0,2,14,1,0,0,17
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,4,10,1,0,0,15
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,2,2,0,0,4
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,3,5,1,0,0,9
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,1,1,1,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,4,3,0,0,7
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,2,0,1,0,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,3,0,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,1,2,11,3,0,0,17
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,3,7,2,0,0,12
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,2,4,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,1,3,7,0,0,11
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,3,23,31,6,0,0,63
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,1,3,19,5,0,0,28
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,6,4,0,0,0,10
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,3,6,2,0,0,11
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,8,2,0,0,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,7,33,6,0,0,46
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,2,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,2,2,0,0,0,4
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,1,2,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,7,2,0,0,9
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,1,13,41,6,0,0,61
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,3,0,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,1,17,29,0,0,0,47
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,0,9,1,0,0,10
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",n de mujeres post parto que egresaron con metodo moderno,2024-12-01,0,2,9,2,0,0,13
