,group,variable,month,AQV FEMENINO 10 A 14,AQV FEMENINO 15 A 19,AQV FEMENINO 20 A 34,AQV FEMENINO 35 A 49,AQV FEMENINO 50 Y +,AQV FEMENINO < A 10,TOTALES
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,3,0,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,1,0,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,4,1,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,8,2,0,0,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,15,7,0,0,22
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,16,13,0,0,29
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,12,19,0,0,31
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,0,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,15,8,0,0,23
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,2,8,3,0,0,13
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,2,1,0,4
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,11,2,0,0,13
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,6,9,0,0,15
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,5,2,0,0,7
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,6,6,0,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-08-01,0,0,3,3,0,0,6
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,3,0,0,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,4,0,0,0,4
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,2,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,1,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,6,1,0,0,7
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,1,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,1,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,6,0,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,36,30,0,0,66
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,0,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,6,18,13,0,0,37
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,1,0,0,4
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,32,30,0,0,62
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,2,0,0,5
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,1,8,1,0,0,10
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,7,0,0,10
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,21,11,0,0,32
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,2,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,4,3,0,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,4,0,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,6,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,26,8,0,0,34
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,1,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,1,2,0,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,1,5,5,0,0,11
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,1,3,0,0,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,1,2,2,0,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,3,0,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,1,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,1,0,0,3
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,6,3,0,0,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,24,13,0,0,37
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,6,3,0,0,9
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,13,12,0,0,25
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,2,0,0,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,9,9,0,0,18
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,8,3,0,0,11
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,4,4,0,0,8
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,6,4,0,0,10
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,1,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-09-01,0,0,9,4,0,0,13
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,0,0,0,2
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,5,0,0,8
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,1,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,4,3,0,0,7
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,3,0,0,5
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,1,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,4,2,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,33,34,0,0,68
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,1,0,0,4
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,1,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,26,14,0,0,41
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,1,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,23,1,0,0,24
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,28,33,0,0,61
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,6,8,0,0,14
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,0,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,4,3,0,0,7
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,12,15,0,0,27
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,1,0,0,3
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,1,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,1,0,0,2
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,1,0,0,3
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,2,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,26,5,0,0,31
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,8,1,0,0,10
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,4,1,0,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,3,2,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,7,0,0,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,6,1,0,0,8
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,0,5,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,25,16,0,0,41
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,1,0,0,4
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,2,0,0,3
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,3,2,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,2,0,0,4
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,2,2,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,1,13,2,0,0,16
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,5,3,0,0,8
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,1,2,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,7,4,0,0,11
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-10-01,0,0,8,4,0,0,12
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,3,1,0,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,2,0,0,7
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,3,0,0,5
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,6,2,0,0,8
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,3,0,0,0,3
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,10,3,0,0,13
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,32,28,0,0,60
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,1,0,0,2
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,0,3,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,2,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,36,21,0,0,57
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,1,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,0,1,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,2,0,0,7
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,1,29,31,0,0,61
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,2,0,0,4
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,15,12,0,0,27
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,6,1,0,0,7
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,11,2,0,0,13
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,4,3,0,0,7
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,22,5,0,0,27
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,6,1,0,0,7
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,0,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,15,17,0,0,32
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,4,7,0,0,11
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,2,3,2,4,0,11
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,2,0,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,12,9,0,0,21
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,27,13,0,0,40
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,21,17,0,0,38
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,3,3,0,0,6
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,1,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,3,2,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,7,1,0,0,8
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,2,0,0,7
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,2,2,0,0,4
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,7,0,0,12
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-11-01,0,0,5,4,0,0,9
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,3,0,0,5
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,1,0,0,2
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,1,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,8,1,0,0,0,9
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,52,34,0,0,86
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,3,0,0,5
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,31,24,0,0,55
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,1,11,3,0,0,15
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,26,26,0,0,52
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,1,2,1,0,0,4
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,3,0,0,7
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,4,0,0,8
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,2,0,0,4
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,6,7,2,0,15
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,3,6,0,0,9
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,21,6,0,0,27
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,5,0,0,0,5
