,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,96,36,0,0,144
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,0,0,0,24
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,36,654,182,0,0,872
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,72,12,0,0,84
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,72,12,0,0,84
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,48,24,0,0,96
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,12,12,12,24,0,0,60
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,6,0,0,6
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,192,3045,3399,654,105,0,7395
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,0,0,24
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,12,0,0,48
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,0,12,0,0,24
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,12,312,1633,516,0,0,2473
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,120,26,12,0,158
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,12,0,0,24
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,72,24,0,0,96
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,24,0,0,0,36
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,48,12,0,84
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,12,24,0,60
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,24,12,0,36
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,93,216,84,0,0,393
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,60,38,12,0,110
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,72,24,0,0,96
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,120,48,0,0,168
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,1,0,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,60,24,0,0,96
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,96,164,36,12,0,308
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,48,12,0,0,72
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,56,141,0,0,197
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,408,540,144,24,0,1116
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,0,0,0,36
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,108,72,12,0,264
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,12,0,0,12
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,0,0,0,36
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,24,132,96,48,0,12,312
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,72,60,0,0,156
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,0,0,0,24
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,12,0,0,36
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,0,0,24
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,24,0,0,60
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,0,0,24
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,12,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,29,1451,6236,2102,305,0,10123
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,48,84,24,36,0,192
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,36,120,0,0,0,156
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,0,0,0,24
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,24,0,0,60
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,12,12,0,36
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,24,24,0,48
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,144,12,0,0,180
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,60,576,144,72,24,0,876
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,84,12,0,0,108
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,48,0,0,0,48
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,48,3048,13644,5220,456,0,22416
TACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,0,0,0,24
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,84,36,0,0,120
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,84,36,0,0,132
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,24,0,0,60
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,0,0,0,36
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,60,144,144,48,12,0,408
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,24,0,0,36
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,598,201,63,0,934
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,24,288,252,60,0,0,624
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,12,0,36
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,12,12,12,0,48
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,48,24,0,0,96
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,48,300,240,0,0,588
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,216,60,12,0,312
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,24,0,0,60
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,24,0,0,48
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,0,0,24
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,72,0,0,0,72
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,84,84,12,0,252
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,24,12,12,0,60
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,120,48,0,0,168
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,24,0,0,60
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,12,0,0,48
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,3,84,28,0,0,115
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,48,253,96,36,0,433
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,12,0,0,36
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,0,0,12,0,12
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,216,48,12,0,300
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,48,0,0,60
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,84,312,132,24,0,552
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,36,24,0,0,84
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,72,24,0,0,120
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,3,200,120,0,0,323
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,0,0,0,36
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,36,228,300,60,12,0,636
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,52,0,0,64
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,12,12,12,12,0,0,48
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,36,0,0,0,36
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,108,168,36,24,0,336
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,84,312,132,12,0,540
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,144,324,132,0,0,600
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,48,168,120,12,0,348
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,648,216,0,0,936
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,12,0,0,0,84
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,12,0,0,0,12
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,216,48,36,0,372
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,48,12,0,0,72
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,24,147,73,0,0,244
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,72,108,24,0,0,204
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,24,0,0,0,24
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,1176,10092,3636,0,0,14904
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,0,13,24,0,0,37
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,36,180,60,0,0,276
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,0,12,24,36,12,0,84
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-07-01,12,84,96,36,0,0,228
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,36,0,0,0,48
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,12,0,0,0,48
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,144,60,0,0,216
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,48,108,24,0,0,192
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,24,0,0,48
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,108,24,0,0,168
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,120,0,0,0,120
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,0,0,0,24
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,12,24,0,0,48
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,36,12,0,0,60
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,24,24,0,0,84
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,84,0,0,84
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,204,36,0,0,240
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,60,12,12,0,0,96
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,12,0,0,72
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,24,12,0,72
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,60,24,0,0,108
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,96,12,0,0,132
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,60,168,108,12,0,348
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,228,120,84,0,0,456
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,156,36,0,0,0,192
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,72,12,0,0,0,84
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,12,0,0,72
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,101,68,0,0,181
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,72,208,144,111,20,0,555
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,35,0,0,0,35
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,36,0,12,0,72
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,36,0,0,36
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,108,36,0,0,144
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,72,60,48,0,0,180
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,22,34,0,0,68
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,96,264,36,12,0,408
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,0,0,0,48
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,84,60,0,0,156
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,48,84,228,96,0,0,456
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,24,120,36,0,0,204
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,12,36,0,96
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,36,0,0,48
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,44,24,48,24,0,152
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,72,36,0,0,120
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,72,384,60,0,0,528
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,36,0,0,60
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,156,96,48,0,0,324
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,96,36,0,0,168
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,156,48,24,0,264
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,60,48,12,0,0,120
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,60,273,0,0,0,333
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,192,60,12,0,300
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,24,12,0,84
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,24,12,0,72
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,145,12,0,0,193
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,60,72,36,0,0,168
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,36,24,0,0,72
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,36,498,2866,495,337,0,4232
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,240,24,0,0,288
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,3,776,2293,744,135,0,3951
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,120,24,0,0,156
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,216,180,72,12,0,480
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,204,84,0,0,300
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,144,36,0,0,216
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,24,0,0,84
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,72,24,0,0,132
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,48,12,0,132
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,0,12,0,12
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,72,0,0,0,72
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,0,0,0,48
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,96,0,0,0,108
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,60,12,0,108
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,229,420,84,12,0,769
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,204,108,0,0,336
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,36,0,0,108
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,0,0,0,0,12
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,492,468,276,12,0,1260
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,24,0,0,48
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,24,0,0,48
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,1248,3090,1146,24,0,5520
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,36,0,0,84
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,96,132,12,0,252
