municipality,group,variable,month,Otros en menores de 5 años,TOTAL
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,44,44
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-08-01,18,18
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,110,110
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,30,30
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,4,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,4,4
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,11,11
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,69,69
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,15,15
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,3,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,1,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-08-01,7,7
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,28,28
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,26,26
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,3,3
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,10,10
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,24,24
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,3,3
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,8,8
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,5,5
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-09-01,4,4
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,15,15
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,20,20
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,149,149
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,3,3
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,23,23
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,204,204
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,108,108
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,56,56
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,4,4
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,6,6
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,761,761
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,44,44
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,5,5
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,10,10
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,129,129
OCURI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,69,69
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,12,12
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,4,4
POSTRER VALLE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,186,186
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,11,11
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,36,36
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,18,18
REYES,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,7,7
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,9,9
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,26,26
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,7,7
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,78,78
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,14,14
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,27,27
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,6,6
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,727,727
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,2,2
SORATA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,249,249
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,3,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,140,140
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,10,10
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-09-01,15,15
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,89,89
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,26,26
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,10,10
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,21,21
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,22,22
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,13,13
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,5,5
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,85,85
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,15,15
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-09-01,5,5
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,18,18
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,28,28
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,5,5
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,47,47
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,45,45
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,30,30
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,9,9
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-10-01,7,7
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,23,23
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,12,12
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,209,209
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,15,15
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,72,72
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,14,14
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,180,180
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,131,131
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,39,39
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
HUARACAJE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,9,9
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,734,734
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,38,38
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,10,10
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,20,20
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,117,117
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,71,71
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,18,18
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,4,4
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,17,17
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,12,12
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,54,54
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,17,17
REYES,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,4,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,17,17
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,43,43
SACACA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,52,52
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,6,6
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,29,29
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,552,552
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,180,180
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,123,123
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,23,23
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-10-01,14,14
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,99,99
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,19,19
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,2,2
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,4,4
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,12,12
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,17,17
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,3,3
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,9,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,79,79
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-10-01,1,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,20,20
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,37,37
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,31,31
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,74,74
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,14,14
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,30,30
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,16,16
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,13,13
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,160,160
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,11,11
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,13,13
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,227,227
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,54,54
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,36,36
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,691,691
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,48,48
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,4,4
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,20,20
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,110,110
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,79,79
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,8,8
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,6,6
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,69,69
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,12,12
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,39,39
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,10,10
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,29,29
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,9,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,10,10
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,67,67
SACACA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,9,9
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,58,58
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,11,11
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,9,9
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,844,844
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,180,180
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,3,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,140,140
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,12,12
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-11-01,16,16
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,132,132
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,25,25
UNCIA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,24,24
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,27,27
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,32,32
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,22,22
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,2,2
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,118,118
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,104,104
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,6,6
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2009-11-01,1,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,23,23
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,30,30
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,31,31
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,16,16
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,8,8
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,14,14
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,19,19
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,200,200
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,5,5
COROICO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,14,14
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
CUEVO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,160,160
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,77,77
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,29,29
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,741,741
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,42,42
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,13,13
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,110,110
ORURO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,78,78
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,17,17
PAILON,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,20,20
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,102,102
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,14,14
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,35,35
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,15,15
REYES,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,25,25
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,15,15
SACABA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,32,32
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,52,52
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,17,17
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,615,615
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,201,201
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,3,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,143,143
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,4,4
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,13,13
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-12-01,20,20
TOMINA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,95,95
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,28,28
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,2,2
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,10,10
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,18,18
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,42,42
VINTO,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,6,6
WARNES,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,10,10
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2009-12-01,71,71
