municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,62,62
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,9,9
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,23,23
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,22,22
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,7,7
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,27,27
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,40,40
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,34,34
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-07-01,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,8,8
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,12,12
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,55,55
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
BOLPEBRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,8,8
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,24,24
CARACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,6,6
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,29,29
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,103,103
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
CUEVO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,37,37
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
EXALTACION,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,68,68
FILADELFIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,13,13
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
INGAVI (HUMAITA),diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,14,14
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,78,78
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,10,10
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,5,5
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,54,54
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,19,19
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
POROMA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,24,24
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,6,6
PUERTO SILES,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,6,6
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,5,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,56,56
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,7,7
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,11,11
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,5,5
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,7,7
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,10,10
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,21,21
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,7,7
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,11,11
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,15,15
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,8,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,274,274
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,34,34
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,15,15
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,9,9
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,89,89
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,2,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,4,4
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,13,13
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,3,3
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,8,8
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,13,13
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,9,9
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-08-01,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
BELLA FLOR,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,13,13
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,27,27
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,11,11
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,18,18
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,109,109
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
CORO CORO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,180,180
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,36,36
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,9,9
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,38,38
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,19,19
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,12,12
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,69,69
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,46,46
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,11,11
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
POSTRER VALLE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,27,27
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,7,7
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,31,31
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,7,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,8,8
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,12,12
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,14,14
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,15,15
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,18,18
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,5,5
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,16,16
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,54,54
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,7,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,179,179
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,31,31
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,11,11
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,13,13
TOLEDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,72,72
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,4,4
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,20,20
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,7,7
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,3,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,6,6
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,24,24
YAMPARAEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,1,1
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-09-01,9,9
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,3,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,8,8
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,3,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,8,8
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,9,9
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,139,139
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,31,31
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,5,5
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,27,27
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,33,33
HUARACAJE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,42,42
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,8,8
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,8,8
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,5,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,32,32
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,31,31
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,10,10
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
PAPEL PAMPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,7,7
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,6,6
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,11,11
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,6,6
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,25,25
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,7,7
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,7,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,11,11
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,9,9
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,7,7
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,27,27
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,5,5
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,7,7
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,187,187
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,32,32
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,17,17
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,11,11
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,9,9
TOMAVE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,48,48
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,11,11
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,3,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,4,4
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,30,30
YAMPARAEZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,1,1
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-10-01,15,15
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,6,6
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,7,7
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,12,12
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,8,8
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,13,13
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,4,4
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,10,10
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,115,115
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,24,24
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,47,47
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,49,49
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,8,8
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,64,64
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
MACHARETI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,8,8
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,6,6
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,33,33
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,22,22
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,4,4
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,14,14
