,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,2,1,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,10,8,1,1,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,1,1,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,16,15,5,7,43
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,1,1,0,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,2,1,0,9
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,11,8,4,6,29
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,4,13,4,22
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,12,4,2,27
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,1,1,2,6
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,7,0,2,18
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,6,8,8,25
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,10,11,1,1,23
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,17,20,1,0,38
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,2,6,1,15
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,0,1,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,187,159,38,46,430
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,3,1,0,5
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,16,11,6,11,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,5,2,2,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,4,2,4,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,6,2,7,24
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,2,6,1,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,16,18,2,2,38
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,8,6,2,1,17
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,3,1,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,8,12,7,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,54,49,5,5,113
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,6,7,2,20
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,23,11,5,5,44
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,1,4,2,10
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,90,88,55,57,290
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,5,1,0,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,6,0,2,14
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,8,4,3,16
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,8,10,8,11,37
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,103,105,13,12,233
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,16,14,2,3,35
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,30,15,1,4,50
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,111,117,76,47,351
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,0,1,2,7
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,12,6,5,0,23
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,1,3,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,3,3,2,8
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,6,0,0,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,1,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,8,12,2,1,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,0,0,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,5,3,0,10
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,3,2,1,11
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,61,71,6,8,146
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,13,2,4,25
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,23,15,1,0,39
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,22,35,7,7,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,65,44,11,10,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,3,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,19,11,1,1,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,5,0,0,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,22,18,22,21,83
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,18,5,1,0,24
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,50,54,3,10,117
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,11,4,7,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,17,11,3,1,32
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,15,19,8,7,49
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,22,17,0,2,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,14,7,0,4,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,11,10,0,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,16,8,12,13,49
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,1,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,4,0,1,10
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,1,5,3,11
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,4,4,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,1,3,0,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,5,0,1,13
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,15,16,2,0,33
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1495,1410,16,19,2940
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,15,0,0,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,14,17,0,0,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,1,0,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,2,1,1,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,1,0,0,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,2,1,0,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,5,1,1,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,2,2,1,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,6,5,1,16
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,6,2,1,16
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,27,30,5,6,68
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,11,9,0,2,22
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,5,0,0,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,44,42,7,7,100
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,4,2,2,10
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,5,1,1,10
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,5,3,1,11
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,243,263,7,1,514
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,4,0,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,3,3,2,12
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,1,0,1,6
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,8,10,7,4,29
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,11,4,0,2,17
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,2,0,1,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,7,1,0,15
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,183,151,10,5,349
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,4,3,2,11
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,7,1,0,13
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,2,2,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,7,9,5,25
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,4,3,0,11
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,42,27,15,24,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,6,6,3,22
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,4,0,0,8
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,1,1,0,5
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,2,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,4,2,2,12
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,1,1,2,7
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,1,3,1,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,6,1,4,20
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,0,1,1,2
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,132,104,2,4,242
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,48,30,3,6,87
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,1,1,1,5
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,2,0,0,7
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,36,12,5,5,58
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,11,2,0,19
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,6,3,0,0,9
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,11,12,3,0,26
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,2,4,1,9
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,16,1,1,27
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,41,38,18,10,107
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,0,3,0,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,3,3,0,10
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,31,32,4,2,69
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,0,1,3,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,9,6,0,0,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,7,4,2,20
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,74,88,16,9,187
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,7,8,1,0,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,35,26,2,2,65
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,36,28,25,26,115
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,2,3,1,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,3,1,0,0,4
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,124,140,3,10,277
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,4,0,0,4
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,69,80,11,10,170
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,1,1,1,3
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,1,4,0,0,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,42,40,11,17,110
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,5,5,1,0,11
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,4,6,1,2,13
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,0,1,2,5,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-07-01,2,3,4,4,13
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,3,2,0,6
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,11,5,4,26
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,16,14,2,1,33
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,11,10,2,1,24
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,2,1,1,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,8,0,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,10,3,0,0,13
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,2,0,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,3,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,2,1,2,6
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,13,13,7,4,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,0,1,4,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,2,7,1,2,12
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,11,7,6,33
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,5,2,0,1,8
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,44,42,1,1,88
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,7,6,4,1,18
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,2,2,0,0,4
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,1,2,0,7
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,5,3,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,13,7,9,6,35
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,5,6,2,3,16
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,10,15,3,3,31
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,5,4,5,20
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,0,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,27,34,2,2,65
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,10,15,7,3,35
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,1,2,2,6
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,0,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,2,0,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,14,22,1,1,38
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,26,30,3,16,75
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,11,4,4,4,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,4,1,0,8
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,11,10,2,0,23
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,0,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,4,0,0,7
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,5,0,1,10
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,30,23,0,0,53
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,13,13,1,1,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,7,3,0,1,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,10,6,8,30
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,43,33,2,4,82
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,8,4,2,2,16
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,6,0,0,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,5,4,2,3,14
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,1,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,18,9,5,11,43
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,4,1,1,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,19,24,19,13,75
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,2,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,8,5,4,23
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,18,21,2,6,47
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,0,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,11,16,0,0,27
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,4,0,3,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,1,1,4,9
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,8,8,3,2,21
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,14,12,2,1,29
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,42,38,12,11,103
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,8,12,9,38
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,572,580,8,9,1169
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,35,34,8,3,80
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,2,0,0,11
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,2,1,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,15,12,0,1,28
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,6,8,0,0,14
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,20,16,11,7,54
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,6,0,0,9
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,8,2,1,14
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,2,0,0,6
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,13,21,0,1,35
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,16,20,9,4,49
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,3,1,3,11
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,10,20,0,0,30
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,5,1,3,12
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,10,1,3,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,2,0,0,1,3
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,9,10,3,2,24
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,69,71,4,5,149
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,20,14,4,5,43
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,2,3,1,1,7
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,9,1,2,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,3,2,0,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,1,0,2,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,4,6,0,0,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,512,496,206,168,1382
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-08-01,0,4,1,1,6
