,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,2,2,8
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,3,6,12
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,15,3,4,29
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,6,2,10
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,8,1,2,14
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,11,8,13,40
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,0,1,5
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,31,14,1,3,49
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,2,0,2,9
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,2,0,9
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,2,0,4
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,2,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,14,7,5,32
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,3,4,3,20
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,6,0,0,16
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,4,0,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,2,2,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,2,4,2,10
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,29,22,1,1,53
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,13,5,7,36
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,1,3,5
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,2,0,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,14,7,0,0,21
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,23,17,8,4,52
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,1,1,9
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,7,0,2,17
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,8,2,0,17
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,2,1,0,3
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,7,1,2,21
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,9,0,3,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,29,29,0,0,58
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,9,2,3,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,3,0,3,10
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,11,5,4,27
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,22,34,6,1,63
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,12,0,2,21
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,1,2,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,7,5,5,23
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,18,17,10,4,49
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,4,1,1,12
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,11,2,3,25
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,5,6,3,23
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,20,19,0,0,39
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,1,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,16,0,0,25
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,1,6,2,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,2,4,1,11
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,7,6,3,26
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,9,1,1,19
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,44,37,21,24,126
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,5,5,10,21
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,529,530,4,4,1067
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,28,3,3,60
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,5,1,0,10
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,15,14,1,2,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,5,2,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,24,8,9,67
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,5,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,7,0,4,17
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,3,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,7,1,0,18
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,16,21,8,3,48
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,3,3,12
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,15,0,0,27
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,1,1,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,10,2,2,22
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,1,0,4
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,13,0,1,23
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,47,54,3,3,107
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,16,18,3,4,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,1,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,0,2,9
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,9,0,1,13
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,3,1,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,3,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,465,475,194,180,1314
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,0,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,6,0,0,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,4,3,2,11
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,48,30,6,0,84
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,14,9,1,1,25
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,25,16,3,3,47
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,0,0,4
ESMERALDA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,1,0,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,1,0,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,10,1,2,22
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,4,4,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,15,8,0,1,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,2,3,9
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,8,2,1,20
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,0,5,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,24,25,2,2,53
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,10,3,1,27
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,0,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,2,1,4,7
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,8,4,3,21
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,2,1,3,8
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,1,3,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,2,0,1,9
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,0,2,1,7
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,5,5,3,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,0,7
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,6,3,1,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,2,1,5,16
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,6,3,3,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,4,1,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,30,29,1,6,66
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,101,83,2,4,190
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,472,430,12,21,935
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,3,0,3,8
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,7,4,1,17
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,1,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,13,0,0,15
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,12,26,32,83
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,1,0,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,5,6,6,18
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,1,2,4,14
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,1,0,5
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,5,2,1,9
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,9,1,4,24
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,10,0,0,18
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,17,0,1,31
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,4,2,0,12
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,2,1,6
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,6,3,3,17
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,3,3,3,13
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,20,10,1,1,32
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,107,116,13,13,249
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,2,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,6,6,5,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,7,4,3,18
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,7,0,0,16
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,1,1,4,13
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,235,210,10,12,467
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,13,1,4,30
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,3,2,2,13
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,28,16,14,84
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,6,7,1,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,17,24,1,2,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,2,0,0,7
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,0,1,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,10,4,2,28
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,3,0,0,7
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,2,1,10
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,3,6,7,20
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,6,3,4,21
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,5,2,5,18
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,5,1,0,6
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,11,8,6,30
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,6,5,4,26
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,4,2,2,14
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,18,9,0,0,27
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,4,8,16,31
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,154,167,33,31,385
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,3,2,0,7
PUCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,0,1,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,16,5,9,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,2,3,3,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,2,2,2,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,4,1,0,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,12,1,0,22
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,3,1,2,17
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,0,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,7,12,11,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,55,53,2,2,112
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,3,4,11
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,17,5,6,40
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,2,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,59,57,26,32,174
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,1,1,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,0,0,3
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,6,1,1,10
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,1,3,2,10
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,9,0,0,19
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,86,92,14,16,208
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,13,4,3,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,19,13,5,5,42
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,1,1,5
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,91,79,32,40,242
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,2,1,0,7
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,5,5,9,28
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,3,0,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,2,3,3,12
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,4,2,0,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,10,1,2,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,3,1,2,10
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,11,1,1,21
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,38,37,1,0,76
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,9,0,1,14
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,17,16,3,3,39
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,28,12,7,13,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,59,37,8,8,112
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,5,4,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,11,1,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,1,3,2,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,22,19,14,13,68
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,4,4,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,36,6,10,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,0,3,7,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,13,2,1,28
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,13,2,7,35
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,8,0,3,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,5,6,7,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,4,0,1,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,10,14,16,7,47
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,3,2,0,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,2,1,1,5
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,6,0,0,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,4,1,2,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,4,2,1,19
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,15,2,7,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1378,1213,13,12,2616
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,11,6,0,0,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,8,1,1,19
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,1,2,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,0,0,1,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,0,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,2,2,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,2,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,5,1,0,11
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,5,1,2,16
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,7,1,2,23
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,14,8,0,1,23
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,2,0,0,4
