,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,16,0,0,20
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,1,0,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,32,31,3,10,76
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,1,3,1,6
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,5,1,2,1,9
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,7,6,3,3,19
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,203,227,3,6,439
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,1,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,4,0,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,1,4,4,12
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,2,1,5,2,10
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,2,0,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,13,15,2,7,37
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,5,5,3,3,16
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,2,3,0,0,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,4,1,0,8
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,163,168,9,4,344
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,10,7,3,1,21
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,9,11,2,2,24
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,4,0,0,10
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,2,2,7,6,17
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,5,7,5,1,18
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,28,41,18,11,98
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,12,11,7,6,36
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,8,4,0,2,14
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,1,1,3,11
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,2,0,0,3
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,4,3,0,11
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,2,0,2,7
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,6,5,0,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,17,7,0,2,26
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,1,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,123,116,2,6,247
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,28,28,6,1,63
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,0,0,0,1
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,1,2,2,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,9,4,1,18
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,9,11,3,1,24
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,4,0,0,10
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,17,23,2,1,43
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,5,5,3,4,17
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,16,0,0,22
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,34,48,7,6,95
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,0,2,3,1,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,8,4,4,17
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,32,52,2,3,89
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,0,3,4,8
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,4,3,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,5,3,4,15
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,68,53,1,1,123
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,7,1,0,1,9
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,24,17,1,0,42
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,33,32,15,7,87
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,2,1,1,2,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,0,2,0,1,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,130,114,7,1,252
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,1,1,0,3
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,68,75,2,8,153
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,3,5,1,0,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,12,8,0,0,20
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,37,30,20,18,105
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,6,6,1,1,14
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,5,0,3,0,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,1,0,4,3,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-06-01,4,3,2,3,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,3,3,8
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,23,15,4,4,46
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,20,22,1,1,44
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,13,16,4,5,38
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,7,1,0,20
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,7,1,2,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,2,0,1,5
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,5,3,1,12
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,14,3,3,30
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,0,1,3,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,4,0,0,6
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,13,9,5,4,31
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,8,4,1,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,41,39,1,0,81
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,8,4,3,2,17
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,3,0,1,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,3,3,0,8
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,11,0,1,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,8,6,6,3,23
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,1,3,6
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,8,0,0,17
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,6,0,0,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,1,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,3,0,1,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,32,39,0,1,72
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,14,7,5,36
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,0,2,0,3
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,2,1,2,5
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,4,0,0,13
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,11,17,1,4,33
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,18,22,4,8,52
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,6,1,1,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,1,1,0,9
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,11,0,1,24
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,1,3,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,4,1,3,14
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,8,1,0,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,3,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,37,34,4,1,76
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,19,16,1,0,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,4,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,13,7,2,7,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,39,38,0,3,80
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,11,1,0,24
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,1,1,6
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,1,0,0,5
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,2,0,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,22,23,11,8,64
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,0,0,3,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,21,27,11,20,79
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,3,1,0,11
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,27,27,6,4,64
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,1,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,4,1,0,14
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,2,3,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,0,4,5,13
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,8,3,2,6,19
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,14,12,2,8,36
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,65,53,13,11,142
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,8,11,11,35
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,669,655,4,4,1332
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,44,29,2,2,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,8,4,2,0,14
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,1,0,0,4
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,24,14,1,2,41
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,9,0,0,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,20,24,3,8,55
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,3,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,6,8,4,3,21
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,2,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,18,19,2,0,39
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,0,0,1,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,17,17,11,6,51
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,3,3,4,14
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,13,11,0,0,24
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,4,1,0,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,8,13,4,3,28
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,1,0,0,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,6,3,6,22
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,84,68,6,2,160
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,20,30,1,0,51
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,0,1,0,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,4,3,0,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,7,0,2,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,1,0,0,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,1,0,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,3,1,0,9
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,668,594,217,222,1701
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,7,0,1,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,0,1,1,7
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,63,45,3,4,115
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,3,0,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,4,5,2,20
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,31,51,12,8,102
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,2,1,5,10
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,0,0,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,0,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,0,2,6
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,2,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,17,7,4,3,31
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,3,0,5,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,24,8,5,1,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,6,0,1,11
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,10,0,1,20
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,1,1,1,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,56,46,2,1,105
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,5,3,2,14
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,3,0,0,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,0,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,13,9,12,6,40
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,8,0,0,17
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,0,2,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,3,0,0,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,2,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,2,2,0,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,3,1,2,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,2,0,1,3
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,5,2,2,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,0,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,5,0,4,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,4,2,3,18
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,7,1,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,7,2,1,0,10
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,43,32,1,4,80
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,134,120,2,2,258
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,556,532,13,13,1114
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,5,1,1,9
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,15,10,1,1,27
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,2,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,24,24,17,27,92
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,1,0,0,6
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,1,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,2,1,3,10
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,2,0,0,7
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,11,11,1,0,23
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,9,0,0,21
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,0,4,0,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,26,10,2,2,40
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,10,0,2,17
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,24,21,2,2,49
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,22,10,1,2,35
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,3,6,2,14
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,3,0,1,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,19,14,2,0,35
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,165,159,6,6,336
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,3,1,0,6
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,6,4,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,3,1,0,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,0,0,2,1,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,6,4,4,18
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,10,0,2,22
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,3,1,0,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,297,273,7,16,593
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,11,4,0,0,15
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,7,0,0,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,19,22,15,13,69
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,9,5,6,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,12,14,6,2,34
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,1,3,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,10,12,0,0,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,2,3,0,9
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,20,17,0,4,41
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,2,1,0,4
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,2,0,1,7
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,9,4,7,5,25
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,5,2,7,15
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,7,4,0,15
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,2,3,0,1,6
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,11,6,0,1,18
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,4,9,2,4,19
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,5,14,1,5,25
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,18,28,1,0,47
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,4,1,1,9
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,195,172,31,38,436
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,4,1,1,7
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,14,13,7,6,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2019-07-01,3,5,1,5,14
