,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
"CAIZA ""D""",tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
CALAMARCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,2,1,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,4,1,5
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,5,4,9
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,3,4,7
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,4,1,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,2,3,5
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,2,3
PUERTO ACOSTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,1,2
PUERTO CARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,2,0,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,3,4,7
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,10,6,16
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,20,19,39
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,2,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,2,3
UNCIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,2,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,3,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,0,2,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2018-12-01,4,2,6
