,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,155,35,190
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,7,2,9
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,2,5
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,3,5
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,7,2,9
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,1,3
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,3,4
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,71,62,133
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,3,4
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,6,8,14
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,1,3
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,2,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,2,2
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,10,4,14
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,0,2,2
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,2,4
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,2,0,2
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,3,6
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,5,8
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,3,0,3
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-06-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,0,2
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,1,3
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,4,5
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,3,5
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,3,0,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,27,18,45
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,2,4
COLLANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,1,3
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,31,10,41
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,4,1,5
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,3,1,4
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,0,2
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,8,8,16
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,34,25,59
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
LORETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,1,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,12,7,19
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,6,4,10
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,3,2,5
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,2,2
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,8,0,8
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,5,4,9
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,9,4,13
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,5,3,8
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,7,4,11
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,1,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,2,3
SAN LORENZO(PND),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,3,5
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,96,70,166
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,4,2,6
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,5,9,14
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,6,3,9
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,5,0,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,3,4
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,9,4,13
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,2,3
UMALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,1,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,2,4,6
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,7,6,13
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,2,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,4,4,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,5,1,6
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,4,1,5
YOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-07-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
ANDAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,9,5,14
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,7,2,9
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,32,19,51
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,2,3
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,1,6
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,1,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,3,7
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,29,16,45
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,2,6
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,0,5
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,1,5
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,1,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,3,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,7,3,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,44,25,69
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,2,4
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,8,7,15
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,6,2,8
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,0,3
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,10,4,14
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,7,5,12
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,2,6
RAQAYPAMPA(ETA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,3,6
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,3,8
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,2,5
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,4,5
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,114,63,177
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,2,4
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,3,7
TAHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,2,7
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,4,9
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,0,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,2,6
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,3,3,6
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,2,1,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,5,2,7
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,4,2,6
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-08-01,8,1,9
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,3,0,3
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,0,2
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,2,3
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,0,2
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,6,6,12
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,1,2
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,1,3
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,5,1,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,22,12,34
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,3,4
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,1,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,4,0,4
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,2,4
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,38,14,52
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,2,4
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,1,3
EUCALIPTUS,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
ICHOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,2,4
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,2,3,5
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2018-09-01,5,9,14
