,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,0,3
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,12,5,17
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,3,5
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,0,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,5,2,7
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,10,6,16
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,8,6,14
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,0,2
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,1,2
MOJOCOYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,9,3,12
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,3,7
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,2,4
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,1,2
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,3,7
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,2,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,0,4
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,0,2
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,76,54,130
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,1,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,1,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,1,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,3,5
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,5,8
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,0,4
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,1,5
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,3,6,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-10-01,4,3,7
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,1,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
BATALLAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,4,1,5
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,5,4,9
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,1,3
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,2,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,0,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,4,5,9
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,12,7,19
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,3,2,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,2,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
ICLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,8,3,11
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,8,9,17
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,9,7,16
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,10,4,14
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,3,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,4,0,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,1,3
SAN IGNACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,5,1,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,78,55,133
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,1,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,4,5
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,5,2,7
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,2,2
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,3,0,3
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,2,2
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,4,5
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,2,1,3
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,6,3,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-11-01,5,4,9
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
ANCORAIMES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,4,0,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,5,6
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,2,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,2,7
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,7,4,11
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,0,2
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,3,1,4
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,3,3
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
ICLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,0,5
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,3,6,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,5,10
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,3,0,3
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,17,5,22
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,3,8
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,2,4
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
QUIABAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,0,5
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,86,46,132
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
SANTIAGO DE HUARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,6,7,13
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,4,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,1,3
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,2,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,2,3,5
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,1,1,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,5,0,5
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2022-12-01,0,1,1
