,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,13,2,15
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,3,4,7
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,8,4,12
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,5,3,8
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,6,1,7
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-06-01,0,2,2
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,2,2
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,5,4,9
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,1,3
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,2,4
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,22,16,38
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,1,3
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,5,8
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,2,3
CUEVO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
CURAHUARA DE CARANGAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,26,15,41
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,0,3
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,4,5,9
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,8,4,12
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,15,8,23
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,0,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,14,3,17
OMEREQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,8,3,11
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,2,5
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,2,4
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,4,1,5
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,4,7,11
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,4,7
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,5,3,8
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,3,5
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,2,5
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,114,62,176
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,1,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,1,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,2,3
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,9,1,10
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
TACOBAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,7,2,9
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,4,1,5
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,2,2,4
VILA VILA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,5,3,8
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,1,1,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,8,1,9
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,3,2,5
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-07-01,4,1,5
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
BAURES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
CAJUATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,10,5,15
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,4,2,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,2,4
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,7,0,7
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,21,23,44
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,3,3
"COLCHA ""K""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
COMANCHE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,6,3,9
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,22,12,34
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,0,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
HUAYLLAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,3,4
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,4,2,6
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,5,10
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,21,12,33
LAGUNILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,1,4
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,6,4,10
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,2,3
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,2,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,3,3
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,6,5,11
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,2,7
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,8,1,9
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,1,6
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,6,0,6
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,108,49,157
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SENA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,0,5
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,16,6,22
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,0,3
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,6,2,8
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,3,6
URUBICHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,3,4
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,1,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,1,4
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,1,6
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,2,0,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,3,3,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,8,4,12
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,1,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,5,3,8
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-08-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,3,0,3
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,5,1,6
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
CALACOTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,11,3,14
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,1,3
COCAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,23,18,41
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,8,3,11
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,15,16,31
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,3,1,4
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,3,0,3
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
IXIAMAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,9,8,17
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,24,12,36
LAGUNILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
LURIBAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,3,0,3
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,5,5,10
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,12,4,16
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2022-09-01,1,0,1
