municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,71,71
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,15,15
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,17,17
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,24,24
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,27,27
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,33,33
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,13,13
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,87,87
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,150,150
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,57,57
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,20,20
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,24,24
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,435,435
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,16,16
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,9,9
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,29,29
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,33,33
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,54,54
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1,1
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,39,39
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,9,9
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1,1
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,30,30
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,39,39
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,430,430
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,18,18
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,21,21
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,35,35
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,8,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,17,17
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,18,18
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,10,10
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,20,20
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,74,74
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,65,65
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,51,51
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,123,123
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,16,16
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,26,26
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,15,15
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,226,226
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,30,30
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,170,170
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,41,41
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,11,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,9,9
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,28,28
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,63,63
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,16,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,32,32
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,95,95
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,12,12
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,21,21
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,71,71
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,10,10
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,20,20
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,99,99
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,17,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,22,22
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,9,9
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,32,32
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1981,1981
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,12,12
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,20,20
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,10,10
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,6,6
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,28,28
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,8,8
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,67,67
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,16,16
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,27,27
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,755,755
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,10,10
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,8,8
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,13,13
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,43,43
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,50,50
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,14,14
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,321,321
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,34,34
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,10,10
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,27,27
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,65,65
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,64,64
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,11,11
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,23,23
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,15,15
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,22,22
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,28,28
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,1,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,156,156
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,91,91
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,4,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,38,38
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,24,24
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,12,12
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,27,27
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,18,18
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,27,27
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,53,53
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,64,64
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,7,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,25,25
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,19,19
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,79,79
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,67,67
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,18,18
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,3,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,124,124
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,2,2
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,156,156
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,18,18
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,5,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,42,42
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,8,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,13,13
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,13,13
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-07-01,9,9
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,12,12
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,63,63
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,25,25
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,10,10
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,2,2
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,18,18
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,10,10
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,10,10
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,21,21
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,7,7
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,16,16
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,16,16
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,22,22
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,61,61
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,8,8
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,36,36
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,19,19
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,21,21
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,64,64
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,50,50
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,15,15
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,34,34
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,7,7
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,10,10
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,8,8
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,29,29
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,71,71
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,29,29
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,30,30
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,118,118
CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,24,24
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,19,19
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,36,36
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,27,27
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,27,27
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,32,32
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,54,54
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,7,7
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,23,23
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,104,104
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1184,1184
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,88,88
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,17,17
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,31,31
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,7,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,67,67
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,17,17
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,36,36
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,31,31
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,21,21
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,15,15
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,30,30
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,9,9
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,29,29
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,8,8
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,35,35
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,93,93
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,37,37
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,2,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,6,6
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,40,40
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,10,10
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1350,1350
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,9,9
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,14,14
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,18,18
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,53,53
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,45,45
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,29,29
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,9,9
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,2,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,18,18
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,6,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,18,18
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,18,18
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,9,9
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,92,92
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,19,19
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,14,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,58,58
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,7,7
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,13,13
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,82,82
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,5,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,13,13
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,6,6
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,29,29
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,11,11
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,81,81
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,1094,1094
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,9,9
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,25,25
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,4,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-08-01,3,3
