municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,27,27
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,7,7
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,18,18
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,28,28
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,724,724
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1885,1885
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,29,29
REYES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,961,961
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,28,28
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,85,85
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,31,31
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,7,7
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,17,17
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,15,15
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,183,183
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,10,10
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,250,250
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,27,27
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,47,47
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,19,19
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,64,64
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,11,11
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,245,245
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,8,8
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,18,18
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,20,20
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,13,13
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,18,18
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,10,10
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,79,79
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,28,28
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,678,678
TACACOMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,12,12
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,14,14
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,24,24
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,10,10
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1103,1103
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,33,33
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,14,14
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,20,20
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,18,18
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,101,101
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,14,14
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,16,16
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,16,16
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,3,3
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,12,12
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,114,114
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,63,63
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,7,7
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,8,8
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,27,27
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,59,59
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,4,4
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,16,16
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,8,8
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,14,14
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,56,56
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,11,11
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,112,112
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,21,21
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,17,17
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,16,16
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,109,109
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,11,11
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,23,23
YUNGUYO DE LITORAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-06-01,6,6
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,24,24
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,18,18
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,11,11
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,8,8
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,11,11
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,16,16
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,28,28
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,38,38
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,8,8
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
CAIROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,34,34
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,16,16
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,15,15
CHACARILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,47,47
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,17,17
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,488,488
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,22,22
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,26,26
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,22,22
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,36,36
COTOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,13,13
CURVA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,299,299
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,12,12
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
ESCOMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,17,17
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1005,1005
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,9,9
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,11,11
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
INCAHUASI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,37,37
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,339,339
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
LURIBAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,18,18
MAIRANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,8,8
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,12,12
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,15,15
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,36,36
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,103,103
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,26,26
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,7,7
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,127,127
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,18,18
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,39,39
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,5,5
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,15,15
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,4,4
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
PORVENIR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,3,3
POSTRER VALLE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,52,52
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,32,32
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,16,16
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,20,20
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,691,691
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1658,1658
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,8,8
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,40,40
REYES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,36,36
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,6,6
RURRENABAQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2010-07-01,179,179
