,group,variable,month,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
IRUPANA (VILLA DE LANZA),vih,n de personas con prueba rapida,2011-08-01,6,2,8
LA ASUNTA,vih,n de personas con prueba rapida,2011-08-01,10,4,14
LA GUARDIA,vih,n de personas con prueba rapida,2011-08-01,6,176,182
LA PAZ,vih,n de personas con prueba rapida,2011-08-01,320,549,869
LAGUNILLAS,vih,n de personas con prueba rapida,2011-08-01,0,1,1
LLALLAGUA,vih,n de personas con prueba rapida,2011-08-01,98,0,98
MACHACAMARCA,vih,n de personas con prueba rapida,2011-08-01,1,2,3
MAPIRI,vih,n de personas con prueba rapida,2011-08-01,12,5,17
MINEROS,vih,n de personas con prueba rapida,2011-08-01,0,3,3
MIZQUE,vih,n de personas con prueba rapida,2011-08-01,2,41,43
MONTEAGUDO,vih,n de personas con prueba rapida,2011-08-01,2,16,18
MONTERO,vih,n de personas con prueba rapida,2011-08-01,19,124,143
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2011-08-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2011-08-01,3,12,15
ORURO,vih,n de personas con prueba rapida,2011-08-01,45,225,270
PADCAYA,vih,n de personas con prueba rapida,2011-08-01,1,17,18
PADILLA,vih,n de personas con prueba rapida,2011-08-01,0,20,20
PAILON,vih,n de personas con prueba rapida,2011-08-01,3,26,29
PAMPA GRANDE,vih,n de personas con prueba rapida,2011-08-01,1,0,1
PATACAMAYA,vih,n de personas con prueba rapida,2011-08-01,30,88,118
PAZÑA,vih,n de personas con prueba rapida,2011-08-01,1,10,11
PORONGO,vih,n de personas con prueba rapida,2011-08-01,1,1,2
PORTACHUELO,vih,n de personas con prueba rapida,2011-08-01,3,12,15
PORVENIR,vih,n de personas con prueba rapida,2011-08-01,1,0,1
POTOSI,vih,n de personas con prueba rapida,2011-08-01,0,6,6
PRESTO,vih,n de personas con prueba rapida,2011-08-01,4,25,29
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2011-08-01,2,23,25
PUERTO RICO,vih,n de personas con prueba rapida,2011-08-01,0,21,21
PUERTO SUAREZ,vih,n de personas con prueba rapida,2011-08-01,11,5,16
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2011-08-01,9,22,31
PUNATA,vih,n de personas con prueba rapida,2011-08-01,4,112,116
QUIME,vih,n de personas con prueba rapida,2011-08-01,1,1,2
RIBERALTA,vih,n de personas con prueba rapida,2011-08-01,2,61,63
RURRENABAQUE,vih,n de personas con prueba rapida,2011-08-01,0,44,44
SACABA,vih,n de personas con prueba rapida,2011-08-01,7,65,72
SALINAS DE GARCI MENDOZA,vih,n de personas con prueba rapida,2011-08-01,1,0,1
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2011-08-01,2,4,6
SAN CARLOS,vih,n de personas con prueba rapida,2011-08-01,2,0,2
SAN IGNACIO,vih,n de personas con prueba rapida,2011-08-01,21,32,53
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2011-08-01,29,27,56
SAN JAVIER(STC),vih,n de personas con prueba rapida,2011-08-01,0,24,24
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2011-08-01,5,40,45
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2011-08-01,4,16,20
SAN LORENZO(PND),vih,n de personas con prueba rapida,2011-08-01,0,16,16
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2011-08-01,2,0,2
SAN LUCAS,vih,n de personas con prueba rapida,2011-08-01,1,0,1
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2011-08-01,4,1,5
SAN PEDRO,vih,n de personas con prueba rapida,2011-08-01,4,24,28
SAN RAFAEL,vih,n de personas con prueba rapida,2011-08-01,4,26,30
SANTA ANA,vih,n de personas con prueba rapida,2011-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2011-08-01,199,666,865
SANTIAGO DE HUARI,vih,n de personas con prueba rapida,2011-08-01,1,0,1
SENA,vih,n de personas con prueba rapida,2011-08-01,2,26,28
SHINAOTA,vih,n de personas con prueba rapida,2011-08-01,33,47,80
SIPE SIPE,vih,n de personas con prueba rapida,2011-08-01,4,109,113
SOPACHUY,vih,n de personas con prueba rapida,2011-08-01,0,7,7
SUCRE,vih,n de personas con prueba rapida,2011-08-01,49,114,163
TARABUCO,vih,n de personas con prueba rapida,2011-08-01,1,0,1
TARIJA,vih,n de personas con prueba rapida,2011-08-01,70,63,133
TARVITA,vih,n de personas con prueba rapida,2011-08-01,3,3,6
TOLATA,vih,n de personas con prueba rapida,2011-08-01,4,16,20
TOTORA(CBBA),vih,n de personas con prueba rapida,2011-08-01,4,0,4
TRINIDAD,vih,n de personas con prueba rapida,2011-08-01,175,47,222
TURCO,vih,n de personas con prueba rapida,2011-08-01,22,5,27
UNCIA,vih,n de personas con prueba rapida,2011-08-01,1,1,2
URIONDO (A. CONCEPCION),vih,n de personas con prueba rapida,2011-08-01,1,0,1
URUBICHA,vih,n de personas con prueba rapida,2011-08-01,16,20,36
UYUNI,vih,n de personas con prueba rapida,2011-08-01,0,34,34
VALLEGRANDE,vih,n de personas con prueba rapida,2011-08-01,0,50,50
VILLA CHARCAS,vih,n de personas con prueba rapida,2011-08-01,2,1,3
VILLA MONTES,vih,n de personas con prueba rapida,2011-08-01,38,28,66
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2011-08-01,0,3,3
VILLA SERRANO,vih,n de personas con prueba rapida,2011-08-01,0,15,15
VILLA TUNARI,vih,n de personas con prueba rapida,2011-08-01,3,16,19
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2011-08-01,4,3,7
VILLAZON,vih,n de personas con prueba rapida,2011-08-01,3,19,22
WARNES,vih,n de personas con prueba rapida,2011-08-01,88,11,99
YACUIBA,vih,n de personas con prueba rapida,2011-08-01,10,65,75
YAPACANI,vih,n de personas con prueba rapida,2011-08-01,3,62,65
YUNCHARA,vih,n de personas con prueba rapida,2011-08-01,3,3,6
ACHACACHI,vih,n de personas con prueba rapida,2011-09-01,2,37,39
AIQUILE,vih,n de personas con prueba rapida,2011-09-01,6,39,45
ALCALA,vih,n de personas con prueba rapida,2011-09-01,0,1,1
ANDAMARCA,vih,n de personas con prueba rapida,2011-09-01,0,2,2
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2011-09-01,50,42,92
AYATA,vih,n de personas con prueba rapida,2011-09-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2011-09-01,3,0,3
AZURDUY,vih,n de personas con prueba rapida,2011-09-01,0,16,16
BELEN DE ANDAMARCA,vih,n de personas con prueba rapida,2011-09-01,0,1,1
BERMEJO,vih,n de personas con prueba rapida,2011-09-01,2,8,10
BOLIVAR,vih,n de personas con prueba rapida,2011-09-01,4,8,12
BUENA VISTA,vih,n de personas con prueba rapida,2011-09-01,1,28,29
CAMARGO,vih,n de personas con prueba rapida,2011-09-01,5,13,18
CAMIRI,vih,n de personas con prueba rapida,2011-09-01,5,111,116
CAPINOTA,vih,n de personas con prueba rapida,2011-09-01,2,4,6
CARACOLLO,vih,n de personas con prueba rapida,2011-09-01,5,27,32
CARANAVI,vih,n de personas con prueba rapida,2011-09-01,10,121,131
CARAPARI,vih,n de personas con prueba rapida,2011-09-01,0,18,18
CARMEN RIVERO TORREZ,vih,n de personas con prueba rapida,2011-09-01,0,1,1
CHALLAPATA,vih,n de personas con prueba rapida,2011-09-01,0,2,2
CHIMORE,vih,n de personas con prueba rapida,2011-09-01,2,8,10
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2011-09-01,3,4,7
CLIZA,vih,n de personas con prueba rapida,2011-09-01,1,0,1
COBIJA,vih,n de personas con prueba rapida,2011-09-01,3,44,47
COCAPATA,vih,n de personas con prueba rapida,2011-09-01,0,3,3
COCHABAMBA,vih,n de personas con prueba rapida,2011-09-01,81,234,315
COLPA BELGICA,vih,n de personas con prueba rapida,2011-09-01,3,14,17
COLQUIRI,vih,n de personas con prueba rapida,2011-09-01,3,2,5
COROICO,vih,n de personas con prueba rapida,2011-09-01,2,21,23
CORQUE,vih,n de personas con prueba rapida,2011-09-01,1,6,7
COTAGAITA,vih,n de personas con prueba rapida,2011-09-01,1,0,1
COTOCA,vih,n de personas con prueba rapida,2011-09-01,0,27,27
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2011-09-01,0,13,13
CULPINA,vih,n de personas con prueba rapida,2011-09-01,2,3,5
EL ALTO,vih,n de personas con prueba rapida,2011-09-01,61,1157,1218
EL CHORO,vih,n de personas con prueba rapida,2011-09-01,0,7,7
EL PUENTE(STC),vih,n de personas con prueba rapida,2011-09-01,0,10,10
EL PUENTE(TJA),vih,n de personas con prueba rapida,2011-09-01,1,0,1
EL TORNO,vih,n de personas con prueba rapida,2011-09-01,30,0,30
EL VILLAR,vih,n de personas con prueba rapida,2011-09-01,1,5,6
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2011-09-01,42,73,115
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2011-09-01,0,13,13
EUCALIPTUS,vih,n de personas con prueba rapida,2011-09-01,0,1,1
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2011-09-01,0,6,6
FILADELFIA,vih,n de personas con prueba rapida,2011-09-01,0,1,1
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2011-09-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2011-09-01,2,15,17
GUAYARAMERIN,vih,n de personas con prueba rapida,2011-09-01,40,86,126
HUACARETA,vih,n de personas con prueba rapida,2011-09-01,0,2,2
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2011-09-01,0,2,2
HUANUNI,vih,n de personas con prueba rapida,2011-09-01,9,2,11
ICLA,vih,n de personas con prueba rapida,2011-09-01,5,7,12
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2011-09-01,3,12,15
INQUISIVI,vih,n de personas con prueba rapida,2011-09-01,2,2,4
LA ASUNTA,vih,n de personas con prueba rapida,2011-09-01,11,4,15
LA GUARDIA,vih,n de personas con prueba rapida,2011-09-01,6,66,72
LA PAZ,vih,n de personas con prueba rapida,2011-09-01,280,405,685
LAS CARRERAS,vih,n de personas con prueba rapida,2011-09-01,1,0,1
LLALLAGUA,vih,n de personas con prueba rapida,2011-09-01,4,95,99
MACHACAMARCA,vih,n de personas con prueba rapida,2011-09-01,1,0,1
MAPIRI,vih,n de personas con prueba rapida,2011-09-01,3,36,39
MINEROS,vih,n de personas con prueba rapida,2011-09-01,0,1,1
MIZQUE,vih,n de personas con prueba rapida,2011-09-01,1,58,59
MONTEAGUDO,vih,n de personas con prueba rapida,2011-09-01,13,46,59
MONTERO,vih,n de personas con prueba rapida,2011-09-01,19,173,192
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2011-09-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2011-09-01,0,3,3
ORURO,vih,n de personas con prueba rapida,2011-09-01,76,92,168
PADCAYA,vih,n de personas con prueba rapida,2011-09-01,0,16,16
PADILLA,vih,n de personas con prueba rapida,2011-09-01,0,25,25
PAILON,vih,n de personas con prueba rapida,2011-09-01,1,4,5
PAMPA GRANDE,vih,n de personas con prueba rapida,2011-09-01,3,9,12
PATACAMAYA,vih,n de personas con prueba rapida,2011-09-01,16,81,97
PAZÑA,vih,n de personas con prueba rapida,2011-09-01,2,13,15
PORONGO,vih,n de personas con prueba rapida,2011-09-01,2,0,2
PORTACHUELO,vih,n de personas con prueba rapida,2011-09-01,4,0,4
PORVENIR,vih,n de personas con prueba rapida,2011-09-01,2,0,2
POTOSI,vih,n de personas con prueba rapida,2011-09-01,0,28,28
PRESTO,vih,n de personas con prueba rapida,2011-09-01,0,10,10
PUERTO CARABUCO,vih,n de personas con prueba rapida,2011-09-01,1,3,4
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2011-09-01,0,16,16
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2011-09-01,7,5,12
PUERTO RICO,vih,n de personas con prueba rapida,2011-09-01,2,8,10
PUERTO SUAREZ,vih,n de personas con prueba rapida,2011-09-01,5,12,17
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2011-09-01,13,52,65
PUNATA,vih,n de personas con prueba rapida,2011-09-01,10,90,100
QUIABAYA,vih,n de personas con prueba rapida,2011-09-01,8,3,11
QUILLACOLLO,vih,n de personas con prueba rapida,2011-09-01,0,4,4
QUIME,vih,n de personas con prueba rapida,2011-09-01,1,3,4
RIBERALTA,vih,n de personas con prueba rapida,2011-09-01,4,10,14
ROBORE,vih,n de personas con prueba rapida,2011-09-01,4,0,4
RURRENABAQUE,vih,n de personas con prueba rapida,2011-09-01,4,57,61
SACABA,vih,n de personas con prueba rapida,2011-09-01,14,82,96
SAN BENITO,vih,n de personas con prueba rapida,2011-09-01,1,2,3
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2011-09-01,1,5,6
SAN CARLOS,vih,n de personas con prueba rapida,2011-09-01,24,29,53
SAN IGNACIO,vih,n de personas con prueba rapida,2011-09-01,63,29,92
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2011-09-01,42,59,101
SAN JAVIER(STC),vih,n de personas con prueba rapida,2011-09-01,1,28,29
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2011-09-01,9,37,46
SAN JULIAN,vih,n de personas con prueba rapida,2011-09-01,7,13,20
SAN LORENZO(PND),vih,n de personas con prueba rapida,2011-09-01,3,22,25
SAN LUCAS,vih,n de personas con prueba rapida,2011-09-01,7,2,9
SAN MATIAS,vih,n de personas con prueba rapida,2011-09-01,2,41,43
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2011-09-01,1,2,3
SAN PEDRO,vih,n de personas con prueba rapida,2011-09-01,3,23,26
SANTA ANA,vih,n de personas con prueba rapida,2011-09-01,5,2,7
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2011-09-01,617,902,1519
SANTIVAÑES,vih,n de personas con prueba rapida,2011-09-01,2,0,2
SANTUARIO DE QUILLACAS,vih,n de personas con prueba rapida,2011-09-01,5,0,5
SENA,vih,n de personas con prueba rapida,2011-09-01,0,19,19
SHINAOTA,vih,n de personas con prueba rapida,2011-09-01,11,9,20
SIPE SIPE,vih,n de personas con prueba rapida,2011-09-01,9,100,109
SOPACHUY,vih,n de personas con prueba rapida,2011-09-01,0,11,11
SUCRE,vih,n de personas con prueba rapida,2011-09-01,45,160,205
TARABUCO,vih,n de personas con prueba rapida,2011-09-01,4,9,13
TARIJA,vih,n de personas con prueba rapida,2011-09-01,108,62,170
TARVITA,vih,n de personas con prueba rapida,2011-09-01,3,1,4
TOCO,vih,n de personas con prueba rapida,2011-09-01,1,2,3
TOTORA(CBBA),vih,n de personas con prueba rapida,2011-09-01,0,5,5
TRINIDAD,vih,n de personas con prueba rapida,2011-09-01,129,207,336
TURCO,vih,n de personas con prueba rapida,2011-09-01,20,4,24
UNCIA,vih,n de personas con prueba rapida,2011-09-01,1,3,4
URUBICHA,vih,n de personas con prueba rapida,2011-09-01,1,28,29
UYUNI,vih,n de personas con prueba rapida,2011-09-01,20,0,20
VALLEGRANDE,vih,n de personas con prueba rapida,2011-09-01,0,47,47
VIACHA,vih,n de personas con prueba rapida,2011-09-01,2,5,7
VILLA CHARCAS,vih,n de personas con prueba rapida,2011-09-01,0,4,4
VILLA MONTES,vih,n de personas con prueba rapida,2011-09-01,16,20,36
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2011-09-01,0,11,11
VILLA SERRANO,vih,n de personas con prueba rapida,2011-09-01,1,16,17
VILLA TUNARI,vih,n de personas con prueba rapida,2011-09-01,5,17,22
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2011-09-01,1,9,10
VILLAZON,vih,n de personas con prueba rapida,2011-09-01,4,11,15
VITICHI,vih,n de personas con prueba rapida,2011-09-01,0,3,3
WARNES,vih,n de personas con prueba rapida,2011-09-01,7,10,17
YACUIBA,vih,n de personas con prueba rapida,2011-09-01,28,146,174
YAPACANI,vih,n de personas con prueba rapida,2011-09-01,0,40,40
YOTALA,vih,n de personas con prueba rapida,2011-09-01,1,1,2
YUNCHARA,vih,n de personas con prueba rapida,2011-09-01,3,5,8
ZUDAÑEZ,vih,n de personas con prueba rapida,2011-09-01,1,15,16
ACHACACHI,vih,n de personas con prueba rapida,2011-10-01,3,29,32
AIQUILE,vih,n de personas con prueba rapida,2011-10-01,3,46,49
ALCALA,vih,n de personas con prueba rapida,2011-10-01,2,2,4
ANDAMARCA,vih,n de personas con prueba rapida,2011-10-01,8,22,30
ANTEQUERA,vih,n de personas con prueba rapida,2011-10-01,14,36,50
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2011-10-01,4,11,15
AYATA,vih,n de personas con prueba rapida,2011-10-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2011-10-01,4,23,27
AZURDUY,vih,n de personas con prueba rapida,2011-10-01,1,16,17
BELEN DE ANDAMARCA,vih,n de personas con prueba rapida,2011-10-01,0,13,13
BERMEJO,vih,n de personas con prueba rapida,2011-10-01,5,7,12
BETANZOS,vih,n de personas con prueba rapida,2011-10-01,3,23,26
BOLPEBRA,vih,n de personas con prueba rapida,2011-10-01,1,0,1
BOYUIBE,vih,n de personas con prueba rapida,2011-10-01,1,0,1
BUENA VISTA,vih,n de personas con prueba rapida,2011-10-01,1,0,1
CAMARGO,vih,n de personas con prueba rapida,2011-10-01,5,1,6
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2011-10-01,2,1,3
CAMIRI,vih,n de personas con prueba rapida,2011-10-01,20,11,31
CAPINOTA,vih,n de personas con prueba rapida,2011-10-01,4,43,47
CARACOLLO,vih,n de personas con prueba rapida,2011-10-01,1,23,24
CARANAVI,vih,n de personas con prueba rapida,2011-10-01,17,10,27
CHALLAPATA,vih,n de personas con prueba rapida,2011-10-01,2,2,4
CHIMORE,vih,n de personas con prueba rapida,2011-10-01,2,5,7
CHOQUE COTA,vih,n de personas con prueba rapida,2011-10-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2011-10-01,6,2,8
CHUMA,vih,n de personas con prueba rapida,2011-10-01,0,2,2
CLIZA,vih,n de personas con prueba rapida,2011-10-01,0,1,1
COBIJA,vih,n de personas con prueba rapida,2011-10-01,30,43,73
COCAPATA,vih,n de personas con prueba rapida,2011-10-01,0,2,2
COCHABAMBA,vih,n de personas con prueba rapida,2011-10-01,87,213,300
COLCAPIRHUA,vih,n de personas con prueba rapida,2011-10-01,0,9,9
COLPA BELGICA,vih,n de personas con prueba rapida,2011-10-01,9,5,14
COROICO,vih,n de personas con prueba rapida,2011-10-01,2,33,35
CORQUE,vih,n de personas con prueba rapida,2011-10-01,0,3,3
COTAGAITA,vih,n de personas con prueba rapida,2011-10-01,1,8,9
COTOCA,vih,n de personas con prueba rapida,2011-10-01,0,42,42
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2011-10-01,0,3,3
CULPINA,vih,n de personas con prueba rapida,2011-10-01,7,5,12
DESAGUADERO,vih,n de personas con prueba rapida,2011-10-01,0,12,12
EL ALTO,vih,n de personas con prueba rapida,2011-10-01,186,815,1001
EL CHORO,vih,n de personas con prueba rapida,2011-10-01,0,7,7
EL PUENTE(STC),vih,n de personas con prueba rapida,2011-10-01,5,4,9
EL PUENTE(TJA),vih,n de personas con prueba rapida,2011-10-01,0,1,1
EL TORNO,vih,n de personas con prueba rapida,2011-10-01,10,10,20
EL VILLAR,vih,n de personas con prueba rapida,2011-10-01,1,0,1
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2011-10-01,15,50,65
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2011-10-01,3,40,43
ESCOMA,vih,n de personas con prueba rapida,2011-10-01,6,13,19
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2011-10-01,0,24,24
GUAYARAMERIN,vih,n de personas con prueba rapida,2011-10-01,237,159,396
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2011-10-01,5,9,14
HUANUNI,vih,n de personas con prueba rapida,2011-10-01,8,0,8
ICLA,vih,n de personas con prueba rapida,2011-10-01,7,7,14
INCAHUASI,vih,n de personas con prueba rapida,2011-10-01,1,0,1
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2011-10-01,0,2,2
LA ASUNTA,vih,n de personas con prueba rapida,2011-10-01,5,78,83
LA GUARDIA,vih,n de personas con prueba rapida,2011-10-01,7,13,20
LA PAZ,vih,n de personas con prueba rapida,2011-10-01,230,407,637
MACHACAMARCA,vih,n de personas con prueba rapida,2011-10-01,1,0,1
MACHARETI,vih,n de personas con prueba rapida,2011-10-01,2,0,2
MAGDALENA,vih,n de personas con prueba rapida,2011-10-01,1,0,1
MAIRANA,vih,n de personas con prueba rapida,2011-10-01,1,14,15
MAPIRI,vih,n de personas con prueba rapida,2011-10-01,5,2,7
MIZQUE,vih,n de personas con prueba rapida,2011-10-01,1,60,61
MOJOCOYA,vih,n de personas con prueba rapida,2011-10-01,3,8,11
MONTEAGUDO,vih,n de personas con prueba rapida,2011-10-01,7,20,27
MONTERO,vih,n de personas con prueba rapida,2011-10-01,5,165,170
MOROCHATA,vih,n de personas con prueba rapida,2011-10-01,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2011-10-01,0,12,12
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2011-10-01,0,3,3
OMEREQUE,vih,n de personas con prueba rapida,2011-10-01,1,0,1
ORURO,vih,n de personas con prueba rapida,2011-10-01,47,220,267
PADCAYA,vih,n de personas con prueba rapida,2011-10-01,0,13,13
PADILLA,vih,n de personas con prueba rapida,2011-10-01,0,28,28
PAILON,vih,n de personas con prueba rapida,2011-10-01,0,80,80
PAMPA GRANDE,vih,n de personas con prueba rapida,2011-10-01,0,23,23
POOPO,vih,n de personas con prueba rapida,2011-10-01,0,5,5
PORONGO,vih,n de personas con prueba rapida,2011-10-01,3,4,7
PORTACHUELO,vih,n de personas con prueba rapida,2011-10-01,10,1,11
PORVENIR,vih,n de personas con prueba rapida,2011-10-01,23,0,23
POTOSI,vih,n de personas con prueba rapida,2011-10-01,3,4,7
PRESTO,vih,n de personas con prueba rapida,2011-10-01,1,0,1
PUERTO ACOSTA,vih,n de personas con prueba rapida,2011-10-01,9,0,9
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2011-10-01,1,16,17
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2011-10-01,35,5,40
PUERTO RICO,vih,n de personas con prueba rapida,2011-10-01,0,35,35
PUERTO SUAREZ,vih,n de personas con prueba rapida,2011-10-01,7,55,62
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2011-10-01,12,32,44
PUNATA,vih,n de personas con prueba rapida,2011-10-01,13,121,134
QUIABAYA,vih,n de personas con prueba rapida,2011-10-01,0,1,1
QUIME,vih,n de personas con prueba rapida,2011-10-01,4,11,15
RIBERALTA,vih,n de personas con prueba rapida,2011-10-01,8,17,25
ROBORE,vih,n de personas con prueba rapida,2011-10-01,2,0,2
RURRENABAQUE,vih,n de personas con prueba rapida,2011-10-01,5,43,48
SACABA,vih,n de personas con prueba rapida,2011-10-01,4,118,122
SAN BENITO,vih,n de personas con prueba rapida,2011-10-01,0,2,2
SAN BUENA VENTURA,vih,n de personas con prueba rapida,2011-10-01,2,4,6
SAN CARLOS,vih,n de personas con prueba rapida,2011-10-01,5,2,7
SAN IGNACIO,vih,n de personas con prueba rapida,2011-10-01,52,26,78
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2011-10-01,15,24,39
SAN JAVIER(STC),vih,n de personas con prueba rapida,2011-10-01,5,31,36
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2011-10-01,7,9,16
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2011-10-01,1,2,3
SAN JULIAN,vih,n de personas con prueba rapida,2011-10-01,4,13,17
SAN LORENZO(PND),vih,n de personas con prueba rapida,2011-10-01,1,28,29
SAN LORENZO(TJA),vih,n de personas con prueba rapida,2011-10-01,1,0,1
SAN LUCAS,vih,n de personas con prueba rapida,2011-10-01,3,3,6
SAN MATIAS,vih,n de personas con prueba rapida,2011-10-01,2,31,33
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2011-10-01,1,0,1
SAN PEDRO,vih,n de personas con prueba rapida,2011-10-01,1,26,27
SANTA ANA,vih,n de personas con prueba rapida,2011-10-01,1,9,10
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2011-10-01,473,1093,1566
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2011-10-01,6,7,13
SANTIAGO DE HUARI,vih,n de personas con prueba rapida,2011-10-01,8,2,10
SANTIAGO DE MACHACA,vih,n de personas con prueba rapida,2011-10-01,1,9,10
SANTUARIO DE QUILLACAS,vih,n de personas con prueba rapida,2011-10-01,10,0,10
SENA,vih,n de personas con prueba rapida,2011-10-01,0,42,42
SHINAOTA,vih,n de personas con prueba rapida,2011-10-01,3,2,5
SIPE SIPE,vih,n de personas con prueba rapida,2011-10-01,2,110,112
SOPACHUY,vih,n de personas con prueba rapida,2011-10-01,3,7,10
SUCRE,vih,n de personas con prueba rapida,2011-10-01,35,188,223
TARABUCO,vih,n de personas con prueba rapida,2011-10-01,0,7,7
TARIJA,vih,n de personas con prueba rapida,2011-10-01,25,66,91
TARVITA,vih,n de personas con prueba rapida,2011-10-01,1,14,15
TOLATA,vih,n de personas con prueba rapida,2011-10-01,1,8,9
TOLEDO,vih,n de personas con prueba rapida,2011-10-01,0,4,4
TOMINA,vih,n de personas con prueba rapida,2011-10-01,0,5,5
TOTORA(CBBA),vih,n de personas con prueba rapida,2011-10-01,2,1,3
TOTORA(ORR),vih,n de personas con prueba rapida,2011-10-01,10,19,29
TRINIDAD,vih,n de personas con prueba rapida,2011-10-01,442,269,711
TURCO,vih,n de personas con prueba rapida,2011-10-01,19,0,19
URUBICHA,vih,n de personas con prueba rapida,2011-10-01,8,33,41
UYUNI,vih,n de personas con prueba rapida,2011-10-01,1,35,36
VALLEGRANDE,vih,n de personas con prueba rapida,2011-10-01,0,57,57
VIACHA,vih,n de personas con prueba rapida,2011-10-01,1,2,3
VILLA MONTES,vih,n de personas con prueba rapida,2011-10-01,10,28,38
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2011-10-01,0,6,6
VILLA SERRANO,vih,n de personas con prueba rapida,2011-10-01,0,5,5
VILLA TUNARI,vih,n de personas con prueba rapida,2011-10-01,9,10,19
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2011-10-01,0,2,2
VILLAZON,vih,n de personas con prueba rapida,2011-10-01,9,5,14
WARNES,vih,n de personas con prueba rapida,2011-10-01,12,15,27
YACUIBA,vih,n de personas con prueba rapida,2011-10-01,11,48,59
YAMPARAEZ,vih,n de personas con prueba rapida,2011-10-01,3,3,6
YAPACANI,vih,n de personas con prueba rapida,2011-10-01,2,34,36
YUNCHARA,vih,n de personas con prueba rapida,2011-10-01,2,0,2
AIQUILE,vih,n de personas con prueba rapida,2011-11-01,1,40,41
ALCALA,vih,n de personas con prueba rapida,2011-11-01,22,17,39
