,group,variable,month,15.2 ANESTESIAS GENERALES Y REGIONALES CANTIDAD,15.2 ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
VILLA MONTES,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,15,67,82
VILLA TUNARI,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,12,62,74
VINTO,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,12,24,36
WARNES,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,8,22,30
YACUIBA,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,75,87,162
YAPACANI,cirugias y anestesias,      anestesias generales y regionales,2014-08-01,7,31,38
ACHACACHI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,15,15
AIQUILE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,11,14
ANZALDO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,7,5,12
ASCENCION DE GUARAYOS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,18,43,61
ATOCHA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,7,12
BAURES,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,9,12
BERMEJO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,16,29,45
CAMARGO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,8,34,42
CAMIRI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,6,61,67
CARANAVI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,21,24
CHALLAPATA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,14,17
CHARAGUA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,15,18
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      anestesias generales y regionales,2014-09-01,10,15,25
CLIZA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,14,14
COBIJA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,54,140,194
COCHABAMBA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1068,1794,2862
COMARAPA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,17,17
CONCEPCION,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,7,7
COROICO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,10,15,25
COTOCA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,6,23,29
CUATRO CAÑADAS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,1,1
EL ALTO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,491,794,1285
EL TORNO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,21,65,86
ENTRE RIOS TRJ,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,2,19,21
ESCOMA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,15,18
GUAYARAMERIN,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,12,56,68
HUANUNI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,24,29
HUARACAJE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,2,2
LA PAZ,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1534,2042,3576
LLALLAGUA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,16,53,69
MAGDALENA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,8,21,29
MONTEAGUDO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,22,50,72
MONTERO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,73,207,280
ORURO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,367,541,908
PAILON,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,10,10
PATACAMAYA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,7,5,12
PORTACHUELO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,4,24,28
POTOSI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,166,332,498
PUERTO SUAREZ,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,52,55
PUERTO VILLARROEL,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,22,33,55
PUNATA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,17,68,85
QUILLACOLLO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,35,89,124
REYES,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,4,9
RIBERALTA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,117,122
ROBORE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,9,9
RURRENABAQUE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1,15,16
SACABA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,50,120,170
SAN BORJA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1,26,27
SAN CARLOS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,10,13
SAN IGNACIO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,15,54,69
SAN JAVIER(STC),cirugias y anestesias,      anestesias generales y regionales,2014-09-01,2,2,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,20,23
SAN JUAN DE YAPACANI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,7,2,9
SAN JULIAN,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1,15,16
SAN MATIAS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,15,20
SAN RAMON BENI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,2,2
SAN RAMON SCZ,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,2,5
SANTA ANA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,7,7
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,1583,2894,4477
SHINAOTA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,2,2
SUCRE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,541,781,1322
TARABUCO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,6,6
TARIJA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,254,463,717
TARVITA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,1,1
TIQUIPAYA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,7,37,44
TOTORA(CBBA),cirugias y anestesias,      anestesias generales y regionales,2014-09-01,2,1,3
TRINIDAD,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,135,349,484
UYUNI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,3,22,25
VACAS,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,1,1
VALLEGRANDE,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,5,23,28
VIACHA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,11,21,32
VILLA MONTES,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,26,59,85
VILLA TUNARI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,30,47,77
VINTO,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,8,28,36
WARNES,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,4,16,20
YACUIBA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,79,141,220
YAPACANI,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,4,41,45
YOTALA,cirugias y anestesias,      anestesias generales y regionales,2014-09-01,0,1,1
ACHACACHI,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,1,3,4
AIQUILE,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,5,14,19
ASCENCION DE GUARAYOS,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,4,43,47
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      anestesias generales y regionales,2014-10-01,0,1,1
CAMARGO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,9,12,21
CARANAVI,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,7,23,30
CHALLAPATA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,8,25,33
CHARAGUA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,4,20,24
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      anestesias generales y regionales,2014-10-01,4,7,11
CLIZA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,0,27,27
COBIJA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,12,13,25
COCHABAMBA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,666,1453,2119
COROICO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,9,31,40
EL ALTO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,121,225,346
EL TORNO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,12,57,69
GUAYARAMERIN,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,23,16,39
LA PAZ,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,891,1755,2646
MAIRANA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,0,15,15
MIZQUE,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,1,18,19
MONTEAGUDO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,20,32,52
PADILLA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,14,17,31
PORTACHUELO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,8,51,59
POTOSI,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,178,226,404
PUNATA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,21,65,86
QUILLACOLLO,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,11,74,85
RIBERALTA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,39,166,205
SACABA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,14,87,101
SANTA ANA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,32,43,75
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,552,882,1434
SUCRE,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,431,492,923
TIQUIPAYA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,6,44,50
TRINIDAD,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,99,57,156
UYUNI,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,1,6,7
VIACHA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,10,16,26
VILLA MONTES,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,22,60,82
VILLA TUNARI,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,0,33,33
YACUIBA,cirugias y anestesias,      anestesias generales y regionales,2014-10-01,72,77,149
AIQUILE,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,1,9,10
ASCENCION DE GUARAYOS,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,1,23,24
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,2,2
CAMARGO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,7,17,24
CARANAVI,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,8,21,29
CHALLAPATA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,6,125,131
CHARAGUA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,2,9,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      anestesias generales y regionales,2014-11-01,9,8,17
CLIZA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,23,23
COBIJA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,18,6,24
COCHABAMBA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,588,1138,1726
COROICO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,11,11,22
EL ALTO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,103,228,331
EL TORNO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,12,53,65
GUAYARAMERIN,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,16,74,90
HUANUNI,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,12,21,33
LA PAZ,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,681,1328,2009
MAIRANA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,20,20
MIZQUE,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,2,7,9
MONTEAGUDO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,10,42,52
PADILLA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,10,28,38
PATACAMAYA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,12,0,12
PORTACHUELO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,11,59,70
POTOSI,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,115,330,445
QUILLACOLLO,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,6,60,66
RIBERALTA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,38,90,128
SACABA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,1,72,73
SAN BORJA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,1,1
SANTA ANA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,2,19,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,352,644,996
SUCRE,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,398,752,1150
TIQUIPAYA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,2,36,38
TOTORA(CBBA),cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,3,3
TRINIDAD,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,65,48,113
UYUNI,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,0,10,10
VIACHA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,7,16,23
VILLA MONTES,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,10,44,54
VILLA TUNARI,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,8,60,68
VILLAZON,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,7,23,30
YACUIBA,cirugias y anestesias,      anestesias generales y regionales,2014-11-01,36,109,145
ACHACACHI,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,1,3,4
AIQUILE,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,4,6,10
ASCENCION DE GUARAYOS,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,35,35
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,2,2
BERMEJO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,6,14,20
CAMARGO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,2,13,15
CARANAVI,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,8,23,31
CHALLAPATA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,10,32,42
CHARAGUA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      anestesias generales y regionales,2014-12-01,4,6,10
CLIZA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,45,45
COBIJA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,11,8,19
COCHABAMBA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,767,1457,2224
COROICO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,9,19,28
EL ALTO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,133,189,322
EL TORNO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,9,58,67
GUAYARAMERIN,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,12,63,75
HUANUNI,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,13,16,29
LA PAZ,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,682,1568,2250
MAIRANA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,14,14
MIZQUE,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,9,22,31
MONTEAGUDO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,1,6,7
MONTERO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,19,19,38
PADILLA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,15,27,42
PATACAMAYA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,5,0,5
PORTACHUELO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,12,51,63
POTOSI,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,121,206,327
PUERTO VILLARROEL,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,14,37,51
PUNATA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,32,58,90
QUIME,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,1,0,1
RIBERALTA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,19,96,115
SACABA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,12,89,101
SAN BORJA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,2,24,26
SAN MIGUEL DE VELASCO,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,1,1
SANTA ANA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,20,20
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,333,700,1033
SUCRE,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,384,683,1067
TOTORA(CBBA),cirugias y anestesias,      anestesias generales y regionales,2014-12-01,0,9,9
TRINIDAD,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,79,52,131
UYUNI,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,7,0,7
VILLA MONTES,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,17,61,78
VILLAZON,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,4,10,14
YACUIBA,cirugias y anestesias,      anestesias generales y regionales,2014-12-01,46,153,199
