,group,variable,month,15.1 CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,15.1 CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
YAPACANI,cirugias y anestesias,      cirugias medianas y mayores,2014-08-01,7,31,38
ACHACACHI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,15,15
AIQUILE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,11,14
ANZALDO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,7,5,12
ASCENCION DE GUARAYOS,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,4,39,43
ATOCHA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,7,12
BAURES,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,9,12
BERMEJO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,16,18,34
CAMARGO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,7,20,27
CAMIRI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,6,47,53
CARANAVI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,21,24
CHALLAPATA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,14,17
CHARAGUA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,15,18
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,8,14,22
CLIZA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,14,14
COBIJA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,45,135,180
COCHABAMBA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,995,1740,2735
COMARAPA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,17,17
CONCEPCION,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,7,7
COROICO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,9,15,24
COTOCA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,6,23,29
EL ALTO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,487,786,1273
EL TORNO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,21,65,86
ENTRE RIOS TRJ,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,2,17,19
ESCOMA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,15,18
GUAYARAMERIN,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,12,56,68
HUANUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,24,29
HUARACAJE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,2,2
LA PAZ,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,1534,2042,3576
LLALLAGUA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,16,53,69
MAGDALENA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,8,21,29
MONTEAGUDO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,15,33,48
MONTERO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,73,207,280
ORURO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,367,541,908
PAILON,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,10,10
PATACAMAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,7,5,12
PORTACHUELO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,4,24,28
POTOSI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,129,300,429
PUERTO SUAREZ,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,18,21
PUERTO VILLARROEL,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,22,33,55
PUNATA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,17,68,85
QUILLACOLLO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,34,88,122
REYES,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,4,9
RIBERALTA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,117,122
ROBORE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,9,9
RURRENABAQUE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,1,15,16
SACABA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,35,64,99
SAN BORJA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,1,26,27
SAN CARLOS,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,10,13
SAN IGNACIO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,8,8
SAN IGNACIO DE VELASCO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,15,54,69
SAN JAVIER(STC),cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,2,2,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,20,23
SAN JUAN DE YAPACANI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,7,2,9
SAN JULIAN,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,1,15,16
SAN MATIAS,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,14,19
SAN RAMON BENI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,2,2
SAN RAMON SCZ,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,2,5
SANTA ANA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,7,7
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,1407,2786,4193
SHINAOTA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,2,2
SUCRE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,537,767,1304
TARABUCO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,6,6
TARIJA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,229,425,654
TARVITA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,1,1
TIQUIPAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,7,37,44
TOTORA(CBBA),cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,2,1,3
TRINIDAD,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,134,343,477
UYUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,3,22,25
VALLEGRANDE,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,5,23,28
VIACHA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,11,21,32
VILLA MONTES,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,22,50,72
VILLA TUNARI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,30,47,77
VINTO,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,8,28,36
WARNES,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,4,16,20
YACUIBA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,79,142,221
YAPACANI,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,4,41,45
YOTALA,cirugias y anestesias,      cirugias medianas y mayores,2014-09-01,0,1,1
ACHACACHI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,1,2,3
AIQUILE,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,5,14,19
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,0,1,1
CAMARGO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,9,13,22
CAMIRI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,13,36,49
CARANAVI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,7,23,30
CHALLAPATA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,26,31,57
CHARAGUA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,7,20,27
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,5,7,12
CLIZA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,1,11,12
COBIJA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,38,79,117
COCHABAMBA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,752,1674,2426
COROICO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,8,20,28
EL ALTO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,129,342,471
EL TORNO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,4,43,47
GUAYARAMERIN,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,19,73,92
LA PAZ,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,923,1499,2422
MAIRANA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,0,15,15
MIZQUE,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,1,18,19
MONTEAGUDO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,15,22,37
PADILLA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,13,17,30
PORTACHUELO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,8,51,59
POTOSI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,154,187,341
PUNATA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,17,53,70
QUILLACOLLO,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,11,74,85
RIBERALTA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,39,185,224
SACABA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,14,52,66
SANTA ANA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,32,43,75
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,516,831,1347
SUCRE,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,313,288,601
TIQUIPAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,6,44,50
TRINIDAD,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,95,57,152
UYUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,1,6,7
VIACHA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,10,17,27
VILLA MONTES,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,10,50,60
VILLA TUNARI,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,2,0,2
YACUIBA,cirugias y anestesias,      cirugias medianas y mayores,2014-10-01,49,112,161
AIQUILE,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,1,9,10
ASCENCION DE GUARAYOS,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,2,31,33
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,0,2,2
CAMARGO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,5,9,14
CAMIRI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,9,28,37
CARANAVI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,8,21,29
CHALLAPATA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,5,30,35
CHARAGUA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,2,9,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,7,8,15
CLIZA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,0,9,9
COBIJA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,36,57,93
COCHABAMBA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,661,1335,1996
COROICO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,5,11,16
EL ALTO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,128,337,465
EL TORNO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,12,27,39
GUAYARAMERIN,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,16,74,90
HUANUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,16,7,23
LA PAZ,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,510,1222,1732
MAIRANA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,0,20,20
MIZQUE,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,1,0,1
MONTEAGUDO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,6,27,33
PADILLA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,9,27,36
PATACAMAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,12,0,12
PORTACHUELO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,6,30,36
POTOSI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,103,304,407
QUILLACOLLO,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,6,60,66
RIBERALTA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,38,117,155
SACABA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,14,49,63
SAN BORJA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,4,44,48
SANTA ANA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,2,19,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,379,692,1071
SUCRE,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,327,502,829
TIQUIPAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,2,36,38
TOTORA(CBBA),cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,0,3,3
TRINIDAD,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,64,47,111
UYUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,0,10,10
VIACHA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,11,10,21
VILLA MONTES,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,11,46,57
VILLA TUNARI,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,8,60,68
VILLAZON,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,9,23,32
YACUIBA,cirugias y anestesias,      cirugias medianas y mayores,2014-11-01,34,159,193
ACHACACHI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,1,3,4
AIQUILE,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,4,6,10
ASCENCION DE GUARAYOS,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,4,39,43
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,2,2
BERMEJO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,6,14,20
CAMARGO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,3,4,7
CAMIRI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,7,38,45
CARANAVI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,8,23,31
CHALLAPATA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,6,32,38
CHARAGUA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,11,11
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,3,7,10
CLIZA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,13,13
COBIJA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,33,77,110
COCHABAMBA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,730,1438,2168
COROICO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,6,14,20
EL ALTO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,161,323,484
EL TORNO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,7,57,64
GUAYARAMERIN,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,14,61,75
HUANUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,9,15,24
LA PAZ,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,714,1557,2271
MAIRANA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,14,14
MIZQUE,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,7,5,12
MONTEAGUDO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,1,6,7
MONTERO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,19,19,38
PADILLA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,15,27,42
PATACAMAYA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,1,4,5
PORTACHUELO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,12,51,63
POTOSI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,117,202,319
PUERTO VILLARROEL,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,14,37,51
PUNATA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,25,57,82
QUILLACOLLO,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,13,78,91
QUIME,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,1,0,1
RIBERALTA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,22,144,166
SACABA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,13,68,81
SAN BORJA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,2,25,27
SANTA ANA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,20,20
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,311,743,1054
SUCRE,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,357,515,872
TOTORA(CBBA),cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,0,9,9
TRINIDAD,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,76,51,127
UYUNI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,7,0,7
VILLA MONTES,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,15,46,61
VILLA TUNARI,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,6,43,49
VILLAZON,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,7,35,42
YACUIBA,cirugias y anestesias,      cirugias medianas y mayores,2014-12-01,47,144,191
