,group,variable,month,NÚMERO DE CONDONES ENTREGADOS < 15,NÚMERO DE CONDONES ENTREGADOS 15 - 19,NÚMERO DE CONDONES ENTREGADOS 20 - 34,NÚMERO DE CONDONES ENTREGADOS 35 - 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,TOTALES
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,120,36,0,168
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,36,12,0,60
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,12,72
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,0,24,0,0,36
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,72,72,0,168
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,120,504,36,0,672
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,60,60,12,156
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,61,10,0,71
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,96,108,0,264
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,24,0,24
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,483,10777,5581,707,17548
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,12,0,48
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,144,36,0,192
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,168,152,20,364
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,204,480,204,0,900
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,108,24,0,132
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,176,116,12,304
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,120,864,156,0,1140
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,0,0,36
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,36,24,0,0,72
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,0,60
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,0,60
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,24,0,36
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,36,24,0,96
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,48,24,0,72
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,0,0,12
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,180,587,207,36,1010
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,48,12,0,60
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,96,24,0,144
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,0,0,12
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,0,60
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,48,0,0,108
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,2,12,74
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,0,0,12
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,0,60
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,156,24,0,180
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,12,0,36
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,0,0,24
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,384,72,0,504
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,96,492,216,0,804
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,987,12867,8109,141,22104
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,48,0,0,48
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,36,36,12,96
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,36,0,0,48
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,240,528,60,0,828
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,0,12,0,48
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,48,24,0,84
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,60,0,0,84
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,13,12,0,25
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,60,12,0,84
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,0,0,24
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,48,0,0,48
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,72,0,0,72
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,13,61,0,0,74
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,180,12,0,228
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,60,36,0,108
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,108,180,72,12,384
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,121,24,0,181
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,12,12,0,48
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,48,24,0,96
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,36,0,12,0,60
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,0,12,0,36
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,36,12,0,84
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,0,0,36
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,72,48,0,144
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,1224,7050,3962,2340,14576
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,52,200,132,40,424
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,36,0,72
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,204,12,0,240
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,84,12,0,96
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,216,72,0,348
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,24,0,0,36
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,108,12,0,120
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,24,0,48
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,144,24,0,228
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,60,24,0,96
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,108,36,0,168
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,84,144,60,0,288
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,204,60,0,300
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,0,0,36
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,108,12,0,132
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,24,0,36
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,168,24,0,216
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,96,12,0,120
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,192,72,0,264
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,0,0,60
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,146,1263,480,12,1901
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,24,0,24
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,48,12,120
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,132,36,0,168
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,192,72,0,300
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,12,12,36
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,1,135,27,0,163
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,0,0,24
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,29,6,0,35
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,228,156,0,396
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,216,288,72,0,588
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,252,60,0,372
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,288,24,0,360
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,12,12,84
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,12,96,48,0,168
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,24,0,60
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,60,0,0,72
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,511,1785,396,0,2692
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,36,0,84,60,0,180
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,48,12,0,72
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,48,0,0,48
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,132,982,468,0,1594
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,84,96,12,0,192
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,24,0,0,36
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,84,36,0,144
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,12,17,0,0,41
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,24,0,24
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,72,36,0,120
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,84,264,60,0,408
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,108,156,96,0,360
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,269,60,0,341
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,168,48,0,264
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,17,27,0,0,44
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,120,18,0,162
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,12,0,72
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,108,241,48,0,397
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,12,0,0,60
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,20,100,20,12,152
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,108,96,0,264
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,0,0,24
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,96,96,0,228
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,72,0,0,72
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,96,72,12,228
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,36,24,0,72
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,84,60,0,168
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,0,0,12
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,24,24,0,84
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,72,12,0,108
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,424,1587,505,5,2533
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,36,0,60
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,60,192,72,0,324
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,48,0,0,60
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,24,0,24
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,72,24,0,120
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,0,36,12,12,72
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,72,132,48,0,252
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,96,12,0,144
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,12,0,48
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,120,48,0,180
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,48,48,0,108
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,156,0,0,156
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,6840,17460,2276,48,26636
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,72,12,0,84
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,96,60,0,180
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,12,0,12,48
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,36,36,0,96
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,0,12,0,12
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,128,751,313,0,1192
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,12,84,60,34,0,190
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,36,0,0,36
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,24,36,0,84
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,60,0,0,108
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,12,0,24
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,48,228,24,0,300
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,96,108,72,0,276
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,12,0,0,12
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,24,24,12,0,60
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,36,12,0,60
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,24,0,0,36
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,36,60,24,0,120
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,36,0,96
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,84,36,0,132
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,96,12,0,120
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,3588,4974,1334,270,10166
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,144,216,84,0,444
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,12,0,36
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,12,0,36
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,60,36,0,96
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,84,72,12,180
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,24,0,0,24
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,60,36,0,108
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,12,12,0,36
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,0,96,84,0,180
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,42,230,60,0,332
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2018-06-01,0,12,0,0,0,12
