,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,2,0,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,2,1,0,0,3
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,1,2,4
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,1,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,7,9,0,0,16
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,1,2
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,2,0,0,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,0,2,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,0,1,0,0,1
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-11-01,1,1,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,1,2,3
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,0,2,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,6,0,0,8
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,5,4,2,1,12
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,2,0,0,3
ICHOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,2,0,2
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,7,5,12
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,6,7,8,23
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,3,0,0,3
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,2,2,3,9
PATACAMAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,13,6,0,1,20
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,1,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,0,0,0,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,2,0,0,2
RAVELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,3,0,1,4
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,5,4,9
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,19,15,9,5,48
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,2,0,0,4
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,1,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,3,2,2,6,13
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,0,2,0,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,2,1,0,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,0,1,1,0,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2021-12-01,1,0,0,0,1
