,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
SACACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,39,0,39,39
SAIPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,101,0,101,101
SAMAIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,60,0,60,60
SAN ANDRES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,5,0,5,5
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,5,0,5,5
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,18,0,18,18
SAN BENITO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,36,0,36,36
SAN BORJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,47,0,47,47
SAN BUENA VENTURA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,32,0,32,32
SAN CARLOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,73,0,73,73
SAN IGNACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,37,0,37,37
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,23,0,23,23
SAN JAVIER(BNI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,9,0,9,9
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,29,0,29,29
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,23,0,23,23
SAN JULIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,121,0,121,121
SAN LORENZO(PND),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,19,0,19,19
SAN LORENZO(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,16,0,16,16
SAN LUCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,105,0,105,105
SAN MATIAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,13,0,13,13
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,35,0,35,35
SAN PEDRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,28,0,28,28
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,24,0,24,24
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,8,0,8,8
SAN RAFAEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
SAN RAMON BENI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,6,0,6,6
SAN RAMON SCZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,14,0,14,14
SANTA ANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,100,0,100,100
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,4090,0,4090,4090
SANTA ROSA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,5,0,5,5
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,9,0,9,9
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,18,0,18,18
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,13,0,13,13
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
SANTIVAÑES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,7,0,7,7
SAPAHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,41,0,41,41
SENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,3,0,3,3
SHINAOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,117,0,117,117
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,23,0,23,23
SICAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
SIPE SIPE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,213,0,213,213
SOPACHUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,94,0,94,94
SORACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
SORATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,69,0,69,69
SUCRE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1545,0,1545,1545
TACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,3,0,3,3
TACACOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,8,0,8,8
TACOBAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,13,0,13,13
TACOPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,43,0,43,43
TAHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,5,0,5,5
TAPACARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,86,0,86,86
TARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,156,0,156,156
TARACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,44,0,44,44
TARATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,42,0,42,42
TARIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,157,0,157,157
TARVITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,57,0,57,57
TEOPONTE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,73,0,73,73
TIAWANACU,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,50,0,50,50
TINGUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,30,0,30,30
TIQUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,516,0,516,516
TIRAQUE (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,50,0,50,50
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,3,0,3,3
TOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,54,0,54,54
TOLATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,85,0,85,85
TOLEDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,8,0,8,8
TOMAVE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,41,0,41,41
TOMINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,77,0,77,77
TORO TORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,56,0,56,56
TOTORA(CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,11,0,11,11
TOTORA(ORR),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,27,0,27,27
TRIGAL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
TRINIDAD,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,284,0,284,284
TUPIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,60,0,60,60
TURCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
UMALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,10,0,10,10
UNCIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,17,0,17,17
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,24,0,24,24
URUBICHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,1,0,1,1
UYUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,11,0,11,11
VACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
VALLEGRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,112,0,112,112
VIACHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,134,0,134,134
VILA VILA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
VILLA CHARCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,37,0,37,37
VILLA MONTES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,56,0,56,56
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,9,0,9,9
VILLA RIVERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,35,0,35,35
VILLA SERRANO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,90,0,90,90
VILLA TUNARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,135,0,135,135
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,31,0,31,31
VILLAZON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,102,0,102,102
VINTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,204,0,204,204
VITICHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,18,0,18,18
WALDO BALLIVIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,4,0,4,4
WARNES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,119,0,119,119
YACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,6,0,6,6
YACUIBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,25,0,25,25
YAMPARAEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,54,0,54,54
YANACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,4,0,4,4
YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,252,0,252,252
YOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,31,0,31,31
YOTALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,60,0,60,60
YUNCHARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,15,0,15,15
ZUDAÑEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-06-01,0,45,0,45,45
ACACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
ACHACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,116,0,116,116
ACHOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
AIQUILE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,27,0,27,27
ALCALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
ALTO BENI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
ANCORAIMES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,10,0,10,10
ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
ANTEQUERA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,16,0,16,16
ANZALDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,5,0,5,5
APOLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
ARAMPAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,19,0,19,19
ARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,26,0,26,26
ARBIETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,81,0,81,81
ARQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,48,0,48,48
ATOCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
AUCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
AYATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
AYO AYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,31,0,31,31
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,108,0,108,108
AZURDUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,67,0,67,67
BATALLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,71,0,71,71
BAURES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,23,0,23,23
BELEN DE URMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
BELLA FLOR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
BERMEJO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,61,0,61,61
BETANZOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,78,0,78,78
BOLIVAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
BOYUIBE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,23,0,23,23
CABEZAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,28,0,28,28
CAIROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
"CAIZA ""D""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,39,0,39,39
CAJUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,50,0,50,50
CALAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,46,0,46,46
CAMARGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,95,0,95,95
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,20,0,20,20
CAMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,236,0,236,236
CAPINOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,44,0,44,44
CAQUIAVIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,25,0,25,25
CARACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,31,0,31,31
CARANAVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
CARAPARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
CARIPUYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
CATACORA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
CHALLAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,106,0,106,106
CHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
CHARAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,42,0,42,42
CHARAÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
CHAYANTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,21,0,21,21
CHIMORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,162,0,162,162
CHIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
CHUA COCANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,58,0,58,58
CHUMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,24,0,24,24
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,40,0,40,40
CKOCHAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,51,0,51,51
CLIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,139,0,139,139
COBIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,411,0,411,411
COCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,107,0,107,107
COCHABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2068,0,2068,2068
COIPASA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
COLCAPIRHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,251,0,251,251
"COLCHA ""K""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
COLLANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
COLOMI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,55,0,55,55
COLPA BELGICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
COLQUECHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,45,0,45,45
COLQUENCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
COLQUIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
COMARAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,44,0,44,44
COMBAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
CONCEPCION,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
COPACABANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,19,0,19,19
CORIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
CORO CORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
COROICO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
CORQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,34,0,34,34
COTAGAITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
COTOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,90,0,90,90
CUATRO CAÑADAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,93,0,93,93
CUEVO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
CULPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,60,0,60,60
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
CURVA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
DESAGUADERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
EL ALTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1323,0,1323,1323
EL CHORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
EL PUENTE(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,23,0,23,23
EL PUENTE(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
EL TORNO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,164,0,164,164
EL VILLAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,16,0,16,16
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,37,0,37,37
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
ESCOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
FILADELFIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,48,0,48,48
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,70,0,70,70
GUAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
GUAYARAMERIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,145,0,145,145
GUTIERREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,64,0,64,64
HUACARETA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,31,0,31,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,36,0,36,36
HUACHACALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,5,0,5,5
HUANUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,68,0,68,68
HUARACAJE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
HUARINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,29,0,29,29
HUATAJATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,41,0,41,41
HUAYLLAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
HUMANATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
ICHOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,10,0,10,10
ICLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,49,0,49,49
INCAHUASI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,79,0,79,79
INGAVI (HUMAITA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
INQUISIVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,53,0,53,53
IXIAMAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,12,0,12,12
JESUS DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
LA ASUNTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
LA GUARDIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,204,0,204,204
LA PAZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1586,0,1586,1586
LAGUNILLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
LAJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
LAS CARRERAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
LLALLAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,183,0,183,183
LLICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
LURIBAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
MACHARETI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,42,0,42,42
MAGDALENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
MAIRANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,45,0,45,45
MALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
MAPIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,16,0,16,16
MECAPACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
MINEROS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,41,0,41,41
MIZQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,27,0,27,27
