,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,14,10,0,0,0,24
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,435,633,145,39,3,1255
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,0,1,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,53,39,1,0,0,93
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,4,35,14,4,57
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,25,15,0,0,0,40
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,0,3,0,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,0,1,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,52,44,1,1,0,98
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,92,193,88,20,7,400
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,3,2,0,0,5
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,0,1,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,1,1,1,0,3
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,9,8,7,24
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,35,24,0,0,0,59
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,24,16,1,0,0,41
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,15,11,2,0,0,28
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,3,0,0,1,0,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,10,3,0,0,13
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,1,4,1,0,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,2,2,0,4
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,2,3,0,0,5
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,32,46,0,0,0,78
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,25,40,12,0,77
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,43,28,2,0,0,73
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,0,0,5,1,0,6
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-07-01,39,22,1,0,0,62
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,0,0,2
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,10,9,0,0,0,19
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,8,5,0,13
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,5,13,23,7,48
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,3,2,3,0,8
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,86,30,0,0,0,116
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,3,2,1,8
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,3,1,2,0,6
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,3,0,0,3
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,1,2,0,4
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,4,1,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,50,31,0,1,0,82
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,11,5,0,0,0,16
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,1,0,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,1,1,0,3
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,4,1,0,0,5
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,3,0,0,0,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,7,2,1,0,10
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,1,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,2,0,0,4
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,14,5,0,1,20
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,7,26,0,0,33
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,17,75,38,1,131
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,2,0,3
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,6,9,1,0,16
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,52,34,0,0,0,86
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,1,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,1,25,92,42,10,170
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,1,1,0,4
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,28,16,0,0,0,44
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,1,0,4,0,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,2,0,1,4
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,34,30,30,95
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,22,17,5,2,0,46
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,55,50,0,0,0,105
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,1,0,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,84,85,0,0,0,169
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,100,41,2,1,0,144
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,1,0,3
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,3,4,0,7
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,12,7,12,32
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,19,24,0,0,0,43
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,34,18,4,0,56
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,3,0,0,0,3
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,45,32,1,1,0,79
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,7,2,0,9
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,0,1,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,36,36,0,0,1,73
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,52,36,3,2,0,93
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,4,0,0,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,7,4,0,13
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,3,2,1,6
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,15,8,0,0,0,23
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,21,3,1,25
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,3,0,1,6
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,1,1,0,4
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,2,0,0,4
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,66,62,0,1,0,129
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,16,41,26,0,83
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,66,52,0,0,0,118
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,5,110,21,14,150
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,3,4,2,10
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,1,2
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,1,0,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,3,3,2,0,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,21,127,162,48,14,372
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,1,0,1,3
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,1,2,0,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,5,1,0,7
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,1,1,6,1,3,12
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,3,2,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,22,10,4,0,0,36
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,3,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,2,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,2,6,1,0,0,9
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,124,117,5,2,0,248
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,2,8,3,1,0,14
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,2,1,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,2,13,3,1,0,19
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,11,71,249,117,35,483
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,4,0,0,0,4
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,2,0,0,0,0,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,0,1,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,1,0,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,8,9,0,0,0,17
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,700,953,200,23,6,1882
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,110,60,1,0,0,171
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,8,56,16,0,80
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,33,35,0,0,0,68
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,5,0,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,4,1,0,5
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,47,46,0,1,0,94
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,1,8,2,0,11
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,8,0,0,0,8
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2022-08-01,0,0,1,0,0,1
