,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS < 15,NÚMERO DE IMPLANTES RETIRADOS 15 - 19,NÚMERO DE IMPLANTES RETIRADOS 20 - 34,NÚMERO DE IMPLANTES RETIRADOS 35 - 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,TOTALES
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,4,1,0,6
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,0,1,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,0,1,0,2
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,6,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,10,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,1,0,4
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,4,0,0,4
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,6,5,0,11
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,4,0,0,4
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,8,0,0,8
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,1,1,9,0,0,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,62,24,1,88
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,1,0,6
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,7,1,0,9
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,0,0,5
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,4,2,0,6
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,1,0,6
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,0,1,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,9,1,1,11
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,3,23,3,0,29
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,1,0,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,3,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,48,17,1,67
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,1,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,5,0,0,6
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,2,2,0,5
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,0,0,5
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,1,3
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,4,0,0,5
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,1,0,0,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,1,4,40,2,0,47
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,6,0,0,6
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,7,1,0,9
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,1,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,6,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,24,3,0,28
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,5,6,2,0,13
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,40,7,0,49
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,4,2,0,7
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,0,1,0,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,5,0,0,6
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,13,3,0,18
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,1,0,0,1,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,6,1,0,7
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,3,2,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,5,1,0,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,4,3,1,9
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,3,0,1,6
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,4,13,143,25,1,186
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,2,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,4,1,0,6
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,7,0,0,8
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,2,0,7
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,9,0,0,10
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,1,0,0,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,5,0,0,5
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,1,5,126,25,0,157
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,2,0,5
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,4,0,0,4
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,76,23,0,101
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,2,0,5
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,0,0,2
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,8,2,0,11
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,5,2,0,8
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,1,0,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,4,1,0,5
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,1,0,2
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,12,4,0,16
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,11,3,0,14
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,0,2,0,2
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,4,0,7
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,20,2,0,24
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,2,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,10,2,0,12
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,7,0,0,7
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,2,30,8,0,40
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,3,0,0,3
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,1,3,1,0,5
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-07-01,0,0,2,1,0,3
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,0,0,3
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,10,1,0,11
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,0,2,0,2
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,5,0,8
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,5,0,0,6
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,1,0,4
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,2,0,3
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,3,1,1,0,5
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,4,2,0,7
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,5,4,0,10
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,0,1,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,0,2,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,2,0,5
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,2,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,8,0,0,9
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,7,1,0,9
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,2,0,3
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,1,0,3
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,6,0,0,6
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,4,0,0,5
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,3,20,4,0,27
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,4,1,0,5
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,1,0,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,0,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,2,26,2,0,30
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,4,0,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,4,119,34,2,159
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,7,2,0,9
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,0,2,0,2
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,5,1,0,6
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,1,0,4
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,2,0,0,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,5,1,0,6
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,5,3,0,8
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,1,0,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,3,2,0,5
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,11,0,0,12
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,3,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,5,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,99,16,0,115
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,4,3,0,7
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,4,0,0,4
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,1,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,16,3,0,19
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,13,2,0,16
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,2,1,1,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,1,1,2,0,4
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,3,7,1,0,11
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,2,0,0,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-08-01,0,0,0,1,0,1
