,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,24,2,26
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,9,9
PUERTO SILES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,4,0,4
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,5,6,11
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,3,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,13,23,36
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,9,6,15
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,19,14,33
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,6,0,6
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,7,22,29
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,7,10,17
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,8,7,15
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,13,0,13
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,3,44,47
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,0,2
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,4,6
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,13,6,19
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,5,0,5
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,4,4,8
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,2,0,2
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,8,18,26
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,69,66,135
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,8,12,20
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,10,10
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,31,5,36
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,20,14,34
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,13,11,24
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,9,4,13
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,2,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,5,5
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,11,30,41
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,3,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,7,0,7
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,12,1,13
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,17,1,18
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,10,124,134
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,1,4,5
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,3,3
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-07-01,0,2,2
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,3,4
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,4,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,14,18
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,16,16,32
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,8,8
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,16,0,16
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,5,7
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,17,3,20
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,113,26,139
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,13,5,18
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,3,6
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,5,0,5
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,0,2
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,7,8
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,5,93,98
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,0,2
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,8,24,32
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,16,17
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,8,0,8
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,30,3,33
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,7,7
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,10,10
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,10,10
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,1,4
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,0,3
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,3,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,19,6,25
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,30,3,33
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,34,13,47
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,8,8
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,3,6
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,19,0,19
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
PUERTO SILES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,4,4
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,7,10
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,3,6
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,15,10,25
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,2,3
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,13,15
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,3,3
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,31,35
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,17,13,30
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,15,0,15
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,5,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,0,2
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,6,2,8
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,3,6
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,9,11
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,109,65,174
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,8,8
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,1,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,0,2
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,25,7,32
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,2,3
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,5,5
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,3,0,3
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,14,0,14
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,11,26,37
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,5,5
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,4,4
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,13,17,30
TURCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,0,1
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,2,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,6,0,6
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,1,1,2
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,6,6
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,15,4,19
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,20,8,28
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,20,9,29
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,1,1
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,0,5,5
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-08-01,2,6,8
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,5,5
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,1,4
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,3,3
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,1,2
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,3,3
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,12,5,17
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,6,6
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,19,0,19
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,12,1,13
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,1,2
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,0,3
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,4,0,4
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,88,100,188
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,12,8,20
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,2,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,1,3
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,7,4,11
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,6,0,6
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,8,11,19
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,4,6
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,5,5
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,30,0,30
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,28,3,31
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,6,8
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,18,3,21
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,48,8,56
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,5,5
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,6,6
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,48,7,55
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,7,0,7
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,1,4
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,2,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,2,4
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,1,4
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,6,6
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,6,8,14
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,2,3
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,30,31
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,8,3,11
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,5,20,25
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,0,3
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,2,3
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,5,2,7
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,10,13
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,1,3
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,3,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,187,29,216
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,4,0,4
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,1,2
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,5,5,10
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,73,38,111
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,1,2
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,3,0,3
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,15,7,22
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,12,18,30
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,7,0,7
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,12,0,12
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,10,1,11
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,7,3,10
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,2,0,2
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,6,0,6
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,2,2
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,4,6,10
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,6,0,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,1,1,2
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,10,0,10
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,6,0,6
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,10,5,15
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-09-01,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,1,1
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,3,3
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,1,2
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,4,5
