municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,18,18
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,9,9
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,13,13,4,4
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,10,10,14,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,7,7,0,0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,7,7
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,9,9,2,2
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,82,82,29,29
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,5,5,15,15
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,66,66,12,12
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,32,32,15,15
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,106,106,8,8
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,27,27,0,0
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,20,20,1,1
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,9,9,2,2
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,52,52,16,16
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,4,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,9,9,3,3
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,37,37,56,56
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,14,14,5,5
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,22,22,2,2
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,0,0
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,34,34,4,4
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,15,15,71,71
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,6,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,0,0
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,0,0
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,20,20,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,23,23,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2602,2602,120,120
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,14,14,3,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,21,21,15,15
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,10,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,8,8
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,1,1
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,6,6
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,9,9
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,7,7,0,0
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,37,37
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,48,48,6,6
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,18,18,6,6
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,23,23
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,8,8,40,40
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,468,468,25,25
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,11,11,2,2
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,25,25
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,22,22,10,10
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,18,18,34,34
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,42,42,18,18
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,5,5,0,0
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,375,375,2,2
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,21,21,7,7
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,0,0
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,16,16
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,8,8,56,56
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,25,25,5,5
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,83,83,9,9
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,72,72,30,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,5,5
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,2,2
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,1,1
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,6,6
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,11,11,9,9
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,4,4
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,28,28,16,16
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,8,8,2,2
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,243,243,0,0
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,75,75,15,15
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,1,1
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,22,22
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,19,19,56,56
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,19,19,2,2
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,9,9,1,1
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,51,51,26,26
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,6,6,35,35
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,20,20,1,1
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,63,63,26,26
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,1,1,8,8
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,56,56,7,7
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,4,4,0,0
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,7,7,3,3
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,117,117,43,43
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,8,8,5,5
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,55,55,1,1
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,71,71,9,9
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,5,5,6,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,97,97,18,18
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,3,3,10,10
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,161,161,3,3
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,9,9,0,0
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,7,7,2,2
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,40,40,17,17
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,0,0,14,14
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,2,2,8,8
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-07-01,7,7,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,1,1
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,45,45,88,88
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,34,34
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,60,60,15,15
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,8,8
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,27,27
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,3,3
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,2,2
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,6,6
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,19,19,20,20
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,11,11
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,4,4
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,8,8
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,11,11,29,29
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,50,50,2,2
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,16,16,6,6
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,7,7
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,18,18
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,13,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,22,22,31,31
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,18,18
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,18,18,8,8
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,7,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,52,52,5,5
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,26,26,61,61
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,23,23
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,5,5
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,16,16,5,5
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,24,24,89,89
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,16,16
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,23,23
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,3,3
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,15,15,9,9
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,22,22,7,7
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,5,5
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,77,77,7,7
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,28,28,10,10
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,9,9
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,23,23,14,14
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,90,90,71,71
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,5,5
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,14,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,1,1
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,27,27,32,32
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,14,14,16,16
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,43,43,79,79
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,11,11
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,24,24
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,30,30,1,1
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,14,14,31,31
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,23,23
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,23,23,2,2
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,109,109,2,2
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1517,1517,17,17
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,82,82,5,5
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,8,8
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,38,38,15,15
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,1,1
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,102,102
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,6,6
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,71,71
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,34,34,10,10
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,46,46,2,2
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,19,19
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,14,14
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,11,11
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,15,15,13,13
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,10,10
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,45,45
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,51,51,11,11
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,19,19,8,8
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,6,6
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,0,0
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,20,20,22,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,5,5
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,8,8
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1659,1659,14,14
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,8,8
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,17,17,9,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,11,11
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,78,78,4,4
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,27,27,12,12
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,38,38,9,9
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,2,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,6,6
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,0,0
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,29,29,7,7
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,3,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,39,39,7,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,21,21
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,33,33,14,14
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,12,12
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,97,97,4,4
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,20,20
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,14,14,5,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,7,7
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,41,41,4,4
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,5,5
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,4,4
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,7,7
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,20,20,41,41
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,17,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,13,13
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,3,3
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,11,11
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,33,33,19,19
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,56,56,5,5
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1857,1857,31,31
LA RIVERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
