municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,7,7
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,32,32,2,2
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,114,114,5,5
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,12,12,43,43
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,61,61,5,5
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,5,5
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,188,188,6,6
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,15,15
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,21,21,30,30
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,16,16,18,18
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,240,240,39,39
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,11,11,15,15
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,37,37,12,12
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,3,3,2,2
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,188,188,16,16
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,10,10,12,12
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,32,32
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,8,8
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,1,1
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,12,12,10,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,1,1,6,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,1,1,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,9,9,3,3
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,13,13,7,7
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,61,61,62,62
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,13,13,14,14
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,36,36,10,10
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,26,26,21,21
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,66,66,31,31
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,28,28,4,4
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,0,0
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,21,21,3,3
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,9,9,6,6
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,75,75,30,30
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,3,3,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,16,16,2,2
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,40,40,36,36
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,29,29,8,8
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,20,20,5,5
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,0,0
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,48,48,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,12,12,53,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,4,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,8,8
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,5,5
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,4,4
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,13,13,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,41,41,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2484,2484,120,120
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,23,23,7,7
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,28,28,5,5
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,9,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,11,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,8,8,3,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,9,9,10,10
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,9,9
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,42,42
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,4,4
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,25,25,1,1
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,1,1
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,20,20
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,30,30
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,435,435,27,27
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,0,0
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,14,14
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,27,27,2,2
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,2,2
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,48,48,58,58
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,37,37,20,20
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,15,15,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,291,291,2,2
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,31,31,15,15
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,23,23
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,7,7
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,57,57
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,13,13,18,18
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,64,64,15,15
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,97,97,9,9
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,5,5
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,5,5
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,4,4
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,19,19
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,10,10,10,10
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,8,8,28,28
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,48,48,20,20
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,5,5,4,4
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,240,240,2,2
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,39,39,18,18
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,0,0
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,7,7
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,27,27,49,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,10,10,6,6
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,10,10,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,30,30,29,29
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,6,6,22,22
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,33,33,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,44,44,23,23
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,4,4,3,3
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,63,63,7,7
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,11,11,6,6
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,7,7,10,10
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,109,109,23,23
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,10,10,5,5
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,61,61,15,15
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,54,54,8,8
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,3,3,13,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,4,4
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,82,82,26,26
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,11,11
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,130,130,13,13
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,14,14,2,2
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,2,2,9,9
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,69,69,9,9
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,9,9
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,16,16,2,2
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,0,0,13,13
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-07-01,17,17,6,6
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,8,8,21,21
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,32,32,78,78
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,29,29
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,35,35,57,57
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,5,5,10,10
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,6,6,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,30,30
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,2,2,4,4
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,7,7,5,5
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,2,2,8,8
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,12,12,62,62
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,19,19
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,6,6,14,14
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,7,7
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,17,17,18,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,60,60,2,2
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,11,11
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,6,6
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,10,10
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,21,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,23,23,24,24
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,26,26,22,22
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,22,22,14,14
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,5,5,1,1
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,2,2,6,6
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,7,7
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,60,60,4,4
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,45,45,47,47
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,12,12,12,12
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,6,6
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,15,15
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,11,11,2,2
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,15,15,11,11
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,21,21
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,26,26
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,6,6,2,2
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,9,9,14,14
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,39,39,18,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,5,5
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,42,42,42,42
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,36,36,11,11
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,8,8
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,25,25,12,12
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,49,49,146,146
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,5,5,4,4
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,27,27
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,43,43
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,36,36,37,37
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,11,11,23,23
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,21,21,46,46
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,13,13,28,28
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,19,19,8,8
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,10,10,11,11
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,11,11
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,29,29,8,8
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,91,91,4,4
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1488,1488,10,10
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,63,63,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,20,20,17,17
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,3,3
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,25,25,13,13
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,9,9,0,0
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,23,23,104,104
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,18,18
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,14,14,57,57
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,3,3
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,38,38,4,4
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,34,34,27,27
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,14,14,13,13
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,8,8,23,23
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,21,21
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,13,13,13,13
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,2,2,7,7
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,14,14,44,44
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,82,82,21,21
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,38,38,12,12
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,47,47,27,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,6,6,3,3
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,3,3,6,6
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1711,1711,1,1
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,8,8
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,12,12,4,4
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,5,5,14,14
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,110,110,13,13
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,9,9,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,17,17,20,20
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,34,34,28,28
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,4,4,6,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,12,12
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,25,25
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,20,20,9,9
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,5,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,30,30,26,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,1,1,11,11
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,8,8,7,7
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,2,2,9,9
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,89,89,12,12
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,7,7,27,27
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,6,6,10,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-08-01,0,0,9,9
