,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,4,7
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,17,18,35
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,1,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,11,4,15
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,6,12
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,4,8
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,14,16,30
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,11,13
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,45,29,74
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,9,13
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,10,16,26
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,117,219,336
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,10,18,28
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,32,22,54
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,14,23
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,9,15
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,3,9
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,7,16
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,11,8,19
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,10,15,25
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,6,10
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,13,12,25
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,13,14
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,32,15,47
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,10,16
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,10,17,27
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,7,10
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,4,5
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,11,16
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,7,13
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,6,11
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,184,489,673
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,3,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,7,2,9
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,17,26
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,4,6
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,2,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,4,6
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,18,23,41
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,15,27,42
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,31,42,73
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,3,4
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,2,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,85,170,255
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,11,8,19
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,7,20,27
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,28,20,48
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,68,64,132
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,14,19
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,3,3
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,2,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,20,20,40
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,33,63,96
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,12,21
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,2,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,17,24,41
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,16,35,51
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,27,16,43
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,2,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,22,36,58
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,4,10
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,3,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,15,24
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,6,6
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,21,44,65
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,28,32
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,14,17
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,11,9,20
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,18,9,27
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,8,11,19
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,7,6,13
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,22,26
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,6,7
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,8,8,16
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,3,8
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,7,12
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,14,14,28
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,13,16
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,12,16,28
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,1,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,18,19,37
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,1,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,46,84,130
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,18,22
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,2,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,10,7,17
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,8,18,26
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,2,4
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,22,14,36
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,247,527,774
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,26,29,55
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,17,26
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,12,9,21
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,7,12
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,2,6
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,8,11
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,2,3
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,3,3
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,20,16,36
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,2,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,6,12
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,13,17,30
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,534,1091,1625
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,1,2
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,3,4
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,14,18
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,19,35,54
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,7,15,22
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,9,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,19,25
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,8,23,31
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,12,10,22
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,14,16
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,1,5
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,6,9
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,13,26,39
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,7,12
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,1,5
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,6,10
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,17,22
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,47,64,111
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,5,14
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,3,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,10,14
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,1,4,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,16,36,52
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,19,25,44
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,2,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,41,35,76
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,6,10
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,5,6,11
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,31,38,69
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,7,14,21
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,6,8,14
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,11,24,35
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,3,5
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,9,9,18
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,9,13
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,9,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,53,75,128
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,9,11
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,2,2,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,0,1,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,4,5,9
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,3,1,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-07-01,8,14,22
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,34,38,72
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,3,7
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,8,13
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,16,23
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,19,29,48
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,4,7
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,9,13
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,5,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,4,5
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,13,22
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,11,17
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,7,10
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,11,17
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,32,40,72
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,3,5
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,21,26,47
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,19,27,46
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,4,4
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,3,7
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,5,8
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,18,28
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,43,32,75
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,48,45,93
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,2,6
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,13,14
CARIPUYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,14,17
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,14,6,20
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,9,14
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,16,17,33
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,14,19
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,8,28,36
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,3,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,151,522,673
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,6,8
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,5,8
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,2,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,5,11
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,3,4
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,15,25,40
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,4,7
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,23,34
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,6,9
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,8,14
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,20,30
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,17,28
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,3,8
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,17,22,39
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,150,458,608
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,18,25
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,25,20,45
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,4,5
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,20,21
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,1,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,2,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,16,17,33
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,10,19
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,5,8
