,group,variable,month,L 16.8 ABUSO DE ALCOHOL CANTIDAD,L 16.8 ABUSO DE ALCOHOL CANTIDAD,TOTALES
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,9,0,9
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,11,0,11
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,3,3,6
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-07-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,2,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,2,4
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,5,0,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,36,18,54
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,2,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,9,4,13
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,4,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,4,1,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,150,251,401
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,3,1,4
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,26,0,26
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,10,10,20
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,4,5
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,4,0,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,4,0,4
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,4,0,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,59,31,90
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,34,4,38
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,116,36,152
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,1,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,2,2,4
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-08-01,1,0,1
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,2,3
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,5,0,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,3,6
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,49,24,73
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,3,5
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,16,5,21
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,5,0,5
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,5,2,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,114,39,153
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,21,8,29
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,0,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,2,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,0,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,54,37,91
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,0,3
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,5,0,5
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,24,3,27
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,97,29,126
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,4,0,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,2,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,0,4,4
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,9,3,12
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,1,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,2,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-09-01,3,1,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,1,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,5,0,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,55,66,121
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,2,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,14,14,28
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,1,2
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
INGAVI (HUMAITA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,5,1,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,144,52,196
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,1,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,4,1,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,6,5,11
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,29,7,36
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,1,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,0,3
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,10,0,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,3,6
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,51,52
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,5,0,5
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,1,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,60,20,80
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,28,9,37
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,84,33,117
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,3,5
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,0,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,5,2,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,0,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,2,1,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,3,0,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-10-01,5,3,8
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,1,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,28,36,64
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
