,group,variable,month,L 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,L 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,8,8
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,2,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,6,7
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,3,13,16
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,4,4
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,2,3
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,61,127,188
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,2,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,61,157,218
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,2,0,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,56,113,169
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,3,9,12
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,11,20,31
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,12,13
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,4,0,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,1,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-07-01,1,2,3
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,5,1,6
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,3,9,12
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,4,9,13
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,4,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,54,138,192
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,5,6
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,4,16,20
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,35,85,120
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,3,4,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,3,7,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,119,253,372
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,3,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,5,5
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,9,10
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,13,22,35
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,3,0,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,4,5
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,7,8
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,6,6
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,4,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,2,0,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,12,6,18
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,2,1,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,85,198,283
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,65,107,172
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,69,107,176
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,3,0,3
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,5,6
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,8,5,13
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,4,1,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,3,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,3,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,1,3,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-08-01,0,4,4
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,4,6
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,10,11
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,3,2,5
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,5,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,5,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,175,259,434
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,5,14,19
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,42,126,168
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,3,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,3,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,99,221,320
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,2,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,3,4
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,6,5,11
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,15,26,41
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,5,13,18
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,3,1,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,2,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,9,7,16
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,4,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,1,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,6,6
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,6,9,15
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,3,1,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,89,202,291
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,77,128,205
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,45,111,156
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,3,5
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,4,13,17
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,2,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,0,4,4
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,2,4,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-09-01,4,8,12
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,4,5
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,8,9
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,2,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,1,3
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,4,5,9
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,3,8,11
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,105,221,326
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,10,12,22
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,5,7
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,61,141,202
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,8,9
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,5,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,132,278,410
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,1,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
