municipality,group,variable,month,Vacunaciones fiebre amarilla dentro de servic,TOTAL
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,26,26
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,125,125
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,14,14
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,126,126
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,18,18
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,72,72
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,11,11
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,20,20
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,13,13
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,7,7
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,39,39
SAN BUENA VENTURA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,8,8
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,21,21
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,30,30
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,72,72
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,20,20
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,30,30
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,51,51
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,12,12
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,23,23
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,16,16
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,80,80
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,7,7
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,14,14
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,17,17
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1610,1610
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,6,6
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,25,25
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,17,17
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,209,209
TACACOMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,10,10
TAHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,6,6
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,30,30
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,8,8
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,11,11
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,172,172
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,15,15
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,36,36
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,50,50
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,6,6
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,7,7
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,18,18
TRIGAL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,184,184
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,20,20
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,17,17
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,12,12
VACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,4,4
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,25,25
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,13,13
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,30,30
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,5,5
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,6,6
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,9,9
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,44,44
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,1,1
WALDO BALLIVIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,2,2
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,73,73
YACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,82,82
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,9,9
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,41,41
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,8,8
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-07-01,3,3
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,11,11
ACHOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,13,13
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,15,15
ARAMPAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,17,17
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,12,12
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,82,82
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,28,28
AUCAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,16,16
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,10,10
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,9,9
BELEN DE ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,50,50
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,15,15
BOLPEBRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,12,12
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,37,37
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,19,19
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,9,9
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,27,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,57,57
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,21,21
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,81,81
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,12,12
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,17,17
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,15,15
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,16,16
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,15,15
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,30,30
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,52,52
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,783,783
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,26,26
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,24,24
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,26,26
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,30,30
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,23,23
COMBAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,16,16
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,9,9
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,10,10
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,14,14
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,4,4
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,61,61
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,9,9
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,13,13
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,5,5
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,839,839
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,88,88
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,5,5
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,54,54
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,19,19
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,37,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,9,9
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,41,41
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,10,10
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
HUACHACALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,4,4
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
ICHOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,16,16
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,10,10
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,26,26
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,101,101
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,807,807
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,25,25
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,8,8
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,7,7
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,16,16
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,1,1
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,10,10
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,37,37
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,13,13
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,2,2
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,5,5
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,36,36
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,132,132
MORO MORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,4,4
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,21,21
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,12,12
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,13,13
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,3,3
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,319,319
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,4,4
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2006-08-01,6,6
