,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,7,0,0,0,0,0,0,0,7
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,15,0,54,1,5,0,0,0,0,0,75
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,27,0,3,0,0,0,0,0,33
CUEVO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CURVA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,0,0,0,0,0,0,6
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,0,52,17,572,145,129,26,0,0,0,0,943
EL CHORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,4,1,1,0,0,0,0,0,6
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,0,10,0,39,0,8,0,0,0,0,0,59
EL VILLAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,1,1,0,0,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,1,0,0,0,0,0,4
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,8,0,44,0,10,0,0,0,0,0,62
ESCARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ESMERALDA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,7,0,0,0,0,0,0,0,9
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,3,0,0,0,0,0,0,0,6
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
GIA-TIM,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,5,0,1,0,0,0,0,0,9
GUANAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,9,1,0,1,0,0,0,0,13
GUAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,0,18,0,13,0,1,0,0,0,38
GUTIERREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,12,1,3,0,0,0,0,0,18
HUACARETA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,1,0,2,0,3,0,0,0,0,0,7
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,2
HUANUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,2,0,0,0,0,0,8
HUARINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,4,0,2,0,0,0,0,0,8
HUATAJATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
HUMANATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ICLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
INCAHUASI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,1,3,3,0,1,0,0,0,0,10
INQUISIVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,11,0,1,0,0,0,0,0,13
IXIAMAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,4,0,0,0,0,0,0,0,6
JESUS DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,1,0,0,0,0,0,7
LA ASUNTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,26,0,7,0,0,0,0,0,37
LA GUARDIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,15,0,111,0,18,0,0,0,0,0,145
LA PAZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,27,1,437,3,133,0,1,0,0,0,603
LAGUNILLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,1,3,0,1,0,0,0,6
LAJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,20,0,0,1,0,0,0,0,23
LAS CARRERAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LICOMA PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,8,0,29,0,4,0,0,0,0,0,41
LLICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
LURIBAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
MACHACAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,4,0,2,0,0,0,0,0,6
MAGDALENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,6,2,2,0,0,0,0,0,12
MAIRANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,0,9,1,1,0,0,0,0,0,17
MAPIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,20,0,5,0,0,0,0,0,26
MECAPACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,1,0,0,0,0,0,0,4
MINEROS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,13,1,1,0,0,0,0,0,19
MIZQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,11,0,4,0,0,0,0,0,17
MOCOMOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,1,0,0,0,0,0,6
MOJOCOYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
MONTEAGUDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,13,0,8,0,0,0,0,0,23
MONTERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,5,0,47,0,27,0,2,0,0,0,81
MOROCHATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,0,0,4,0,0,0,0,0,0,0,5
NAZACARA DE PACAJES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,1,5,1,1,0,0,0,0,0,11
OKINAWA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,5,0,12,0,3,0,0,0,0,0,20
OMEREQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,17,2,270,3,87,1,0,0,0,0,380
PADCAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,1,0,0,0,0,0,6
PADILLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,7,0,0,0,0,0,0,0,9
PAILON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,0,5,0,34,0,5,0,0,0,0,0,46
PALCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,20,0,1,0,0,0,0,0,23
PALOS BLANCOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,2,13,3,7,0,0,0,0,0,28
PAMPA AULLAGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,1,0,1,0,0,0,0,0,5
PAPEL PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2
PASORAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,4,0,19,1,4,0,0,0,0,0,29
PAZÑA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PELECHUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
POCOATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,10,0,1,0,0,0,0,0,14
POCONA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,8,0,1,0,0,0,0,0,10
POJO (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,2,0,6,0,0,0,0,0,0,0,9
POOPO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,1,2,0,0,0,0,0,0,0,4
PORCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,6,0,5,0,0,0,0,0,15
POROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,1,0,0,1,0,1,0,6
PORONGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,7,0,5,0,0,0,0,0,14
PORTACHUELO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PORVENIR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,1,0,0,0,0,0,5
POTOSI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,50,1,227,4,60,2,1,0,0,0,345
PRESTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
PUCARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,19,0,4,0,0,0,0,0,24
PUERTO ACOSTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
PUERTO CARABUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,5,1,1,0,0,0,0,0,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,2,0,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,21,0,17,3,7,0,0,0,0,0,48
PUERTO RICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,5,0,1,0,0,0,0,0,6
PUERTO SILES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,5,0,10,0,3,0,0,0,0,0,18
PUERTO VILLARROEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,17,0,82,0,16,0,0,0,0,0,115
PUNA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,0,0,4,0,1,0,0,0,0,0,6
PUNATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,1,2,0,34,5,15,0,0,0,0,0,57
QUIABAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,18,3,113,13,36,1,0,0,0,0,184
QUIME,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,7,2,0,0,0,0,0,0,10
QUIRUSILLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,0,0,1,0,0,0,0,0,3
RAVELO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,1,4,0,0,0,0,0,0,0,8
REYES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,1,7,0,3,0,0,0,0,0,14
RIBERALTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,0,14,0,54,1,54,0,4,0,0,0,129
ROBORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,13,0,3,0,0,0,0,0,17
RURRENABAQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,5,0,0,0,0,0,8
SACABA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,15,2,119,6,40,2,0,0,0,0,184
SACABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SACACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,4,0,6,2,3,0,0,0,0,0,16
SAIPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,8,1,1,0,0,0,0,0,10
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,2,1,0,0,0,0,5
SAMAIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,8,0,0,0,0,0,0,0,8
SAN ANDRES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,12,0,0,0,0,0,0,0,16
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN BENITO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,8,0,1,0,0,0,0,0,10
SAN BORJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,1,6,1,22,2,16,1,2,0,0,0,53
SAN BUENA VENTURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,7,0,1,0,0,0,0,0,9
SAN CARLOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,14,0,12,0,1,0,0,0,29
SAN IGNACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,13,0,3,0,2,0,0,0,18
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,2,0,15,0,29,3,9,0,1,0,0,0,59
SAN JAVIER(BNI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,1,0,3,0,3,0,0,0,0,0,8
SAN JAVIER(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,6,0,1,0,0,0,0,0,10
SAN JOAQUIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,1,0,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,0,0,18,2,1,0,0,0,0,0,22
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,2,1,0,0,0,0,0,0,5
SAN JULIAN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,7,0,56,0,16,0,0,0,0,0,79
SAN LORENZO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,11,0,1,0,0,0,0,0,16
SAN LORENZO(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,14,0,0,0,0,0,0,0,17
SAN LUCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,5,1,8,4,4,1,0,0,0,0,24
SAN MATIAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,0,17,0,4,0,0,0,0,0,27
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,7,0,1,0,0,0,0,0,9
SAN PEDRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,1,0,10,0,5,0,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,7,2,5,0,5,1,0,0,0,0,20
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,0,0,0,0,1,0,0,0,0,0,2
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN RAFAEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,8,0,0,0,0,0,0,0,11
SAN RAMON BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,4,0,0,0,0,0,0,0,6
SAN RAMON SCZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,4,0,4,1,2,0,0,0,0,0,11
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,5,1,206,7,1165,42,341,13,21,0,0,0,1801
SANTA ROSA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,3,0,7,0,0,0,0,0,0,0,11
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,2,0,9,0,0,0,0,0,0,0,12
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,1,4,2,0,0,0,0,0,0,7
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SANTIVAÑES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,7,0,1,0,0,0,0,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,6,0,13,0,1,0,0,0,0,0,21
SHINAOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,46,0,6,0,0,0,0,0,55
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,6,0,4,0,1,0,0,0,12
SICAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SIPE SIPE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,1,38,0,6,1,0,0,0,0,52
SOPACHUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SORACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,3,0,0,0,0,0,0,0,5
SORATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,8,0,2,0,0,0,0,0,12
SUCRE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,26,1,236,0,78,0,0,0,0,0,341
TACACOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,10,0,0,0,0,0,0,0,11
TACOBAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,0,1,1,0,0,0,0,0,3
TACOPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,2,0,2,0,0,0,0,0,6
TAHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,1,4,1,2,2,0,0,0,0,12
TARABUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TARACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,5,1,0,0,0,0,0,0,6
TARATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,12,0,2,0,0,0,0,0,15
TARIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,17,0,160,2,51,1,0,0,0,0,232
TARVITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,4,0,0,0,0,0,0,0,6
TEOPONTE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,1,0,0,0,0,0,5
TIAHUANACU,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,0,0,0,0,0,0,6
TINGUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,6,1,0,0,0,0,0,0,8
TIPUANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,9,0,6,0,0,0,0,0,16
TIQUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,4,0,28,0,13,0,0,0,0,0,46
TIRAQUE (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,7,0,1,0,0,0,0,0,11
TOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,1,0,0,0,0,0,0,4
TOLATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,4,0,0,0,0,0,0,0,4
TOLEDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,1,0,0,1,1,0,0,0,0,3
TOMINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,1,0,0,0,0,0,5
TORO TORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,1,1,0,0,0,0,0,5
TOTORA(CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,4,0,13,1,0,0,0,0,0,0,19
