,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,5,0,5,0,1,0,0,0,0,0,11
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,9,0,48,0,18,0,1,0,0,0,76
TACOBAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TACOPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,0,3,0,1,0,0,0,6
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,2,1,0,0,1,0,0,0,0,0,4
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,6,0,0,0,0,0,0,0,6
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,9,2,68,2,36,0,0,0,0,0,117
TARVITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TIAHUANACU,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,1,0,0,0,0,2
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,1,0,1,2,0,0,0,0,0,4
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,4,1,7,2,1,0,0,0,0,0,15
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
TOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
TOLATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TOLEDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,1,0,0,0,0,0,1,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,2
TOMINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,3,0,6,0,2,0,0,0,0,0,11
TOTORA(ORR),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,1,0,2,0,0,0,0,0,0,0,0,0,3
TRIGAL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,3,0,19,0,81,1,17,0,1,0,0,0,122
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,5,0,8,0,3,1,2,0,0,0,19
UMALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,28,0,12,1,0,0,0,0,42
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
URUBICHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,2,0,2,0,0,0,0,0,4
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,6,1,2,0,0,0,0,0,10
VACAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,8,0,1,0,0,0,0,0,10
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,4,0,17,0,13,0,2,0,0,0,36
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,0,1,0,0,0,0,0,0,2
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,1,1,0,0,0,0,0,0,3
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,3,0,14,0,2,0,0,0,0,0,19
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,6,0,17,0,7,1,0,0,0,0,31
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,4,1,10,0,6,0,0,0,0,0,21
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,4,0,14,4,3,0,0,0,0,0,25
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
WALDO BALLIVIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,1,0,2,0,0,0,0,0,0,0,3
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,13,0,26,2,6,0,0,0,0,0,47
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,2,0,16,0,3,0,0,0,0,0,21
YANACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,4,2,12,4,3,1,0,0,0,0,26
YOTALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
ZUDAÑEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
ACACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,3
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,13,0,0,0,0,0,0,0,15
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ALCALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ANCORAIMES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
ANDAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,2
ANTEQUERA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,5,0,2,0,0,0,0,0,9
ARAMPAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,3,0,0,0,6
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,4,0,1,0,0,0,0,0,6
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,6,0,1,0,0,0,0,0,8
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,2,0,19,1,39,1,3,0,0,0,0,0,65
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,2,0,0,0,0,0,0,0,4
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,3,0,0,0,0,0,0,0,6
AYO AYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,5,0,0,0,0,0,0,0,7
AZURDUY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,4,0,3,0,0,0,0,0,8
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,4,1,2,0,0,0,0,0,9
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,1,1,0,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,11,0,1,0,0,0,0,0,13
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,2,0,0,0,0,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,7,1,1,0,0,0,0,0,12
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,5,0,0,0,0,0,0,0,7
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,1,10,0,1,0,0,0,0,0,14
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,13,0,0,0,0,0,0,0,16
CARAPARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
CARIPUYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,1,0,1,1,0,1,0,0,0,0,0,4
CATACORA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,6,0,2,0,0,0,0,0,10
CHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,10,0,5,0,0,0,0,0,16
CHARAÑA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,1,1,0,0,0,0,0,5
CHIMORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,2,0,9,0,0,1,0,0,0,0,13
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,1,0,2,0,0,0,0,0,5
CLIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,1,0,0,0,0,0,4
COBIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,8,0,17,0,5,0,0,0,0,0,31
COCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,2,0,5,0,1,1,0,0,0,0,10
COCHABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,37,0,325,6,128,1,0,0,0,0,498
COLCAPIRHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,7,0,3,0,0,0,0,0,11
"COLCHA ""K""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COLLANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,13,0,3,0,0,0,0,0,18
COLPA BELGICA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
COLQUECHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COLQUENCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,1,3,0,0,0,0,0,0,0,4
COMARAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,14,1,0,0,0,0,0,0,17
CONCEPCION,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,0,7,0,0,0,0,0,0,0,11
COPACABANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,2,0,0,0,0,0,4
CORIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CORO CORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,4,0,0,1,0,0,0,0,6
COTAGAITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,5,0,0,0,0,0,0,0,7
COTOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,10,0,43,0,9,0,0,0,2,0,64
CUATRO CAÑADAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,5,0,0,0,0,0,0,0,7
CUEVO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CULPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,2,0,28,10,279,62,69,14,0,0,0,0,464
EL CHORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,6,0,1,0,0,0,0,0,7
EL PUENTE(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL TORNO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,8,0,3,0,0,0,0,0,13
EL VILLAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,2,0,1,0,0,0,0,0,5
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,10,0,1,0,0,0,0,0,13
EUCALIPTUS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FILADELFIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,0,11,0,1,0,0,0,0,0,16
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,2
GUANAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,1,0,1,0,0,0,0,4
GUAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,11,0,41,0,11,0,0,0,0,0,63
GUTIERREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,5,0,1,0,0,0,0,0,9
HUACARAJE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACARETA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,7,0,2,0,0,0,0,0,9
HUARINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
HUATAJATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
HUAYLLAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,0,1,0,0,0,0,0,0,3
INCAHUASI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,4,2,0,1,0,0,0,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
IXIAMAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,0,0,5,0,1,0,0,0,0,0,7
JESUS DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
LA ASUNTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,11,0,1,0,0,0,0,0,13
LA GUARDIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,23,0,83,0,6,0,0,0,0,0,113
LA PAZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,18,0,216,0,77,0,2,0,0,0,313
LAGUNILLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
LAJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
LAS CARRERAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,6,0,16,1,11,0,0,0,0,0,35
LORETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHACAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
MACHARETI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,2,0,0,0,0,0,3
MAGDALENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,7,0,1,0,0,0,0,0,11
MAIRANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,0,0,1,0,1,0,0,0,0,0,3
MAPIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,4,1,1,0,0,0,0,0,7
MECAPACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
MINEROS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,6,2,1,0,0,0,0,0,9
MIZQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,0,4,1,0,0,0,0,0,0,9
MONTEAGUDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
MONTERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,5,0,60,0,16,0,4,0,1,0,86
MOROCHATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
OCURI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,4,1,0,1,0,0,0,0,8
OKINAWA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,2,0,0,0,0,0,3
OMEREQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,19,2,214,2,66,0,0,0,0,0,303
PADCAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,8,0,2,0,0,0,0,0,13
PALCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,2,0,0,0,0,0,4
PALOS BLANCOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,1,0,1,0,0,0,0,0,4
PAMPA AULLAGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,2,0,3,0,3,0,2,0,0,0,0,0,10
PAZÑA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
PELECHUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,2,0,0,0,0,0,0,0,4
POCOATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,1,1,1,1,0,0,0,0,0,6
POCONA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
POJO (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,2,0,2,0,0,0,0,0,6
PORCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,1,3,0,0,0,0,0,0,0,8
POROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,2
