,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
ARQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,1,0,0,0,0,0,0,0,0,2
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,3,0,17,0,44,0,5,0,0,0,0,0,69
AUCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,2,0,0,0,0,0,5
BATALLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BAURES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BELEN DE URMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,2,0,0,0,0,4
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,2,0,1,0,0,0,0,0,5
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BOLIVAR,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,1,1,0,1,0,0,0,0,0,3
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,6,0,0,0,0,0,0,0,7
CAIROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAMARGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,2,0,2,0,0,0,0,0,6
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,2,0,0,0,0,0,7
CAQUIAVIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,5,0,2,0,0,0,0,0,7
CARAPARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,3,0,5,0,0,0,0,0,0,0,8
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,1,0,0,0,0,0,7
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,1,0,0,0,0,2
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,1,9,0,2,0,0,0,0,0,13
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,2,0,0,0,0,0,8
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,1,23,2,675,3,198,1,0,0,0,0,903
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLLANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,2,0,0,0,0,0,3
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COLQUIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,11,0,7,0,0,0,0,0,20
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,12,0,3,0,0,0,0,0,17
COPACABANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CORO CORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CORQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,1
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,3,0,10,0,1,0,0,0,0,0,14
CULPINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,1,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,2
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,20,1,290,21,70,10,0,0,0,0,412
EL PUENTE(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ESCARA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,1,0,1,1,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,5,0,24,0,2,0,0,0,0,0,31
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
HUANUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
JESUS DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,1,0,0,0,0,0,4
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,2,0,3,0,12,0,1,0,0,0,0,0,18
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,11,0,454,0,198,0,1,0,0,0,665
LAJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,11,0,6,0,0,0,0,0,18
LLICA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MACHACAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MAIRANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
MECAPACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
MINEROS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
MOCOMOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,11,0,2,0,0,0,0,0,15
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
OKINAWA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,1,5,0,3,0,0,0,0,0,11
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,10,1,177,1,82,0,0,0,0,0,271
PADCAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
PALCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,0,0,0,0,0,0,5
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,4,0,0,0,0,0,0,0,4
PAZÑA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
POCONA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,0,0,1,0,0,0,0,0,3
POJO (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
PORCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
POROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
PORONGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,2
PORTACHUELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,8,0,66,0,27,1,0,0,0,0,102
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,0,1,1,0,0,0,0,0,3
PUERTO GONZALO MORENO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,6,0,12,0,5,0,0,0,0,0,23
PUERTO RICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,1,0,0,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,0,0,0,0,0,0,6
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,5,0,2,0,0,0,0,0,8
PUNA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,5,1,14,4,3,1,0,0,0,0,28
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,1,0,1,0,0,0,0,0,3
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,2,0,5,0,23,0,22,0,3,0,0,0,55
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,4,0,3,0,3,0,0,0,0,0,10
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,4,2,22,2,6,1,0,0,0,0,37
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN AGUSTIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,1,6,0,2,0,0,0,0,0,9
SAN BUENA VENTURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,3,0,0,0,0,0,3
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,2,0,2,0,0,0,0,0,6
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,6,0,18,0,3,0,0,0,0,0,28
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,3,0,1,0,1,0,0,0,0,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,2,0,0,0,0,0,4
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JULIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,15,0,0,0,0,0,0,0,15
SAN LORENZO(TJA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,3,0,0,0,1,0,0,0,0,0,4
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,1,1,0,1,0,0,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON BENI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,1,0,0,0,0,0,4
SANTA ANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,3,1,10,4,2,0,0,0,0,0,20
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,3,0,55,3,374,16,136,2,28,0,0,0,617
SANTA ROSA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,2,0,0,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,1,0,0,0,0,0,4
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,0,0,0,0,0,0,5
SORACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,2
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,2,0,26,0,11,0,0,0,0,0,39
TACOPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,1,0,0,0,0,3
TARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,1,0,1,0,0,0,0,0,0,2
TARATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,49,3,26,1,0,0,0,0,80
TARVITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1
TIAHUANACU,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TINGUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1
TIRAQUE (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOTORA(ORR),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,1,0,8,0,82,5,11,0,3,0,0,0,110
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,3,0,1,0,0,0,6
UMALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,50,1,33,0,1,0,0,0,86
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2
URUBICHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,3,1,1,0,0,0,0,0,5
VACAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,2
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,43,0,11,1,2,0,0,0,58
VILLA CHARCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,4,0,1,0,0,0,0,0,5
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,4,1,5,1,2,0,0,0,0,0,13
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,6,0,3,0,0,0,0,0,10
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,5,3,1,0,0,0,0,0,10
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
YACO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,2
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,1,0,9,0,1,0,0,0,0,0,11
YANACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-07-01,2,0,9,0,39,0,8,0,0,0,0,0,58
ACACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,1,0,0,0,0,0,4
ACHOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AIQUILE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
ALALAY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,2
ANTEQUERA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ARQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,2,0,6,1,17,0,2,0,0,0,0,0,28
ATOCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
AUCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,1,2,0,2,0,0,0,0,0,6
BOLIVAR,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
