,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,14,1,76,1,15,0,0,0,0,0,107
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,9,11,57,9,13,1,0,0,0,0,100
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,2,0,2,0,2,0,0,0,7
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,8,0,0,0,0,0,0,0,8
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,2,0,1,0,0,0,0,0,4
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,11,2,2,0,0,0,0,0,15
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,2,0,30,1,4,0,0,0,0,0,38
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,13,0,1,0,0,0,0,0,15
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,0,0,0,0,0,0,6
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,5,0,1,0,0,0,0,0,6
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,2,0,0,0,0,0,0,0,4
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,16,0,0,0,0,0,0,0,18
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,0,2,0,1,0,0,0,0,5
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,7,0,4,0,0,0,0,0,12
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,4,0,1,0,0,0,0,0,9
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,8,0,16,0,5,0,0,0,0,0,30
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,4,0,1,0,1,0,0,0,8
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,2,0,1,0,0,0,0,0,5
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,1,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,11,0,1,0,0,0,0,0,16
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,1,14,0,4,0,0,0,0,0,28
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,3,2,1,0,1,0,0,0,0,8
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,5,0,1,0,0,0,0,0,9
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,1,0,0,0,0,0,0,3
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,3,0,20,0,4,0,0,0,0,0,28
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,0,14,1,3,0,0,0,0,0,27
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,2,6,1,0,0,0,0,0,0,9
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,8,0,0,0,0,0,0,0,8
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,20,0,0,0,0,0,0,0,22
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,7,0,0,0,0,0,0,0,7
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,9,0,3,0,0,0,0,0,13
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,7,0,0,0,0,0,0,0,10
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,1,0,1,0,0,0,0,0,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,7,0,1,0,0,0,0,0,8
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,16,0,2,0,0,0,0,0,20
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,10,0,1,0,0,0,0,0,14
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,12,0,3,0,0,0,0,0,15
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,37,1,4,0,0,0,0,0,46
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,6,0,0,0,0,0,0,0,6
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,1,3,3,0,0,0,0,0,0,9
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,6,0,1,0,0,0,0,0,9
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,8,0,30,1,3,0,0,0,0,0,42
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,7,1,0,0,0,0,0,0,10
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,1,14,1,2,0,1,0,0,0,25
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,3,7,0,3,0,0,0,0,0,15
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,9,0,2,0,0,0,0,0,13
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,10,0,2,0,0,0,0,0,12
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,1,0,0,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,2,1,5,0,0,0,0,0,10
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,2,2,1,1,0,0,0,0,0,9
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,5,0,25,0,2,0,0,0,0,0,32
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,13,0,61,0,16,0,0,0,0,0,90
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,2,3,2,0,0,0,0,0,9
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,43,0,449,0,132,1,0,0,0,0,626
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,31,0,4,0,0,0,0,0,37
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,6,0,2,0,0,0,0,0,11
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,4,0,1,0,0,0,0,0,8
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,1,18,2,1,1,0,0,0,0,26
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,6,0,1,0,0,0,0,0,7
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,1,1,6,0,1,0,0,0,0,9
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,15,0,0,0,0,0,0,0,16
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,2,1,19,0,2,0,0,0,0,0,25
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,0,8,0,4,0,0,0,0,0,18
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,2,0,0,0,0,0,6
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,0,0,1,0,0,0,0,2
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,6,0,1,0,0,0,0,0,7
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,16,0,6,0,0,0,0,0,26
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,13,0,64,0,6,0,0,0,0,0,83
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,3,0,25,0,4,0,0,0,0,0,33
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,1,0,0,0,0,0,0,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,7,3,2,0,0,0,0,0,14
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,1,0,0,0,0,0,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,5,1,52,18,542,137,108,35,0,0,0,0,898
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,9,0,1,0,0,0,0,0,11
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,1,1,0,0,0,0,0,6
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,14,0,23,0,8,0,0,0,0,0,46
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,3,0,3,0,1,0,0,0,0,0,8
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,2,0,20,0,6,0,0,0,0,0,29
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,1,0,0,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,5,0,2,0,0,0,0,0,7
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,3,1,0,0,0,0,0,0,6
GAIOC JATUN AYLLU YURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,1,0,0,0,0,0,0,3
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,10,0,5,0,0,0,0,0,16
GIA-TIM,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,1,3,1,0,0,0,0,10
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,8,0,0,0,0,0,0,0,12
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,2,0,17,0,48,0,5,0,0,0,0,0,72
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,10,0,0,0,0,0,0,0,10
HUACARAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,1,0,0,0,0,0,0,0,3
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,2,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,8,0,1,0,0,0,0,0,10
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,2,0,0,0,0,0,5
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,2,0,0,0,0,0,0,0,4
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,2,6,0,1,0,0,0,0,10
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,4,2,0,0,0,0,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,1,1,0,2,1,0,0,0,0,7
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,0,0,0,0,0,0,6
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,1,0,31,0,9,0,0,0,0,0,42
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,14,0,51,0,11,1,0,0,0,0,78
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,36,0,411,7,141,3,0,0,0,0,599
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,3,0,0,0,0,0,4
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,4,0,3,0,0,0,0,0,10
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,0,30,0,4,0,0,0,0,0,43
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,1,0,0,0,0,0,0,0,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,5,0,0,0,0,0,0,0,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,1,0,0,0,0,4
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,4,1,1,0,0,0,0,0,6
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,10,1,1,0,0,0,14
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,10,0,1,1,0,0,0,0,15
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,1,9,0,0,0,0,0,0,0,13
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,8,0,4,0,0,0,0,0,16
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,4,1,5,0,2,0,0,0,0,0,13
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,7,2,0,0,0,0,0,0,12
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,14,0,6,0,0,0,0,0,22
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,13,0,72,0,24,0,5,0,0,0,114
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,7,1,0,0,0,0,0,0,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,1,9,5,2,0,0,0,0,0,19
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,9,0,0,0,0,0,0,0,9
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,1,0,0,0,0,0,0,8
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,4,0,25,1,281,7,76,2,0,0,0,0,396
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,11,0,1,0,0,0,0,0,13
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,5,1,0,0,0,0,0,0,10
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,5,0,10,0,3,0,0,0,0,0,18
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,5,0,15,1,2,0,0,0,0,0,23
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,0,18,2,5,0,0,0,0,0,31
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,7,0,1,0,0,0,0,0,11
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,29,0,5,0,0,0,0,0,38
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,1,0,0,0,0,0,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,1,2,0,1,0,0,0,0,0,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,1,6,3,1,0,0,0,0,0,15
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,1,0,0,0,0,0,7
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,2,0,1,0,0,0,0,0,7
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,6,0,0,0,0,0,0,0,6
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,1,10,3,1,0,0,0,0,0,19
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,1,6,2,4,0,0,0,0,0,16
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,4,0,33,1,230,7,41,0,2,0,0,0,318
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,2,0,0,3,0,0,0,0,0,5
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,17,2,7,0,0,0,0,0,29
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,3,0,1,0,0,0,0,0,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,7,0,1,0,0,0,0,0,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,0,1,0,0,0,0,0,6
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,4,0,0,0,0,0,0,0,6
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,2,0,10,0,0,0,0,0,0,0,13
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,12,0,64,0,9,0,0,0,0,0,85
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,8,0,2,1,0,0,0,0,13
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,1,21,5,7,1,0,0,0,0,37
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,2,97,21,30,4,0,0,0,0,160
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,1,0,0,0,0,0,5
